"env_step","pqn_Breakout-MinAtar - _step","pqn_Breakout-MinAtar - _step__MIN","pqn_Breakout-MinAtar - _step__MAX","pqn_Breakout-MinAtar - returned_episode_returns","pqn_Breakout-MinAtar - returned_episode_returns__MIN","pqn_Breakout-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.4130859375","0.4130859375","0.4130859375"
"12288","3","3","3","0.432373046875","0.432373046875","0.432373046875"
"16384","4","4","4","0.465576171875","0.465576171875","0.465576171875"
"20480","5","5","5","0.391357421875","0.391357421875","0.391357421875"
"24576","6","6","6","0.4326171875","0.4326171875","0.4326171875"
"28672","7","7","7","0.456787109375","0.456787109375","0.456787109375"
"32768","8","8","8","0.45458984375","0.45458984375","0.45458984375"
"36864","9","9","9","0.459716796875","0.459716796875","0.459716796875"
"40960","10","10","10","0.427001953125","0.427001953125","0.427001953125"
"45056","11","11","11","0.439697265625","0.439697265625","0.439697265625"
"49152","12","12","12","0.398681640625","0.398681640625","0.398681640625"
"53248","13","13","13","0.38525390625","0.38525390625","0.38525390625"
"57344","14","14","14","0.429443359375","0.429443359375","0.429443359375"
"61440","15","15","15","0.473388671875","0.473388671875","0.473388671875"
"65536","16","16","16","0.449462890625","0.449462890625","0.449462890625"
"69632","17","17","17","0.458251953125","0.458251953125","0.458251953125"
"73728","18","18","18","0.468994140625","0.468994140625","0.468994140625"
"77824","19","19","19","0.443359375","0.443359375","0.443359375"
"81920","20","20","20","0.549560546875","0.549560546875","0.549560546875"
"86016","21","21","21","0.45703125","0.45703125","0.45703125"
"90112","22","22","22","0.442138671875","0.442138671875","0.442138671875"
"94208","23","23","23","0.489990234375","0.489990234375","0.489990234375"
"98304","24","24","24","0.434326171875","0.434326171875","0.434326171875"
"102400","25","25","25","0.45068359375","0.45068359375","0.45068359375"
"106496","26","26","26","0.42138671875","0.42138671875","0.42138671875"
"110592","27","27","27","0.47705078125","0.47705078125","0.47705078125"
"114688","28","28","28","0.43115234375","0.43115234375","0.43115234375"
"118784","29","29","29","0.43994140625","0.43994140625","0.43994140625"
"122880","30","30","30","0.506103515625","0.506103515625","0.506103515625"
"126976","31","31","31","0.576416015625","0.576416015625","0.576416015625"
"131072","32","32","32","0.56982421875","0.56982421875","0.56982421875"
"135168","33","33","33","0.519287109375","0.519287109375","0.519287109375"
"139264","34","34","34","0.479736328125","0.479736328125","0.479736328125"
"143360","35","35","35","0.578369140625","0.578369140625","0.578369140625"
"147456","36","36","36","0.484375","0.484375","0.484375"
"151552","37","37","37","0.4951171875","0.4951171875","0.4951171875"
"155648","38","38","38","0.5126953125","0.5126953125","0.5126953125"
"159744","39","39","39","0.515380859375","0.515380859375","0.515380859375"
"163840","40","40","40","0.5478515625","0.5478515625","0.5478515625"
"167936","41","41","41","0.595458984375","0.595458984375","0.595458984375"
"172032","42","42","42","0.63427734375","0.63427734375","0.63427734375"
"176128","43","43","43","0.561279296875","0.561279296875","0.561279296875"
"180224","44","44","44","0.538330078125","0.538330078125","0.538330078125"
"184320","45","45","45","0.571533203125","0.571533203125","0.571533203125"
"188416","46","46","46","0.573974609375","0.573974609375","0.573974609375"
"192512","47","47","47","0.5234375","0.5234375","0.5234375"
"196608","48","48","48","0.51904296875","0.51904296875","0.51904296875"
"200704","49","49","49","0.613525390625","0.613525390625","0.613525390625"
"204800","50","50","50","0.627197265625","0.627197265625","0.627197265625"
"208896","51","51","51","0.548828125","0.548828125","0.548828125"
"212992","52","52","52","0.5185546875","0.5185546875","0.5185546875"
"217088","53","53","53","0.69287109375","0.69287109375","0.69287109375"
"221184","54","54","54","0.76220703125","0.76220703125","0.76220703125"
"225280","55","55","55","0.56103515625","0.56103515625","0.56103515625"
"229376","56","56","56","0.721923828125","0.721923828125","0.721923828125"
"233472","57","57","57","0.638427734375","0.638427734375","0.638427734375"
"237568","58","58","58","0.647216796875","0.647216796875","0.647216796875"
"241664","59","59","59","0.623291015625","0.623291015625","0.623291015625"
"245760","60","60","60","0.572998046875","0.572998046875","0.572998046875"
"249856","61","61","61","0.546875","0.546875","0.546875"
"253952","62","62","62","0.58984375","0.58984375","0.58984375"
"258048","63","63","63","0.6650390625","0.6650390625","0.6650390625"
"262144","64","64","64","0.5849609375","0.5849609375","0.5849609375"
"266240","65","65","65","0.53369140625","0.53369140625","0.53369140625"
