"env_step","pqn_Breakout-MinAtar - _step","pqn_Breakout-MinAtar - _step__MIN","pqn_Breakout-MinAtar - _step__MAX","pqn_Breakout-MinAtar - returned_episode_returns","pqn_Breakout-MinAtar - returned_episode_returns__MIN","pqn_Breakout-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.4130859375","0.4130859375","0.4130859375"
"12288","3","3","3","0.432373046875","0.432373046875","0.432373046875"
"16384","4","4","4","0.45654296875","0.45654296875","0.45654296875"
"20480","5","5","5","0.38916015625","0.38916015625","0.38916015625"
"24576","6","6","6","0.44384765625","0.44384765625","0.44384765625"
"28672","7","7","7","0.43017578125","0.43017578125","0.43017578125"
"32768","8","8","8","0.457763671875","0.457763671875","0.457763671875"
"36864","9","9","9","0.46435546875","0.46435546875","0.46435546875"
"40960","10","10","10","0.455810546875","0.455810546875","0.455810546875"
"45056","11","11","11","0.4638671875","0.4638671875","0.4638671875"
"49152","12","12","12","0.395751953125","0.395751953125","0.395751953125"
"53248","13","13","13","0.407958984375","0.407958984375","0.407958984375"
"57344","14","14","14","0.4970703125","0.4970703125","0.4970703125"
"61440","15","15","15","0.448974609375","0.448974609375","0.448974609375"
"65536","16","16","16","0.446533203125","0.446533203125","0.446533203125"
"69632","17","17","17","0.486083984375","0.486083984375","0.486083984375"
"73728","18","18","18","0.45458984375","0.45458984375","0.45458984375"
"77824","19","19","19","0.44140625","0.44140625","0.44140625"
"81920","20","20","20","0.422119140625","0.422119140625","0.422119140625"
"86016","21","21","21","0.476318359375","0.476318359375","0.476318359375"
"90112","22","22","22","0.453857421875","0.453857421875","0.453857421875"
"94208","23","23","23","0.50244140625","0.50244140625","0.50244140625"
"98304","24","24","24","0.44775390625","0.44775390625","0.44775390625"
"102400","25","25","25","0.4658203125","0.4658203125","0.4658203125"
"106496","26","26","26","0.483154296875","0.483154296875","0.483154296875"
"110592","27","27","27","0.47265625","0.47265625","0.47265625"
"114688","28","28","28","0.504638671875","0.504638671875","0.504638671875"
"118784","29","29","29","0.475341796875","0.475341796875","0.475341796875"
"122880","30","30","30","0.513427734375","0.513427734375","0.513427734375"
"126976","31","31","31","0.619140625","0.619140625","0.619140625"
"131072","32","32","32","0.560302734375","0.560302734375","0.560302734375"
"135168","33","33","33","0.576171875","0.576171875","0.576171875"
"139264","34","34","34","0.499267578125","0.499267578125","0.499267578125"
"143360","35","35","35","0.504638671875","0.504638671875","0.504638671875"
"147456","36","36","36","0.50146484375","0.50146484375","0.50146484375"
"151552","37","37","37","0.476806640625","0.476806640625","0.476806640625"
"155648","38","38","38","0.553466796875","0.553466796875","0.553466796875"
"159744","39","39","39","0.552490234375","0.552490234375","0.552490234375"
"163840","40","40","40","0.55029296875","0.55029296875","0.55029296875"
"167936","41","41","41","0.5458984375","0.5458984375","0.5458984375"
"172032","42","42","42","0.533447265625","0.533447265625","0.533447265625"
"176128","43","43","43","0.57763671875","0.57763671875","0.57763671875"
"180224","44","44","44","0.6953125","0.6953125","0.6953125"
"184320","45","45","45","0.529296875","0.529296875","0.529296875"
"188416","46","46","46","0.539794921875","0.539794921875","0.539794921875"
"192512","47","47","47","0.557373046875","0.557373046875","0.557373046875"
"196608","48","48","48","0.591064453125","0.591064453125","0.591064453125"
"200704","49","49","49","0.5478515625","0.5478515625","0.5478515625"
"204800","50","50","50","0.550537109375","0.550537109375","0.550537109375"
"208896","51","51","51","0.568603515625","0.568603515625","0.568603515625"
"212992","52","52","52","0.5732421875","0.5732421875","0.5732421875"
"217088","53","53","53","0.656494140625","0.656494140625","0.656494140625"
"221184","54","54","54","0.718017578125","0.718017578125","0.718017578125"
"225280","55","55","55","0.606689453125","0.606689453125","0.606689453125"
"229376","56","56","56","0.5888671875","0.5888671875","0.5888671875"
"233472","57","57","57","0.725830078125","0.725830078125","0.725830078125"
"237568","58","58","58","0.75537109375","0.75537109375","0.75537109375"
"241664","59","59","59","0.68115234375","0.68115234375","0.68115234375"
"245760","60","60","60","0.553466796875","0.553466796875","0.553466796875"
"249856","61","61","61","0.526611328125","0.526611328125","0.526611328125"
"253952","62","62","62","0.608154296875","0.608154296875","0.608154296875"
"258048","63","63","63","0.584716796875","0.584716796875","0.584716796875"
"262144","64","64","64","0.63671875","0.63671875","0.63671875"
"266240","65","65","65","0.68017578125","0.68017578125","0.68017578125"
