"env_step","pqn_Breakout-MinAtar - _step","pqn_Breakout-MinAtar - _step__MIN","pqn_Breakout-MinAtar - _step__MAX","pqn_Breakout-MinAtar - returned_episode_returns","pqn_Breakout-MinAtar - returned_episode_returns__MIN","pqn_Breakout-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.4130859375","0.4130859375","0.4130859375"
"12288","3","3","3","0.432373046875","0.432373046875","0.432373046875"
"16384","4","4","4","0.45654296875","0.45654296875","0.45654296875"
"20480","5","5","5","0.4033203125","0.4033203125","0.4033203125"
"24576","6","6","6","0.429443359375","0.429443359375","0.429443359375"
"28672","7","7","7","0.448486328125","0.448486328125","0.448486328125"
"32768","8","8","8","0.443603515625","0.443603515625","0.443603515625"
"36864","9","9","9","0.454345703125","0.454345703125","0.454345703125"
"40960","10","10","10","0.430908203125","0.430908203125","0.430908203125"
"45056","11","11","11","0.4443359375","0.4443359375","0.4443359375"
"49152","12","12","12","0.42529296875","0.42529296875","0.42529296875"
"53248","13","13","13","0.399169921875","0.399169921875","0.399169921875"
"57344","14","14","14","0.484375","0.484375","0.484375"
"61440","15","15","15","0.46337890625","0.46337890625","0.46337890625"
"65536","16","16","16","0.4228515625","0.4228515625","0.4228515625"
"69632","17","17","17","0.4697265625","0.4697265625","0.4697265625"
"73728","18","18","18","0.49072265625","0.49072265625","0.49072265625"
"77824","19","19","19","0.39013671875","0.39013671875","0.39013671875"
"81920","20","20","20","0.488037109375","0.488037109375","0.488037109375"
"86016","21","21","21","0.483154296875","0.483154296875","0.483154296875"
"90112","22","22","22","0.44482421875","0.44482421875","0.44482421875"
"94208","23","23","23","0.50537109375","0.50537109375","0.50537109375"
"98304","24","24","24","0.43359375","0.43359375","0.43359375"
"102400","25","25","25","0.440185546875","0.440185546875","0.440185546875"
"106496","26","26","26","0.440185546875","0.440185546875","0.440185546875"
"110592","27","27","27","0.52734375","0.52734375","0.52734375"
"114688","28","28","28","0.5224609375","0.5224609375","0.5224609375"
"118784","29","29","29","0.486328125","0.486328125","0.486328125"
"122880","30","30","30","0.4990234375","0.4990234375","0.4990234375"
"126976","31","31","31","0.557373046875","0.557373046875","0.557373046875"
"131072","32","32","32","0.5673828125","0.5673828125","0.5673828125"
"135168","33","33","33","0.482666015625","0.482666015625","0.482666015625"
"139264","34","34","34","0.464599609375","0.464599609375","0.464599609375"
"143360","35","35","35","0.51220703125","0.51220703125","0.51220703125"
"147456","36","36","36","0.553955078125","0.553955078125","0.553955078125"
"151552","37","37","37","0.479736328125","0.479736328125","0.479736328125"
"155648","38","38","38","0.53125","0.53125","0.53125"
"159744","39","39","39","0.48828125","0.48828125","0.48828125"
"163840","40","40","40","0.580078125","0.580078125","0.580078125"
"167936","41","41","41","0.644775390625","0.644775390625","0.644775390625"
"172032","42","42","42","0.581787109375","0.581787109375","0.581787109375"
"176128","43","43","43","0.576416015625","0.576416015625","0.576416015625"
"180224","44","44","44","0.571044921875","0.571044921875","0.571044921875"
"184320","45","45","45","0.528564453125","0.528564453125","0.528564453125"
"188416","46","46","46","0.504638671875","0.504638671875","0.504638671875"
"192512","47","47","47","0.555908203125","0.555908203125","0.555908203125"
"196608","48","48","48","0.65234375","0.65234375","0.65234375"
"200704","49","49","49","0.54638671875","0.54638671875","0.54638671875"
"204800","50","50","50","0.59765625","0.59765625","0.59765625"
"208896","51","51","51","0.603271484375","0.603271484375","0.603271484375"
"212992","52","52","52","0.504150390625","0.504150390625","0.504150390625"
"217088","53","53","53","0.580322265625","0.580322265625","0.580322265625"
"221184","54","54","54","0.66796875","0.66796875","0.66796875"
"225280","55","55","55","0.54296875","0.54296875","0.54296875"
"229376","56","56","56","0.568603515625","0.568603515625","0.568603515625"
"233472","57","57","57","0.57373046875","0.57373046875","0.57373046875"
"237568","58","58","58","0.66943359375","0.66943359375","0.66943359375"
"241664","59","59","59","0.603271484375","0.603271484375","0.603271484375"
"245760","60","60","60","0.573974609375","0.573974609375","0.573974609375"
"249856","61","61","61","0.56591796875","0.56591796875","0.56591796875"
"253952","62","62","62","0.550048828125","0.550048828125","0.550048828125"
"258048","63","63","63","0.624267578125","0.624267578125","0.624267578125"
"262144","64","64","64","0.580810546875","0.580810546875","0.580810546875"
"266240","65","65","65","0.562744140625","0.562744140625","0.562744140625"
