"env_step","pqn_Breakout-MinAtar - _step","pqn_Breakout-MinAtar - _step__MIN","pqn_Breakout-MinAtar - _step__MAX","pqn_Breakout-MinAtar - returned_episode_returns","pqn_Breakout-MinAtar - returned_episode_returns__MIN","pqn_Breakout-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.4130859375","0.4130859375","0.4130859375"
"12288","3","3","3","0.432373046875","0.432373046875","0.432373046875"
"16384","4","4","4","0.461669921875","0.461669921875","0.461669921875"
"20480","5","5","5","0.397705078125","0.397705078125","0.397705078125"
"24576","6","6","6","0.436279296875","0.436279296875","0.436279296875"
"28672","7","7","7","0.440673828125","0.440673828125","0.440673828125"
"32768","8","8","8","0.459228515625","0.459228515625","0.459228515625"
"36864","9","9","9","0.45556640625","0.45556640625","0.45556640625"
"40960","10","10","10","0.4404296875","0.4404296875","0.4404296875"
"45056","11","11","11","0.43115234375","0.43115234375","0.43115234375"
"49152","12","12","12","0.397216796875","0.397216796875","0.397216796875"
"53248","13","13","13","0.42822265625","0.42822265625","0.42822265625"
"57344","14","14","14","0.45751953125","0.45751953125","0.45751953125"
"61440","15","15","15","0.491943359375","0.491943359375","0.491943359375"
"65536","16","16","16","0.412841796875","0.412841796875","0.412841796875"
"69632","17","17","17","0.494384765625","0.494384765625","0.494384765625"
"73728","18","18","18","0.48291015625","0.48291015625","0.48291015625"
"77824","19","19","19","0.4248046875","0.4248046875","0.4248046875"
"81920","20","20","20","0.496337890625","0.496337890625","0.496337890625"
"86016","21","21","21","0.444580078125","0.444580078125","0.444580078125"
"90112","22","22","22","0.4228515625","0.4228515625","0.4228515625"
"94208","23","23","23","0.458984375","0.458984375","0.458984375"
"98304","24","24","24","0.449462890625","0.449462890625","0.449462890625"
"102400","25","25","25","0.4619140625","0.4619140625","0.4619140625"
"106496","26","26","26","0.4794921875","0.4794921875","0.4794921875"
"110592","27","27","27","0.485107421875","0.485107421875","0.485107421875"
"114688","28","28","28","0.493896484375","0.493896484375","0.493896484375"
"118784","29","29","29","0.52001953125","0.52001953125","0.52001953125"
"122880","30","30","30","0.4951171875","0.4951171875","0.4951171875"
"126976","31","31","31","0.573486328125","0.573486328125","0.573486328125"
"131072","32","32","32","0.550537109375","0.550537109375","0.550537109375"
"135168","33","33","33","0.532470703125","0.532470703125","0.532470703125"
"139264","34","34","34","0.435791015625","0.435791015625","0.435791015625"
"143360","35","35","35","0.525146484375","0.525146484375","0.525146484375"
"147456","36","36","36","0.46044921875","0.46044921875","0.46044921875"
"151552","37","37","37","0.471435546875","0.471435546875","0.471435546875"
"155648","38","38","38","0.54638671875","0.54638671875","0.54638671875"
"159744","39","39","39","0.51953125","0.51953125","0.51953125"
"163840","40","40","40","0.554931640625","0.554931640625","0.554931640625"
"167936","41","41","41","0.5771484375","0.5771484375","0.5771484375"
"172032","42","42","42","0.56005859375","0.56005859375","0.56005859375"
"176128","43","43","43","0.5517578125","0.5517578125","0.5517578125"
"180224","44","44","44","0.56982421875","0.56982421875","0.56982421875"
"184320","45","45","45","0.47412109375","0.47412109375","0.47412109375"
"188416","46","46","46","0.492431640625","0.492431640625","0.492431640625"
"192512","47","47","47","0.5107421875","0.5107421875","0.5107421875"
"196608","48","48","48","0.650146484375","0.650146484375","0.650146484375"
"200704","49","49","49","0.562744140625","0.562744140625","0.562744140625"
"204800","50","50","50","0.57177734375","0.57177734375","0.57177734375"
"208896","51","51","51","0.5634765625","0.5634765625","0.5634765625"
"212992","52","52","52","0.58203125","0.58203125","0.58203125"
"217088","53","53","53","0.652587890625","0.652587890625","0.652587890625"
"221184","54","54","54","0.74658203125","0.74658203125","0.74658203125"
"225280","55","55","55","0.67236328125","0.67236328125","0.67236328125"
"229376","56","56","56","0.61865234375","0.61865234375","0.61865234375"
"233472","57","57","57","0.703125","0.703125","0.703125"
"237568","58","58","58","0.6865234375","0.6865234375","0.6865234375"
"241664","59","59","59","0.56982421875","0.56982421875","0.56982421875"
"245760","60","60","60","0.586181640625","0.586181640625","0.586181640625"
"249856","61","61","61","0.59228515625","0.59228515625","0.59228515625"
"253952","62","62","62","0.60400390625","0.60400390625","0.60400390625"
"258048","63","63","63","0.666259765625","0.666259765625","0.666259765625"
"262144","64","64","64","0.690185546875","0.690185546875","0.690185546875"
