"env_step","pqn_Breakout-MinAtar - _step","pqn_Breakout-MinAtar - _step__MIN","pqn_Breakout-MinAtar - _step__MAX","pqn_Breakout-MinAtar - returned_episode_returns","pqn_Breakout-MinAtar - returned_episode_returns__MIN","pqn_Breakout-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.4130859375","0.4130859375","0.4130859375"
"12288","3","3","3","0.432373046875","0.432373046875","0.432373046875"
"16384","4","4","4","0.461669921875","0.461669921875","0.461669921875"
"20480","5","5","5","0.395263671875","0.395263671875","0.395263671875"
"24576","6","6","6","0.439453125","0.439453125","0.439453125"
"28672","7","7","7","0.440185546875","0.440185546875","0.440185546875"
"32768","8","8","8","0.43115234375","0.43115234375","0.43115234375"
"36864","9","9","9","0.4794921875","0.4794921875","0.4794921875"
"40960","10","10","10","0.437255859375","0.437255859375","0.437255859375"
"45056","11","11","11","0.455810546875","0.455810546875","0.455810546875"
"49152","12","12","12","0.41015625","0.41015625","0.41015625"
"53248","13","13","13","0.423095703125","0.423095703125","0.423095703125"
"57344","14","14","14","0.49609375","0.49609375","0.49609375"
"61440","15","15","15","0.476806640625","0.476806640625","0.476806640625"
"65536","16","16","16","0.403076171875","0.403076171875","0.403076171875"
"69632","17","17","17","0.47216796875","0.47216796875","0.47216796875"
"73728","18","18","18","0.466796875","0.466796875","0.466796875"
"77824","19","19","19","0.374755859375","0.374755859375","0.374755859375"
"81920","20","20","20","0.4736328125","0.4736328125","0.4736328125"
"86016","21","21","21","0.427490234375","0.427490234375","0.427490234375"
"90112","22","22","22","0.4453125","0.4453125","0.4453125"
"94208","23","23","23","0.5107421875","0.5107421875","0.5107421875"
"98304","24","24","24","0.436279296875","0.436279296875","0.436279296875"
"102400","25","25","25","0.4853515625","0.4853515625","0.4853515625"
"106496","26","26","26","0.452392578125","0.452392578125","0.452392578125"
"110592","27","27","27","0.47509765625","0.47509765625","0.47509765625"
"114688","28","28","28","0.540771484375","0.540771484375","0.540771484375"
"118784","29","29","29","0.47021484375","0.47021484375","0.47021484375"
"122880","30","30","30","0.50634765625","0.50634765625","0.50634765625"
"126976","31","31","31","0.62060546875","0.62060546875","0.62060546875"
"131072","32","32","32","0.495849609375","0.495849609375","0.495849609375"
"135168","33","33","33","0.490966796875","0.490966796875","0.490966796875"
"139264","34","34","34","0.471435546875","0.471435546875","0.471435546875"
"143360","35","35","35","0.51953125","0.51953125","0.51953125"
"147456","36","36","36","0.54248046875","0.54248046875","0.54248046875"
"151552","37","37","37","0.481201171875","0.481201171875","0.481201171875"
"155648","38","38","38","0.48095703125","0.48095703125","0.48095703125"
"159744","39","39","39","0.526611328125","0.526611328125","0.526611328125"
"163840","40","40","40","0.585205078125","0.585205078125","0.585205078125"
"167936","41","41","41","0.53466796875","0.53466796875","0.53466796875"
"172032","42","42","42","0.50146484375","0.50146484375","0.50146484375"
"176128","43","43","43","0.525390625","0.525390625","0.525390625"
"180224","44","44","44","0.587646484375","0.587646484375","0.587646484375"
"184320","45","45","45","0.5234375","0.5234375","0.5234375"
"188416","46","46","46","0.53955078125","0.53955078125","0.53955078125"
"192512","47","47","47","0.566162109375","0.566162109375","0.566162109375"
"196608","48","48","48","0.582275390625","0.582275390625","0.582275390625"
"200704","49","49","49","0.59619140625","0.59619140625","0.59619140625"
"204800","50","50","50","0.5615234375","0.5615234375","0.5615234375"
"208896","51","51","51","0.656494140625","0.656494140625","0.656494140625"
"212992","52","52","52","0.511962890625","0.511962890625","0.511962890625"
"217088","53","53","53","0.6171875","0.6171875","0.6171875"
"221184","54","54","54","0.62646484375","0.62646484375","0.62646484375"
"225280","55","55","55","0.569091796875","0.569091796875","0.569091796875"
"229376","56","56","56","0.646484375","0.646484375","0.646484375"
"233472","57","57","57","0.64501953125","0.64501953125","0.64501953125"
"237568","58","58","58","0.74560546875","0.74560546875","0.74560546875"
"241664","59","59","59","0.626708984375","0.626708984375","0.626708984375"
"245760","60","60","60","0.573974609375","0.573974609375","0.573974609375"
"249856","61","61","61","0.48828125","0.48828125","0.48828125"
"253952","62","62","62","0.60498046875","0.60498046875","0.60498046875"
"258048","63","63","63","0.619140625","0.619140625","0.619140625"
"262144","64","64","64","0.59375","0.59375","0.59375"
"266240","65","65","65","0.476318359375","0.476318359375","0.476318359375"
