"env_step","pqn_Breakout-MinAtar - _step","pqn_Breakout-MinAtar - _step__MIN","pqn_Breakout-MinAtar - _step__MAX","pqn_Breakout-MinAtar - returned_episode_returns","pqn_Breakout-MinAtar - returned_episode_returns__MIN","pqn_Breakout-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.4130859375","0.4130859375","0.4130859375"
"12288","3","3","3","0.432373046875","0.432373046875","0.432373046875"
"16384","4","4","4","0.461669921875","0.461669921875","0.461669921875"
"20480","5","5","5","0.405517578125","0.405517578125","0.405517578125"
"24576","6","6","6","0.4453125","0.4453125","0.4453125"
"28672","7","7","7","0.447509765625","0.447509765625","0.447509765625"
"32768","8","8","8","0.44287109375","0.44287109375","0.44287109375"
"36864","9","9","9","0.469482421875","0.469482421875","0.469482421875"
"40960","10","10","10","0.424560546875","0.424560546875","0.424560546875"
"45056","11","11","11","0.44482421875","0.44482421875","0.44482421875"
"49152","12","12","12","0.409912109375","0.409912109375","0.409912109375"
"53248","13","13","13","0.39111328125","0.39111328125","0.39111328125"
"57344","14","14","14","0.47607421875","0.47607421875","0.47607421875"
"61440","15","15","15","0.464111328125","0.464111328125","0.464111328125"
"65536","16","16","16","0.433349609375","0.433349609375","0.433349609375"
"69632","17","17","17","0.510009765625","0.510009765625","0.510009765625"
"73728","18","18","18","0.484619140625","0.484619140625","0.484619140625"
"77824","19","19","19","0.392822265625","0.392822265625","0.392822265625"
"81920","20","20","20","0.456298828125","0.456298828125","0.456298828125"
"86016","21","21","21","0.4345703125","0.4345703125","0.4345703125"
"90112","22","22","22","0.45849609375","0.45849609375","0.45849609375"
"94208","23","23","23","0.476318359375","0.476318359375","0.476318359375"
"98304","24","24","24","0.437744140625","0.437744140625","0.437744140625"
"102400","25","25","25","0.47412109375","0.47412109375","0.47412109375"
"106496","26","26","26","0.476806640625","0.476806640625","0.476806640625"
"110592","27","27","27","0.5205078125","0.5205078125","0.5205078125"
"114688","28","28","28","0.53076171875","0.53076171875","0.53076171875"
"118784","29","29","29","0.482421875","0.482421875","0.482421875"
"122880","30","30","30","0.530029296875","0.530029296875","0.530029296875"
"126976","31","31","31","0.568359375","0.568359375","0.568359375"
"131072","32","32","32","0.53759765625","0.53759765625","0.53759765625"
"135168","33","33","33","0.516357421875","0.516357421875","0.516357421875"
"139264","34","34","34","0.4716796875","0.4716796875","0.4716796875"
"143360","35","35","35","0.560302734375","0.560302734375","0.560302734375"
"147456","36","36","36","0.552978515625","0.552978515625","0.552978515625"
"151552","37","37","37","0.5185546875","0.5185546875","0.5185546875"
"155648","38","38","38","0.57470703125","0.57470703125","0.57470703125"
"159744","39","39","39","0.549072265625","0.549072265625","0.549072265625"
"163840","40","40","40","0.477294921875","0.477294921875","0.477294921875"
"167936","41","41","41","0.55810546875","0.55810546875","0.55810546875"
"172032","42","42","42","0.5439453125","0.5439453125","0.5439453125"
"176128","43","43","43","0.537841796875","0.537841796875","0.537841796875"
"180224","44","44","44","0.54443359375","0.54443359375","0.54443359375"
"184320","45","45","45","0.52490234375","0.52490234375","0.52490234375"
"188416","46","46","46","0.55859375","0.55859375","0.55859375"
"192512","47","47","47","0.50732421875","0.50732421875","0.50732421875"
"196608","48","48","48","0.578857421875","0.578857421875","0.578857421875"
"200704","49","49","49","0.57958984375","0.57958984375","0.57958984375"
"204800","50","50","50","0.494140625","0.494140625","0.494140625"
"208896","51","51","51","0.61279296875","0.61279296875","0.61279296875"
"212992","52","52","52","0.570068359375","0.570068359375","0.570068359375"
"217088","53","53","53","0.564697265625","0.564697265625","0.564697265625"
"221184","54","54","54","0.604248046875","0.604248046875","0.604248046875"
"225280","55","55","55","0.53173828125","0.53173828125","0.53173828125"
"229376","56","56","56","0.641845703125","0.641845703125","0.641845703125"
"233472","57","57","57","0.5537109375","0.5537109375","0.5537109375"
"237568","58","58","58","0.642822265625","0.642822265625","0.642822265625"
"241664","59","59","59","0.54931640625","0.54931640625","0.54931640625"
"245760","60","60","60","0.560791015625","0.560791015625","0.560791015625"
"249856","61","61","61","0.59326171875","0.59326171875","0.59326171875"
"253952","62","62","62","0.643310546875","0.643310546875","0.643310546875"
"258048","63","63","63","0.611572265625","0.611572265625","0.611572265625"
"262144","64","64","64","0.673583984375","0.673583984375","0.673583984375"
