env_step,returned_episode_returns
4096,0.0
8192,0.012939453125
12288,0.168212890625
16384,0.361328125
20480,0.380615234375
24576,0.473876953125
28672,0.544189453125
32768,0.666015625
36864,0.6669921875
40960,0.707275390625
45056,0.625732421875
49152,0.56689453125
53248,0.54248046875
57344,0.48046875
61440,0.44921875
65536,0.50048828125
69632,0.6328125
73728,0.49462890625
77824,0.422119140625
81920,0.3720703125
86016,0.434326171875
90112,0.442138671875
94208,0.4482421875
98304,0.572509765625
102400,0.47265625
106496,0.486328125
110592,0.48046875
114688,0.50048828125
118784,0.52783203125
122880,0.55810546875
126976,0.634521484375
131072,0.609375
135168,0.605224609375
139264,0.471435546875
143360,0.45556640625
147456,0.409423828125
151552,0.4931640625
155648,0.545654296875
159744,0.585205078125
163840,0.47998046875
167936,0.48388671875
172032,0.517578125
176128,0.45849609375
180224,0.4208984375
184320,0.484130859375
188416,0.471923828125
192512,0.53271484375
196608,0.54541015625
200704,0.49755859375
204800,0.46728515625
208896,0.426513671875
212992,0.51806640625
217088,0.64111328125
221184,0.570556640625
225280,0.395263671875
229376,0.3935546875
233472,0.481689453125
237568,0.532470703125
241664,0.5478515625
245760,0.46435546875
249856,0.398681640625
253952,0.444091796875
258048,0.496826171875
262144,0.517333984375
266240,0.506103515625
270336,0.56396484375
274432,0.589111328125
278528,0.55419921875
282624,0.582763671875
286720,0.556640625
290816,0.588623046875
294912,0.614501953125
299008,0.62646484375
303104,0.5263671875
307200,0.5009765625
311296,0.48583984375
315392,0.469482421875
319488,0.452392578125
323584,0.460205078125
327680,0.561767578125
331776,0.55224609375
335872,0.490966796875
339968,0.390625
344064,0.3408203125
348160,0.4111328125
352256,0.46728515625
356352,0.573974609375
360448,0.559326171875
364544,0.69189453125
368640,0.639892578125
372736,0.61669921875
376832,0.651123046875
380928,0.5625
385024,0.51806640625
389120,0.62255859375
393216,0.556396484375
397312,0.523193359375
401408,0.620361328125
405504,0.68408203125
409600,0.817138671875
413696,0.7880859375
417792,0.680908203125
421888,0.5947265625
425984,0.52197265625
430080,0.52880859375
434176,0.53955078125
438272,0.544677734375
442368,0.505126953125
446464,0.435791015625
450560,0.512939453125
454656,0.498291015625
458752,0.525146484375
462848,0.46240234375
466944,0.544677734375
471040,0.5322265625
475136,0.51220703125
479232,0.57373046875
483328,0.609375
487424,0.579345703125
491520,0.635498046875
495616,0.586181640625
499712,0.552490234375
503808,0.609130859375
507904,0.710205078125
512000,0.700927734375
516096,0.70263671875
520192,0.622314453125
524288,0.594482421875
528384,0.594482421875
532480,0.618408203125
536576,0.71484375
540672,0.73486328125
544768,0.737548828125
548864,0.676513671875
552960,0.645751953125
557056,0.70166015625
561152,0.730224609375
565248,0.747314453125
569344,0.775634765625
573440,0.769775390625
577536,0.71337890625
581632,0.612548828125
585728,0.599609375
589824,0.56982421875
593920,0.585205078125
598016,0.63623046875
602112,0.734130859375
606208,0.752685546875
610304,0.7392578125
614400,0.71435546875
618496,0.712646484375
622592,0.689453125
626688,0.677978515625
630784,0.78173828125
634880,0.73291015625
638976,0.692626953125
643072,0.693115234375
647168,0.700927734375
651264,0.815185546875
655360,0.743896484375
659456,0.810546875
663552,0.768310546875
667648,0.7470703125
671744,0.81884765625
675840,0.78955078125
679936,0.73974609375
684032,0.74560546875
688128,0.65966796875
692224,0.60986328125
696320,0.67431640625
700416,0.7724609375
704512,0.676513671875
708608,0.75732421875
712704,0.79541015625
716800,0.87744140625
720896,0.829345703125
724992,0.681396484375
729088,0.72314453125
733184,0.646728515625
737280,0.696044921875
741376,0.6640625
745472,0.74365234375
749568,0.7314453125
753664,0.843505859375
757760,0.93896484375
