env_step,pqn_SpaceInvaders-MinAtar - returned_episode_returns
4096,0.30810546875
8192,1.752685546875
12288,2.8896484375
16384,3.52880859375
20480,4.21630859375
24576,4.724365234375
28672,4.65283203125
32768,4.169677734375
36864,4.0185546875
40960,3.760498046875
45056,3.841796875
49152,3.962646484375
53248,4.0986328125
57344,3.977783203125
61440,4.171875
65536,4.0986328125
69632,4.267333984375
73728,4.313720703125
77824,4.481201171875
81920,4.685302734375
86016,4.473876953125
90112,4.4912109375
94208,4.2216796875
98304,4.092529296875
102400,4.7021484375
106496,4.46337890625
110592,4.366943359375
114688,4.5693359375
118784,4.470458984375
122880,4.47998046875
126976,4.664306640625
131072,4.75732421875
135168,4.14794921875
139264,4.468017578125
143360,4.64453125
147456,4.404052734375
151552,4.784912109375
155648,4.453857421875
159744,4.694580078125
163840,4.9365234375
167936,4.990966796875
172032,5.284912109375
176128,5.093994140625
180224,4.9384765625
184320,4.792236328125
188416,4.99072265625
192512,5.42578125
196608,5.3916015625
200704,5.419677734375
204800,4.757080078125
208896,4.595947265625
212992,4.8349609375
217088,4.807373046875
221184,5.349853515625
225280,5.515380859375
229376,5.280517578125
233472,5.23291015625
237568,5.43310546875
241664,5.59912109375
245760,5.5712890625
249856,5.861328125
253952,5.5458984375
258048,5.488525390625
262144,5.325439453125
266240,5.306884765625
270336,5.846435546875
274432,6.049560546875
278528,6.353271484375
282624,5.727294921875
286720,5.489990234375
290816,5.74755859375
294912,5.579345703125
299008,5.91796875
303104,6.249755859375
307200,6.524658203125
311296,6.38037109375
315392,5.6005859375
319488,5.621826171875
323584,5.88134765625
327680,5.971435546875
331776,6.389892578125
335872,6.63720703125
339968,7.059814453125
344064,6.435302734375
348160,6.09765625
352256,5.65966796875
356352,6.087890625
360448,6.390869140625
364544,6.87451171875
368640,6.852294921875
372736,6.91357421875
376832,6.683837890625
380928,7.32763671875
385024,7.333984375
389120,7.20166015625
393216,6.988525390625
397312,7.146240234375
401408,7.31591796875
405504,6.72265625
409600,6.580078125
413696,6.669677734375
417792,6.95556640625
421888,7.611572265625
425984,7.50537109375
430080,7.33203125
434176,7.718994140625
438272,7.642333984375
442368,7.02734375
446464,6.5615234375
450560,6.5146484375
454656,7.150634765625
458752,6.956787109375
462848,6.80224609375
466944,7.546630859375
471040,7.740966796875
475136,7.552734375
479232,7.61767578125
483328,7.311279296875
487424,7.200439453125
491520,7.071533203125
495616,7.441650390625
499712,8.56689453125
503808,8.961669921875
507904,8.10791015625
512000,8.334228515625
516096,8.320068359375
520192,8.23095703125
524288,7.9775390625
528384,7.973388671875
532480,8.85791015625
536576,9.1259765625
540672,9.090576171875
544768,8.661865234375
548864,8.544921875
552960,8.3046875
557056,8.857177734375
561152,9.769775390625
565248,9.4853515625
569344,9.202880859375
573440,9.11767578125
577536,9.153076171875
581632,8.936767578125
585728,8.802001953125
589824,8.869140625
593920,8.41943359375
598016,8.241455078125
602112,9.172607421875
606208,9.483154296875
610304,9.798583984375
614400,9.087890625
618496,8.708740234375
622592,8.3359375
626688,8.662109375
630784,9.128173828125
634880,9.16162109375
638976,9.299072265625
643072,9.50146484375
647168,9.826904296875
651264,9.79150390625
655360,9.747314453125
659456,9.848876953125
663552,9.77392578125
667648,9.772705078125
671744,9.71142578125
675840,9.738037109375
679936,9.411376953125
684032,9.650146484375
688128,9.661376953125
692224,9.557373046875
696320,9.890380859375
700416,10.1806640625
704512,9.714111328125
708608,9.561279296875
712704,9.89404296875
716800,10.74560546875
720896,10.33349609375
724992,10.532958984375
729088,10.60009765625
733184,11.171142578125
737280,11.266357421875
741376,11.464111328125
745472,11.041748046875
749568,10.720703125
753664,10.3017578125
757760,10.76513671875
761856,11.164794921875
765952,11.289306640625
770048,11.392333984375
774144,11.337646484375
778240,11.66650390625
782336,12.38623046875
786432,13.09423828125
790528,13.4287109375
794624,13.290283203125
798720,13.408935546875
802816,13.354736328125
806912,12.974609375
811008,12.605712890625
815104,12.121337890625
819200,12.109619140625
823296,12.438232421875
827392,12.72509765625
831488,12.6552734375
835584,12.2734375
839680,12.3935546875
843776,12.403076171875
847872,12.40576171875
851968,12.6826171875
856064,13.019287109375
860160,13.0693359375
864256,13.01318359375
868352,12.979736328125
872448,12.958251953125
876544,12.48486328125
880640,12.548095703125
884736,12.87109375
888832,12.744873046875
892928,13.1083984375
897024,13.511474609375
901120,13.580322265625
905216,12.870361328125
909312,12.485107421875
913408,12.71142578125
917504,13.025146484375
921600,13.37939453125
925696,12.982666015625
929792,13.634521484375
933888,13.941650390625
937984,13.87109375
942080,13.893310546875
946176,14.178466796875
950272,13.9990234375
954368,14.28369140625
958464,14.41455078125
962560,14.180908203125
966656,14.820068359375
970752,15.41015625
974848,15.553466796875
978944,15.247802734375
983040,15.261962890625
987136,15.40380859375
991232,14.927001953125
995328,14.904541015625
