env_step,pqn_SpaceInvaders-MinAtar - returned_episode_returns
4096,0.30810546875
8192,1.752685546875
12288,2.8896484375
16384,3.52880859375
20480,4.195556640625
24576,4.653076171875
28672,4.55859375
32768,4.21533203125
36864,4.036376953125
40960,3.76904296875
45056,3.945556640625
49152,4.168701171875
53248,4.406005859375
57344,3.892822265625
61440,4.040283203125
65536,4.04833984375
69632,4.04052734375
73728,4.043701171875
77824,4.520751953125
81920,4.58349609375
86016,4.283203125
90112,4.34716796875
94208,4.17578125
98304,3.96875
102400,3.9794921875
106496,4.59130859375
110592,4.6962890625
114688,4.73681640625
118784,4.727294921875
122880,4.705810546875
126976,4.502197265625
131072,4.7294921875
135168,4.653564453125
139264,4.624755859375
143360,4.7744140625
147456,5.0126953125
151552,5.45947265625
155648,5.327880859375
159744,5.074462890625
163840,4.6865234375
167936,4.84423828125
172032,4.91748046875
176128,4.876953125
180224,4.574951171875
184320,4.822265625
188416,4.743896484375
192512,4.50634765625
196608,4.687744140625
200704,4.463623046875
204800,4.68017578125
208896,4.984375
212992,5.28515625
217088,5.024169921875
221184,4.849609375
225280,4.967529296875
229376,4.890625
233472,5.059326171875
237568,5.200927734375
241664,5.065185546875
245760,5.423583984375
249856,5.736083984375
253952,5.41162109375
258048,5.156982421875
262144,5.594482421875
266240,5.540771484375
270336,5.281982421875
274432,5.753173828125
278528,5.985595703125
282624,6.134521484375
286720,5.633056640625
290816,5.65869140625
294912,5.874755859375
299008,6.102294921875
303104,5.937744140625
307200,6.025634765625
311296,6.474365234375
315392,6.353271484375
319488,6.328857421875
323584,5.797119140625
327680,5.8603515625
331776,6.395263671875
335872,6.404541015625
339968,6.521728515625
344064,6.03564453125
348160,6.541748046875
352256,6.969970703125
356352,7.078125
360448,7.312744140625
364544,7.460205078125
368640,7.15625
372736,7.102783203125
376832,6.647705078125
380928,6.53955078125
385024,7.123291015625
389120,7.566162109375
393216,7.485595703125
397312,7.501708984375
401408,7.3544921875
405504,7.505859375
409600,7.600341796875
413696,7.062255859375
417792,6.97216796875
421888,6.97119140625
425984,7.21728515625
430080,7.015380859375
434176,6.772705078125
438272,7.458251953125
442368,7.44580078125
446464,6.683837890625
450560,7.280029296875
454656,6.97509765625
458752,6.979248046875
462848,7.106689453125
466944,7.67041015625
471040,8.03125
475136,7.898193359375
479232,7.125244140625
483328,7.371826171875
487424,7.779296875
491520,8.277587890625
495616,8.321044921875
499712,8.3994140625
503808,8.868896484375
507904,8.9169921875
512000,9.041748046875
516096,9.10693359375
520192,8.8359375
524288,8.779296875
528384,8.766845703125
532480,8.466552734375
536576,9.071044921875
540672,9.061767578125
544768,9.201171875
548864,8.59326171875
552960,8.065185546875
557056,8.43603515625
561152,8.635986328125
565248,8.3818359375
569344,7.44384765625
573440,7.70703125
577536,8.723876953125
581632,8.6171875
585728,8.6083984375
589824,9.130859375
593920,8.682373046875
598016,9.1904296875
602112,9.554443359375
606208,9.1337890625
610304,9.360595703125
614400,9.0078125
618496,8.916015625
622592,9.14599609375
626688,9.0947265625
630784,9.253662109375
634880,9.239013671875
638976,9.03857421875
643072,9.15869140625
647168,10.03466796875
651264,9.905029296875
655360,9.494384765625
659456,9.564453125
663552,9.434326171875
667648,9.861328125
671744,10.2880859375
675840,9.924072265625
679936,9.291015625
684032,9.36669921875
688128,9.276611328125
692224,9.372314453125
696320,9.82421875
700416,10.371337890625
704512,10.106689453125
708608,10.39697265625
712704,10.868408203125
716800,10.935791015625
720896,11.482666015625
724992,11.2626953125
729088,11.013916015625
733184,11.0341796875
737280,10.686767578125
741376,10.78173828125
745472,10.907470703125
749568,10.977783203125
753664,11.003662109375
757760,11.333740234375
761856,11.441650390625
765952,11.314453125
770048,11.08642578125
774144,10.97412109375
778240,11.518798828125
782336,11.8994140625
786432,11.34423828125
790528,11.65771484375
794624,12.127685546875
798720,11.94775390625
802816,12.115478515625
806912,11.837158203125
811008,11.858642578125
815104,12.250732421875
819200,12.634033203125
823296,12.860595703125
827392,12.52978515625
831488,12.29736328125
835584,12.516845703125
839680,12.974365234375
843776,12.9296875
847872,12.758544921875
851968,12.971923828125
856064,13.255126953125
860160,12.810302734375
864256,13.1650390625
868352,12.896728515625
872448,12.63525390625
876544,12.58154296875
880640,12.25390625
884736,12.533203125
888832,12.61767578125
892928,12.49755859375
897024,12.320556640625
901120,12.402587890625
905216,12.316650390625
909312,12.623779296875
913408,13.183349609375
917504,13.4599609375
921600,13.385986328125
925696,14.01806640625
929792,14.46337890625
933888,14.5849609375
937984,14.042724609375
942080,13.250244140625
946176,13.391845703125
950272,14.25
954368,14.231689453125
958464,14.049072265625
962560,13.25
966656,12.8359375
970752,12.525634765625
974848,12.41748046875
978944,12.767822265625
983040,13.315185546875
987136,14.21240234375
991232,14.70654296875
995328,15.231201171875
999424,14.7451171875
