env_step,pqn_SpaceInvaders-MinAtar - returned_episode_returns
4096,0.30810546875
8192,1.752685546875
12288,2.8896484375
16384,3.5537109375
20480,4.23876953125
24576,4.571044921875
28672,4.494384765625
32768,4.095947265625
36864,3.9365234375
40960,3.715087890625
45056,3.921630859375
49152,3.923583984375
53248,4.031494140625
57344,4.076904296875
61440,4.186767578125
65536,4.21826171875
69632,4.4814453125
73728,4.352783203125
77824,4.345703125
81920,4.371337890625
86016,4.098388671875
90112,4.310791015625
94208,4.603515625
98304,4.809326171875
102400,5.12939453125
106496,4.521484375
110592,4.494140625
114688,4.610595703125
118784,4.439697265625
122880,4.276123046875
126976,4.350830078125
131072,4.729248046875
135168,4.5849609375
139264,4.39453125
143360,4.4482421875
147456,4.33154296875
151552,4.687744140625
155648,4.4775390625
159744,4.599609375
163840,4.965576171875
167936,5.412109375
172032,5.1884765625
176128,5.361328125
180224,4.958984375
184320,5.083984375
188416,4.963134765625
192512,4.983154296875
196608,4.477783203125
200704,4.5361328125
204800,4.764404296875
208896,5.02197265625
212992,5.3740234375
217088,5.425048828125
221184,5.230712890625
225280,4.970458984375
229376,5.072021484375
233472,5.396484375
237568,5.84130859375
241664,5.77880859375
245760,6.205078125
249856,5.94677734375
253952,5.775390625
258048,5.4453125
262144,5.370849609375
266240,5.25927734375
270336,5.6474609375
274432,6.31689453125
278528,6.025634765625
282624,5.87255859375
286720,6.43896484375
290816,5.95263671875
294912,5.56982421875
299008,5.93310546875
303104,6.293701171875
307200,5.962646484375
311296,5.89013671875
315392,5.584228515625
319488,5.8173828125
323584,6.17529296875
327680,6.56005859375
331776,6.112060546875
335872,6.290283203125
339968,6.397705078125
344064,6.388427734375
348160,6.557373046875
352256,6.873046875
356352,6.88330078125
360448,7.0517578125
364544,7.238037109375
368640,7.255859375
372736,7.390625
376832,7.12646484375
380928,6.774169921875
385024,6.6044921875
389120,6.778076171875
393216,6.9453125
397312,7.480712890625
401408,7.63232421875
405504,7.265625
409600,7.385009765625
413696,7.32275390625
417792,7.23779296875
421888,7.757568359375
425984,7.427001953125
430080,7.04638671875
434176,6.90625
438272,6.82666015625
442368,6.919189453125
446464,7.245361328125
450560,7.4130859375
454656,6.98046875
458752,7.043212890625
462848,6.934814453125
466944,7.287841796875
471040,7.300048828125
475136,7.281494140625
479232,7.6279296875
483328,8.142822265625
487424,7.500244140625
491520,7.83837890625
495616,7.702880859375
499712,7.51513671875
503808,8.041748046875
507904,7.81884765625
512000,8.17822265625
516096,8.043701171875
520192,8.319580078125
524288,8.672119140625
528384,8.288818359375
532480,8.324462890625
536576,8.644775390625
540672,8.59521484375
544768,8.53564453125
548864,8.615478515625
552960,8.814697265625
557056,8.9453125
561152,9.472412109375
565248,9.52783203125
569344,9.502685546875
573440,10.10400390625
577536,10.270751953125
581632,9.897705078125
585728,9.4970703125
589824,9.4736328125
593920,9.447265625
598016,8.650634765625
602112,8.093017578125
606208,7.9765625
610304,8.221435546875
614400,8.516357421875
618496,8.25390625
622592,8.5263671875
626688,8.831298828125
630784,8.676513671875
634880,8.692626953125
638976,9.499267578125
643072,9.529541015625
647168,9.589599609375
651264,9.88525390625
655360,9.728515625
659456,10.3076171875
663552,10.76708984375
667648,10.331787109375
671744,10.092041015625
675840,9.341796875
679936,9.21240234375
684032,9.510986328125
688128,10.26123046875
692224,10.507568359375
696320,10.797607421875
700416,10.89990234375
704512,10.8154296875
708608,10.8447265625
712704,10.51611328125
716800,10.796142578125
720896,11.72509765625
724992,11.8095703125
729088,11.299072265625
733184,11.541015625
737280,11.341552734375
741376,11.58544921875
745472,11.8212890625
749568,12.14013671875
753664,11.434326171875
757760,11.35009765625
761856,11.77490234375
765952,12.0341796875
770048,12.17041015625
774144,13.3251953125
778240,13.101318359375
782336,12.967041015625
786432,12.512451171875
790528,12.1845703125
794624,12.061767578125
798720,11.38916015625
802816,11.2041015625
806912,11.38232421875
811008,11.507080078125
815104,11.088623046875
819200,11.233154296875
823296,11.5458984375
827392,11.406494140625
831488,11.916015625
835584,12.3701171875
839680,12.682861328125
843776,12.46435546875
847872,11.97509765625
851968,11.896240234375
856064,11.523193359375
860160,11.817138671875
864256,12.746337890625
868352,12.900390625
872448,12.931884765625
876544,13.41162109375
880640,13.8134765625
884736,14.112548828125
888832,13.5419921875
892928,13.447509765625
897024,13.225341796875
901120,13.097412109375
905216,13.077392578125
909312,12.163330078125
913408,12.1962890625
917504,12.760986328125
921600,13.82666015625
925696,14.351806640625
929792,14.246337890625
933888,13.923828125
937984,13.125244140625
942080,12.632568359375
946176,12.228759765625
950272,12.517822265625
954368,12.853759765625
958464,12.69091796875
962560,12.58544921875
966656,12.541259765625
970752,12.6796875
974848,13.03662109375
978944,13.802490234375
983040,14.663330078125
987136,14.924560546875
991232,14.911865234375
995328,14.168701171875
999424,14.265380859375
