env_step,returned_episode_returns
4096,0.0
8192,0.012939453125
12288,0.166748046875
16384,0.36572265625
20480,0.3955078125
24576,0.503662109375
28672,0.528564453125
32768,0.608154296875
36864,0.63525390625
40960,0.68017578125
45056,0.58642578125
49152,0.527099609375
53248,0.548828125
57344,0.5419921875
61440,0.47607421875
65536,0.406494140625
69632,0.4716796875
73728,0.49267578125
77824,0.478515625
81920,0.477783203125
86016,0.491455078125
90112,0.5068359375
94208,0.5283203125
98304,0.572265625
102400,0.567626953125
106496,0.578857421875
110592,0.525146484375
114688,0.511474609375
118784,0.634521484375
122880,0.599609375
126976,0.494873046875
131072,0.526611328125
135168,0.570556640625
139264,0.4755859375
143360,0.46142578125
147456,0.44580078125
151552,0.4521484375
155648,0.540283203125
159744,0.5986328125
163840,0.519287109375
167936,0.391845703125
172032,0.450927734375
176128,0.48388671875
180224,0.588623046875
184320,0.552978515625
188416,0.51220703125
192512,0.56689453125
196608,0.65625
200704,0.623291015625
204800,0.589599609375
208896,0.5205078125
212992,0.4814453125
217088,0.420654296875
221184,0.43310546875
225280,0.532958984375
229376,0.561279296875
233472,0.538818359375
237568,0.49755859375
241664,0.477783203125
245760,0.597900390625
249856,0.577880859375
253952,0.484619140625
258048,0.441650390625
262144,0.408203125
266240,0.44189453125
270336,0.4951171875
274432,0.598388671875
278528,0.6513671875
282624,0.609619140625
286720,0.609619140625
290816,0.54052734375
294912,0.514892578125
299008,0.517333984375
303104,0.4638671875
307200,0.531982421875
311296,0.603271484375
315392,0.505615234375
319488,0.560791015625
323584,0.62060546875
327680,0.65234375
331776,0.623291015625
335872,0.528076171875
339968,0.552734375
344064,0.507568359375
348160,0.487060546875
352256,0.594970703125
356352,0.707763671875
360448,0.7421875
364544,0.607177734375
368640,0.535400390625
372736,0.470947265625
376832,0.55224609375
380928,0.608154296875
385024,0.653564453125
389120,0.615966796875
393216,0.62255859375
397312,0.582763671875
401408,0.578369140625
405504,0.706298828125
409600,0.76708984375
413696,0.673095703125
417792,0.557373046875
421888,0.55810546875
425984,0.566650390625
430080,0.53662109375
434176,0.53369140625
438272,0.512939453125
442368,0.5634765625
446464,0.58349609375
450560,0.556884765625
454656,0.61767578125
458752,0.630126953125
462848,0.572998046875
466944,0.59423828125
471040,0.574462890625
475136,0.591552734375
479232,0.61376953125
483328,0.568359375
487424,0.59423828125
491520,0.55078125
495616,0.587158203125
499712,0.669677734375
503808,0.595703125
507904,0.598876953125
512000,0.56787109375
516096,0.53076171875
520192,0.516357421875
524288,0.557373046875
528384,0.552978515625
532480,0.642822265625
536576,0.70166015625
540672,0.732666015625
544768,0.682373046875
548864,0.693115234375
552960,0.6806640625
557056,0.6904296875
561152,0.653564453125
565248,0.630615234375
569344,0.7080078125
573440,0.829345703125
577536,0.838134765625
581632,0.8486328125
585728,0.78369140625
589824,0.71533203125
593920,0.708251953125
598016,0.67626953125
602112,0.65185546875
606208,0.529296875
610304,0.491455078125
614400,0.5263671875
618496,0.60302734375
622592,0.663818359375
626688,0.77197265625
630784,0.64306640625
634880,0.716796875
638976,0.658447265625
643072,0.66259765625
647168,0.70361328125
651264,0.660888671875
655360,0.624755859375
659456,0.55615234375
663552,0.745361328125
667648,0.7919921875
671744,0.821044921875
675840,0.78662109375
679936,0.75732421875
684032,0.734130859375
688128,0.71728515625
692224,0.7841796875
696320,0.81884765625
700416,0.8125
704512,0.79541015625
708608,0.744384765625
712704,0.716552734375
716800,0.739501953125
720896,0.877685546875
724992,0.829833984375
729088,0.717041015625
733184,0.69091796875
737280,0.693359375
741376,0.7939453125
745472,0.77880859375
749568,0.80126953125
753664,0.67822265625
757760,0.580322265625
