"env_step","Breakout-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step","Breakout-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step__MIN","Breakout-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step__MAX","Breakout-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns","Breakout-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns__MIN","Breakout-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns__MAX"
"954368","233","233","233","1.691650390625","1.691650390625","1.691650390625"
"958464","234","234","234","1.613525390625","1.613525390625","1.613525390625"
"962560","235","235","235","1.716796875","1.716796875","1.716796875"
"966656","236","236","236","1.968017578125","1.968017578125","1.968017578125"
"970752","237","237","237","1.816162109375","1.816162109375","1.816162109375"
"974848","238","238","238","1.605712890625","1.605712890625","1.605712890625"
"978944","239","239","239","1.702392578125","1.702392578125","1.702392578125"
"983040","240","240","240","1.965576171875","1.965576171875","1.965576171875"
"987136","241","241","241","2.16552734375","2.16552734375","2.16552734375"
"991232","242","242","242","2.125732421875","2.125732421875","2.125732421875"
"995328","243","243","243","1.91162109375","1.91162109375","1.91162109375"
"999424","244","244","244","1.794677734375","1.794677734375","1.794677734375"
"1003520","245","245","245","1.88818359375","1.88818359375","1.88818359375"
"1007616","246","246","246","1.903564453125","1.903564453125","1.903564453125"
"1011712","247","247","247","1.943359375","1.943359375","1.943359375"
"1015808","248","248","248","1.833740234375","1.833740234375","1.833740234375"
"1019904","249","249","249","2.008056640625","2.008056640625","2.008056640625"
"1024000","250","250","250","1.98046875","1.98046875","1.98046875"
"1028096","251","251","251","1.97607421875","1.97607421875","1.97607421875"
"1032192","252","252","252","1.911865234375","1.911865234375","1.911865234375"
"1036288","253","253","253","1.591796875","1.591796875","1.591796875"
"1040384","254","254","254","1.823974609375","1.823974609375","1.823974609375"
"1044480","255","255","255","2.123291015625","2.123291015625","2.123291015625"
"1048576","256","256","256","2.007568359375","2.007568359375","2.007568359375"
"1052672","257","257","257","2.05810546875","2.05810546875","2.05810546875"
"1056768","258","258","258","1.86279296875","1.86279296875","1.86279296875"
"1060864","259","259","259","1.92822265625","1.92822265625","1.92822265625"
"1064960","260","260","260","2.166259765625","2.166259765625","2.166259765625"
"1069056","261","261","261","2.17041015625","2.17041015625","2.17041015625"
"1073152","262","262","262","2.001708984375","2.001708984375","2.001708984375"
"1077248","263","263","263","2.410888671875","2.410888671875","2.410888671875"
"1081344","264","264","264","2.377685546875","2.377685546875","2.377685546875"
"1085440","265","265","265","2.2509765625","2.2509765625","2.2509765625"
"1089536","266","266","266","2.323974609375","2.323974609375","2.323974609375"
"1093632","267","267","267","2.274169921875","2.274169921875","2.274169921875"
"1097728","268","268","268","2.116943359375","2.116943359375","2.116943359375"
"1101824","269","269","269","2.370849609375","2.370849609375","2.370849609375"
"1105920","270","270","270","2.20166015625","2.20166015625","2.20166015625"
"1110016","271","271","271","2.02392578125","2.02392578125","2.02392578125"
"1114112","272","272","272","1.9931640625","1.9931640625","1.9931640625"
"1118208","273","273","273","2.07421875","2.07421875","2.07421875"
"1122304","274","274","274","2.161376953125","2.161376953125","2.161376953125"
"1126400","275","275","275","2.160400390625","2.160400390625","2.160400390625"
"1130496","276","276","276","2.203857421875","2.203857421875","2.203857421875"
"1134592","277","277","277","1.850341796875","1.850341796875","1.850341796875"
"1138688","278","278","278","1.93701171875","1.93701171875","1.93701171875"
"1142784","279","279","279","2.162109375","2.162109375","2.162109375"
"1146880","280","280","280","2.361572265625","2.361572265625","2.361572265625"
"1150976","281","281","281","2.52099609375","2.52099609375","2.52099609375"
"1155072","282","282","282","2.44873046875","2.44873046875","2.44873046875"
"1159168","283","283","283","2.4697265625","2.4697265625","2.4697265625"
"1163264","284","284","284","2.341552734375","2.341552734375","2.341552734375"
"1167360","285","285","285","2.312255859375","2.312255859375","2.312255859375"
"1171456","286","286","286","2.33837890625","2.33837890625","2.33837890625"
"1175552","287","287","287","2.257568359375","2.257568359375","2.257568359375"
"1179648","288","288","288","2.177001953125","2.177001953125","2.177001953125"
"1183744","289","289","289","2.586181640625","2.586181640625","2.586181640625"
"1187840","290","290","290","2.615478515625","2.615478515625","2.615478515625"
"1191936","291","291","291","2.4169921875","2.4169921875","2.4169921875"
"1196032","292","292","292","2.363525390625","2.363525390625","2.363525390625"
"1200128","293","293","293","2.552490234375","2.552490234375","2.552490234375"
"1204224","294","294","294","2.59619140625","2.59619140625","2.59619140625"
"1208320","295","295","295","2.39404296875","2.39404296875","2.39404296875"
"1212416","296","296","296","2.40185546875","2.40185546875","2.40185546875"
"1216512","297","297","297","2.20458984375","2.20458984375","2.20458984375"
"1220608","298","298","298","2.398681640625","2.398681640625","2.398681640625"
"1224704","299","299","299","2.622314453125","2.622314453125","2.622314453125"
"1228800","300","300","300","2.333740234375","2.333740234375","2.333740234375"
"1232896","301","301","301","2.595947265625","2.595947265625","2.595947265625"
"1236992","302","302","302","2.445068359375","2.445068359375","2.445068359375"
"1241088","303","303","303","2.6328125","2.6328125","2.6328125"
"1245184","304","304","304","2.7509765625","2.7509765625","2.7509765625"
"1249280","305","305","305","2.8564453125","2.8564453125","2.8564453125"
"1253376","306","306","306","3.19970703125","3.19970703125","3.19970703125"
"1257472","307","307","307","3.0302734375","3.0302734375","3.0302734375"
"1261568","308","308","308","2.677001953125","2.677001953125","2.677001953125"
"1265664","309","309","309","2.73876953125","2.73876953125","2.73876953125"
"1269760","310","310","310","2.62060546875","2.62060546875","2.62060546875"
"1273856","311","311","311","2.59033203125","2.59033203125","2.59033203125"
"1277952","312","312","312","2.607421875","2.607421875","2.607421875"
"1282048","313","313","313","2.619140625","2.619140625","2.619140625"
"1286144","314","314","314","2.397705078125","2.397705078125","2.397705078125"
"1290240","315","315","315","2.429931640625","2.429931640625","2.429931640625"
"1294336","316","316","316","2.55419921875","2.55419921875","2.55419921875"
"1298432","317","317","317","2.878173828125","2.878173828125","2.878173828125"
"1302528","318","318","318","2.995361328125","2.995361328125","2.995361328125"
"1306624","319","319","319","2.8583984375","2.8583984375","2.8583984375"
"1310720","320","320","320","2.71923828125","2.71923828125","2.71923828125"
"1314816","321","321","321","2.772216796875","2.772216796875","2.772216796875"
"1318912","322","322","322","2.778076171875","2.778076171875","2.778076171875"
"1323008","323","323","323","2.575927734375","2.575927734375","2.575927734375"
"1327104","324","324","324","2.569091796875","2.569091796875","2.569091796875"
"1331200","325","325","325","3.0732421875","3.0732421875","3.0732421875"
"1335296","326","326","326","3.303466796875","3.303466796875","3.303466796875"
"1339392","327","327","327","3.495849609375","3.495849609375","3.495849609375"
"1343488","328","328","328","3.44677734375","3.44677734375","3.44677734375"
"1347584","329","329","329","3.124755859375","3.124755859375","3.124755859375"
"1351680","330","330","330","3.067626953125","3.067626953125","3.067626953125"
"1355776","331","331","331","2.909423828125","2.909423828125","2.909423828125"
"1359872","332","332","332","3.1083984375","3.1083984375","3.1083984375"
"1363968","333","333","333","3.01953125","3.01953125","3.01953125"
"1368064","334","334","334","2.94921875","2.94921875","2.94921875"
"1372160","335","335","335","2.9541015625","2.9541015625","2.9541015625"
"1376256","336","336","336","2.846435546875","2.846435546875","2.846435546875"
"1380352","337","337","337","2.9462890625","2.9462890625","2.9462890625"
"1384448","338","338","338","3.12109375","3.12109375","3.12109375"
"1388544","339","339","339","3.29248046875","3.29248046875","3.29248046875"
"1392640","340","340","340","3.1396484375","3.1396484375","3.1396484375"
"1396736","341","341","341","2.805419921875","2.805419921875","2.805419921875"
"1400832","342","342","342","3.239501953125","3.239501953125","3.239501953125"
"1404928","343","343","343","3.158935546875","3.158935546875","3.158935546875"
"1409024","344","344","344","2.885986328125","2.885986328125","2.885986328125"
"1413120","345","345","345","3.057861328125","3.057861328125","3.057861328125"
"1417216","346","346","346","3.563232421875","3.563232421875","3.563232421875"
"1421312","347","347","347","3.442138671875","3.442138671875","3.442138671875"
"1425408","348","348","348","3.24951171875","3.24951171875","3.24951171875"
"1429504","349","349","349","3.642822265625","3.642822265625","3.642822265625"
"1433600","350","350","350","3.6474609375","3.6474609375","3.6474609375"
"1437696","351","351","351","3.840576171875","3.840576171875","3.840576171875"
"1441792","352","352","352","3.93701171875","3.93701171875","3.93701171875"
"1445888","353","353","353","3.662353515625","3.662353515625","3.662353515625"
"1449984","354","354","354","3.85693359375","3.85693359375","3.85693359375"
"1454080","355","355","355","3.650390625","3.650390625","3.650390625"
"1458176","356","356","356","3.671630859375","3.671630859375","3.671630859375"
"1462272","357","357","357","3.832763671875","3.832763671875","3.832763671875"
"1466368","358","358","358","3.8212890625","3.8212890625","3.8212890625"
"1470464","359","359","359","3.941162109375","3.941162109375","3.941162109375"
"1474560","360","360","360","3.69384765625","3.69384765625","3.69384765625"
"1478656","361","361","361","3.8427734375","3.8427734375","3.8427734375"
"1482752","362","362","362","4.049560546875","4.049560546875","4.049560546875"
"1486848","363","363","363","3.743896484375","3.743896484375","3.743896484375"
"1490944","364","364","364","3.5185546875","3.5185546875","3.5185546875"
"1495040","365","365","365","3.780029296875","3.780029296875","3.780029296875"
"1499136","366","366","366","3.62939453125","3.62939453125","3.62939453125"
"1503232","367","367","367","3.66015625","3.66015625","3.66015625"
"1507328","368","368","368","3.71484375","3.71484375","3.71484375"
"1511424","369","369","369","3.643310546875","3.643310546875","3.643310546875"
"1515520","370","370","370","4.00537109375","4.00537109375","4.00537109375"
"1519616","371","371","371","4.04931640625","4.04931640625","4.04931640625"
"1523712","372","372","372","3.839111328125","3.839111328125","3.839111328125"
"1527808","373","373","373","3.625244140625","3.625244140625","3.625244140625"
"1531904","374","374","374","3.52490234375","3.52490234375","3.52490234375"
"1536000","375","375","375","3.50634765625","3.50634765625","3.50634765625"
"1540096","376","376","376","3.660400390625","3.660400390625","3.660400390625"
"1544192","377","377","377","4.225341796875","4.225341796875","4.225341796875"
"1548288","378","378","378","4.337158203125","4.337158203125","4.337158203125"
"1552384","379","379","379","4.300537109375","4.300537109375","4.300537109375"
"1556480","380","380","380","4.408203125","4.408203125","4.408203125"
"1560576","381","381","381","4.48583984375","4.48583984375","4.48583984375"
"1564672","382","382","382","4.41357421875","4.41357421875","4.41357421875"
"1568768","383","383","383","4.093505859375","4.093505859375","4.093505859375"
"1572864","384","384","384","4.00537109375","4.00537109375","4.00537109375"
"1576960","385","385","385","3.690673828125","3.690673828125","3.690673828125"
"1581056","386","386","386","3.804931640625","3.804931640625","3.804931640625"
"1585152","387","387","387","4.20166015625","4.20166015625","4.20166015625"
"1589248","388","388","388","4.7373046875","4.7373046875","4.7373046875"
"1593344","389","389","389","4.878173828125","4.878173828125","4.878173828125"
"1597440","390","390","390","4.69677734375","4.69677734375","4.69677734375"
"1601536","391","391","391","4.746337890625","4.746337890625","4.746337890625"
"1605632","392","392","392","4.6591796875","4.6591796875","4.6591796875"
"1609728","393","393","393","4.695068359375","4.695068359375","4.695068359375"
"1613824","394","394","394","4.4853515625","4.4853515625","4.4853515625"
"1617920","395","395","395","4.53466796875","4.53466796875","4.53466796875"
"1622016","396","396","396","4.83935546875","4.83935546875","4.83935546875"
"1626112","397","397","397","5.037109375","5.037109375","5.037109375"
"1630208","398","398","398","4.885986328125","4.885986328125","4.885986328125"
"1634304","399","399","399","4.265380859375","4.265380859375","4.265380859375"
"1638400","400","400","400","4.43798828125","4.43798828125","4.43798828125"
"1642496","401","401","401","4.612060546875","4.612060546875","4.612060546875"
"1646592","402","402","402","4.82080078125","4.82080078125","4.82080078125"
"1650688","403","403","403","4.883544921875","4.883544921875","4.883544921875"
"1654784","404","404","404","4.82470703125","4.82470703125","4.82470703125"
"1658880","405","405","405","4.7919921875","4.7919921875","4.7919921875"
"1662976","406","406","406","4.995849609375","4.995849609375","4.995849609375"
"1667072","407","407","407","4.906494140625","4.906494140625","4.906494140625"
"1671168","408","408","408","4.995361328125","4.995361328125","4.995361328125"
"1675264","409","409","409","5.109130859375","5.109130859375","5.109130859375"
"1679360","410","410","410","5.149658203125","5.149658203125","5.149658203125"
"1683456","411","411","411","5.06884765625","5.06884765625","5.06884765625"
"1687552","412","412","412","5.061767578125","5.061767578125","5.061767578125"
"1691648","413","413","413","4.759033203125","4.759033203125","4.759033203125"
"1695744","414","414","414","4.74365234375","4.74365234375","4.74365234375"
"1699840","415","415","415","4.692138671875","4.692138671875","4.692138671875"
"1703936","416","416","416","4.987060546875","4.987060546875","4.987060546875"
"1708032","417","417","417","5.287353515625","5.287353515625","5.287353515625"
"1712128","418","418","418","5.403076171875","5.403076171875","5.403076171875"
"1716224","419","419","419","5.272705078125","5.272705078125","5.272705078125"
"1720320","420","420","420","5.085205078125","5.085205078125","5.085205078125"
