"env_step","Breakout-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step","Breakout-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step__MIN","Breakout-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step__MAX","Breakout-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns","Breakout-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns__MIN","Breakout-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.4013671875","0.4013671875","0.4013671875"
"12288","3","3","3","0.4140625","0.4140625","0.4140625"
"16384","4","4","4","0.436279296875","0.436279296875","0.436279296875"
"20480","5","5","5","0.39599609375","0.39599609375","0.39599609375"
"24576","6","6","6","0.426025390625","0.426025390625","0.426025390625"
"28672","7","7","7","0.454833984375","0.454833984375","0.454833984375"
"32768","8","8","8","0.460205078125","0.460205078125","0.460205078125"
"36864","9","9","9","0.434814453125","0.434814453125","0.434814453125"
"40960","10","10","10","0.432861328125","0.432861328125","0.432861328125"
"45056","11","11","11","0.44873046875","0.44873046875","0.44873046875"
"49152","12","12","12","0.412109375","0.412109375","0.412109375"
"53248","13","13","13","0.426513671875","0.426513671875","0.426513671875"
"57344","14","14","14","0.435302734375","0.435302734375","0.435302734375"
"61440","15","15","15","0.441162109375","0.441162109375","0.441162109375"
"65536","16","16","16","0.45849609375","0.45849609375","0.45849609375"
"69632","17","17","17","0.47900390625","0.47900390625","0.47900390625"
"73728","18","18","18","0.444091796875","0.444091796875","0.444091796875"
"77824","19","19","19","0.451904296875","0.451904296875","0.451904296875"
"81920","20","20","20","0.502197265625","0.502197265625","0.502197265625"
"86016","21","21","21","0.430419921875","0.430419921875","0.430419921875"
"90112","22","22","22","0.40234375","0.40234375","0.40234375"
"94208","23","23","23","0.46484375","0.46484375","0.46484375"
"98304","24","24","24","0.37841796875","0.37841796875","0.37841796875"
"102400","25","25","25","0.429443359375","0.429443359375","0.429443359375"
"106496","26","26","26","0.486328125","0.486328125","0.486328125"
"110592","27","27","27","0.441162109375","0.441162109375","0.441162109375"
"114688","28","28","28","0.488525390625","0.488525390625","0.488525390625"
"118784","29","29","29","0.435791015625","0.435791015625","0.435791015625"
"122880","30","30","30","0.46826171875","0.46826171875","0.46826171875"
"126976","31","31","31","0.5029296875","0.5029296875","0.5029296875"
"131072","32","32","32","0.47119140625","0.47119140625","0.47119140625"
"135168","33","33","33","0.461181640625","0.461181640625","0.461181640625"
"139264","34","34","34","0.465087890625","0.465087890625","0.465087890625"
"143360","35","35","35","0.508544921875","0.508544921875","0.508544921875"
"147456","36","36","36","0.527099609375","0.527099609375","0.527099609375"
"151552","37","37","37","0.479736328125","0.479736328125","0.479736328125"
"155648","38","38","38","0.533935546875","0.533935546875","0.533935546875"
"159744","39","39","39","0.443359375","0.443359375","0.443359375"
"163840","40","40","40","0.59375","0.59375","0.59375"
"167936","41","41","41","0.621337890625","0.621337890625","0.621337890625"
"172032","42","42","42","0.545654296875","0.545654296875","0.545654296875"
"176128","43","43","43","0.531982421875","0.531982421875","0.531982421875"
"180224","44","44","44","0.5478515625","0.5478515625","0.5478515625"
"184320","45","45","45","0.533203125","0.533203125","0.533203125"
"188416","46","46","46","0.50927734375","0.50927734375","0.50927734375"
"192512","47","47","47","0.445068359375","0.445068359375","0.445068359375"
"196608","48","48","48","0.607177734375","0.607177734375","0.607177734375"
"200704","49","49","49","0.543701171875","0.543701171875","0.543701171875"
"204800","50","50","50","0.510009765625","0.510009765625","0.510009765625"
"208896","51","51","51","0.567138671875","0.567138671875","0.567138671875"
"212992","52","52","52","0.593017578125","0.593017578125","0.593017578125"
"217088","53","53","53","0.593505859375","0.593505859375","0.593505859375"
"221184","54","54","54","0.548828125","0.548828125","0.548828125"
"225280","55","55","55","0.59375","0.59375","0.59375"
"229376","56","56","56","0.52880859375","0.52880859375","0.52880859375"
"233472","57","57","57","0.606689453125","0.606689453125","0.606689453125"
"237568","58","58","58","0.592529296875","0.592529296875","0.592529296875"
"241664","59","59","59","0.554443359375","0.554443359375","0.554443359375"
"245760","60","60","60","0.54541015625","0.54541015625","0.54541015625"
"249856","61","61","61","0.63330078125","0.63330078125","0.63330078125"
"253952","62","62","62","0.64990234375","0.64990234375","0.64990234375"
"258048","63","63","63","0.57861328125","0.57861328125","0.57861328125"
"262144","64","64","64","0.667724609375","0.667724609375","0.667724609375"
"266240","65","65","65","0.540283203125","0.540283203125","0.540283203125"
"270336","66","66","66","0.583251953125","0.583251953125","0.583251953125"
"274432","67","67","67","0.643310546875","0.643310546875","0.643310546875"
"278528","68","68","68","0.531005859375","0.531005859375","0.531005859375"
"282624","69","69","69","0.72412109375","0.72412109375","0.72412109375"
"286720","70","70","70","0.711669921875","0.711669921875","0.711669921875"
"290816","71","71","71","0.72900390625","0.72900390625","0.72900390625"
"294912","72","72","72","0.67919921875","0.67919921875","0.67919921875"
"299008","73","73","73","0.6162109375","0.6162109375","0.6162109375"
"303104","74","74","74","0.63232421875","0.63232421875","0.63232421875"
"307200","75","75","75","0.54052734375","0.54052734375","0.54052734375"
"311296","76","76","76","0.642578125","0.642578125","0.642578125"
"315392","77","77","77","0.624267578125","0.624267578125","0.624267578125"
"319488","78","78","78","0.68603515625","0.68603515625","0.68603515625"
"323584","79","79","79","0.60498046875","0.60498046875","0.60498046875"
"327680","80","80","80","0.6669921875","0.6669921875","0.6669921875"
"331776","81","81","81","0.848876953125","0.848876953125","0.848876953125"
"335872","82","82","82","0.743408203125","0.743408203125","0.743408203125"
"339968","83","83","83","0.7099609375","0.7099609375","0.7099609375"
"344064","84","84","84","0.742919921875","0.742919921875","0.742919921875"
"348160","85","85","85","0.672119140625","0.672119140625","0.672119140625"
"352256","86","86","86","0.650634765625","0.650634765625","0.650634765625"
"356352","87","87","87","0.7119140625","0.7119140625","0.7119140625"
"360448","88","88","88","0.720947265625","0.720947265625","0.720947265625"
"364544","89","89","89","0.713134765625","0.713134765625","0.713134765625"
"368640","90","90","90","0.815673828125","0.815673828125","0.815673828125"
"372736","91","91","91","0.7646484375","0.7646484375","0.7646484375"
"376832","92","92","92","0.786865234375","0.786865234375","0.786865234375"
"380928","93","93","93","0.77587890625","0.77587890625","0.77587890625"
"385024","94","94","94","0.697265625","0.697265625","0.697265625"
"389120","95","95","95","0.809814453125","0.809814453125","0.809814453125"
"393216","96","96","96","0.6875","0.6875","0.6875"
"397312","97","97","97","0.70263671875","0.70263671875","0.70263671875"
"401408","98","98","98","0.68994140625","0.68994140625","0.68994140625"
"405504","99","99","99","0.751953125","0.751953125","0.751953125"
"409600","100","100","100","0.75","0.75","0.75"
"413696","101","101","101","0.708740234375","0.708740234375","0.708740234375"
"417792","102","102","102","0.895751953125","0.895751953125","0.895751953125"
"421888","103","103","103","0.8603515625","0.8603515625","0.8603515625"
"425984","104","104","104","0.879150390625","0.879150390625","0.879150390625"
"430080","105","105","105","0.865234375","0.865234375","0.865234375"
"434176","106","106","106","0.776611328125","0.776611328125","0.776611328125"
"438272","107","107","107","0.836181640625","0.836181640625","0.836181640625"
"442368","108","108","108","0.753662109375","0.753662109375","0.753662109375"
"446464","109","109","109","0.786376953125","0.786376953125","0.786376953125"
"450560","110","110","110","0.849853515625","0.849853515625","0.849853515625"
"454656","111","111","111","0.817138671875","0.817138671875","0.817138671875"
"458752","112","112","112","0.85986328125","0.85986328125","0.85986328125"
"462848","113","113","113","0.935791015625","0.935791015625","0.935791015625"
"466944","114","114","114","0.824951171875","0.824951171875","0.824951171875"
"471040","115","115","115","0.67626953125","0.67626953125","0.67626953125"
"475136","116","116","116","0.81787109375","0.81787109375","0.81787109375"
"479232","117","117","117","0.77783203125","0.77783203125","0.77783203125"
"483328","118","118","118","0.736572265625","0.736572265625","0.736572265625"
"487424","119","119","119","0.83642578125","0.83642578125","0.83642578125"
"491520","120","120","120","0.9150390625","0.9150390625","0.9150390625"
"495616","121","121","121","0.775146484375","0.775146484375","0.775146484375"
"499712","122","122","122","0.850830078125","0.850830078125","0.850830078125"
"503808","123","123","123","0.9345703125","0.9345703125","0.9345703125"
"507904","124","124","124","0.931396484375","0.931396484375","0.931396484375"
"512000","125","125","125","0.73974609375","0.73974609375","0.73974609375"
"516096","126","126","126","0.904541015625","0.904541015625","0.904541015625"
"520192","127","127","127","0.86962890625","0.86962890625","0.86962890625"
"524288","128","128","128","0.88134765625","0.88134765625","0.88134765625"
"528384","129","129","129","0.93115234375","0.93115234375","0.93115234375"
"532480","130","130","130","0.7880859375","0.7880859375","0.7880859375"
"536576","131","131","131","0.818115234375","0.818115234375","0.818115234375"
"540672","132","132","132","0.945068359375","0.945068359375","0.945068359375"
"544768","133","133","133","0.982421875","0.982421875","0.982421875"
"548864","134","134","134","0.886962890625","0.886962890625","0.886962890625"
"552960","135","135","135","0.95654296875","0.95654296875","0.95654296875"
"557056","136","136","136","0.96630859375","0.96630859375","0.96630859375"
"561152","137","137","137","0.953125","0.953125","0.953125"
"565248","138","138","138","1.03466796875","1.03466796875","1.03466796875"
"569344","139","139","139","0.95556640625","0.95556640625","0.95556640625"
"573440","140","140","140","1.03662109375","1.03662109375","1.03662109375"
"577536","141","141","141","1.151123046875","1.151123046875","1.151123046875"
"581632","142","142","142","1.13427734375","1.13427734375","1.13427734375"
"585728","143","143","143","0.961181640625","0.961181640625","0.961181640625"
"589824","144","144","144","0.978271484375","0.978271484375","0.978271484375"
"593920","145","145","145","0.876953125","0.876953125","0.876953125"
"598016","146","146","146","0.967041015625","0.967041015625","0.967041015625"
"602112","147","147","147","0.987060546875","0.987060546875","0.987060546875"
"606208","148","148","148","1.009033203125","1.009033203125","1.009033203125"
"610304","149","149","149","1.091552734375","1.091552734375","1.091552734375"
"614400","150","150","150","0.9677734375","0.9677734375","0.9677734375"
"618496","151","151","151","0.97802734375","0.97802734375","0.97802734375"
"622592","152","152","152","1.012451171875","1.012451171875","1.012451171875"
"626688","153","153","153","1.23974609375","1.23974609375","1.23974609375"
"630784","154","154","154","1.032470703125","1.032470703125","1.032470703125"
"634880","155","155","155","1.048828125","1.048828125","1.048828125"
"638976","156","156","156","1.1025390625","1.1025390625","1.1025390625"
"643072","157","157","157","1.17919921875","1.17919921875","1.17919921875"
"647168","158","158","158","1.20751953125","1.20751953125","1.20751953125"
"651264","159","159","159","1.131103515625","1.131103515625","1.131103515625"
"655360","160","160","160","1.200927734375","1.200927734375","1.200927734375"
"659456","161","161","161","1.265869140625","1.265869140625","1.265869140625"
"663552","162","162","162","1.187255859375","1.187255859375","1.187255859375"
"667648","163","163","163","1.1259765625","1.1259765625","1.1259765625"
"671744","164","164","164","1.089599609375","1.089599609375","1.089599609375"
"675840","165","165","165","1.129638671875","1.129638671875","1.129638671875"
"679936","166","166","166","1.271240234375","1.271240234375","1.271240234375"
"684032","167","167","167","1.047607421875","1.047607421875","1.047607421875"
"688128","168","168","168","1.0068359375","1.0068359375","1.0068359375"
"692224","169","169","169","1.209228515625","1.209228515625","1.209228515625"
"696320","170","170","170","1.11474609375","1.11474609375","1.11474609375"
"700416","171","171","171","1.293212890625","1.293212890625","1.293212890625"
"704512","172","172","172","1.228271484375","1.228271484375","1.228271484375"
"708608","173","173","173","1.21875","1.21875","1.21875"
"712704","174","174","174","1.074951171875","1.074951171875","1.074951171875"
"716800","175","175","175","1.0830078125","1.0830078125","1.0830078125"
"720896","176","176","176","1.1669921875","1.1669921875","1.1669921875"
"724992","177","177","177","1.2451171875","1.2451171875","1.2451171875"
"729088","178","178","178","1.207275390625","1.207275390625","1.207275390625"
"733184","179","179","179","1.1865234375","1.1865234375","1.1865234375"
"737280","180","180","180","0.99609375","0.99609375","0.99609375"
"741376","181","181","181","1.051513671875","1.051513671875","1.051513671875"
"745472","182","182","182","1.258056640625","1.258056640625","1.258056640625"
"749568","183","183","183","1.388671875","1.388671875","1.388671875"
"753664","184","184","184","1.37890625","1.37890625","1.37890625"
"757760","185","185","185","1.307373046875","1.307373046875","1.307373046875"
"761856","186","186","186","1.135009765625","1.135009765625","1.135009765625"
"765952","187","187","187","1.266845703125","1.266845703125","1.266845703125"
"770048","188","188","188","1.377197265625","1.377197265625","1.377197265625"
"774144","189","189","189","1.27392578125","1.27392578125","1.27392578125"
"778240","190","190","190","1.10205078125","1.10205078125","1.10205078125"
"782336","191","191","191","1.2998046875","1.2998046875","1.2998046875"
"786432","192","192","192","1.422119140625","1.422119140625","1.422119140625"
"790528","193","193","193","1.33447265625","1.33447265625","1.33447265625"
"794624","194","194","194","1.228759765625","1.228759765625","1.228759765625"
"798720","195","195","195","1.2548828125","1.2548828125","1.2548828125"
"802816","196","196","196","1.260498046875","1.260498046875","1.260498046875"
"806912","197","197","197","1.24609375","1.24609375","1.24609375"
"811008","198","198","198","1.193115234375","1.193115234375","1.193115234375"
"815104","199","199","199","1.150634765625","1.150634765625","1.150634765625"
"819200","200","200","200","1.27587890625","1.27587890625","1.27587890625"
"823296","201","201","201","1.231689453125","1.231689453125","1.231689453125"
"827392","202","202","202","1.255615234375","1.255615234375","1.255615234375"
"831488","203","203","203","1.410888671875","1.410888671875","1.410888671875"
"835584","204","204","204","1.529296875","1.529296875","1.529296875"
"839680","205","205","205","1.449462890625","1.449462890625","1.449462890625"
"843776","206","206","206","1.327880859375","1.327880859375","1.327880859375"
"847872","207","207","207","1.207275390625","1.207275390625","1.207275390625"
"851968","208","208","208","1.41064453125","1.41064453125","1.41064453125"
"856064","209","209","209","1.693359375","1.693359375","1.693359375"
"860160","210","210","210","1.497802734375","1.497802734375","1.497802734375"
"864256","211","211","211","1.526611328125","1.526611328125","1.526611328125"
"868352","212","212","212","1.66748046875","1.66748046875","1.66748046875"
"872448","213","213","213","1.528076171875","1.528076171875","1.528076171875"
"876544","214","214","214","1.474365234375","1.474365234375","1.474365234375"
"880640","215","215","215","1.40185546875","1.40185546875","1.40185546875"
"884736","216","216","216","1.63818359375","1.63818359375","1.63818359375"
"888832","217","217","217","1.63818359375","1.63818359375","1.63818359375"
"892928","218","218","218","1.545166015625","1.545166015625","1.545166015625"
"897024","219","219","219","1.580322265625","1.580322265625","1.580322265625"
"901120","220","220","220","1.654541015625","1.654541015625","1.654541015625"
"905216","221","221","221","1.612060546875","1.612060546875","1.612060546875"
"909312","222","222","222","1.52880859375","1.52880859375","1.52880859375"
"913408","223","223","223","1.55517578125","1.55517578125","1.55517578125"
"917504","224","224","224","1.586669921875","1.586669921875","1.586669921875"
"921600","225","225","225","1.62744140625","1.62744140625","1.62744140625"
"925696","226","226","226","1.424072265625","1.424072265625","1.424072265625"
"929792","227","227","227","1.64013671875","1.64013671875","1.64013671875"
"933888","228","228","228","1.659912109375","1.659912109375","1.659912109375"
"937984","229","229","229","1.70458984375","1.70458984375","1.70458984375"
"942080","230","230","230","1.711669921875","1.711669921875","1.711669921875"
"946176","231","231","231","1.7109375","1.7109375","1.7109375"
"950272","232","232","232","1.616455078125","1.616455078125","1.616455078125"
"954368","233","233","233","1.81982421875","1.81982421875","1.81982421875"
