"env_step","Breakout-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step","Breakout-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step__MIN","Breakout-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step__MAX","Breakout-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns","Breakout-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns__MIN","Breakout-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.4013671875","0.4013671875","0.4013671875"
"12288","3","3","3","0.4140625","0.4140625","0.4140625"
"16384","4","4","4","0.436279296875","0.436279296875","0.436279296875"
"20480","5","5","5","0.39599609375","0.39599609375","0.39599609375"
"24576","6","6","6","0.42529296875","0.42529296875","0.42529296875"
"28672","7","7","7","0.450927734375","0.450927734375","0.450927734375"
"32768","8","8","8","0.45703125","0.45703125","0.45703125"
"36864","9","9","9","0.42919921875","0.42919921875","0.42919921875"
"40960","10","10","10","0.428955078125","0.428955078125","0.428955078125"
"45056","11","11","11","0.438232421875","0.438232421875","0.438232421875"
"49152","12","12","12","0.411376953125","0.411376953125","0.411376953125"
"53248","13","13","13","0.4091796875","0.4091796875","0.4091796875"
"57344","14","14","14","0.47021484375","0.47021484375","0.47021484375"
"61440","15","15","15","0.424072265625","0.424072265625","0.424072265625"
"65536","16","16","16","0.455810546875","0.455810546875","0.455810546875"
"69632","17","17","17","0.45556640625","0.45556640625","0.45556640625"
"73728","18","18","18","0.50927734375","0.50927734375","0.50927734375"
"77824","19","19","19","0.442138671875","0.442138671875","0.442138671875"
"81920","20","20","20","0.463623046875","0.463623046875","0.463623046875"
"86016","21","21","21","0.371826171875","0.371826171875","0.371826171875"
"90112","22","22","22","0.4169921875","0.4169921875","0.4169921875"
"94208","23","23","23","0.440673828125","0.440673828125","0.440673828125"
"98304","24","24","24","0.400634765625","0.400634765625","0.400634765625"
"102400","25","25","25","0.443603515625","0.443603515625","0.443603515625"
"106496","26","26","26","0.425537109375","0.425537109375","0.425537109375"
"110592","27","27","27","0.427734375","0.427734375","0.427734375"
"114688","28","28","28","0.4990234375","0.4990234375","0.4990234375"
"118784","29","29","29","0.479736328125","0.479736328125","0.479736328125"
"122880","30","30","30","0.53369140625","0.53369140625","0.53369140625"
"126976","31","31","31","0.490234375","0.490234375","0.490234375"
"131072","32","32","32","0.5","0.5","0.5"
"135168","33","33","33","0.468017578125","0.468017578125","0.468017578125"
"139264","34","34","34","0.455078125","0.455078125","0.455078125"
"143360","35","35","35","0.515380859375","0.515380859375","0.515380859375"
"147456","36","36","36","0.451171875","0.451171875","0.451171875"
"151552","37","37","37","0.427734375","0.427734375","0.427734375"
"155648","38","38","38","0.4970703125","0.4970703125","0.4970703125"
"159744","39","39","39","0.4833984375","0.4833984375","0.4833984375"
"163840","40","40","40","0.49072265625","0.49072265625","0.49072265625"
"167936","41","41","41","0.560302734375","0.560302734375","0.560302734375"
"172032","42","42","42","0.547119140625","0.547119140625","0.547119140625"
"176128","43","43","43","0.542236328125","0.542236328125","0.542236328125"
"180224","44","44","44","0.502197265625","0.502197265625","0.502197265625"
"184320","45","45","45","0.4990234375","0.4990234375","0.4990234375"
"188416","46","46","46","0.49560546875","0.49560546875","0.49560546875"
"192512","47","47","47","0.511474609375","0.511474609375","0.511474609375"
"196608","48","48","48","0.537841796875","0.537841796875","0.537841796875"
"200704","49","49","49","0.47314453125","0.47314453125","0.47314453125"
"204800","50","50","50","0.501220703125","0.501220703125","0.501220703125"
"208896","51","51","51","0.561767578125","0.561767578125","0.561767578125"
"212992","52","52","52","0.564208984375","0.564208984375","0.564208984375"
"217088","53","53","53","0.60595703125","0.60595703125","0.60595703125"
"221184","54","54","54","0.628662109375","0.628662109375","0.628662109375"
"225280","55","55","55","0.560791015625","0.560791015625","0.560791015625"
"229376","56","56","56","0.634033203125","0.634033203125","0.634033203125"
"233472","57","57","57","0.613037109375","0.613037109375","0.613037109375"
"237568","58","58","58","0.5263671875","0.5263671875","0.5263671875"
"241664","59","59","59","0.5751953125","0.5751953125","0.5751953125"
"245760","60","60","60","0.572021484375","0.572021484375","0.572021484375"
"249856","61","61","61","0.614013671875","0.614013671875","0.614013671875"
"253952","62","62","62","0.56689453125","0.56689453125","0.56689453125"
"258048","63","63","63","0.525390625","0.525390625","0.525390625"
"262144","64","64","64","0.62841796875","0.62841796875","0.62841796875"
"266240","65","65","65","0.563720703125","0.563720703125","0.563720703125"
"270336","66","66","66","0.571044921875","0.571044921875","0.571044921875"
"274432","67","67","67","0.64599609375","0.64599609375","0.64599609375"
"278528","68","68","68","0.640869140625","0.640869140625","0.640869140625"
"282624","69","69","69","0.59814453125","0.59814453125","0.59814453125"
"286720","70","70","70","0.632568359375","0.632568359375","0.632568359375"
"290816","71","71","71","0.67236328125","0.67236328125","0.67236328125"
"294912","72","72","72","0.61474609375","0.61474609375","0.61474609375"
"299008","73","73","73","0.599609375","0.599609375","0.599609375"
"303104","74","74","74","0.65185546875","0.65185546875","0.65185546875"
"307200","75","75","75","0.599609375","0.599609375","0.599609375"
"311296","76","76","76","0.589111328125","0.589111328125","0.589111328125"
"315392","77","77","77","0.682373046875","0.682373046875","0.682373046875"
"319488","78","78","78","0.613037109375","0.613037109375","0.613037109375"
"323584","79","79","79","0.707763671875","0.707763671875","0.707763671875"
"327680","80","80","80","0.654296875","0.654296875","0.654296875"
"331776","81","81","81","0.7314453125","0.7314453125","0.7314453125"
"335872","82","82","82","0.738037109375","0.738037109375","0.738037109375"
"339968","83","83","83","0.74169921875","0.74169921875","0.74169921875"
"344064","84","84","84","0.63330078125","0.63330078125","0.63330078125"
"348160","85","85","85","0.7080078125","0.7080078125","0.7080078125"
"352256","86","86","86","0.7421875","0.7421875","0.7421875"
"356352","87","87","87","0.655029296875","0.655029296875","0.655029296875"
"360448","88","88","88","0.65185546875","0.65185546875","0.65185546875"
"364544","89","89","89","0.793701171875","0.793701171875","0.793701171875"
"368640","90","90","90","0.705322265625","0.705322265625","0.705322265625"
"372736","91","91","91","0.66357421875","0.66357421875","0.66357421875"
"376832","92","92","92","0.799560546875","0.799560546875","0.799560546875"
"380928","93","93","93","0.761474609375","0.761474609375","0.761474609375"
"385024","94","94","94","0.723876953125","0.723876953125","0.723876953125"
"389120","95","95","95","0.75","0.75","0.75"
"393216","96","96","96","0.819580078125","0.819580078125","0.819580078125"
"397312","97","97","97","0.686279296875","0.686279296875","0.686279296875"
"401408","98","98","98","0.711181640625","0.711181640625","0.711181640625"
"405504","99","99","99","0.738525390625","0.738525390625","0.738525390625"
"409600","100","100","100","0.74072265625","0.74072265625","0.74072265625"
"413696","101","101","101","0.6748046875","0.6748046875","0.6748046875"
"417792","102","102","102","0.67041015625","0.67041015625","0.67041015625"
"421888","103","103","103","0.76318359375","0.76318359375","0.76318359375"
"425984","104","104","104","0.813720703125","0.813720703125","0.813720703125"
"430080","105","105","105","0.780517578125","0.780517578125","0.780517578125"
"434176","106","106","106","0.939208984375","0.939208984375","0.939208984375"
"438272","107","107","107","0.76171875","0.76171875","0.76171875"
"442368","108","108","108","0.677490234375","0.677490234375","0.677490234375"
"446464","109","109","109","0.759765625","0.759765625","0.759765625"
"450560","110","110","110","0.84814453125","0.84814453125","0.84814453125"
"454656","111","111","111","0.864013671875","0.864013671875","0.864013671875"
"458752","112","112","112","0.823486328125","0.823486328125","0.823486328125"
"462848","113","113","113","0.880615234375","0.880615234375","0.880615234375"
"466944","114","114","114","0.701904296875","0.701904296875","0.701904296875"
"471040","115","115","115","0.84130859375","0.84130859375","0.84130859375"
"475136","116","116","116","0.8857421875","0.8857421875","0.8857421875"
"479232","117","117","117","0.686767578125","0.686767578125","0.686767578125"
"483328","118","118","118","0.79443359375","0.79443359375","0.79443359375"
"487424","119","119","119","0.76953125","0.76953125","0.76953125"
"491520","120","120","120","0.855712890625","0.855712890625","0.855712890625"
"495616","121","121","121","0.777099609375","0.777099609375","0.777099609375"
"499712","122","122","122","0.884033203125","0.884033203125","0.884033203125"
"503808","123","123","123","0.867919921875","0.867919921875","0.867919921875"
"507904","124","124","124","0.83642578125","0.83642578125","0.83642578125"
"512000","125","125","125","0.7734375","0.7734375","0.7734375"
"516096","126","126","126","0.83740234375","0.83740234375","0.83740234375"
"520192","127","127","127","0.8173828125","0.8173828125","0.8173828125"
"524288","128","128","128","0.883056640625","0.883056640625","0.883056640625"
"528384","129","129","129","0.941650390625","0.941650390625","0.941650390625"
"532480","130","130","130","0.833740234375","0.833740234375","0.833740234375"
"536576","131","131","131","0.860595703125","0.860595703125","0.860595703125"
"540672","132","132","132","0.902587890625","0.902587890625","0.902587890625"
"544768","133","133","133","0.799560546875","0.799560546875","0.799560546875"
"548864","134","134","134","0.857421875","0.857421875","0.857421875"
"552960","135","135","135","0.90185546875","0.90185546875","0.90185546875"
"557056","136","136","136","0.851806640625","0.851806640625","0.851806640625"
"561152","137","137","137","0.859375","0.859375","0.859375"
"565248","138","138","138","1.04541015625","1.04541015625","1.04541015625"
"569344","139","139","139","1.01953125","1.01953125","1.01953125"
"573440","140","140","140","1.070068359375","1.070068359375","1.070068359375"
"577536","141","141","141","1.116455078125","1.116455078125","1.116455078125"
"581632","142","142","142","1.18798828125","1.18798828125","1.18798828125"
"585728","143","143","143","1.158447265625","1.158447265625","1.158447265625"
"589824","144","144","144","1.090087890625","1.090087890625","1.090087890625"
"593920","145","145","145","1.05224609375","1.05224609375","1.05224609375"
"598016","146","146","146","0.926513671875","0.926513671875","0.926513671875"
"602112","147","147","147","0.921875","0.921875","0.921875"
"606208","148","148","148","1.04638671875","1.04638671875","1.04638671875"
"610304","149","149","149","1.087646484375","1.087646484375","1.087646484375"
"614400","150","150","150","1.061279296875","1.061279296875","1.061279296875"
"618496","151","151","151","1.00634765625","1.00634765625","1.00634765625"
"622592","152","152","152","1.100830078125","1.100830078125","1.100830078125"
"626688","153","153","153","1.04248046875","1.04248046875","1.04248046875"
"630784","154","154","154","0.974365234375","0.974365234375","0.974365234375"
"634880","155","155","155","1.08251953125","1.08251953125","1.08251953125"
"638976","156","156","156","1.093017578125","1.093017578125","1.093017578125"
"643072","157","157","157","1.002685546875","1.002685546875","1.002685546875"
"647168","158","158","158","1.114501953125","1.114501953125","1.114501953125"
"651264","159","159","159","1.039794921875","1.039794921875","1.039794921875"
"655360","160","160","160","1.031982421875","1.031982421875","1.031982421875"
"659456","161","161","161","1.0361328125","1.0361328125","1.0361328125"
"663552","162","162","162","1.1083984375","1.1083984375","1.1083984375"
"667648","163","163","163","1.09228515625","1.09228515625","1.09228515625"
"671744","164","164","164","1.076416015625","1.076416015625","1.076416015625"
"675840","165","165","165","1.08740234375","1.08740234375","1.08740234375"
"679936","166","166","166","1.123291015625","1.123291015625","1.123291015625"
"684032","167","167","167","1.105224609375","1.105224609375","1.105224609375"
"688128","168","168","168","1.04150390625","1.04150390625","1.04150390625"
"692224","169","169","169","1.1376953125","1.1376953125","1.1376953125"
"696320","170","170","170","1.1689453125","1.1689453125","1.1689453125"
"700416","171","171","171","1.19580078125","1.19580078125","1.19580078125"
"704512","172","172","172","1.090087890625","1.090087890625","1.090087890625"
"708608","173","173","173","1.23779296875","1.23779296875","1.23779296875"
"712704","174","174","174","1.26123046875","1.26123046875","1.26123046875"
"716800","175","175","175","1.1953125","1.1953125","1.1953125"
"720896","176","176","176","1.070556640625","1.070556640625","1.070556640625"
"724992","177","177","177","1.131103515625","1.131103515625","1.131103515625"
"729088","178","178","178","1.06103515625","1.06103515625","1.06103515625"
"733184","179","179","179","1.309326171875","1.309326171875","1.309326171875"
"737280","180","180","180","1.304931640625","1.304931640625","1.304931640625"
"741376","181","181","181","1.163818359375","1.163818359375","1.163818359375"
"745472","182","182","182","1.044921875","1.044921875","1.044921875"
"749568","183","183","183","1.19287109375","1.19287109375","1.19287109375"
"753664","184","184","184","1.354736328125","1.354736328125","1.354736328125"
"757760","185","185","185","1.334228515625","1.334228515625","1.334228515625"
"761856","186","186","186","1.368896484375","1.368896484375","1.368896484375"
"765952","187","187","187","1.270751953125","1.270751953125","1.270751953125"
"770048","188","188","188","1.1865234375","1.1865234375","1.1865234375"
"774144","189","189","189","1.392578125","1.392578125","1.392578125"
"778240","190","190","190","1.30126953125","1.30126953125","1.30126953125"
"782336","191","191","191","1.27880859375","1.27880859375","1.27880859375"
"786432","192","192","192","1.156494140625","1.156494140625","1.156494140625"
"790528","193","193","193","1.4150390625","1.4150390625","1.4150390625"
"794624","194","194","194","1.4990234375","1.4990234375","1.4990234375"
"798720","195","195","195","1.272705078125","1.272705078125","1.272705078125"
"802816","196","196","196","1.46826171875","1.46826171875","1.46826171875"
"806912","197","197","197","1.330322265625","1.330322265625","1.330322265625"
"811008","198","198","198","1.285888671875","1.285888671875","1.285888671875"
"815104","199","199","199","1.45556640625","1.45556640625","1.45556640625"
"819200","200","200","200","1.42529296875","1.42529296875","1.42529296875"
"823296","201","201","201","1.33251953125","1.33251953125","1.33251953125"
"827392","202","202","202","1.367919921875","1.367919921875","1.367919921875"
"831488","203","203","203","1.216552734375","1.216552734375","1.216552734375"
"835584","204","204","204","1.55712890625","1.55712890625","1.55712890625"
"839680","205","205","205","1.56640625","1.56640625","1.56640625"
"843776","206","206","206","1.420166015625","1.420166015625","1.420166015625"
"847872","207","207","207","1.357421875","1.357421875","1.357421875"
"851968","208","208","208","1.549560546875","1.549560546875","1.549560546875"
"856064","209","209","209","1.54638671875","1.54638671875","1.54638671875"
"860160","210","210","210","1.59423828125","1.59423828125","1.59423828125"
"864256","211","211","211","1.46875","1.46875","1.46875"
"868352","212","212","212","1.57763671875","1.57763671875","1.57763671875"
"872448","213","213","213","1.451416015625","1.451416015625","1.451416015625"
"876544","214","214","214","1.2822265625","1.2822265625","1.2822265625"
"880640","215","215","215","1.368408203125","1.368408203125","1.368408203125"
"884736","216","216","216","1.60107421875","1.60107421875","1.60107421875"
"888832","217","217","217","1.574951171875","1.574951171875","1.574951171875"
"892928","218","218","218","1.58251953125","1.58251953125","1.58251953125"
"897024","219","219","219","1.60302734375","1.60302734375","1.60302734375"
"901120","220","220","220","1.519287109375","1.519287109375","1.519287109375"
"905216","221","221","221","1.43408203125","1.43408203125","1.43408203125"
"909312","222","222","222","1.461181640625","1.461181640625","1.461181640625"
"913408","223","223","223","1.58203125","1.58203125","1.58203125"
"917504","224","224","224","1.905029296875","1.905029296875","1.905029296875"
"921600","225","225","225","1.7880859375","1.7880859375","1.7880859375"
"925696","226","226","226","1.54541015625","1.54541015625","1.54541015625"
"929792","227","227","227","1.539306640625","1.539306640625","1.539306640625"
"933888","228","228","228","1.516845703125","1.516845703125","1.516845703125"
"937984","229","229","229","1.6455078125","1.6455078125","1.6455078125"
"942080","230","230","230","1.818359375","1.818359375","1.818359375"
"946176","231","231","231","1.77099609375","1.77099609375","1.77099609375"
"950272","232","232","232","1.55029296875","1.55029296875","1.55029296875"
"954368","233","233","233","1.771728515625","1.771728515625","1.771728515625"
