"env_step","SpaceInvaders-MinAtar_Transfer_From_Asterix-MinAtar - _step","SpaceInvaders-MinAtar_Transfer_From_Asterix-MinAtar - _step__MIN","SpaceInvaders-MinAtar_Transfer_From_Asterix-MinAtar - _step__MAX","SpaceInvaders-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns","SpaceInvaders-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MIN","SpaceInvaders-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.30810546875","0.30810546875","0.30810546875"
"8192","2","2","2","1.759033203125","1.759033203125","1.759033203125"
"12288","3","3","3","2.934814453125","2.934814453125","2.934814453125"
"16384","4","4","4","3.616455078125","3.616455078125","3.616455078125"
"20480","5","5","5","4.18212890625","4.18212890625","4.18212890625"
"24576","6","6","6","4.544921875","4.544921875","4.544921875"
"28672","7","7","7","4.240966796875","4.240966796875","4.240966796875"
"32768","8","8","8","3.94970703125","3.94970703125","3.94970703125"
"36864","9","9","9","3.736083984375","3.736083984375","3.736083984375"
"40960","10","10","10","3.615966796875","3.615966796875","3.615966796875"
"45056","11","11","11","3.759521484375","3.759521484375","3.759521484375"
"49152","12","12","12","3.767822265625","3.767822265625","3.767822265625"
"53248","13","13","13","4.013427734375","4.013427734375","4.013427734375"
"57344","14","14","14","3.88525390625","3.88525390625","3.88525390625"
"61440","15","15","15","3.992431640625","3.992431640625","3.992431640625"
"65536","16","16","16","3.794921875","3.794921875","3.794921875"
"69632","17","17","17","3.72900390625","3.72900390625","3.72900390625"
"73728","18","18","18","4.023193359375","4.023193359375","4.023193359375"
"77824","19","19","19","4.6181640625","4.6181640625","4.6181640625"
"81920","20","20","20","4.844970703125","4.844970703125","4.844970703125"
"86016","21","21","21","4.853759765625","4.853759765625","4.853759765625"
"90112","22","22","22","4.442626953125","4.442626953125","4.442626953125"
"94208","23","23","23","4.14990234375","4.14990234375","4.14990234375"
"98304","24","24","24","4.243408203125","4.243408203125","4.243408203125"
"102400","25","25","25","4.193115234375","4.193115234375","4.193115234375"
"106496","26","26","26","3.953857421875","3.953857421875","3.953857421875"
"110592","27","27","27","4.166015625","4.166015625","4.166015625"
"114688","28","28","28","4.245361328125","4.245361328125","4.245361328125"
"118784","29","29","29","4.1669921875","4.1669921875","4.1669921875"
"122880","30","30","30","3.8779296875","3.8779296875","3.8779296875"
"126976","31","31","31","4.0029296875","4.0029296875","4.0029296875"
"131072","32","32","32","4.27001953125","4.27001953125","4.27001953125"
"135168","33","33","33","4.316162109375","4.316162109375","4.316162109375"
"139264","34","34","34","4.340576171875","4.340576171875","4.340576171875"
"143360","35","35","35","4.15966796875","4.15966796875","4.15966796875"
"147456","36","36","36","4.182373046875","4.182373046875","4.182373046875"
"151552","37","37","37","4.43017578125","4.43017578125","4.43017578125"
"155648","38","38","38","4.254638671875","4.254638671875","4.254638671875"
"159744","39","39","39","4.256103515625","4.256103515625","4.256103515625"
"163840","40","40","40","4.451904296875","4.451904296875","4.451904296875"
"167936","41","41","41","4.159423828125","4.159423828125","4.159423828125"
"172032","42","42","42","4.306884765625","4.306884765625","4.306884765625"
"176128","43","43","43","4.470703125","4.470703125","4.470703125"
"180224","44","44","44","4.270751953125","4.270751953125","4.270751953125"
"184320","45","45","45","4.70751953125","4.70751953125","4.70751953125"
"188416","46","46","46","4.63623046875","4.63623046875","4.63623046875"
"192512","47","47","47","4.554931640625","4.554931640625","4.554931640625"
"196608","48","48","48","4.748779296875","4.748779296875","4.748779296875"
"200704","49","49","49","5.200927734375","5.200927734375","5.200927734375"
"204800","50","50","50","5.4140625","5.4140625","5.4140625"
"208896","51","51","51","5.44873046875","5.44873046875","5.44873046875"
"212992","52","52","52","5.2421875","5.2421875","5.2421875"
"217088","53","53","53","5.044921875","5.044921875","5.044921875"
"221184","54","54","54","4.988525390625","4.988525390625","4.988525390625"
"225280","55","55","55","4.69921875","4.69921875","4.69921875"
"229376","56","56","56","4.7158203125","4.7158203125","4.7158203125"
"233472","57","57","57","4.9794921875","4.9794921875","4.9794921875"
"237568","58","58","58","5.229248046875","5.229248046875","5.229248046875"
"241664","59","59","59","5.359619140625","5.359619140625","5.359619140625"
"245760","60","60","60","4.7744140625","4.7744140625","4.7744140625"
"249856","61","61","61","4.7041015625","4.7041015625","4.7041015625"
"253952","62","62","62","4.82177734375","4.82177734375","4.82177734375"
"258048","63","63","63","4.830810546875","4.830810546875","4.830810546875"
"262144","64","64","64","5.324951171875","5.324951171875","5.324951171875"
"266240","65","65","65","5.34375","5.34375","5.34375"
"270336","66","66","66","5.67431640625","5.67431640625","5.67431640625"
"274432","67","67","67","5.769775390625","5.769775390625","5.769775390625"
"278528","68","68","68","4.686279296875","4.686279296875","4.686279296875"
"282624","69","69","69","4.487060546875","4.487060546875","4.487060546875"
"286720","70","70","70","4.2509765625","4.2509765625","4.2509765625"
"290816","71","71","71","4.36474609375","4.36474609375","4.36474609375"
"294912","72","72","72","4.55224609375","4.55224609375","4.55224609375"
"299008","73","73","73","4.788330078125","4.788330078125","4.788330078125"
"303104","74","74","74","5.203369140625","5.203369140625","5.203369140625"
"307200","75","75","75","4.8349609375","4.8349609375","4.8349609375"
"311296","76","76","76","4.9013671875","4.9013671875","4.9013671875"
"315392","77","77","77","5.233642578125","5.233642578125","5.233642578125"
"319488","78","78","78","5.786376953125","5.786376953125","5.786376953125"
"323584","79","79","79","5.666748046875","5.666748046875","5.666748046875"
"327680","80","80","80","5.412353515625","5.412353515625","5.412353515625"
"331776","81","81","81","4.701904296875","4.701904296875","4.701904296875"
"335872","82","82","82","4.59814453125","4.59814453125","4.59814453125"
"339968","83","83","83","4.98974609375","4.98974609375","4.98974609375"
"344064","84","84","84","5.535888671875","5.535888671875","5.535888671875"
"348160","85","85","85","5.402587890625","5.402587890625","5.402587890625"
"352256","86","86","86","4.999267578125","4.999267578125","4.999267578125"
"356352","87","87","87","5.0390625","5.0390625","5.0390625"
"360448","88","88","88","5.405029296875","5.405029296875","5.405029296875"
"364544","89","89","89","5.73046875","5.73046875","5.73046875"
