"env_step","SpaceInvaders-MinAtar_Transfer_From_Asterix-MinAtar - _step","SpaceInvaders-MinAtar_Transfer_From_Asterix-MinAtar - _step__MIN","SpaceInvaders-MinAtar_Transfer_From_Asterix-MinAtar - _step__MAX","SpaceInvaders-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns","SpaceInvaders-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MIN","SpaceInvaders-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.30810546875","0.30810546875","0.30810546875"
"8192","2","2","2","1.759033203125","1.759033203125","1.759033203125"
"12288","3","3","3","2.934814453125","2.934814453125","2.934814453125"
"16384","4","4","4","3.616455078125","3.616455078125","3.616455078125"
"20480","5","5","5","4.17919921875","4.17919921875","4.17919921875"
"24576","6","6","6","4.537109375","4.537109375","4.537109375"
"28672","7","7","7","4.24609375","4.24609375","4.24609375"
"32768","8","8","8","3.91943359375","3.91943359375","3.91943359375"
"36864","9","9","9","3.71728515625","3.71728515625","3.71728515625"
"40960","10","10","10","3.6669921875","3.6669921875","3.6669921875"
"45056","11","11","11","3.705078125","3.705078125","3.705078125"
"49152","12","12","12","3.830810546875","3.830810546875","3.830810546875"
"53248","13","13","13","4.204833984375","4.204833984375","4.204833984375"
"57344","14","14","14","4.255615234375","4.255615234375","4.255615234375"
"61440","15","15","15","4.3212890625","4.3212890625","4.3212890625"
"65536","16","16","16","4.25634765625","4.25634765625","4.25634765625"
"69632","17","17","17","4.386474609375","4.386474609375","4.386474609375"
"73728","18","18","18","4.087646484375","4.087646484375","4.087646484375"
"77824","19","19","19","4.60791015625","4.60791015625","4.60791015625"
"81920","20","20","20","4.528076171875","4.528076171875","4.528076171875"
"86016","21","21","21","4.38427734375","4.38427734375","4.38427734375"
"90112","22","22","22","4.064697265625","4.064697265625","4.064697265625"
"94208","23","23","23","3.92138671875","3.92138671875","3.92138671875"
"98304","24","24","24","3.963134765625","3.963134765625","3.963134765625"
"102400","25","25","25","4.325927734375","4.325927734375","4.325927734375"
"106496","26","26","26","4.576416015625","4.576416015625","4.576416015625"
"110592","27","27","27","4.805419921875","4.805419921875","4.805419921875"
"114688","28","28","28","4.739013671875","4.739013671875","4.739013671875"
"118784","29","29","29","4.462158203125","4.462158203125","4.462158203125"
"122880","30","30","30","4.351806640625","4.351806640625","4.351806640625"
"126976","31","31","31","4.259033203125","4.259033203125","4.259033203125"
"131072","32","32","32","4.224365234375","4.224365234375","4.224365234375"
"135168","33","33","33","4.406982421875","4.406982421875","4.406982421875"
"139264","34","34","34","4.3515625","4.3515625","4.3515625"
"143360","35","35","35","4.451904296875","4.451904296875","4.451904296875"
"147456","36","36","36","4.5","4.5","4.5"
"151552","37","37","37","4.447509765625","4.447509765625","4.447509765625"
"155648","38","38","38","4.14306640625","4.14306640625","4.14306640625"
"159744","39","39","39","4.41796875","4.41796875","4.41796875"
"163840","40","40","40","4.517578125","4.517578125","4.517578125"
"167936","41","41","41","5.037109375","5.037109375","5.037109375"
"172032","42","42","42","5.03271484375","5.03271484375","5.03271484375"
"176128","43","43","43","4.4990234375","4.4990234375","4.4990234375"
"180224","44","44","44","4.172119140625","4.172119140625","4.172119140625"
"184320","45","45","45","4.2939453125","4.2939453125","4.2939453125"
"188416","46","46","46","4.578125","4.578125","4.578125"
"192512","47","47","47","4.90380859375","4.90380859375","4.90380859375"
"196608","48","48","48","5.031494140625","5.031494140625","5.031494140625"
"200704","49","49","49","4.86083984375","4.86083984375","4.86083984375"
"204800","50","50","50","4.893798828125","4.893798828125","4.893798828125"
"208896","51","51","51","4.5537109375","4.5537109375","4.5537109375"
"212992","52","52","52","4.828369140625","4.828369140625","4.828369140625"
"217088","53","53","53","5.017333984375","5.017333984375","5.017333984375"
"221184","54","54","54","4.9033203125","4.9033203125","4.9033203125"
"225280","55","55","55","5.06201171875","5.06201171875","5.06201171875"
"229376","56","56","56","5.209228515625","5.209228515625","5.209228515625"
"233472","57","57","57","5.10009765625","5.10009765625","5.10009765625"
"237568","58","58","58","4.955078125","4.955078125","4.955078125"
"241664","59","59","59","5.09716796875","5.09716796875","5.09716796875"
"245760","60","60","60","4.854248046875","4.854248046875","4.854248046875"
"249856","61","61","61","4.960205078125","4.960205078125","4.960205078125"
"253952","62","62","62","5.148681640625","5.148681640625","5.148681640625"
"258048","63","63","63","4.888427734375","4.888427734375","4.888427734375"
"262144","64","64","64","4.77734375","4.77734375","4.77734375"
"266240","65","65","65","4.8330078125","4.8330078125","4.8330078125"
"270336","66","66","66","4.695068359375","4.695068359375","4.695068359375"
"274432","67","67","67","5.026611328125","5.026611328125","5.026611328125"
"278528","68","68","68","4.757080078125","4.757080078125","4.757080078125"
"282624","69","69","69","4.816162109375","4.816162109375","4.816162109375"
"286720","70","70","70","4.789794921875","4.789794921875","4.789794921875"
"290816","71","71","71","4.880859375","4.880859375","4.880859375"
"294912","72","72","72","4.673583984375","4.673583984375","4.673583984375"
"299008","73","73","73","4.733154296875","4.733154296875","4.733154296875"
"303104","74","74","74","4.976806640625","4.976806640625","4.976806640625"
"307200","75","75","75","5.238037109375","5.238037109375","5.238037109375"
"311296","76","76","76","5.261474609375","5.261474609375","5.261474609375"
"315392","77","77","77","5.260009765625","5.260009765625","5.260009765625"
"319488","78","78","78","5.244140625","5.244140625","5.244140625"
"323584","79","79","79","5.2236328125","5.2236328125","5.2236328125"
"327680","80","80","80","5.529296875","5.529296875","5.529296875"
"331776","81","81","81","5.4716796875","5.4716796875","5.4716796875"
"335872","82","82","82","5.556884765625","5.556884765625","5.556884765625"
"339968","83","83","83","5.960693359375","5.960693359375","5.960693359375"
"344064","84","84","84","5.56591796875","5.56591796875","5.56591796875"
"348160","85","85","85","5.372314453125","5.372314453125","5.372314453125"
"352256","86","86","86","5.456298828125","5.456298828125","5.456298828125"
"356352","87","87","87","5.205078125","5.205078125","5.205078125"
"360448","88","88","88","5.509765625","5.509765625","5.509765625"
"364544","89","89","89","5.653564453125","5.653564453125","5.653564453125"
"368640","90","90","90","6.258544921875","6.258544921875","6.258544921875"
