env_step,returned_episode_returns
4096,0.0
8192,0.012939453125
12288,0.166259765625
16384,0.3544921875
20480,0.378662109375
24576,0.51025390625
28672,0.560546875
32768,0.58544921875
36864,0.625732421875
40960,0.67236328125
45056,0.6552734375
49152,0.580322265625
53248,0.480712890625
57344,0.513427734375
61440,0.48193359375
65536,0.447509765625
69632,0.511962890625
73728,0.56591796875
77824,0.565673828125
81920,0.552001953125
86016,0.4990234375
90112,0.558837890625
94208,0.541259765625
98304,0.491455078125
102400,0.4638671875
106496,0.49951171875
110592,0.505859375
114688,0.537109375
118784,0.49365234375
122880,0.419677734375
126976,0.4755859375
131072,0.5048828125
135168,0.469970703125
139264,0.500732421875
143360,0.47119140625
147456,0.5146484375
151552,0.5224609375
155648,0.472900390625
159744,0.494873046875
163840,0.521484375
167936,0.583984375
172032,0.598876953125
176128,0.519775390625
180224,0.5078125
184320,0.52685546875
188416,0.51318359375
192512,0.489501953125
196608,0.5673828125
200704,0.538330078125
204800,0.5205078125
208896,0.53369140625
212992,0.47412109375
217088,0.4931640625
221184,0.601318359375
225280,0.611328125
229376,0.576904296875
233472,0.561279296875
237568,0.510498046875
241664,0.561767578125
245760,0.530517578125
249856,0.548583984375
253952,0.488037109375
258048,0.53955078125
262144,0.482421875
266240,0.555908203125
270336,0.64697265625
274432,0.67041015625
278528,0.609619140625
282624,0.699951171875
286720,0.78076171875
290816,0.768798828125
294912,0.686767578125
299008,0.638427734375
303104,0.60986328125
307200,0.595947265625
311296,0.635986328125
315392,0.5380859375
319488,0.594970703125
323584,0.625244140625
327680,0.5576171875
331776,0.56103515625
335872,0.556396484375
339968,0.47998046875
344064,0.451904296875
348160,0.53759765625
352256,0.56689453125
356352,0.5966796875
360448,0.522705078125
364544,0.484375
368640,0.578857421875
372736,0.66845703125
376832,0.5615234375
380928,0.53662109375
385024,0.673095703125
389120,0.63720703125
393216,0.608642578125
397312,0.599609375
401408,0.585205078125
405504,0.60400390625
409600,0.696533203125
413696,0.686767578125
417792,0.705810546875
421888,0.754150390625
425984,0.6611328125
430080,0.631591796875
434176,0.6953125
438272,0.647216796875
442368,0.56005859375
446464,0.531982421875
450560,0.6220703125
454656,0.664306640625
458752,0.51513671875
462848,0.5283203125
466944,0.567626953125
471040,0.573974609375
475136,0.44482421875
479232,0.487548828125
483328,0.52197265625
487424,0.587158203125
491520,0.62158203125
495616,0.637939453125
499712,0.63134765625
503808,0.69873046875
507904,0.7373046875
512000,0.7099609375
516096,0.800537109375
520192,0.8046875
524288,0.8076171875
528384,0.885498046875
532480,0.830322265625
536576,0.78759765625
540672,0.71484375
544768,0.727783203125
548864,0.81298828125
552960,0.72998046875
557056,0.63427734375
561152,0.613525390625
565248,0.621826171875
569344,0.707763671875
573440,0.780029296875
577536,0.6240234375
581632,0.75732421875
585728,0.7998046875
589824,0.86474609375
593920,0.81298828125
598016,0.814208984375
602112,0.877197265625
606208,0.8662109375
610304,0.87353515625
614400,1.00830078125
618496,0.970703125
622592,0.95166015625
626688,0.844482421875
630784,0.802001953125
634880,0.71142578125
638976,0.693359375
643072,0.75732421875
647168,0.798095703125
651264,0.698974609375
655360,0.578857421875
659456,0.59375
663552,0.724609375
667648,0.818359375
671744,0.81103515625
675840,0.8056640625
679936,0.677490234375
684032,0.771728515625
688128,0.81201171875
692224,0.846923828125
696320,0.824951171875
700416,0.802001953125
704512,0.859130859375
708608,0.9462890625
712704,0.97314453125
716800,0.98779296875
720896,0.98876953125
724992,0.874267578125
729088,0.841796875
733184,0.8095703125
737280,0.75341796875
741376,0.809326171875
745472,0.718017578125
749568,0.716064453125
753664,0.82080078125
757760,1.00439453125
