"env_step","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - _step","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - _step__MIN","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - _step__MAX","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MIN","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0","0","0"
"8192","2","2","2","0.012939453125","0.012939453125","0.012939453125"
"12288","3","3","3","0.159423828125","0.159423828125","0.159423828125"
"16384","4","4","4","0.35693359375","0.35693359375","0.35693359375"
"20480","5","5","5","0.40283203125","0.40283203125","0.40283203125"
"24576","6","6","6","0.5302734375","0.5302734375","0.5302734375"
"28672","7","7","7","0.518798828125","0.518798828125","0.518798828125"
"32768","8","8","8","0.587890625","0.587890625","0.587890625"
"36864","9","9","9","0.608642578125","0.608642578125","0.608642578125"
"40960","10","10","10","0.65087890625","0.65087890625","0.65087890625"
"45056","11","11","11","0.60205078125","0.60205078125","0.60205078125"
"49152","12","12","12","0.52294921875","0.52294921875","0.52294921875"
"53248","13","13","13","0.430908203125","0.430908203125","0.430908203125"
"57344","14","14","14","0.450439453125","0.450439453125","0.450439453125"
"61440","15","15","15","0.433837890625","0.433837890625","0.433837890625"
"65536","16","16","16","0.451904296875","0.451904296875","0.451904296875"
"69632","17","17","17","0.544189453125","0.544189453125","0.544189453125"
"73728","18","18","18","0.625732421875","0.625732421875","0.625732421875"
"77824","19","19","19","0.51708984375","0.51708984375","0.51708984375"
"81920","20","20","20","0.461669921875","0.461669921875","0.461669921875"
"86016","21","21","21","0.486083984375","0.486083984375","0.486083984375"
"90112","22","22","22","0.444580078125","0.444580078125","0.444580078125"
"94208","23","23","23","0.449462890625","0.449462890625","0.449462890625"
"98304","24","24","24","0.38330078125","0.38330078125","0.38330078125"
"102400","25","25","25","0.486083984375","0.486083984375","0.486083984375"
"106496","26","26","26","0.58056640625","0.58056640625","0.58056640625"
"110592","27","27","27","0.592041015625","0.592041015625","0.592041015625"
"114688","28","28","28","0.635009765625","0.635009765625","0.635009765625"
"118784","29","29","29","0.57568359375","0.57568359375","0.57568359375"
"122880","30","30","30","0.53173828125","0.53173828125","0.53173828125"
"126976","31","31","31","0.531982421875","0.531982421875","0.531982421875"
"131072","32","32","32","0.5576171875","0.5576171875","0.5576171875"
"135168","33","33","33","0.564208984375","0.564208984375","0.564208984375"
"139264","34","34","34","0.449951171875","0.449951171875","0.449951171875"
"143360","35","35","35","0.501708984375","0.501708984375","0.501708984375"
"147456","36","36","36","0.567138671875","0.567138671875","0.567138671875"
"151552","37","37","37","0.59912109375","0.59912109375","0.59912109375"
"155648","38","38","38","0.505859375","0.505859375","0.505859375"
"159744","39","39","39","0.543212890625","0.543212890625","0.543212890625"
"163840","40","40","40","0.50732421875","0.50732421875","0.50732421875"
"167936","41","41","41","0.458740234375","0.458740234375","0.458740234375"
"172032","42","42","42","0.593994140625","0.593994140625","0.593994140625"
"176128","43","43","43","0.5771484375","0.5771484375","0.5771484375"
"180224","44","44","44","0.476318359375","0.476318359375","0.476318359375"
"184320","45","45","45","0.46728515625","0.46728515625","0.46728515625"
"188416","46","46","46","0.53466796875","0.53466796875","0.53466796875"
"192512","47","47","47","0.471435546875","0.471435546875","0.471435546875"
"196608","48","48","48","0.42529296875","0.42529296875","0.42529296875"
"200704","49","49","49","0.48583984375","0.48583984375","0.48583984375"
"204800","50","50","50","0.440673828125","0.440673828125","0.440673828125"
"208896","51","51","51","0.44775390625","0.44775390625","0.44775390625"
"212992","52","52","52","0.417236328125","0.417236328125","0.417236328125"
"217088","53","53","53","0.427734375","0.427734375","0.427734375"
"221184","54","54","54","0.449462890625","0.449462890625","0.449462890625"
"225280","55","55","55","0.503662109375","0.503662109375","0.503662109375"
"229376","56","56","56","0.71826171875","0.71826171875","0.71826171875"
"233472","57","57","57","0.72216796875","0.72216796875","0.72216796875"
"237568","58","58","58","0.6455078125","0.6455078125","0.6455078125"
"241664","59","59","59","0.65283203125","0.65283203125","0.65283203125"
"245760","60","60","60","0.539306640625","0.539306640625","0.539306640625"
"249856","61","61","61","0.4755859375","0.4755859375","0.4755859375"
"253952","62","62","62","0.46875","0.46875","0.46875"
"258048","63","63","63","0.47119140625","0.47119140625","0.47119140625"
"262144","64","64","64","0.5634765625","0.5634765625","0.5634765625"
"266240","65","65","65","0.66259765625","0.66259765625","0.66259765625"
"270336","66","66","66","0.58544921875","0.58544921875","0.58544921875"
"274432","67","67","67","0.568603515625","0.568603515625","0.568603515625"
"278528","68","68","68","0.4697265625","0.4697265625","0.4697265625"
"282624","69","69","69","0.4365234375","0.4365234375","0.4365234375"
"286720","70","70","70","0.469482421875","0.469482421875","0.469482421875"
"290816","71","71","71","0.454345703125","0.454345703125","0.454345703125"
"294912","72","72","72","0.5703125","0.5703125","0.5703125"
"299008","73","73","73","0.5810546875","0.5810546875","0.5810546875"
"303104","74","74","74","0.48974609375","0.48974609375","0.48974609375"
"307200","75","75","75","0.4345703125","0.4345703125","0.4345703125"
"311296","76","76","76","0.52001953125","0.52001953125","0.52001953125"
"315392","77","77","77","0.491455078125","0.491455078125","0.491455078125"
"319488","78","78","78","0.440185546875","0.440185546875","0.440185546875"
"323584","79","79","79","0.589111328125","0.589111328125","0.589111328125"
"327680","80","80","80","0.529052734375","0.529052734375","0.529052734375"
"331776","81","81","81","0.50390625","0.50390625","0.50390625"
"335872","82","82","82","0.627685546875","0.627685546875","0.627685546875"
"339968","83","83","83","0.625244140625","0.625244140625","0.625244140625"
"344064","84","84","84","0.58642578125","0.58642578125","0.58642578125"
"348160","85","85","85","0.559814453125","0.559814453125","0.559814453125"
"352256","86","86","86","0.53857421875","0.53857421875","0.53857421875"
"356352","87","87","87","0.684326171875","0.684326171875","0.684326171875"
