"env_step","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - _step","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - _step__MIN","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - _step__MAX","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MIN","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0","0","0"
"8192","2","2","2","0.012939453125","0.012939453125","0.012939453125"
"12288","3","3","3","0.159423828125","0.159423828125","0.159423828125"
"16384","4","4","4","0.35693359375","0.35693359375","0.35693359375"
"20480","5","5","5","0.40283203125","0.40283203125","0.40283203125"
"24576","6","6","6","0.529052734375","0.529052734375","0.529052734375"
"28672","7","7","7","0.518798828125","0.518798828125","0.518798828125"
"32768","8","8","8","0.593505859375","0.593505859375","0.593505859375"
"36864","9","9","9","0.616455078125","0.616455078125","0.616455078125"
"40960","10","10","10","0.655029296875","0.655029296875","0.655029296875"
"45056","11","11","11","0.603271484375","0.603271484375","0.603271484375"
"49152","12","12","12","0.53173828125","0.53173828125","0.53173828125"
"53248","13","13","13","0.487548828125","0.487548828125","0.487548828125"
"57344","14","14","14","0.43896484375","0.43896484375","0.43896484375"
"61440","15","15","15","0.45263671875","0.45263671875","0.45263671875"
"65536","16","16","16","0.43310546875","0.43310546875","0.43310546875"
"69632","17","17","17","0.506103515625","0.506103515625","0.506103515625"
"73728","18","18","18","0.552490234375","0.552490234375","0.552490234375"
"77824","19","19","19","0.455322265625","0.455322265625","0.455322265625"
"81920","20","20","20","0.41943359375","0.41943359375","0.41943359375"
"86016","21","21","21","0.446533203125","0.446533203125","0.446533203125"
"90112","22","22","22","0.4091796875","0.4091796875","0.4091796875"
"94208","23","23","23","0.405517578125","0.405517578125","0.405517578125"
"98304","24","24","24","0.4150390625","0.4150390625","0.4150390625"
"102400","25","25","25","0.39892578125","0.39892578125","0.39892578125"
"106496","26","26","26","0.5","0.5","0.5"
"110592","27","27","27","0.421875","0.421875","0.421875"
"114688","28","28","28","0.459228515625","0.459228515625","0.459228515625"
"118784","29","29","29","0.467041015625","0.467041015625","0.467041015625"
"122880","30","30","30","0.46240234375","0.46240234375","0.46240234375"
"126976","31","31","31","0.593505859375","0.593505859375","0.593505859375"
"131072","32","32","32","0.521484375","0.521484375","0.521484375"
"135168","33","33","33","0.459228515625","0.459228515625","0.459228515625"
"139264","34","34","34","0.51806640625","0.51806640625","0.51806640625"
"143360","35","35","35","0.531005859375","0.531005859375","0.531005859375"
"147456","36","36","36","0.602294921875","0.602294921875","0.602294921875"
"151552","37","37","37","0.629638671875","0.629638671875","0.629638671875"
"155648","38","38","38","0.634765625","0.634765625","0.634765625"
"159744","39","39","39","0.6318359375","0.6318359375","0.6318359375"
"163840","40","40","40","0.54248046875","0.54248046875","0.54248046875"
"167936","41","41","41","0.460693359375","0.460693359375","0.460693359375"
"172032","42","42","42","0.48291015625","0.48291015625","0.48291015625"
"176128","43","43","43","0.5078125","0.5078125","0.5078125"
"180224","44","44","44","0.4189453125","0.4189453125","0.4189453125"
"184320","45","45","45","0.433837890625","0.433837890625","0.433837890625"
"188416","46","46","46","0.4677734375","0.4677734375","0.4677734375"
"192512","47","47","47","0.509765625","0.509765625","0.509765625"
"196608","48","48","48","0.531982421875","0.531982421875","0.531982421875"
"200704","49","49","49","0.52001953125","0.52001953125","0.52001953125"
"204800","50","50","50","0.489501953125","0.489501953125","0.489501953125"
"208896","51","51","51","0.531494140625","0.531494140625","0.531494140625"
"212992","52","52","52","0.564453125","0.564453125","0.564453125"
"217088","53","53","53","0.60693359375","0.60693359375","0.60693359375"
"221184","54","54","54","0.57421875","0.57421875","0.57421875"
"225280","55","55","55","0.510986328125","0.510986328125","0.510986328125"
"229376","56","56","56","0.585205078125","0.585205078125","0.585205078125"
"233472","57","57","57","0.557861328125","0.557861328125","0.557861328125"
"237568","58","58","58","0.545654296875","0.545654296875","0.545654296875"
"241664","59","59","59","0.49609375","0.49609375","0.49609375"
"245760","60","60","60","0.434814453125","0.434814453125","0.434814453125"
"249856","61","61","61","0.4833984375","0.4833984375","0.4833984375"
"253952","62","62","62","0.58837890625","0.58837890625","0.58837890625"
"258048","63","63","63","0.54345703125","0.54345703125","0.54345703125"
"262144","64","64","64","0.462890625","0.462890625","0.462890625"
"266240","65","65","65","0.441162109375","0.441162109375","0.441162109375"
"270336","66","66","66","0.39111328125","0.39111328125","0.39111328125"
"274432","67","67","67","0.433837890625","0.433837890625","0.433837890625"
"278528","68","68","68","0.484619140625","0.484619140625","0.484619140625"
"282624","69","69","69","0.42529296875","0.42529296875","0.42529296875"
"286720","70","70","70","0.408935546875","0.408935546875","0.408935546875"
"290816","71","71","71","0.458740234375","0.458740234375","0.458740234375"
"294912","72","72","72","0.535400390625","0.535400390625","0.535400390625"
"299008","73","73","73","0.471923828125","0.471923828125","0.471923828125"
"303104","74","74","74","0.390869140625","0.390869140625","0.390869140625"
"307200","75","75","75","0.40185546875","0.40185546875","0.40185546875"
"311296","76","76","76","0.49169921875","0.49169921875","0.49169921875"
"315392","77","77","77","0.52001953125","0.52001953125","0.52001953125"
"319488","78","78","78","0.53662109375","0.53662109375","0.53662109375"
"323584","79","79","79","0.48681640625","0.48681640625","0.48681640625"
"327680","80","80","80","0.5029296875","0.5029296875","0.5029296875"
"331776","81","81","81","0.54638671875","0.54638671875","0.54638671875"
"335872","82","82","82","0.604248046875","0.604248046875","0.604248046875"
"339968","83","83","83","0.54248046875","0.54248046875","0.54248046875"
"344064","84","84","84","0.462890625","0.462890625","0.462890625"
"348160","85","85","85","0.49951171875","0.49951171875","0.49951171875"
"352256","86","86","86","0.466552734375","0.466552734375","0.466552734375"
"356352","87","87","87","0.482421875","0.482421875","0.482421875"
