"env_step","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - _step","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - _step__MIN","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - _step__MAX","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MIN","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0","0","0"
"8192","2","2","2","0.012939453125","0.012939453125","0.012939453125"
"12288","3","3","3","0.159423828125","0.159423828125","0.159423828125"
"16384","4","4","4","0.35693359375","0.35693359375","0.35693359375"
"20480","5","5","5","0.40283203125","0.40283203125","0.40283203125"
"24576","6","6","6","0.5302734375","0.5302734375","0.5302734375"
"28672","7","7","7","0.5078125","0.5078125","0.5078125"
"32768","8","8","8","0.598876953125","0.598876953125","0.598876953125"
"36864","9","9","9","0.590087890625","0.590087890625","0.590087890625"
"40960","10","10","10","0.630126953125","0.630126953125","0.630126953125"
"45056","11","11","11","0.601318359375","0.601318359375","0.601318359375"
"49152","12","12","12","0.51025390625","0.51025390625","0.51025390625"
"53248","13","13","13","0.408203125","0.408203125","0.408203125"
"57344","14","14","14","0.412353515625","0.412353515625","0.412353515625"
"61440","15","15","15","0.474365234375","0.474365234375","0.474365234375"
"65536","16","16","16","0.49365234375","0.49365234375","0.49365234375"
"69632","17","17","17","0.458984375","0.458984375","0.458984375"
"73728","18","18","18","0.45849609375","0.45849609375","0.45849609375"
"77824","19","19","19","0.449462890625","0.449462890625","0.449462890625"
"81920","20","20","20","0.44287109375","0.44287109375","0.44287109375"
"86016","21","21","21","0.444580078125","0.444580078125","0.444580078125"
"90112","22","22","22","0.380126953125","0.380126953125","0.380126953125"
"94208","23","23","23","0.393310546875","0.393310546875","0.393310546875"
"98304","24","24","24","0.455078125","0.455078125","0.455078125"
"102400","25","25","25","0.44921875","0.44921875","0.44921875"
"106496","26","26","26","0.50390625","0.50390625","0.50390625"
"110592","27","27","27","0.46240234375","0.46240234375","0.46240234375"
"114688","28","28","28","0.45556640625","0.45556640625","0.45556640625"
"118784","29","29","29","0.53466796875","0.53466796875","0.53466796875"
"122880","30","30","30","0.498779296875","0.498779296875","0.498779296875"
"126976","31","31","31","0.48046875","0.48046875","0.48046875"
"131072","32","32","32","0.507080078125","0.507080078125","0.507080078125"
"135168","33","33","33","0.542236328125","0.542236328125","0.542236328125"
"139264","34","34","34","0.4677734375","0.4677734375","0.4677734375"
"143360","35","35","35","0.466796875","0.466796875","0.466796875"
"147456","36","36","36","0.5537109375","0.5537109375","0.5537109375"
"151552","37","37","37","0.6103515625","0.6103515625","0.6103515625"
"155648","38","38","38","0.5830078125","0.5830078125","0.5830078125"
"159744","39","39","39","0.592041015625","0.592041015625","0.592041015625"
"163840","40","40","40","0.49609375","0.49609375","0.49609375"
"167936","41","41","41","0.500244140625","0.500244140625","0.500244140625"
"172032","42","42","42","0.5458984375","0.5458984375","0.5458984375"
"176128","43","43","43","0.491455078125","0.491455078125","0.491455078125"
"180224","44","44","44","0.522705078125","0.522705078125","0.522705078125"
"184320","45","45","45","0.45068359375","0.45068359375","0.45068359375"
"188416","46","46","46","0.464599609375","0.464599609375","0.464599609375"
"192512","47","47","47","0.444580078125","0.444580078125","0.444580078125"
"196608","48","48","48","0.474853515625","0.474853515625","0.474853515625"
"200704","49","49","49","0.418701171875","0.418701171875","0.418701171875"
"204800","50","50","50","0.447509765625","0.447509765625","0.447509765625"
"208896","51","51","51","0.55859375","0.55859375","0.55859375"
"212992","52","52","52","0.580322265625","0.580322265625","0.580322265625"
"217088","53","53","53","0.44580078125","0.44580078125","0.44580078125"
"221184","54","54","54","0.40234375","0.40234375","0.40234375"
"225280","55","55","55","0.431884765625","0.431884765625","0.431884765625"
"229376","56","56","56","0.543212890625","0.543212890625","0.543212890625"
"233472","57","57","57","0.598876953125","0.598876953125","0.598876953125"
"237568","58","58","58","0.567138671875","0.567138671875","0.567138671875"
"241664","59","59","59","0.4306640625","0.4306640625","0.4306640625"
"245760","60","60","60","0.43408203125","0.43408203125","0.43408203125"
"249856","61","61","61","0.428955078125","0.428955078125","0.428955078125"
"253952","62","62","62","0.5","0.5","0.5"
"258048","63","63","63","0.484375","0.484375","0.484375"
"262144","64","64","64","0.459228515625","0.459228515625","0.459228515625"
"266240","65","65","65","0.412109375","0.412109375","0.412109375"
"270336","66","66","66","0.439697265625","0.439697265625","0.439697265625"
"274432","67","67","67","0.53662109375","0.53662109375","0.53662109375"
"278528","68","68","68","0.545654296875","0.545654296875","0.545654296875"
"282624","69","69","69","0.523193359375","0.523193359375","0.523193359375"
"286720","70","70","70","0.426025390625","0.426025390625","0.426025390625"
"290816","71","71","71","0.4287109375","0.4287109375","0.4287109375"
"294912","72","72","72","0.55419921875","0.55419921875","0.55419921875"
"299008","73","73","73","0.48486328125","0.48486328125","0.48486328125"
"303104","74","74","74","0.482666015625","0.482666015625","0.482666015625"
"307200","75","75","75","0.5732421875","0.5732421875","0.5732421875"
"311296","76","76","76","0.625","0.625","0.625"
"315392","77","77","77","0.48779296875","0.48779296875","0.48779296875"
"319488","78","78","78","0.462646484375","0.462646484375","0.462646484375"
"323584","79","79","79","0.500732421875","0.500732421875","0.500732421875"
"327680","80","80","80","0.53076171875","0.53076171875","0.53076171875"
"331776","81","81","81","0.514892578125","0.514892578125","0.514892578125"
"335872","82","82","82","0.49072265625","0.49072265625","0.49072265625"
"339968","83","83","83","0.5927734375","0.5927734375","0.5927734375"
"344064","84","84","84","0.57861328125","0.57861328125","0.57861328125"
"348160","85","85","85","0.460693359375","0.460693359375","0.460693359375"
"352256","86","86","86","0.53857421875","0.53857421875","0.53857421875"
"356352","87","87","87","0.594482421875","0.594482421875","0.594482421875"
"360448","88","88","88","0.5625","0.5625","0.5625"
