"env_step","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - _step","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - _step__MIN","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - _step__MAX","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MIN","Asterix-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0","0","0"
"8192","2","2","2","0.012939453125","0.012939453125","0.012939453125"
"12288","3","3","3","0.159423828125","0.159423828125","0.159423828125"
"16384","4","4","4","0.35693359375","0.35693359375","0.35693359375"
"20480","5","5","5","0.40283203125","0.40283203125","0.40283203125"
"24576","6","6","6","0.5302734375","0.5302734375","0.5302734375"
"28672","7","7","7","0.5078125","0.5078125","0.5078125"
"32768","8","8","8","0.598876953125","0.598876953125","0.598876953125"
"36864","9","9","9","0.58544921875","0.58544921875","0.58544921875"
"40960","10","10","10","0.620361328125","0.620361328125","0.620361328125"
"45056","11","11","11","0.598876953125","0.598876953125","0.598876953125"
"49152","12","12","12","0.51220703125","0.51220703125","0.51220703125"
"53248","13","13","13","0.431396484375","0.431396484375","0.431396484375"
"57344","14","14","14","0.3994140625","0.3994140625","0.3994140625"
"61440","15","15","15","0.43505859375","0.43505859375","0.43505859375"
"65536","16","16","16","0.48388671875","0.48388671875","0.48388671875"
"69632","17","17","17","0.5185546875","0.5185546875","0.5185546875"
"73728","18","18","18","0.52392578125","0.52392578125","0.52392578125"
"77824","19","19","19","0.53369140625","0.53369140625","0.53369140625"
"81920","20","20","20","0.53271484375","0.53271484375","0.53271484375"
"86016","21","21","21","0.542724609375","0.542724609375","0.542724609375"
"90112","22","22","22","0.518310546875","0.518310546875","0.518310546875"
"94208","23","23","23","0.552001953125","0.552001953125","0.552001953125"
"98304","24","24","24","0.455810546875","0.455810546875","0.455810546875"
"102400","25","25","25","0.489990234375","0.489990234375","0.489990234375"
"106496","26","26","26","0.55615234375","0.55615234375","0.55615234375"
"110592","27","27","27","0.553466796875","0.553466796875","0.553466796875"
"114688","28","28","28","0.395263671875","0.395263671875","0.395263671875"
"118784","29","29","29","0.38232421875","0.38232421875","0.38232421875"
"122880","30","30","30","0.437744140625","0.437744140625","0.437744140625"
"126976","31","31","31","0.459228515625","0.459228515625","0.459228515625"
"131072","32","32","32","0.539306640625","0.539306640625","0.539306640625"
"135168","33","33","33","0.51708984375","0.51708984375","0.51708984375"
"139264","34","34","34","0.45947265625","0.45947265625","0.45947265625"
"143360","35","35","35","0.46923828125","0.46923828125","0.46923828125"
"147456","36","36","36","0.49658203125","0.49658203125","0.49658203125"
"151552","37","37","37","0.53515625","0.53515625","0.53515625"
"155648","38","38","38","0.596435546875","0.596435546875","0.596435546875"
"159744","39","39","39","0.512451171875","0.512451171875","0.512451171875"
"163840","40","40","40","0.460205078125","0.460205078125","0.460205078125"
"167936","41","41","41","0.430419921875","0.430419921875","0.430419921875"
"172032","42","42","42","0.456298828125","0.456298828125","0.456298828125"
"176128","43","43","43","0.508544921875","0.508544921875","0.508544921875"
"180224","44","44","44","0.52734375","0.52734375","0.52734375"
"184320","45","45","45","0.512451171875","0.512451171875","0.512451171875"
"188416","46","46","46","0.5556640625","0.5556640625","0.5556640625"
"192512","47","47","47","0.537841796875","0.537841796875","0.537841796875"
"196608","48","48","48","0.48388671875","0.48388671875","0.48388671875"
"200704","49","49","49","0.53466796875","0.53466796875","0.53466796875"
"204800","50","50","50","0.56689453125","0.56689453125","0.56689453125"
"208896","51","51","51","0.54443359375","0.54443359375","0.54443359375"
"212992","52","52","52","0.609130859375","0.609130859375","0.609130859375"
"217088","53","53","53","0.583251953125","0.583251953125","0.583251953125"
"221184","54","54","54","0.59521484375","0.59521484375","0.59521484375"
"225280","55","55","55","0.555908203125","0.555908203125","0.555908203125"
"229376","56","56","56","0.47509765625","0.47509765625","0.47509765625"
"233472","57","57","57","0.446044921875","0.446044921875","0.446044921875"
"237568","58","58","58","0.371826171875","0.371826171875","0.371826171875"
"241664","59","59","59","0.383544921875","0.383544921875","0.383544921875"
"245760","60","60","60","0.37353515625","0.37353515625","0.37353515625"
"249856","61","61","61","0.386474609375","0.386474609375","0.386474609375"
"253952","62","62","62","0.4658203125","0.4658203125","0.4658203125"
"258048","63","63","63","0.468017578125","0.468017578125","0.468017578125"
"262144","64","64","64","0.530029296875","0.530029296875","0.530029296875"
"266240","65","65","65","0.544189453125","0.544189453125","0.544189453125"
"270336","66","66","66","0.48583984375","0.48583984375","0.48583984375"
"274432","67","67","67","0.47509765625","0.47509765625","0.47509765625"
"278528","68","68","68","0.46337890625","0.46337890625","0.46337890625"
"282624","69","69","69","0.48291015625","0.48291015625","0.48291015625"
"286720","70","70","70","0.55859375","0.55859375","0.55859375"
"290816","71","71","71","0.47705078125","0.47705078125","0.47705078125"
"294912","72","72","72","0.584716796875","0.584716796875","0.584716796875"
"299008","73","73","73","0.623779296875","0.623779296875","0.623779296875"
"303104","74","74","74","0.515380859375","0.515380859375","0.515380859375"
"307200","75","75","75","0.47314453125","0.47314453125","0.47314453125"
"311296","76","76","76","0.54833984375","0.54833984375","0.54833984375"
"315392","77","77","77","0.61572265625","0.61572265625","0.61572265625"
"319488","78","78","78","0.634765625","0.634765625","0.634765625"
"323584","79","79","79","0.610107421875","0.610107421875","0.610107421875"
"327680","80","80","80","0.716552734375","0.716552734375","0.716552734375"
"331776","81","81","81","0.634765625","0.634765625","0.634765625"
"335872","82","82","82","0.653076171875","0.653076171875","0.653076171875"
"339968","83","83","83","0.6484375","0.6484375","0.6484375"
"344064","84","84","84","0.7216796875","0.7216796875","0.7216796875"
"348160","85","85","85","0.5927734375","0.5927734375","0.5927734375"
"352256","86","86","86","0.547607421875","0.547607421875","0.547607421875"
"356352","87","87","87","0.578369140625","0.578369140625","0.578369140625"
