"env_step","pqn_SpaceInvaders-MinAtar - _step","pqn_SpaceInvaders-MinAtar - _step__MIN","pqn_SpaceInvaders-MinAtar - _step__MAX","pqn_SpaceInvaders-MinAtar - returned_episode_returns","pqn_SpaceInvaders-MinAtar - returned_episode_returns__MIN","pqn_SpaceInvaders-MinAtar - returned_episode_returns__MAX"
"544768","133","133","133","8.661865234375","8.661865234375","8.661865234375"
"548864","134","134","134","8.544921875","8.544921875","8.544921875"
"552960","135","135","135","8.3046875","8.3046875","8.3046875"
"557056","136","136","136","8.857177734375","8.857177734375","8.857177734375"
"561152","137","137","137","9.769775390625","9.769775390625","9.769775390625"
"565248","138","138","138","9.4853515625","9.4853515625","9.4853515625"
"569344","139","139","139","9.202880859375","9.202880859375","9.202880859375"
"573440","140","140","140","9.11767578125","9.11767578125","9.11767578125"
"577536","141","141","141","9.153076171875","9.153076171875","9.153076171875"
"581632","142","142","142","8.936767578125","8.936767578125","8.936767578125"
"585728","143","143","143","8.802001953125","8.802001953125","8.802001953125"
"589824","144","144","144","8.869140625","8.869140625","8.869140625"
"593920","145","145","145","8.41943359375","8.41943359375","8.41943359375"
"598016","146","146","146","8.241455078125","8.241455078125","8.241455078125"
"602112","147","147","147","9.172607421875","9.172607421875","9.172607421875"
"606208","148","148","148","9.483154296875","9.483154296875","9.483154296875"
"610304","149","149","149","9.798583984375","9.798583984375","9.798583984375"
"614400","150","150","150","9.087890625","9.087890625","9.087890625"
"618496","151","151","151","8.708740234375","8.708740234375","8.708740234375"
"622592","152","152","152","8.3359375","8.3359375","8.3359375"
"626688","153","153","153","8.662109375","8.662109375","8.662109375"
"630784","154","154","154","9.128173828125","9.128173828125","9.128173828125"
"634880","155","155","155","9.16162109375","9.16162109375","9.16162109375"
"638976","156","156","156","9.299072265625","9.299072265625","9.299072265625"
"643072","157","157","157","9.50146484375","9.50146484375","9.50146484375"
"647168","158","158","158","9.826904296875","9.826904296875","9.826904296875"
"651264","159","159","159","9.79150390625","9.79150390625","9.79150390625"
"655360","160","160","160","9.747314453125","9.747314453125","9.747314453125"
"659456","161","161","161","9.848876953125","9.848876953125","9.848876953125"
"663552","162","162","162","9.77392578125","9.77392578125","9.77392578125"
"667648","163","163","163","9.772705078125","9.772705078125","9.772705078125"
"671744","164","164","164","9.71142578125","9.71142578125","9.71142578125"
"675840","165","165","165","9.738037109375","9.738037109375","9.738037109375"
"679936","166","166","166","9.411376953125","9.411376953125","9.411376953125"
"684032","167","167","167","9.650146484375","9.650146484375","9.650146484375"
"688128","168","168","168","9.661376953125","9.661376953125","9.661376953125"
"692224","169","169","169","9.557373046875","9.557373046875","9.557373046875"
"696320","170","170","170","9.890380859375","9.890380859375","9.890380859375"
"700416","171","171","171","10.1806640625","10.1806640625","10.1806640625"
"704512","172","172","172","9.714111328125","9.714111328125","9.714111328125"
"708608","173","173","173","9.561279296875","9.561279296875","9.561279296875"
"712704","174","174","174","9.89404296875","9.89404296875","9.89404296875"
"716800","175","175","175","10.74560546875","10.74560546875","10.74560546875"
"720896","176","176","176","10.33349609375","10.33349609375","10.33349609375"
"724992","177","177","177","10.532958984375","10.532958984375","10.532958984375"
"729088","178","178","178","10.60009765625","10.60009765625","10.60009765625"
"733184","179","179","179","11.171142578125","11.171142578125","11.171142578125"
"737280","180","180","180","11.266357421875","11.266357421875","11.266357421875"
"741376","181","181","181","11.464111328125","11.464111328125","11.464111328125"
"745472","182","182","182","11.041748046875","11.041748046875","11.041748046875"
"749568","183","183","183","10.720703125","10.720703125","10.720703125"
"753664","184","184","184","10.3017578125","10.3017578125","10.3017578125"
"757760","185","185","185","10.76513671875","10.76513671875","10.76513671875"
"761856","186","186","186","11.164794921875","11.164794921875","11.164794921875"
"765952","187","187","187","11.289306640625","11.289306640625","11.289306640625"
"770048","188","188","188","11.392333984375","11.392333984375","11.392333984375"
"774144","189","189","189","11.337646484375","11.337646484375","11.337646484375"
"778240","190","190","190","11.66650390625","11.66650390625","11.66650390625"
"782336","191","191","191","12.38623046875","12.38623046875","12.38623046875"
"786432","192","192","192","13.09423828125","13.09423828125","13.09423828125"
"790528","193","193","193","13.4287109375","13.4287109375","13.4287109375"
"794624","194","194","194","13.290283203125","13.290283203125","13.290283203125"
"798720","195","195","195","13.408935546875","13.408935546875","13.408935546875"
"802816","196","196","196","13.354736328125","13.354736328125","13.354736328125"
"806912","197","197","197","12.974609375","12.974609375","12.974609375"
"811008","198","198","198","12.605712890625","12.605712890625","12.605712890625"
"815104","199","199","199","12.121337890625","12.121337890625","12.121337890625"
"819200","200","200","200","12.109619140625","12.109619140625","12.109619140625"
"823296","201","201","201","12.438232421875","12.438232421875","12.438232421875"
"827392","202","202","202","12.72509765625","12.72509765625","12.72509765625"
"831488","203","203","203","12.6552734375","12.6552734375","12.6552734375"
"835584","204","204","204","12.2734375","12.2734375","12.2734375"
"839680","205","205","205","12.3935546875","12.3935546875","12.3935546875"
"843776","206","206","206","12.403076171875","12.403076171875","12.403076171875"
"847872","207","207","207","12.40576171875","12.40576171875","12.40576171875"
"851968","208","208","208","12.6826171875","12.6826171875","12.6826171875"
"856064","209","209","209","13.019287109375","13.019287109375","13.019287109375"
"860160","210","210","210","13.0693359375","13.0693359375","13.0693359375"
"864256","211","211","211","13.01318359375","13.01318359375","13.01318359375"
"868352","212","212","212","12.979736328125","12.979736328125","12.979736328125"
"872448","213","213","213","12.958251953125","12.958251953125","12.958251953125"
"876544","214","214","214","12.48486328125","12.48486328125","12.48486328125"
"880640","215","215","215","12.548095703125","12.548095703125","12.548095703125"
"884736","216","216","216","12.87109375","12.87109375","12.87109375"
"888832","217","217","217","12.744873046875","12.744873046875","12.744873046875"
"892928","218","218","218","13.1083984375","13.1083984375","13.1083984375"
"897024","219","219","219","13.511474609375","13.511474609375","13.511474609375"
"901120","220","220","220","13.580322265625","13.580322265625","13.580322265625"
"905216","221","221","221","12.870361328125","12.870361328125","12.870361328125"
"909312","222","222","222","12.485107421875","12.485107421875","12.485107421875"
"913408","223","223","223","12.71142578125","12.71142578125","12.71142578125"
"917504","224","224","224","13.025146484375","13.025146484375","13.025146484375"
"921600","225","225","225","13.37939453125","13.37939453125","13.37939453125"
"925696","226","226","226","12.982666015625","12.982666015625","12.982666015625"
"929792","227","227","227","13.634521484375","13.634521484375","13.634521484375"
"933888","228","228","228","13.941650390625","13.941650390625","13.941650390625"
"937984","229","229","229","13.87109375","13.87109375","13.87109375"
"942080","230","230","230","13.893310546875","13.893310546875","13.893310546875"
"946176","231","231","231","14.178466796875","14.178466796875","14.178466796875"
"950272","232","232","232","13.9990234375","13.9990234375","13.9990234375"
"954368","233","233","233","14.28369140625","14.28369140625","14.28369140625"
"958464","234","234","234","14.41455078125","14.41455078125","14.41455078125"
"962560","235","235","235","14.180908203125","14.180908203125","14.180908203125"
"966656","236","236","236","14.820068359375","14.820068359375","14.820068359375"
"970752","237","237","237","15.41015625","15.41015625","15.41015625"
"974848","238","238","238","15.553466796875","15.553466796875","15.553466796875"
"978944","239","239","239","15.247802734375","15.247802734375","15.247802734375"
"983040","240","240","240","15.261962890625","15.261962890625","15.261962890625"
"987136","241","241","241","15.40380859375","15.40380859375","15.40380859375"
"991232","242","242","242","14.927001953125","14.927001953125","14.927001953125"
"995328","243","243","243","14.904541015625","14.904541015625","14.904541015625"
"999424","244","244","244","15.001953125","15.001953125","15.001953125"
"1003520","245","245","245","14.797607421875","14.797607421875","14.797607421875"
"1007616","246","246","246","14.427490234375","14.427490234375","14.427490234375"
"1011712","247","247","247","13.8779296875","13.8779296875","13.8779296875"
"1015808","248","248","248","14.22900390625","14.22900390625","14.22900390625"
"1019904","249","249","249","14.60693359375","14.60693359375","14.60693359375"
"1024000","250","250","250","15.067626953125","15.067626953125","15.067626953125"
"1028096","251","251","251","15.874755859375","15.874755859375","15.874755859375"
"1032192","252","252","252","16.396728515625","16.396728515625","16.396728515625"
"1036288","253","253","253","16.5244140625","16.5244140625","16.5244140625"
"1040384","254","254","254","16.513427734375","16.513427734375","16.513427734375"
"1044480","255","255","255","16.079345703125","16.079345703125","16.079345703125"
"1048576","256","256","256","15.910400390625","15.910400390625","15.910400390625"
"1052672","257","257","257","16.000732421875","16.000732421875","16.000732421875"
"1056768","258","258","258","15.959228515625","15.959228515625","15.959228515625"
"1060864","259","259","259","16.137451171875","16.137451171875","16.137451171875"
"1064960","260","260","260","16.25830078125","16.25830078125","16.25830078125"
"1069056","261","261","261","15.761474609375","15.761474609375","15.761474609375"
"1073152","262","262","262","15.75048828125","15.75048828125","15.75048828125"
"1077248","263","263","263","15.408447265625","15.408447265625","15.408447265625"
"1081344","264","264","264","15.340576171875","15.340576171875","15.340576171875"
"1085440","265","265","265","14.721435546875","14.721435546875","14.721435546875"
"1089536","266","266","266","15.232421875","15.232421875","15.232421875"
"1093632","267","267","267","15.56884765625","15.56884765625","15.56884765625"
"1097728","268","268","268","15.198486328125","15.198486328125","15.198486328125"
"1101824","269","269","269","15.318603515625","15.318603515625","15.318603515625"
"1105920","270","270","270","14.85302734375","14.85302734375","14.85302734375"
"1110016","271","271","271","15.637451171875","15.637451171875","15.637451171875"
"1114112","272","272","272","15.862060546875","15.862060546875","15.862060546875"
"1118208","273","273","273","15.576904296875","15.576904296875","15.576904296875"
"1122304","274","274","274","15.8642578125","15.8642578125","15.8642578125"
"1126400","275","275","275","16.324462890625","16.324462890625","16.324462890625"
"1130496","276","276","276","16.710205078125","16.710205078125","16.710205078125"
"1134592","277","277","277","16.902587890625","16.902587890625","16.902587890625"
"1138688","278","278","278","17.564697265625","17.564697265625","17.564697265625"
"1142784","279","279","279","18.150146484375","18.150146484375","18.150146484375"
"1146880","280","280","280","17.69140625","17.69140625","17.69140625"
"1150976","281","281","281","17.001220703125","17.001220703125","17.001220703125"
"1155072","282","282","282","17.035888671875","17.035888671875","17.035888671875"
"1159168","283","283","283","17.51953125","17.51953125","17.51953125"
"1163264","284","284","284","17.7880859375","17.7880859375","17.7880859375"
"1167360","285","285","285","17.36083984375","17.36083984375","17.36083984375"
"1171456","286","286","286","16.945556640625","16.945556640625","16.945556640625"
"1175552","287","287","287","17.0244140625","17.0244140625","17.0244140625"
"1179648","288","288","288","17.61669921875","17.61669921875","17.61669921875"
"1183744","289","289","289","17.990478515625","17.990478515625","17.990478515625"
"1187840","290","290","290","17.74072265625","17.74072265625","17.74072265625"
"1191936","291","291","291","17.700439453125","17.700439453125","17.700439453125"
"1196032","292","292","292","17.58642578125","17.58642578125","17.58642578125"
"1200128","293","293","293","17.7080078125","17.7080078125","17.7080078125"
"1204224","294","294","294","17.59033203125","17.59033203125","17.59033203125"
"1208320","295","295","295","17.25439453125","17.25439453125","17.25439453125"
"1212416","296","296","296","16.861572265625","16.861572265625","16.861572265625"
"1216512","297","297","297","17.486328125","17.486328125","17.486328125"
"1220608","298","298","298","17.610595703125","17.610595703125","17.610595703125"
"1224704","299","299","299","17.12646484375","17.12646484375","17.12646484375"
"1228800","300","300","300","17.700439453125","17.700439453125","17.700439453125"
"1232896","301","301","301","18.23046875","18.23046875","18.23046875"
"1236992","302","302","302","18.2001953125","18.2001953125","18.2001953125"
"1241088","303","303","303","18.3779296875","18.3779296875","18.3779296875"
"1245184","304","304","304","18.033203125","18.033203125","18.033203125"
"1249280","305","305","305","17.470703125","17.470703125","17.470703125"
"1253376","306","306","306","17.369873046875","17.369873046875","17.369873046875"
"1257472","307","307","307","17.72216796875","17.72216796875","17.72216796875"
"1261568","308","308","308","18.586669921875","18.586669921875","18.586669921875"
"1265664","309","309","309","19.194091796875","19.194091796875","19.194091796875"
"1269760","310","310","310","19.88720703125","19.88720703125","19.88720703125"
"1273856","311","311","311","19.711669921875","19.711669921875","19.711669921875"
"1277952","312","312","312","19.221923828125","19.221923828125","19.221923828125"
"1282048","313","313","313","19.50146484375","19.50146484375","19.50146484375"
"1286144","314","314","314","19.3662109375","19.3662109375","19.3662109375"
"1290240","315","315","315","19.243408203125","19.243408203125","19.243408203125"
"1294336","316","316","316","18.634765625","18.634765625","18.634765625"
"1298432","317","317","317","18.828125","18.828125","18.828125"
"1302528","318","318","318","18.964111328125","18.964111328125","18.964111328125"
"1306624","319","319","319","19.0703125","19.0703125","19.0703125"
"1310720","320","320","320","19.261962890625","19.261962890625","19.261962890625"
"1314816","321","321","321","19.200927734375","19.200927734375","19.200927734375"
"1318912","322","322","322","19.451416015625","19.451416015625","19.451416015625"
"1323008","323","323","323","20.1943359375","20.1943359375","20.1943359375"
"1327104","324","324","324","20.550048828125","20.550048828125","20.550048828125"
"1331200","325","325","325","20.409423828125","20.409423828125","20.409423828125"
"1335296","326","326","326","20.624267578125","20.624267578125","20.624267578125"
"1339392","327","327","327","20.476806640625","20.476806640625","20.476806640625"
"1343488","328","328","328","20.163330078125","20.163330078125","20.163330078125"
"1347584","329","329","329","20.30517578125","20.30517578125","20.30517578125"
"1351680","330","330","330","19.82763671875","19.82763671875","19.82763671875"
"1355776","331","331","331","19.816650390625","19.816650390625","19.816650390625"
"1359872","332","332","332","20.40576171875","20.40576171875","20.40576171875"
"1363968","333","333","333","20.569091796875","20.569091796875","20.569091796875"
"1368064","334","334","334","20.56494140625","20.56494140625","20.56494140625"
"1372160","335","335","335","20.07177734375","20.07177734375","20.07177734375"
"1376256","336","336","336","19.856201171875","19.856201171875","19.856201171875"
"1380352","337","337","337","20.144775390625","20.144775390625","20.144775390625"
"1384448","338","338","338","20.486328125","20.486328125","20.486328125"
"1388544","339","339","339","20.557861328125","20.557861328125","20.557861328125"
"1392640","340","340","340","20.376953125","20.376953125","20.376953125"
"1396736","341","341","341","20.882568359375","20.882568359375","20.882568359375"
"1400832","342","342","342","21.23779296875","21.23779296875","21.23779296875"
"1404928","343","343","343","20.800537109375","20.800537109375","20.800537109375"
"1409024","344","344","344","20.111083984375","20.111083984375","20.111083984375"
"1413120","345","345","345","19.531982421875","19.531982421875","19.531982421875"
"1417216","346","346","346","19.45947265625","19.45947265625","19.45947265625"
"1421312","347","347","347","19.529296875","19.529296875","19.529296875"
"1425408","348","348","348","19.9580078125","19.9580078125","19.9580078125"
"1429504","349","349","349","19.90380859375","19.90380859375","19.90380859375"
"1433600","350","350","350","20.2138671875","20.2138671875","20.2138671875"
"1437696","351","351","351","20.431640625","20.431640625","20.431640625"
"1441792","352","352","352","20.924072265625","20.924072265625","20.924072265625"
"1445888","353","353","353","21.367431640625","21.367431640625","21.367431640625"
"1449984","354","354","354","21.38134765625","21.38134765625","21.38134765625"
"1454080","355","355","355","21.493896484375","21.493896484375","21.493896484375"
"1458176","356","356","356","22.029541015625","22.029541015625","22.029541015625"
"1462272","357","357","357","22.2607421875","22.2607421875","22.2607421875"
"1466368","358","358","358","22.288330078125","22.288330078125","22.288330078125"
"1470464","359","359","359","22.37548828125","22.37548828125","22.37548828125"
"1474560","360","360","360","22.405029296875","22.405029296875","22.405029296875"
"1478656","361","361","361","22.716552734375","22.716552734375","22.716552734375"
"1482752","362","362","362","22.634033203125","22.634033203125","22.634033203125"
"1486848","363","363","363","23.158935546875","23.158935546875","23.158935546875"
"1490944","364","364","364","23.073486328125","23.073486328125","23.073486328125"
"1495040","365","365","365","22.62060546875","22.62060546875","22.62060546875"
"1499136","366","366","366","23.03125","23.03125","23.03125"
"1503232","367","367","367","23.492431640625","23.492431640625","23.492431640625"
"1507328","368","368","368","23.277587890625","23.277587890625","23.277587890625"
"1511424","369","369","369","23.191650390625","23.191650390625","23.191650390625"
"1515520","370","370","370","23.375732421875","23.375732421875","23.375732421875"
"1519616","371","371","371","23.645263671875","23.645263671875","23.645263671875"
"1523712","372","372","372","23.73876953125","23.73876953125","23.73876953125"
"1527808","373","373","373","23.67236328125","23.67236328125","23.67236328125"
"1531904","374","374","374","23.11181640625","23.11181640625","23.11181640625"
"1536000","375","375","375","23.60791015625","23.60791015625","23.60791015625"
"1540096","376","376","376","23.714599609375","23.714599609375","23.714599609375"
"1544192","377","377","377","24.596435546875","24.596435546875","24.596435546875"
"1548288","378","378","378","23.6123046875","23.6123046875","23.6123046875"
"1552384","379","379","379","22.7490234375","22.7490234375","22.7490234375"
"1556480","380","380","380","22.828857421875","22.828857421875","22.828857421875"
"1560576","381","381","381","22.9306640625","22.9306640625","22.9306640625"
"1564672","382","382","382","23.246826171875","23.246826171875","23.246826171875"
"1568768","383","383","383","23.302978515625","23.302978515625","23.302978515625"
"1572864","384","384","384","22.841552734375","22.841552734375","22.841552734375"
"1576960","385","385","385","22.864501953125","22.864501953125","22.864501953125"
"1581056","386","386","386","22.676025390625","22.676025390625","22.676025390625"
"1585152","387","387","387","22.83203125","22.83203125","22.83203125"
"1589248","388","388","388","23.315673828125","23.315673828125","23.315673828125"
"1593344","389","389","389","24.180908203125","24.180908203125","24.180908203125"
"1597440","390","390","390","24.731689453125","24.731689453125","24.731689453125"
"1601536","391","391","391","25.341552734375","25.341552734375","25.341552734375"
"1605632","392","392","392","25.39306640625","25.39306640625","25.39306640625"
"1609728","393","393","393","25.081298828125","25.081298828125","25.081298828125"
"1613824","394","394","394","24.778564453125","24.778564453125","24.778564453125"
"1617920","395","395","395","24.537353515625","24.537353515625","24.537353515625"
"1622016","396","396","396","24.202392578125","24.202392578125","24.202392578125"
"1626112","397","397","397","24.142578125","24.142578125","24.142578125"
"1630208","398","398","398","24.835205078125","24.835205078125","24.835205078125"
"1634304","399","399","399","24.635009765625","24.635009765625","24.635009765625"
"1638400","400","400","400","24.8134765625","24.8134765625","24.8134765625"
"1642496","401","401","401","25.610595703125","25.610595703125","25.610595703125"
"1646592","402","402","402","25.115478515625","25.115478515625","25.115478515625"
"1650688","403","403","403","25.02978515625","25.02978515625","25.02978515625"
"1654784","404","404","404","25.8154296875","25.8154296875","25.8154296875"
"1658880","405","405","405","25.776123046875","25.776123046875","25.776123046875"
"1662976","406","406","406","25.91455078125","25.91455078125","25.91455078125"
"1667072","407","407","407","26.3046875","26.3046875","26.3046875"
"1671168","408","408","408","25.6865234375","25.6865234375","25.6865234375"
"1675264","409","409","409","25.97412109375","25.97412109375","25.97412109375"
"1679360","410","410","410","25.630615234375","25.630615234375","25.630615234375"
"1683456","411","411","411","25.707275390625","25.707275390625","25.707275390625"
"1687552","412","412","412","25.277587890625","25.277587890625","25.277587890625"
"1691648","413","413","413","24.919677734375","24.919677734375","24.919677734375"
"1695744","414","414","414","24.89794921875","24.89794921875","24.89794921875"
"1699840","415","415","415","24.825439453125","24.825439453125","24.825439453125"
"1703936","416","416","416","24.55224609375","24.55224609375","24.55224609375"
"1708032","417","417","417","25.09375","25.09375","25.09375"
"1712128","418","418","418","25.073486328125","25.073486328125","25.073486328125"
"1716224","419","419","419","25.447998046875","25.447998046875","25.447998046875"
"1720320","420","420","420","25.40576171875","25.40576171875","25.40576171875"
"1724416","421","421","421","26.116455078125","26.116455078125","26.116455078125"
"1728512","422","422","422","25.980224609375","25.980224609375","25.980224609375"
"1732608","423","423","423","25.645263671875","25.645263671875","25.645263671875"
"1736704","424","424","424","25.71875","25.71875","25.71875"
"1740800","425","425","425","25.87060546875","25.87060546875","25.87060546875"
