"env_step","pqn_SpaceInvaders-MinAtar - _step","pqn_SpaceInvaders-MinAtar - _step__MIN","pqn_SpaceInvaders-MinAtar - _step__MAX","pqn_SpaceInvaders-MinAtar - returned_episode_returns","pqn_SpaceInvaders-MinAtar - returned_episode_returns__MIN","pqn_SpaceInvaders-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.30810546875","0.30810546875","0.30810546875"
"8192","2","2","2","1.752685546875","1.752685546875","1.752685546875"
"12288","3","3","3","2.8896484375","2.8896484375","2.8896484375"
"16384","4","4","4","3.52880859375","3.52880859375","3.52880859375"
"20480","5","5","5","4.195556640625","4.195556640625","4.195556640625"
"24576","6","6","6","4.653076171875","4.653076171875","4.653076171875"
"28672","7","7","7","4.55859375","4.55859375","4.55859375"
"32768","8","8","8","4.21533203125","4.21533203125","4.21533203125"
"36864","9","9","9","4.036376953125","4.036376953125","4.036376953125"
"40960","10","10","10","3.76904296875","3.76904296875","3.76904296875"
"45056","11","11","11","3.945556640625","3.945556640625","3.945556640625"
"49152","12","12","12","4.168701171875","4.168701171875","4.168701171875"
"53248","13","13","13","4.406005859375","4.406005859375","4.406005859375"
"57344","14","14","14","3.892822265625","3.892822265625","3.892822265625"
"61440","15","15","15","4.040283203125","4.040283203125","4.040283203125"
"65536","16","16","16","4.04833984375","4.04833984375","4.04833984375"
"69632","17","17","17","4.04052734375","4.04052734375","4.04052734375"
"73728","18","18","18","4.043701171875","4.043701171875","4.043701171875"
"77824","19","19","19","4.520751953125","4.520751953125","4.520751953125"
"81920","20","20","20","4.58349609375","4.58349609375","4.58349609375"
"86016","21","21","21","4.283203125","4.283203125","4.283203125"
"90112","22","22","22","4.34716796875","4.34716796875","4.34716796875"
"94208","23","23","23","4.17578125","4.17578125","4.17578125"
"98304","24","24","24","3.96875","3.96875","3.96875"
"102400","25","25","25","3.9794921875","3.9794921875","3.9794921875"
"106496","26","26","26","4.59130859375","4.59130859375","4.59130859375"
"110592","27","27","27","4.6962890625","4.6962890625","4.6962890625"
"114688","28","28","28","4.73681640625","4.73681640625","4.73681640625"
"118784","29","29","29","4.727294921875","4.727294921875","4.727294921875"
"122880","30","30","30","4.705810546875","4.705810546875","4.705810546875"
"126976","31","31","31","4.502197265625","4.502197265625","4.502197265625"
"131072","32","32","32","4.7294921875","4.7294921875","4.7294921875"
"135168","33","33","33","4.653564453125","4.653564453125","4.653564453125"
"139264","34","34","34","4.624755859375","4.624755859375","4.624755859375"
"143360","35","35","35","4.7744140625","4.7744140625","4.7744140625"
"147456","36","36","36","5.0126953125","5.0126953125","5.0126953125"
"151552","37","37","37","5.45947265625","5.45947265625","5.45947265625"
"155648","38","38","38","5.327880859375","5.327880859375","5.327880859375"
"159744","39","39","39","5.074462890625","5.074462890625","5.074462890625"
"163840","40","40","40","4.6865234375","4.6865234375","4.6865234375"
"167936","41","41","41","4.84423828125","4.84423828125","4.84423828125"
"172032","42","42","42","4.91748046875","4.91748046875","4.91748046875"
"176128","43","43","43","4.876953125","4.876953125","4.876953125"
"180224","44","44","44","4.574951171875","4.574951171875","4.574951171875"
"184320","45","45","45","4.822265625","4.822265625","4.822265625"
"188416","46","46","46","4.743896484375","4.743896484375","4.743896484375"
"192512","47","47","47","4.50634765625","4.50634765625","4.50634765625"
"196608","48","48","48","4.687744140625","4.687744140625","4.687744140625"
"200704","49","49","49","4.463623046875","4.463623046875","4.463623046875"
"204800","50","50","50","4.68017578125","4.68017578125","4.68017578125"
"208896","51","51","51","4.984375","4.984375","4.984375"
"212992","52","52","52","5.28515625","5.28515625","5.28515625"
"217088","53","53","53","5.024169921875","5.024169921875","5.024169921875"
"221184","54","54","54","4.849609375","4.849609375","4.849609375"
"225280","55","55","55","4.967529296875","4.967529296875","4.967529296875"
"229376","56","56","56","4.890625","4.890625","4.890625"
"233472","57","57","57","5.059326171875","5.059326171875","5.059326171875"
"237568","58","58","58","5.200927734375","5.200927734375","5.200927734375"
"241664","59","59","59","5.065185546875","5.065185546875","5.065185546875"
"245760","60","60","60","5.423583984375","5.423583984375","5.423583984375"
"249856","61","61","61","5.736083984375","5.736083984375","5.736083984375"
"253952","62","62","62","5.41162109375","5.41162109375","5.41162109375"
"258048","63","63","63","5.156982421875","5.156982421875","5.156982421875"
"262144","64","64","64","5.594482421875","5.594482421875","5.594482421875"
"266240","65","65","65","5.540771484375","5.540771484375","5.540771484375"
"270336","66","66","66","5.281982421875","5.281982421875","5.281982421875"
"274432","67","67","67","5.753173828125","5.753173828125","5.753173828125"
"278528","68","68","68","5.985595703125","5.985595703125","5.985595703125"
"282624","69","69","69","6.134521484375","6.134521484375","6.134521484375"
"286720","70","70","70","5.633056640625","5.633056640625","5.633056640625"
"290816","71","71","71","5.65869140625","5.65869140625","5.65869140625"
"294912","72","72","72","5.874755859375","5.874755859375","5.874755859375"
"299008","73","73","73","6.102294921875","6.102294921875","6.102294921875"
"303104","74","74","74","5.937744140625","5.937744140625","5.937744140625"
"307200","75","75","75","6.025634765625","6.025634765625","6.025634765625"
"311296","76","76","76","6.474365234375","6.474365234375","6.474365234375"
"315392","77","77","77","6.353271484375","6.353271484375","6.353271484375"
"319488","78","78","78","6.328857421875","6.328857421875","6.328857421875"
"323584","79","79","79","5.797119140625","5.797119140625","5.797119140625"
"327680","80","80","80","5.8603515625","5.8603515625","5.8603515625"
"331776","81","81","81","6.395263671875","6.395263671875","6.395263671875"
"335872","82","82","82","6.404541015625","6.404541015625","6.404541015625"
"339968","83","83","83","6.521728515625","6.521728515625","6.521728515625"
"344064","84","84","84","6.03564453125","6.03564453125","6.03564453125"
"348160","85","85","85","6.541748046875","6.541748046875","6.541748046875"
"352256","86","86","86","6.969970703125","6.969970703125","6.969970703125"
"356352","87","87","87","7.078125","7.078125","7.078125"
"360448","88","88","88","7.312744140625","7.312744140625","7.312744140625"
"364544","89","89","89","7.460205078125","7.460205078125","7.460205078125"
"368640","90","90","90","7.15625","7.15625","7.15625"
"372736","91","91","91","7.102783203125","7.102783203125","7.102783203125"
"376832","92","92","92","6.647705078125","6.647705078125","6.647705078125"
"380928","93","93","93","6.53955078125","6.53955078125","6.53955078125"
"385024","94","94","94","7.123291015625","7.123291015625","7.123291015625"
"389120","95","95","95","7.566162109375","7.566162109375","7.566162109375"
"393216","96","96","96","7.485595703125","7.485595703125","7.485595703125"
"397312","97","97","97","7.501708984375","7.501708984375","7.501708984375"
"401408","98","98","98","7.3544921875","7.3544921875","7.3544921875"
"405504","99","99","99","7.505859375","7.505859375","7.505859375"
"409600","100","100","100","7.600341796875","7.600341796875","7.600341796875"
"413696","101","101","101","7.062255859375","7.062255859375","7.062255859375"
"417792","102","102","102","6.97216796875","6.97216796875","6.97216796875"
"421888","103","103","103","6.97119140625","6.97119140625","6.97119140625"
"425984","104","104","104","7.21728515625","7.21728515625","7.21728515625"
"430080","105","105","105","7.015380859375","7.015380859375","7.015380859375"
"434176","106","106","106","6.772705078125","6.772705078125","6.772705078125"
"438272","107","107","107","7.458251953125","7.458251953125","7.458251953125"
"442368","108","108","108","7.44580078125","7.44580078125","7.44580078125"
"446464","109","109","109","6.683837890625","6.683837890625","6.683837890625"
"450560","110","110","110","7.280029296875","7.280029296875","7.280029296875"
"454656","111","111","111","6.97509765625","6.97509765625","6.97509765625"
"458752","112","112","112","6.979248046875","6.979248046875","6.979248046875"
"462848","113","113","113","7.106689453125","7.106689453125","7.106689453125"
"466944","114","114","114","7.67041015625","7.67041015625","7.67041015625"
"471040","115","115","115","8.03125","8.03125","8.03125"
"475136","116","116","116","7.898193359375","7.898193359375","7.898193359375"
"479232","117","117","117","7.125244140625","7.125244140625","7.125244140625"
"483328","118","118","118","7.371826171875","7.371826171875","7.371826171875"
"487424","119","119","119","7.779296875","7.779296875","7.779296875"
"491520","120","120","120","8.277587890625","8.277587890625","8.277587890625"
"495616","121","121","121","8.321044921875","8.321044921875","8.321044921875"
"499712","122","122","122","8.3994140625","8.3994140625","8.3994140625"
"503808","123","123","123","8.868896484375","8.868896484375","8.868896484375"
"507904","124","124","124","8.9169921875","8.9169921875","8.9169921875"
"512000","125","125","125","9.041748046875","9.041748046875","9.041748046875"
"516096","126","126","126","9.10693359375","9.10693359375","9.10693359375"
"520192","127","127","127","8.8359375","8.8359375","8.8359375"
"524288","128","128","128","8.779296875","8.779296875","8.779296875"
"528384","129","129","129","8.766845703125","8.766845703125","8.766845703125"
"532480","130","130","130","8.466552734375","8.466552734375","8.466552734375"
"536576","131","131","131","9.071044921875","9.071044921875","9.071044921875"
"540672","132","132","132","9.061767578125","9.061767578125","9.061767578125"
"544768","133","133","133","9.201171875","9.201171875","9.201171875"
