"env_step","pqn_SpaceInvaders-MinAtar - _step","pqn_SpaceInvaders-MinAtar - _step__MIN","pqn_SpaceInvaders-MinAtar - _step__MAX","pqn_SpaceInvaders-MinAtar - returned_episode_returns","pqn_SpaceInvaders-MinAtar - returned_episode_returns__MIN","pqn_SpaceInvaders-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.30810546875","0.30810546875","0.30810546875"
"8192","2","2","2","1.752685546875","1.752685546875","1.752685546875"
"12288","3","3","3","2.8896484375","2.8896484375","2.8896484375"
"16384","4","4","4","3.5537109375","3.5537109375","3.5537109375"
"20480","5","5","5","4.23828125","4.23828125","4.23828125"
"24576","6","6","6","4.61279296875","4.61279296875","4.61279296875"
"28672","7","7","7","4.57373046875","4.57373046875","4.57373046875"
"32768","8","8","8","4.14892578125","4.14892578125","4.14892578125"
"36864","9","9","9","4.091552734375","4.091552734375","4.091552734375"
"40960","10","10","10","3.941650390625","3.941650390625","3.941650390625"
"45056","11","11","11","4.015380859375","4.015380859375","4.015380859375"
"49152","12","12","12","3.962890625","3.962890625","3.962890625"
"53248","13","13","13","4.2724609375","4.2724609375","4.2724609375"
"57344","14","14","14","4.114013671875","4.114013671875","4.114013671875"
"61440","15","15","15","4.161865234375","4.161865234375","4.161865234375"
"65536","16","16","16","4.021484375","4.021484375","4.021484375"
"69632","17","17","17","4.04296875","4.04296875","4.04296875"
"73728","18","18","18","4.14208984375","4.14208984375","4.14208984375"
"77824","19","19","19","4.518310546875","4.518310546875","4.518310546875"
"81920","20","20","20","4.775390625","4.775390625","4.775390625"
"86016","21","21","21","4.212890625","4.212890625","4.212890625"
"90112","22","22","22","4.26904296875","4.26904296875","4.26904296875"
"94208","23","23","23","4.1142578125","4.1142578125","4.1142578125"
"98304","24","24","24","4.03076171875","4.03076171875","4.03076171875"
"102400","25","25","25","4.111083984375","4.111083984375","4.111083984375"
"106496","26","26","26","4.266357421875","4.266357421875","4.266357421875"
"110592","27","27","27","4.381103515625","4.381103515625","4.381103515625"
"114688","28","28","28","4.879638671875","4.879638671875","4.879638671875"
"118784","29","29","29","4.556640625","4.556640625","4.556640625"
"122880","30","30","30","4.488525390625","4.488525390625","4.488525390625"
"126976","31","31","31","4.7900390625","4.7900390625","4.7900390625"
"131072","32","32","32","4.73974609375","4.73974609375","4.73974609375"
"135168","33","33","33","4.59326171875","4.59326171875","4.59326171875"
"139264","34","34","34","4.197021484375","4.197021484375","4.197021484375"
"143360","35","35","35","4.40966796875","4.40966796875","4.40966796875"
"147456","36","36","36","4.81396484375","4.81396484375","4.81396484375"
"151552","37","37","37","4.518798828125","4.518798828125","4.518798828125"
"155648","38","38","38","4.47119140625","4.47119140625","4.47119140625"
"159744","39","39","39","4.56103515625","4.56103515625","4.56103515625"
"163840","40","40","40","4.8583984375","4.8583984375","4.8583984375"
"167936","41","41","41","5.098388671875","5.098388671875","5.098388671875"
"172032","42","42","42","4.851318359375","4.851318359375","4.851318359375"
"176128","43","43","43","4.9287109375","4.9287109375","4.9287109375"
"180224","44","44","44","4.8076171875","4.8076171875","4.8076171875"
"184320","45","45","45","4.6474609375","4.6474609375","4.6474609375"
"188416","46","46","46","4.2255859375","4.2255859375","4.2255859375"
"192512","47","47","47","4.5859375","4.5859375","4.5859375"
"196608","48","48","48","4.8154296875","4.8154296875","4.8154296875"
"200704","49","49","49","4.96240234375","4.96240234375","4.96240234375"
"204800","50","50","50","4.9296875","4.9296875","4.9296875"
"208896","51","51","51","5.14208984375","5.14208984375","5.14208984375"
"212992","52","52","52","5.2958984375","5.2958984375","5.2958984375"
"217088","53","53","53","5.41015625","5.41015625","5.41015625"
"221184","54","54","54","5.62109375","5.62109375","5.62109375"
"225280","55","55","55","5.2724609375","5.2724609375","5.2724609375"
"229376","56","56","56","5.50439453125","5.50439453125","5.50439453125"
"233472","57","57","57","5.55224609375","5.55224609375","5.55224609375"
"237568","58","58","58","5.411376953125","5.411376953125","5.411376953125"
"241664","59","59","59","5.583984375","5.583984375","5.583984375"
"245760","60","60","60","5.6318359375","5.6318359375","5.6318359375"
"249856","61","61","61","6.007568359375","6.007568359375","6.007568359375"
"253952","62","62","62","6.031494140625","6.031494140625","6.031494140625"
"258048","63","63","63","5.949462890625","5.949462890625","5.949462890625"
"262144","64","64","64","6.019287109375","6.019287109375","6.019287109375"
"266240","65","65","65","5.680419921875","5.680419921875","5.680419921875"
"270336","66","66","66","5.799072265625","5.799072265625","5.799072265625"
"274432","67","67","67","5.982177734375","5.982177734375","5.982177734375"
"278528","68","68","68","6.379150390625","6.379150390625","6.379150390625"
"282624","69","69","69","6.329345703125","6.329345703125","6.329345703125"
"286720","70","70","70","6.355712890625","6.355712890625","6.355712890625"
"290816","71","71","71","6.70947265625","6.70947265625","6.70947265625"
"294912","72","72","72","6.670654296875","6.670654296875","6.670654296875"
"299008","73","73","73","6.5263671875","6.5263671875","6.5263671875"
"303104","74","74","74","6.12548828125","6.12548828125","6.12548828125"
"307200","75","75","75","6.02734375","6.02734375","6.02734375"
"311296","76","76","76","6.24609375","6.24609375","6.24609375"
"315392","77","77","77","6.2490234375","6.2490234375","6.2490234375"
"319488","78","78","78","6.556884765625","6.556884765625","6.556884765625"
"323584","79","79","79","6.819091796875","6.819091796875","6.819091796875"
"327680","80","80","80","6.620361328125","6.620361328125","6.620361328125"
"331776","81","81","81","6.57373046875","6.57373046875","6.57373046875"
"335872","82","82","82","7.0615234375","7.0615234375","7.0615234375"
"339968","83","83","83","6.611572265625","6.611572265625","6.611572265625"
"344064","84","84","84","6.906982421875","6.906982421875","6.906982421875"
"348160","85","85","85","6.198974609375","6.198974609375","6.198974609375"
"352256","86","86","86","5.82763671875","5.82763671875","5.82763671875"
"356352","87","87","87","5.672119140625","5.672119140625","5.672119140625"
"360448","88","88","88","5.574951171875","5.574951171875","5.574951171875"
"364544","89","89","89","5.93115234375","5.93115234375","5.93115234375"
"368640","90","90","90","6.846435546875","6.846435546875","6.846435546875"
"372736","91","91","91","6.982421875","6.982421875","6.982421875"
"376832","92","92","92","7.0322265625","7.0322265625","7.0322265625"
"380928","93","93","93","7.260009765625","7.260009765625","7.260009765625"
"385024","94","94","94","6.912109375","6.912109375","6.912109375"
"389120","95","95","95","6.505615234375","6.505615234375","6.505615234375"
"393216","96","96","96","6.495849609375","6.495849609375","6.495849609375"
"397312","97","97","97","6.27099609375","6.27099609375","6.27099609375"
"401408","98","98","98","6.521240234375","6.521240234375","6.521240234375"
"405504","99","99","99","6.9716796875","6.9716796875","6.9716796875"
"409600","100","100","100","7.1923828125","7.1923828125","7.1923828125"
"413696","101","101","101","7.586181640625","7.586181640625","7.586181640625"
"417792","102","102","102","7.773193359375","7.773193359375","7.773193359375"
"421888","103","103","103","7.30615234375","7.30615234375","7.30615234375"
"425984","104","104","104","7.982421875","7.982421875","7.982421875"
"430080","105","105","105","7.9208984375","7.9208984375","7.9208984375"
"434176","106","106","106","7.82568359375","7.82568359375","7.82568359375"
"438272","107","107","107","7.520751953125","7.520751953125","7.520751953125"
"442368","108","108","108","6.892822265625","6.892822265625","6.892822265625"
"446464","109","109","109","7.240478515625","7.240478515625","7.240478515625"
"450560","110","110","110","7.4755859375","7.4755859375","7.4755859375"
"454656","111","111","111","7.6884765625","7.6884765625","7.6884765625"
"458752","112","112","112","7.153076171875","7.153076171875","7.153076171875"
"462848","113","113","113","7.028564453125","7.028564453125","7.028564453125"
"466944","114","114","114","7.175537109375","7.175537109375","7.175537109375"
"471040","115","115","115","7.4619140625","7.4619140625","7.4619140625"
"475136","116","116","116","7.61474609375","7.61474609375","7.61474609375"
"479232","117","117","117","7.7109375","7.7109375","7.7109375"
"483328","118","118","118","7.91650390625","7.91650390625","7.91650390625"
"487424","119","119","119","7.7783203125","7.7783203125","7.7783203125"
"491520","120","120","120","8.493896484375","8.493896484375","8.493896484375"
"495616","121","121","121","8.374755859375","8.374755859375","8.374755859375"
"499712","122","122","122","7.91552734375","7.91552734375","7.91552734375"
"503808","123","123","123","7.836669921875","7.836669921875","7.836669921875"
"507904","124","124","124","7.61572265625","7.61572265625","7.61572265625"
"512000","125","125","125","8.131103515625","8.131103515625","8.131103515625"
"516096","126","126","126","8.42626953125","8.42626953125","8.42626953125"
"520192","127","127","127","8.189208984375","8.189208984375","8.189208984375"
"524288","128","128","128","8.61279296875","8.61279296875","8.61279296875"
"528384","129","129","129","8.442138671875","8.442138671875","8.442138671875"
"532480","130","130","130","8.75341796875","8.75341796875","8.75341796875"
"536576","131","131","131","9.1328125","9.1328125","9.1328125"
"540672","132","132","132","8.925537109375","8.925537109375","8.925537109375"
"544768","133","133","133","8.52734375","8.52734375","8.52734375"
