"env_step","pqn_SpaceInvaders-MinAtar - _step","pqn_SpaceInvaders-MinAtar - _step__MIN","pqn_SpaceInvaders-MinAtar - _step__MAX","pqn_SpaceInvaders-MinAtar - returned_episode_returns","pqn_SpaceInvaders-MinAtar - returned_episode_returns__MIN","pqn_SpaceInvaders-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.30810546875","0.30810546875","0.30810546875"
"8192","2","2","2","1.752685546875","1.752685546875","1.752685546875"
"12288","3","3","3","2.8896484375","2.8896484375","2.8896484375"
"16384","4","4","4","3.5537109375","3.5537109375","3.5537109375"
"20480","5","5","5","4.23876953125","4.23876953125","4.23876953125"
"24576","6","6","6","4.571044921875","4.571044921875","4.571044921875"
"28672","7","7","7","4.494384765625","4.494384765625","4.494384765625"
"32768","8","8","8","4.095947265625","4.095947265625","4.095947265625"
"36864","9","9","9","3.9365234375","3.9365234375","3.9365234375"
"40960","10","10","10","3.715087890625","3.715087890625","3.715087890625"
"45056","11","11","11","3.921630859375","3.921630859375","3.921630859375"
"49152","12","12","12","3.923583984375","3.923583984375","3.923583984375"
"53248","13","13","13","4.031494140625","4.031494140625","4.031494140625"
"57344","14","14","14","4.076904296875","4.076904296875","4.076904296875"
"61440","15","15","15","4.186767578125","4.186767578125","4.186767578125"
"65536","16","16","16","4.21826171875","4.21826171875","4.21826171875"
"69632","17","17","17","4.4814453125","4.4814453125","4.4814453125"
"73728","18","18","18","4.352783203125","4.352783203125","4.352783203125"
"77824","19","19","19","4.345703125","4.345703125","4.345703125"
"81920","20","20","20","4.371337890625","4.371337890625","4.371337890625"
"86016","21","21","21","4.098388671875","4.098388671875","4.098388671875"
"90112","22","22","22","4.310791015625","4.310791015625","4.310791015625"
"94208","23","23","23","4.603515625","4.603515625","4.603515625"
"98304","24","24","24","4.809326171875","4.809326171875","4.809326171875"
"102400","25","25","25","5.12939453125","5.12939453125","5.12939453125"
"106496","26","26","26","4.521484375","4.521484375","4.521484375"
"110592","27","27","27","4.494140625","4.494140625","4.494140625"
"114688","28","28","28","4.610595703125","4.610595703125","4.610595703125"
"118784","29","29","29","4.439697265625","4.439697265625","4.439697265625"
"122880","30","30","30","4.276123046875","4.276123046875","4.276123046875"
"126976","31","31","31","4.350830078125","4.350830078125","4.350830078125"
"131072","32","32","32","4.729248046875","4.729248046875","4.729248046875"
"135168","33","33","33","4.5849609375","4.5849609375","4.5849609375"
"139264","34","34","34","4.39453125","4.39453125","4.39453125"
"143360","35","35","35","4.4482421875","4.4482421875","4.4482421875"
"147456","36","36","36","4.33154296875","4.33154296875","4.33154296875"
"151552","37","37","37","4.687744140625","4.687744140625","4.687744140625"
"155648","38","38","38","4.4775390625","4.4775390625","4.4775390625"
"159744","39","39","39","4.599609375","4.599609375","4.599609375"
"163840","40","40","40","4.965576171875","4.965576171875","4.965576171875"
"167936","41","41","41","5.412109375","5.412109375","5.412109375"
"172032","42","42","42","5.1884765625","5.1884765625","5.1884765625"
"176128","43","43","43","5.361328125","5.361328125","5.361328125"
"180224","44","44","44","4.958984375","4.958984375","4.958984375"
"184320","45","45","45","5.083984375","5.083984375","5.083984375"
"188416","46","46","46","4.963134765625","4.963134765625","4.963134765625"
"192512","47","47","47","4.983154296875","4.983154296875","4.983154296875"
"196608","48","48","48","4.477783203125","4.477783203125","4.477783203125"
"200704","49","49","49","4.5361328125","4.5361328125","4.5361328125"
"204800","50","50","50","4.764404296875","4.764404296875","4.764404296875"
"208896","51","51","51","5.02197265625","5.02197265625","5.02197265625"
"212992","52","52","52","5.3740234375","5.3740234375","5.3740234375"
"217088","53","53","53","5.425048828125","5.425048828125","5.425048828125"
"221184","54","54","54","5.230712890625","5.230712890625","5.230712890625"
"225280","55","55","55","4.970458984375","4.970458984375","4.970458984375"
"229376","56","56","56","5.072021484375","5.072021484375","5.072021484375"
"233472","57","57","57","5.396484375","5.396484375","5.396484375"
"237568","58","58","58","5.84130859375","5.84130859375","5.84130859375"
"241664","59","59","59","5.77880859375","5.77880859375","5.77880859375"
"245760","60","60","60","6.205078125","6.205078125","6.205078125"
"249856","61","61","61","5.94677734375","5.94677734375","5.94677734375"
"253952","62","62","62","5.775390625","5.775390625","5.775390625"
"258048","63","63","63","5.4453125","5.4453125","5.4453125"
"262144","64","64","64","5.370849609375","5.370849609375","5.370849609375"
"266240","65","65","65","5.25927734375","5.25927734375","5.25927734375"
"270336","66","66","66","5.6474609375","5.6474609375","5.6474609375"
"274432","67","67","67","6.31689453125","6.31689453125","6.31689453125"
"278528","68","68","68","6.025634765625","6.025634765625","6.025634765625"
"282624","69","69","69","5.87255859375","5.87255859375","5.87255859375"
"286720","70","70","70","6.43896484375","6.43896484375","6.43896484375"
"290816","71","71","71","5.95263671875","5.95263671875","5.95263671875"
"294912","72","72","72","5.56982421875","5.56982421875","5.56982421875"
"299008","73","73","73","5.93310546875","5.93310546875","5.93310546875"
"303104","74","74","74","6.293701171875","6.293701171875","6.293701171875"
"307200","75","75","75","5.962646484375","5.962646484375","5.962646484375"
"311296","76","76","76","5.89013671875","5.89013671875","5.89013671875"
"315392","77","77","77","5.584228515625","5.584228515625","5.584228515625"
"319488","78","78","78","5.8173828125","5.8173828125","5.8173828125"
"323584","79","79","79","6.17529296875","6.17529296875","6.17529296875"
"327680","80","80","80","6.56005859375","6.56005859375","6.56005859375"
"331776","81","81","81","6.112060546875","6.112060546875","6.112060546875"
"335872","82","82","82","6.290283203125","6.290283203125","6.290283203125"
"339968","83","83","83","6.397705078125","6.397705078125","6.397705078125"
"344064","84","84","84","6.388427734375","6.388427734375","6.388427734375"
"348160","85","85","85","6.557373046875","6.557373046875","6.557373046875"
"352256","86","86","86","6.873046875","6.873046875","6.873046875"
"356352","87","87","87","6.88330078125","6.88330078125","6.88330078125"
"360448","88","88","88","7.0517578125","7.0517578125","7.0517578125"
"364544","89","89","89","7.238037109375","7.238037109375","7.238037109375"
"368640","90","90","90","7.255859375","7.255859375","7.255859375"
"372736","91","91","91","7.390625","7.390625","7.390625"
"376832","92","92","92","7.12646484375","7.12646484375","7.12646484375"
"380928","93","93","93","6.774169921875","6.774169921875","6.774169921875"
"385024","94","94","94","6.6044921875","6.6044921875","6.6044921875"
"389120","95","95","95","6.778076171875","6.778076171875","6.778076171875"
"393216","96","96","96","6.9453125","6.9453125","6.9453125"
"397312","97","97","97","7.480712890625","7.480712890625","7.480712890625"
"401408","98","98","98","7.63232421875","7.63232421875","7.63232421875"
"405504","99","99","99","7.265625","7.265625","7.265625"
"409600","100","100","100","7.385009765625","7.385009765625","7.385009765625"
"413696","101","101","101","7.32275390625","7.32275390625","7.32275390625"
"417792","102","102","102","7.23779296875","7.23779296875","7.23779296875"
"421888","103","103","103","7.757568359375","7.757568359375","7.757568359375"
"425984","104","104","104","7.427001953125","7.427001953125","7.427001953125"
"430080","105","105","105","7.04638671875","7.04638671875","7.04638671875"
"434176","106","106","106","6.90625","6.90625","6.90625"
"438272","107","107","107","6.82666015625","6.82666015625","6.82666015625"
"442368","108","108","108","6.919189453125","6.919189453125","6.919189453125"
"446464","109","109","109","7.245361328125","7.245361328125","7.245361328125"
"450560","110","110","110","7.4130859375","7.4130859375","7.4130859375"
"454656","111","111","111","6.98046875","6.98046875","6.98046875"
"458752","112","112","112","7.043212890625","7.043212890625","7.043212890625"
"462848","113","113","113","6.934814453125","6.934814453125","6.934814453125"
"466944","114","114","114","7.287841796875","7.287841796875","7.287841796875"
"471040","115","115","115","7.300048828125","7.300048828125","7.300048828125"
"475136","116","116","116","7.281494140625","7.281494140625","7.281494140625"
"479232","117","117","117","7.6279296875","7.6279296875","7.6279296875"
"483328","118","118","118","8.142822265625","8.142822265625","8.142822265625"
"487424","119","119","119","7.500244140625","7.500244140625","7.500244140625"
"491520","120","120","120","7.83837890625","7.83837890625","7.83837890625"
"495616","121","121","121","7.702880859375","7.702880859375","7.702880859375"
"499712","122","122","122","7.51513671875","7.51513671875","7.51513671875"
"503808","123","123","123","8.041748046875","8.041748046875","8.041748046875"
"507904","124","124","124","7.81884765625","7.81884765625","7.81884765625"
"512000","125","125","125","8.17822265625","8.17822265625","8.17822265625"
"516096","126","126","126","8.043701171875","8.043701171875","8.043701171875"
"520192","127","127","127","8.319580078125","8.319580078125","8.319580078125"
"524288","128","128","128","8.672119140625","8.672119140625","8.672119140625"
"528384","129","129","129","8.288818359375","8.288818359375","8.288818359375"
"532480","130","130","130","8.324462890625","8.324462890625","8.324462890625"
"536576","131","131","131","8.644775390625","8.644775390625","8.644775390625"
"540672","132","132","132","8.59521484375","8.59521484375","8.59521484375"
"544768","133","133","133","8.53564453125","8.53564453125","8.53564453125"
