"env_step","pqn_Freeway-MinAtar - _step","pqn_Freeway-MinAtar - _step__MIN","pqn_Freeway-MinAtar - _step__MAX","pqn_Freeway-MinAtar - test_returned_episode_returns","pqn_Freeway-MinAtar - test_returned_episode_returns__MIN","pqn_Freeway-MinAtar - test_returned_episode_returns__MAX"
"3727360","910","910","910","54.6953125","54.6953125","54.6953125"
"3731456","911","911","911","54.6953125","54.6953125","54.6953125"
"3735552","912","912","912","54.6953125","54.6953125","54.6953125"
"3739648","913","913","913","54.6953125","54.6953125","54.6953125"
"3743744","914","914","914","54.6953125","54.6953125","54.6953125"
"3747840","915","915","915","54.6953125","54.6953125","54.6953125"
"3751936","916","916","916","54.6953125","54.6953125","54.6953125"
"3756032","917","917","917","54.6953125","54.6953125","54.6953125"
"3760128","918","918","918","54.6953125","54.6953125","54.6953125"
"3764224","919","919","919","54.6953125","54.6953125","54.6953125"
"3768320","920","920","920","54.6953125","54.6953125","54.6953125"
"3772416","921","921","921","54.6953125","54.6953125","54.6953125"
"3776512","922","922","922","54.6953125","54.6953125","54.6953125"
"3780608","923","923","923","54.6953125","54.6953125","54.6953125"
"3784704","924","924","924","54.6953125","54.6953125","54.6953125"
"3788800","925","925","925","54.6953125","54.6953125","54.6953125"
"3792896","926","926","926","54.6953125","54.6953125","54.6953125"
"3796992","927","927","927","54.6953125","54.6953125","54.6953125"
"3801088","928","928","928","54.6953125","54.6953125","54.6953125"
"3805184","929","929","929","54.6953125","54.6953125","54.6953125"
"3809280","930","930","930","54.6953125","54.6953125","54.6953125"
"3813376","931","931","931","54.6953125","54.6953125","54.6953125"
"3817472","932","932","932","54.6953125","54.6953125","54.6953125"
"3821568","933","933","933","54.6953125","54.6953125","54.6953125"
"3825664","934","934","934","54.6953125","54.6953125","54.6953125"
"3829760","935","935","935","54.6953125","54.6953125","54.6953125"
"3833856","936","936","936","54.6953125","54.6953125","54.6953125"
"3837952","937","937","937","54.6953125","54.6953125","54.6953125"
"3842048","938","938","938","54.6953125","54.6953125","54.6953125"
"3846144","939","939","939","54.6953125","54.6953125","54.6953125"
"3850240","940","940","940","54.6953125","54.6953125","54.6953125"
"3854336","941","941","941","54.6953125","54.6953125","54.6953125"
"3858432","942","942","942","54.6953125","54.6953125","54.6953125"
"3862528","943","943","943","54.6953125","54.6953125","54.6953125"
"3866624","944","944","944","54.6953125","54.6953125","54.6953125"
"3870720","945","945","945","54.6953125","54.6953125","54.6953125"
"3874816","946","946","946","54.6953125","54.6953125","54.6953125"
"3878912","947","947","947","54.6953125","54.6953125","54.6953125"
"3883008","948","948","948","54.6953125","54.6953125","54.6953125"
"3887104","949","949","949","54.6953125","54.6953125","54.6953125"
"3891200","950","950","950","54.6953125","54.6953125","54.6953125"
"3895296","951","951","951","54.6953125","54.6953125","54.6953125"
"3899392","952","952","952","54.6953125","54.6953125","54.6953125"
"3903488","953","953","953","54.6953125","54.6953125","54.6953125"
"3907584","954","954","954","54.6953125","54.6953125","54.6953125"
"3911680","955","955","955","54.6953125","54.6953125","54.6953125"
"3915776","956","956","956","54.6953125","54.6953125","54.6953125"
"3919872","957","957","957","54.6953125","54.6953125","54.6953125"
"3923968","958","958","958","54.6953125","54.6953125","54.6953125"
"3928064","959","959","959","54.6953125","54.6953125","54.6953125"
"3932160","960","960","960","54.6953125","54.6953125","54.6953125"
"3936256","961","961","961","54.6953125","54.6953125","54.6953125"
"3940352","962","962","962","54.6953125","54.6953125","54.6953125"
"3944448","963","963","963","54.6953125","54.6953125","54.6953125"
"3948544","964","964","964","54.6953125","54.6953125","54.6953125"
"3952640","965","965","965","54.6953125","54.6953125","54.6953125"
"3956736","966","966","966","54.6953125","54.6953125","54.6953125"
"3960832","967","967","967","54.6953125","54.6953125","54.6953125"
"3964928","968","968","968","54.6953125","54.6953125","54.6953125"
"3969024","969","969","969","54.6953125","54.6953125","54.6953125"
"3973120","970","970","970","54.6953125","54.6953125","54.6953125"
"3977216","971","971","971","54.6953125","54.6953125","54.6953125"
"3981312","972","972","972","54.6953125","54.6953125","54.6953125"
"3985408","973","973","973","54.6953125","54.6953125","54.6953125"
"3989504","974","974","974","54.6953125","54.6953125","54.6953125"
"3993600","975","975","975","54.6953125","54.6953125","54.6953125"
"3997696","976","976","976","62.0234375","62.0234375","62.0234375"
"4001792","977","977","977","62.0234375","62.0234375","62.0234375"
"4005888","978","978","978","62.0234375","62.0234375","62.0234375"
"4009984","979","979","979","62.0234375","62.0234375","62.0234375"
"4014080","980","980","980","62.0234375","62.0234375","62.0234375"
"4018176","981","981","981","62.0234375","62.0234375","62.0234375"
"4022272","982","982","982","62.0234375","62.0234375","62.0234375"
"4026368","983","983","983","62.0234375","62.0234375","62.0234375"
"4030464","984","984","984","62.0234375","62.0234375","62.0234375"
"4034560","985","985","985","62.0234375","62.0234375","62.0234375"
"4038656","986","986","986","62.0234375","62.0234375","62.0234375"
"4042752","987","987","987","62.0234375","62.0234375","62.0234375"
"4046848","988","988","988","62.0234375","62.0234375","62.0234375"
"4050944","989","989","989","62.0234375","62.0234375","62.0234375"
"4055040","990","990","990","62.0234375","62.0234375","62.0234375"
"4059136","991","991","991","62.0234375","62.0234375","62.0234375"
"4063232","992","992","992","62.0234375","62.0234375","62.0234375"
"4067328","993","993","993","62.0234375","62.0234375","62.0234375"
"4071424","994","994","994","62.0234375","62.0234375","62.0234375"
"4075520","995","995","995","62.0234375","62.0234375","62.0234375"
"4079616","996","996","996","62.0234375","62.0234375","62.0234375"
"4083712","997","997","997","62.0234375","62.0234375","62.0234375"
"4087808","998","998","998","62.0234375","62.0234375","62.0234375"
"4091904","999","999","999","62.0234375","62.0234375","62.0234375"
"4096000","1000","1000","1000","62.0234375","62.0234375","62.0234375"
"4100096","1001","1001","1001","62.0234375","62.0234375","62.0234375"
"4104192","1002","1002","1002","62.0234375","62.0234375","62.0234375"
"4108288","1003","1003","1003","62.0234375","62.0234375","62.0234375"
"4112384","1004","1004","1004","62.0234375","62.0234375","62.0234375"
"4116480","1005","1005","1005","62.0234375","62.0234375","62.0234375"
"4120576","1006","1006","1006","62.0234375","62.0234375","62.0234375"
"4124672","1007","1007","1007","62.0234375","62.0234375","62.0234375"
"4128768","1008","1008","1008","62.0234375","62.0234375","62.0234375"
"4132864","1009","1009","1009","62.0234375","62.0234375","62.0234375"
"4136960","1010","1010","1010","62.0234375","62.0234375","62.0234375"
"4141056","1011","1011","1011","62.0234375","62.0234375","62.0234375"
"4145152","1012","1012","1012","62.0234375","62.0234375","62.0234375"
"4149248","1013","1013","1013","62.0234375","62.0234375","62.0234375"
"4153344","1014","1014","1014","62.0234375","62.0234375","62.0234375"
"4157440","1015","1015","1015","62.0234375","62.0234375","62.0234375"
"4161536","1016","1016","1016","62.0234375","62.0234375","62.0234375"
"4165632","1017","1017","1017","62.0234375","62.0234375","62.0234375"
"4169728","1018","1018","1018","62.0234375","62.0234375","62.0234375"
"4173824","1019","1019","1019","62.0234375","62.0234375","62.0234375"
"4177920","1020","1020","1020","62.0234375","62.0234375","62.0234375"
"4182016","1021","1021","1021","62.0234375","62.0234375","62.0234375"
"4186112","1022","1022","1022","62.0234375","62.0234375","62.0234375"
"4190208","1023","1023","1023","62.0234375","62.0234375","62.0234375"
"4194304","1024","1024","1024","62.0234375","62.0234375","62.0234375"
"4198400","1025","1025","1025","62.0234375","62.0234375","62.0234375"
"4202496","1026","1026","1026","62.0234375","62.0234375","62.0234375"
"4206592","1027","1027","1027","62.0234375","62.0234375","62.0234375"
"4210688","1028","1028","1028","62.0234375","62.0234375","62.0234375"
"4214784","1029","1029","1029","62.0234375","62.0234375","62.0234375"
"4218880","1030","1030","1030","62.0234375","62.0234375","62.0234375"
"4222976","1031","1031","1031","62.0234375","62.0234375","62.0234375"
"4227072","1032","1032","1032","62.0234375","62.0234375","62.0234375"
"4231168","1033","1033","1033","62.0234375","62.0234375","62.0234375"
"4235264","1034","1034","1034","62.0234375","62.0234375","62.0234375"
"4239360","1035","1035","1035","62.0234375","62.0234375","62.0234375"
"4243456","1036","1036","1036","62.0234375","62.0234375","62.0234375"
"4247552","1037","1037","1037","62.0234375","62.0234375","62.0234375"
"4251648","1038","1038","1038","62.0234375","62.0234375","62.0234375"
"4255744","1039","1039","1039","62.0234375","62.0234375","62.0234375"
"4259840","1040","1040","1040","62.0234375","62.0234375","62.0234375"
"4263936","1041","1041","1041","62.0234375","62.0234375","62.0234375"
"4268032","1042","1042","1042","62.0234375","62.0234375","62.0234375"
"4272128","1043","1043","1043","62.0234375","62.0234375","62.0234375"
"4276224","1044","1044","1044","62.0234375","62.0234375","62.0234375"
"4280320","1045","1045","1045","62.0234375","62.0234375","62.0234375"
"4284416","1046","1046","1046","62.0234375","62.0234375","62.0234375"
"4288512","1047","1047","1047","62.0234375","62.0234375","62.0234375"
"4292608","1048","1048","1048","62.0234375","62.0234375","62.0234375"
"4296704","1049","1049","1049","62.0234375","62.0234375","62.0234375"
"4300800","1050","1050","1050","62.0234375","62.0234375","62.0234375"
"4304896","1051","1051","1051","62.0234375","62.0234375","62.0234375"
"4308992","1052","1052","1052","62.0234375","62.0234375","62.0234375"
"4313088","1053","1053","1053","62.0234375","62.0234375","62.0234375"
"4317184","1054","1054","1054","62.0234375","62.0234375","62.0234375"
"4321280","1055","1055","1055","62.0234375","62.0234375","62.0234375"
"4325376","1056","1056","1056","62.0234375","62.0234375","62.0234375"
"4329472","1057","1057","1057","62.0234375","62.0234375","62.0234375"
"4333568","1058","1058","1058","62.0234375","62.0234375","62.0234375"
"4337664","1059","1059","1059","62.0234375","62.0234375","62.0234375"
"4341760","1060","1060","1060","62.0234375","62.0234375","62.0234375"
"4345856","1061","1061","1061","62.0234375","62.0234375","62.0234375"
"4349952","1062","1062","1062","62.0234375","62.0234375","62.0234375"
"4354048","1063","1063","1063","62.0234375","62.0234375","62.0234375"
"4358144","1064","1064","1064","62.0234375","62.0234375","62.0234375"
"4362240","1065","1065","1065","62.0234375","62.0234375","62.0234375"
"4366336","1066","1066","1066","62.0234375","62.0234375","62.0234375"
"4370432","1067","1067","1067","62.0234375","62.0234375","62.0234375"
"4374528","1068","1068","1068","62.0234375","62.0234375","62.0234375"
"4378624","1069","1069","1069","62.0234375","62.0234375","62.0234375"
"4382720","1070","1070","1070","62.0234375","62.0234375","62.0234375"
"4386816","1071","1071","1071","62.0234375","62.0234375","62.0234375"
"4390912","1072","1072","1072","62.0234375","62.0234375","62.0234375"
"4395008","1073","1073","1073","62.0234375","62.0234375","62.0234375"
"4399104","1074","1074","1074","62.0234375","62.0234375","62.0234375"
"4403200","1075","1075","1075","62.0234375","62.0234375","62.0234375"
"4407296","1076","1076","1076","62.0234375","62.0234375","62.0234375"
"4411392","1077","1077","1077","62.0234375","62.0234375","62.0234375"
"4415488","1078","1078","1078","62.0234375","62.0234375","62.0234375"
"4419584","1079","1079","1079","62.0234375","62.0234375","62.0234375"
"4423680","1080","1080","1080","62.0234375","62.0234375","62.0234375"
"4427776","1081","1081","1081","62.0234375","62.0234375","62.0234375"
"4431872","1082","1082","1082","62.0234375","62.0234375","62.0234375"
"4435968","1083","1083","1083","62.0234375","62.0234375","62.0234375"
"4440064","1084","1084","1084","62.0234375","62.0234375","62.0234375"
"4444160","1085","1085","1085","62.0234375","62.0234375","62.0234375"
"4448256","1086","1086","1086","62.0234375","62.0234375","62.0234375"
"4452352","1087","1087","1087","62.0234375","62.0234375","62.0234375"
"4456448","1088","1088","1088","62.0234375","62.0234375","62.0234375"
"4460544","1089","1089","1089","62.0234375","62.0234375","62.0234375"
"4464640","1090","1090","1090","62.0234375","62.0234375","62.0234375"
"4468736","1091","1091","1091","62.0234375","62.0234375","62.0234375"
"4472832","1092","1092","1092","62.0234375","62.0234375","62.0234375"
"4476928","1093","1093","1093","62.0234375","62.0234375","62.0234375"
"4481024","1094","1094","1094","62.0234375","62.0234375","62.0234375"
"4485120","1095","1095","1095","62.0234375","62.0234375","62.0234375"
"4489216","1096","1096","1096","62.0234375","62.0234375","62.0234375"
"4493312","1097","1097","1097","62.0234375","62.0234375","62.0234375"
"4497408","1098","1098","1098","62.0234375","62.0234375","62.0234375"
"4501504","1099","1099","1099","62.0234375","62.0234375","62.0234375"
"4505600","1100","1100","1100","62.0234375","62.0234375","62.0234375"
"4509696","1101","1101","1101","62.0234375","62.0234375","62.0234375"
"4513792","1102","1102","1102","62.0234375","62.0234375","62.0234375"
"4517888","1103","1103","1103","62.0234375","62.0234375","62.0234375"
"4521984","1104","1104","1104","62.0234375","62.0234375","62.0234375"
"4526080","1105","1105","1105","62.0234375","62.0234375","62.0234375"
"4530176","1106","1106","1106","62.0234375","62.0234375","62.0234375"
"4534272","1107","1107","1107","62.0234375","62.0234375","62.0234375"
"4538368","1108","1108","1108","62.0234375","62.0234375","62.0234375"
"4542464","1109","1109","1109","62.0234375","62.0234375","62.0234375"
"4546560","1110","1110","1110","62.0234375","62.0234375","62.0234375"
"4550656","1111","1111","1111","62.0234375","62.0234375","62.0234375"
"4554752","1112","1112","1112","62.0234375","62.0234375","62.0234375"
"4558848","1113","1113","1113","62.0234375","62.0234375","62.0234375"
"4562944","1114","1114","1114","62.0234375","62.0234375","62.0234375"
"4567040","1115","1115","1115","62.0234375","62.0234375","62.0234375"
"4571136","1116","1116","1116","62.0234375","62.0234375","62.0234375"
"4575232","1117","1117","1117","62.0234375","62.0234375","62.0234375"
"4579328","1118","1118","1118","62.0234375","62.0234375","62.0234375"
"4583424","1119","1119","1119","62.0234375","62.0234375","62.0234375"
"4587520","1120","1120","1120","62.0234375","62.0234375","62.0234375"
"4591616","1121","1121","1121","62.0234375","62.0234375","62.0234375"
"4595712","1122","1122","1122","62.0234375","62.0234375","62.0234375"
"4599808","1123","1123","1123","62.0234375","62.0234375","62.0234375"
"4603904","1124","1124","1124","62.0234375","62.0234375","62.0234375"
"4608000","1125","1125","1125","62.0234375","62.0234375","62.0234375"
"4612096","1126","1126","1126","62.0234375","62.0234375","62.0234375"
"4616192","1127","1127","1127","62.0234375","62.0234375","62.0234375"
"4620288","1128","1128","1128","62.0234375","62.0234375","62.0234375"
"4624384","1129","1129","1129","62.0234375","62.0234375","62.0234375"
"4628480","1130","1130","1130","62.0234375","62.0234375","62.0234375"
"4632576","1131","1131","1131","62.0234375","62.0234375","62.0234375"
"4636672","1132","1132","1132","62.0234375","62.0234375","62.0234375"
"4640768","1133","1133","1133","62.0234375","62.0234375","62.0234375"
"4644864","1134","1134","1134","62.0234375","62.0234375","62.0234375"
"4648960","1135","1135","1135","62.0234375","62.0234375","62.0234375"
"4653056","1136","1136","1136","62.0234375","62.0234375","62.0234375"
"4657152","1137","1137","1137","62.0234375","62.0234375","62.0234375"
"4661248","1138","1138","1138","62.0234375","62.0234375","62.0234375"
"4665344","1139","1139","1139","62.0234375","62.0234375","62.0234375"
"4669440","1140","1140","1140","62.0234375","62.0234375","62.0234375"
"4673536","1141","1141","1141","62.0234375","62.0234375","62.0234375"
"4677632","1142","1142","1142","62.0234375","62.0234375","62.0234375"
"4681728","1143","1143","1143","62.0234375","62.0234375","62.0234375"
"4685824","1144","1144","1144","62.0234375","62.0234375","62.0234375"
"4689920","1145","1145","1145","62.0234375","62.0234375","62.0234375"
"4694016","1146","1146","1146","62.0234375","62.0234375","62.0234375"
"4698112","1147","1147","1147","62.0234375","62.0234375","62.0234375"
"4702208","1148","1148","1148","62.0234375","62.0234375","62.0234375"
"4706304","1149","1149","1149","62.0234375","62.0234375","62.0234375"
"4710400","1150","1150","1150","62.0234375","62.0234375","62.0234375"
"4714496","1151","1151","1151","62.0234375","62.0234375","62.0234375"
"4718592","1152","1152","1152","62.0234375","62.0234375","62.0234375"
"4722688","1153","1153","1153","62.0234375","62.0234375","62.0234375"
"4726784","1154","1154","1154","62.0234375","62.0234375","62.0234375"
"4730880","1155","1155","1155","62.0234375","62.0234375","62.0234375"
"4734976","1156","1156","1156","62.0234375","62.0234375","62.0234375"
"4739072","1157","1157","1157","62.0234375","62.0234375","62.0234375"
"4743168","1158","1158","1158","62.0234375","62.0234375","62.0234375"
"4747264","1159","1159","1159","62.0234375","62.0234375","62.0234375"
"4751360","1160","1160","1160","62.0234375","62.0234375","62.0234375"
"4755456","1161","1161","1161","62.0234375","62.0234375","62.0234375"
"4759552","1162","1162","1162","62.0234375","62.0234375","62.0234375"
"4763648","1163","1163","1163","62.0234375","62.0234375","62.0234375"
"4767744","1164","1164","1164","62.0234375","62.0234375","62.0234375"
"4771840","1165","1165","1165","62.0234375","62.0234375","62.0234375"
"4775936","1166","1166","1166","62.0234375","62.0234375","62.0234375"
"4780032","1167","1167","1167","62.0234375","62.0234375","62.0234375"
"4784128","1168","1168","1168","62.0234375","62.0234375","62.0234375"
"4788224","1169","1169","1169","62.0234375","62.0234375","62.0234375"
"4792320","1170","1170","1170","62.0234375","62.0234375","62.0234375"
"4796416","1171","1171","1171","62.0234375","62.0234375","62.0234375"
"4800512","1172","1172","1172","62.0234375","62.0234375","62.0234375"
"4804608","1173","1173","1173","62.0234375","62.0234375","62.0234375"
"4808704","1174","1174","1174","62.0234375","62.0234375","62.0234375"
"4812800","1175","1175","1175","62.0234375","62.0234375","62.0234375"
"4816896","1176","1176","1176","62.0234375","62.0234375","62.0234375"
"4820992","1177","1177","1177","62.0234375","62.0234375","62.0234375"
"4825088","1178","1178","1178","62.0234375","62.0234375","62.0234375"
"4829184","1179","1179","1179","62.0234375","62.0234375","62.0234375"
"4833280","1180","1180","1180","62.0234375","62.0234375","62.0234375"
"4837376","1181","1181","1181","62.0234375","62.0234375","62.0234375"
"4841472","1182","1182","1182","62.0234375","62.0234375","62.0234375"
"4845568","1183","1183","1183","62.0234375","62.0234375","62.0234375"
"4849664","1184","1184","1184","62.0234375","62.0234375","62.0234375"
"4853760","1185","1185","1185","62.0234375","62.0234375","62.0234375"
"4857856","1186","1186","1186","62.0234375","62.0234375","62.0234375"
"4861952","1187","1187","1187","62.0234375","62.0234375","62.0234375"
"4866048","1188","1188","1188","62.0234375","62.0234375","62.0234375"
"4870144","1189","1189","1189","62.0234375","62.0234375","62.0234375"
"4874240","1190","1190","1190","62.0234375","62.0234375","62.0234375"
"4878336","1191","1191","1191","62.0234375","62.0234375","62.0234375"
"4882432","1192","1192","1192","62.0234375","62.0234375","62.0234375"
"4886528","1193","1193","1193","62.0234375","62.0234375","62.0234375"
"4890624","1194","1194","1194","62.0234375","62.0234375","62.0234375"
"4894720","1195","1195","1195","62.0234375","62.0234375","62.0234375"
"4898816","1196","1196","1196","62.0234375","62.0234375","62.0234375"
"4902912","1197","1197","1197","62.0234375","62.0234375","62.0234375"
"4907008","1198","1198","1198","62.0234375","62.0234375","62.0234375"
"4911104","1199","1199","1199","62.0234375","62.0234375","62.0234375"
"4915200","1200","1200","1200","62.0234375","62.0234375","62.0234375"
"4919296","1201","1201","1201","62.0234375","62.0234375","62.0234375"
"4923392","1202","1202","1202","62.0234375","62.0234375","62.0234375"
"4927488","1203","1203","1203","62.0234375","62.0234375","62.0234375"
"4931584","1204","1204","1204","62.0234375","62.0234375","62.0234375"
"4935680","1205","1205","1205","62.0234375","62.0234375","62.0234375"
"4939776","1206","1206","1206","62.0234375","62.0234375","62.0234375"
"4943872","1207","1207","1207","62.0234375","62.0234375","62.0234375"
"4947968","1208","1208","1208","62.0234375","62.0234375","62.0234375"
"4952064","1209","1209","1209","62.0234375","62.0234375","62.0234375"
"4956160","1210","1210","1210","62.0234375","62.0234375","62.0234375"
"4960256","1211","1211","1211","62.0234375","62.0234375","62.0234375"
"4964352","1212","1212","1212","62.0234375","62.0234375","62.0234375"
"4968448","1213","1213","1213","62.0234375","62.0234375","62.0234375"
"4972544","1214","1214","1214","62.0234375","62.0234375","62.0234375"
"4976640","1215","1215","1215","62.0234375","62.0234375","62.0234375"
"4980736","1216","1216","1216","62.0234375","62.0234375","62.0234375"
"4984832","1217","1217","1217","62.0234375","62.0234375","62.0234375"
"4988928","1218","1218","1218","62.0234375","62.0234375","62.0234375"
"4993024","1219","1219","1219","62.0234375","62.0234375","62.0234375"
"4997120","1220","1220","1220","50.2265625","50.2265625","50.2265625"
"5001216","1221","1221","1221","50.2265625","50.2265625","50.2265625"
"5005312","1222","1222","1222","50.2265625","50.2265625","50.2265625"
"5009408","1223","1223","1223","50.2265625","50.2265625","50.2265625"
"5013504","1224","1224","1224","50.2265625","50.2265625","50.2265625"
"5017600","1225","1225","1225","50.2265625","50.2265625","50.2265625"
"5021696","1226","1226","1226","50.2265625","50.2265625","50.2265625"
"5025792","1227","1227","1227","50.2265625","50.2265625","50.2265625"
"5029888","1228","1228","1228","50.2265625","50.2265625","50.2265625"
"5033984","1229","1229","1229","50.2265625","50.2265625","50.2265625"
"5038080","1230","1230","1230","50.2265625","50.2265625","50.2265625"
"5042176","1231","1231","1231","50.2265625","50.2265625","50.2265625"
"5046272","1232","1232","1232","50.2265625","50.2265625","50.2265625"
"5050368","1233","1233","1233","50.2265625","50.2265625","50.2265625"
"5054464","1234","1234","1234","50.2265625","50.2265625","50.2265625"
"5058560","1235","1235","1235","50.2265625","50.2265625","50.2265625"
"5062656","1236","1236","1236","50.2265625","50.2265625","50.2265625"
"5066752","1237","1237","1237","50.2265625","50.2265625","50.2265625"
"5070848","1238","1238","1238","50.2265625","50.2265625","50.2265625"
"5074944","1239","1239","1239","50.2265625","50.2265625","50.2265625"
"5079040","1240","1240","1240","50.2265625","50.2265625","50.2265625"
"5083136","1241","1241","1241","50.2265625","50.2265625","50.2265625"
"5087232","1242","1242","1242","50.2265625","50.2265625","50.2265625"
"5091328","1243","1243","1243","50.2265625","50.2265625","50.2265625"
"5095424","1244","1244","1244","50.2265625","50.2265625","50.2265625"
"5099520","1245","1245","1245","50.2265625","50.2265625","50.2265625"
"5103616","1246","1246","1246","50.2265625","50.2265625","50.2265625"
"5107712","1247","1247","1247","50.2265625","50.2265625","50.2265625"
"5111808","1248","1248","1248","50.2265625","50.2265625","50.2265625"
"5115904","1249","1249","1249","50.2265625","50.2265625","50.2265625"
"5120000","1250","1250","1250","50.2265625","50.2265625","50.2265625"
"5124096","1251","1251","1251","50.2265625","50.2265625","50.2265625"
"5128192","1252","1252","1252","50.2265625","50.2265625","50.2265625"
"5132288","1253","1253","1253","50.2265625","50.2265625","50.2265625"
"5136384","1254","1254","1254","50.2265625","50.2265625","50.2265625"
"5140480","1255","1255","1255","50.2265625","50.2265625","50.2265625"
"5144576","1256","1256","1256","50.2265625","50.2265625","50.2265625"
"5148672","1257","1257","1257","50.2265625","50.2265625","50.2265625"
"5152768","1258","1258","1258","50.2265625","50.2265625","50.2265625"
"5156864","1259","1259","1259","50.2265625","50.2265625","50.2265625"
"5160960","1260","1260","1260","50.2265625","50.2265625","50.2265625"
"5165056","1261","1261","1261","50.2265625","50.2265625","50.2265625"
"5169152","1262","1262","1262","50.2265625","50.2265625","50.2265625"
"5173248","1263","1263","1263","50.2265625","50.2265625","50.2265625"
"5177344","1264","1264","1264","50.2265625","50.2265625","50.2265625"
"5181440","1265","1265","1265","50.2265625","50.2265625","50.2265625"
"5185536","1266","1266","1266","50.2265625","50.2265625","50.2265625"
"5189632","1267","1267","1267","50.2265625","50.2265625","50.2265625"
"5193728","1268","1268","1268","50.2265625","50.2265625","50.2265625"
"5197824","1269","1269","1269","50.2265625","50.2265625","50.2265625"
"5201920","1270","1270","1270","50.2265625","50.2265625","50.2265625"
"5206016","1271","1271","1271","50.2265625","50.2265625","50.2265625"
"5210112","1272","1272","1272","50.2265625","50.2265625","50.2265625"
"5214208","1273","1273","1273","50.2265625","50.2265625","50.2265625"
"5218304","1274","1274","1274","50.2265625","50.2265625","50.2265625"
"5222400","1275","1275","1275","50.2265625","50.2265625","50.2265625"
"5226496","1276","1276","1276","50.2265625","50.2265625","50.2265625"
"5230592","1277","1277","1277","50.2265625","50.2265625","50.2265625"
"5234688","1278","1278","1278","50.2265625","50.2265625","50.2265625"
"5238784","1279","1279","1279","50.2265625","50.2265625","50.2265625"
"5242880","1280","1280","1280","50.2265625","50.2265625","50.2265625"
"5246976","1281","1281","1281","50.2265625","50.2265625","50.2265625"
"5251072","1282","1282","1282","50.2265625","50.2265625","50.2265625"
"5255168","1283","1283","1283","50.2265625","50.2265625","50.2265625"
"5259264","1284","1284","1284","50.2265625","50.2265625","50.2265625"
"5263360","1285","1285","1285","50.2265625","50.2265625","50.2265625"
"5267456","1286","1286","1286","50.2265625","50.2265625","50.2265625"
"5271552","1287","1287","1287","50.2265625","50.2265625","50.2265625"
"5275648","1288","1288","1288","50.2265625","50.2265625","50.2265625"
"5279744","1289","1289","1289","50.2265625","50.2265625","50.2265625"
"5283840","1290","1290","1290","50.2265625","50.2265625","50.2265625"
"5287936","1291","1291","1291","50.2265625","50.2265625","50.2265625"
"5292032","1292","1292","1292","50.2265625","50.2265625","50.2265625"
"5296128","1293","1293","1293","50.2265625","50.2265625","50.2265625"
"5300224","1294","1294","1294","50.2265625","50.2265625","50.2265625"
"5304320","1295","1295","1295","50.2265625","50.2265625","50.2265625"
"5308416","1296","1296","1296","50.2265625","50.2265625","50.2265625"
"5312512","1297","1297","1297","50.2265625","50.2265625","50.2265625"
"5316608","1298","1298","1298","50.2265625","50.2265625","50.2265625"
"5320704","1299","1299","1299","50.2265625","50.2265625","50.2265625"
"5324800","1300","1300","1300","50.2265625","50.2265625","50.2265625"
"5328896","1301","1301","1301","50.2265625","50.2265625","50.2265625"
"5332992","1302","1302","1302","50.2265625","50.2265625","50.2265625"
"5337088","1303","1303","1303","50.2265625","50.2265625","50.2265625"
"5341184","1304","1304","1304","50.2265625","50.2265625","50.2265625"
"5345280","1305","1305","1305","50.2265625","50.2265625","50.2265625"
"5349376","1306","1306","1306","50.2265625","50.2265625","50.2265625"
"5353472","1307","1307","1307","50.2265625","50.2265625","50.2265625"
"5357568","1308","1308","1308","50.2265625","50.2265625","50.2265625"
"5361664","1309","1309","1309","50.2265625","50.2265625","50.2265625"
"5365760","1310","1310","1310","50.2265625","50.2265625","50.2265625"
"5369856","1311","1311","1311","50.2265625","50.2265625","50.2265625"
"5373952","1312","1312","1312","50.2265625","50.2265625","50.2265625"
"5378048","1313","1313","1313","50.2265625","50.2265625","50.2265625"
"5382144","1314","1314","1314","50.2265625","50.2265625","50.2265625"
"5386240","1315","1315","1315","50.2265625","50.2265625","50.2265625"
"5390336","1316","1316","1316","50.2265625","50.2265625","50.2265625"
"5394432","1317","1317","1317","50.2265625","50.2265625","50.2265625"
"5398528","1318","1318","1318","50.2265625","50.2265625","50.2265625"
"5402624","1319","1319","1319","50.2265625","50.2265625","50.2265625"
"5406720","1320","1320","1320","50.2265625","50.2265625","50.2265625"
"5410816","1321","1321","1321","50.2265625","50.2265625","50.2265625"
"5414912","1322","1322","1322","50.2265625","50.2265625","50.2265625"
"5419008","1323","1323","1323","50.2265625","50.2265625","50.2265625"
"5423104","1324","1324","1324","50.2265625","50.2265625","50.2265625"
"5427200","1325","1325","1325","50.2265625","50.2265625","50.2265625"
"5431296","1326","1326","1326","50.2265625","50.2265625","50.2265625"
"5435392","1327","1327","1327","50.2265625","50.2265625","50.2265625"
"5439488","1328","1328","1328","50.2265625","50.2265625","50.2265625"
"5443584","1329","1329","1329","50.2265625","50.2265625","50.2265625"
"5447680","1330","1330","1330","50.2265625","50.2265625","50.2265625"
"5451776","1331","1331","1331","50.2265625","50.2265625","50.2265625"
"5455872","1332","1332","1332","50.2265625","50.2265625","50.2265625"
"5459968","1333","1333","1333","50.2265625","50.2265625","50.2265625"
"5464064","1334","1334","1334","50.2265625","50.2265625","50.2265625"
"5468160","1335","1335","1335","50.2265625","50.2265625","50.2265625"
"5472256","1336","1336","1336","50.2265625","50.2265625","50.2265625"
