"env_step","pqn_Asterix-MinAtar - _step","pqn_Asterix-MinAtar - _step__MIN","pqn_Asterix-MinAtar - _step__MAX","pqn_Asterix-MinAtar - returned_episode_returns","pqn_Asterix-MinAtar - returned_episode_returns__MIN","pqn_Asterix-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0","0","0"
"8192","2","2","2","0.012939453125","0.012939453125","0.012939453125"
"12288","3","3","3","0.157470703125","0.157470703125","0.157470703125"
"16384","4","4","4","0.35693359375","0.35693359375","0.35693359375"
"20480","5","5","5","0.40283203125","0.40283203125","0.40283203125"
"24576","6","6","6","0.536376953125","0.536376953125","0.536376953125"
"28672","7","7","7","0.532470703125","0.532470703125","0.532470703125"
"32768","8","8","8","0.572509765625","0.572509765625","0.572509765625"
"36864","9","9","9","0.625244140625","0.625244140625","0.625244140625"
"40960","10","10","10","0.691162109375","0.691162109375","0.691162109375"
"45056","11","11","11","0.67724609375","0.67724609375","0.67724609375"
"49152","12","12","12","0.544189453125","0.544189453125","0.544189453125"
"53248","13","13","13","0.420654296875","0.420654296875","0.420654296875"
"57344","14","14","14","0.447265625","0.447265625","0.447265625"
"61440","15","15","15","0.45654296875","0.45654296875","0.45654296875"
"65536","16","16","16","0.4365234375","0.4365234375","0.4365234375"
"69632","17","17","17","0.490234375","0.490234375","0.490234375"
"73728","18","18","18","0.509765625","0.509765625","0.509765625"
"77824","19","19","19","0.38232421875","0.38232421875","0.38232421875"
"81920","20","20","20","0.353271484375","0.353271484375","0.353271484375"
"86016","21","21","21","0.408203125","0.408203125","0.408203125"
"90112","22","22","22","0.392822265625","0.392822265625","0.392822265625"
"94208","23","23","23","0.4677734375","0.4677734375","0.4677734375"
"98304","24","24","24","0.49609375","0.49609375","0.49609375"
"102400","25","25","25","0.377685546875","0.377685546875","0.377685546875"
"106496","26","26","26","0.341796875","0.341796875","0.341796875"
"110592","27","27","27","0.33935546875","0.33935546875","0.33935546875"
"114688","28","28","28","0.49365234375","0.49365234375","0.49365234375"
"118784","29","29","29","0.51513671875","0.51513671875","0.51513671875"
"122880","30","30","30","0.532958984375","0.532958984375","0.532958984375"
"126976","31","31","31","0.534423828125","0.534423828125","0.534423828125"
"131072","32","32","32","0.5341796875","0.5341796875","0.5341796875"
"135168","33","33","33","0.584228515625","0.584228515625","0.584228515625"
"139264","34","34","34","0.525146484375","0.525146484375","0.525146484375"
"143360","35","35","35","0.55615234375","0.55615234375","0.55615234375"
"147456","36","36","36","0.5791015625","0.5791015625","0.5791015625"
"151552","37","37","37","0.533447265625","0.533447265625","0.533447265625"
"155648","38","38","38","0.530029296875","0.530029296875","0.530029296875"
"159744","39","39","39","0.54150390625","0.54150390625","0.54150390625"
"163840","40","40","40","0.57177734375","0.57177734375","0.57177734375"
"167936","41","41","41","0.542236328125","0.542236328125","0.542236328125"
"172032","42","42","42","0.453125","0.453125","0.453125"
"176128","43","43","43","0.419921875","0.419921875","0.419921875"
"180224","44","44","44","0.484619140625","0.484619140625","0.484619140625"
"184320","45","45","45","0.464111328125","0.464111328125","0.464111328125"
"188416","46","46","46","0.47314453125","0.47314453125","0.47314453125"
"192512","47","47","47","0.439697265625","0.439697265625","0.439697265625"
"196608","48","48","48","0.428955078125","0.428955078125","0.428955078125"
"200704","49","49","49","0.416259765625","0.416259765625","0.416259765625"
"204800","50","50","50","0.53076171875","0.53076171875","0.53076171875"
"208896","51","51","51","0.468994140625","0.468994140625","0.468994140625"
"212992","52","52","52","0.583984375","0.583984375","0.583984375"
"217088","53","53","53","0.59375","0.59375","0.59375"
"221184","54","54","54","0.665283203125","0.665283203125","0.665283203125"
"225280","55","55","55","0.724609375","0.724609375","0.724609375"
"229376","56","56","56","0.519775390625","0.519775390625","0.519775390625"
"233472","57","57","57","0.4814453125","0.4814453125","0.4814453125"
"237568","58","58","58","0.5576171875","0.5576171875","0.5576171875"
"241664","59","59","59","0.528076171875","0.528076171875","0.528076171875"
"245760","60","60","60","0.53515625","0.53515625","0.53515625"
"249856","61","61","61","0.564453125","0.564453125","0.564453125"
"253952","62","62","62","0.6240234375","0.6240234375","0.6240234375"
"258048","63","63","63","0.568359375","0.568359375","0.568359375"
"262144","64","64","64","0.526611328125","0.526611328125","0.526611328125"
"266240","65","65","65","0.562255859375","0.562255859375","0.562255859375"
"270336","66","66","66","0.5966796875","0.5966796875","0.5966796875"
"274432","67","67","67","0.549072265625","0.549072265625","0.549072265625"
"278528","68","68","68","0.526123046875","0.526123046875","0.526123046875"
"282624","69","69","69","0.575439453125","0.575439453125","0.575439453125"
"286720","70","70","70","0.6318359375","0.6318359375","0.6318359375"
"290816","71","71","71","0.691650390625","0.691650390625","0.691650390625"
"294912","72","72","72","0.597412109375","0.597412109375","0.597412109375"
"299008","73","73","73","0.5478515625","0.5478515625","0.5478515625"
"303104","74","74","74","0.57861328125","0.57861328125","0.57861328125"
"307200","75","75","75","0.556640625","0.556640625","0.556640625"
"311296","76","76","76","0.515869140625","0.515869140625","0.515869140625"
"315392","77","77","77","0.61181640625","0.61181640625","0.61181640625"
"319488","78","78","78","0.651123046875","0.651123046875","0.651123046875"
"323584","79","79","79","0.602294921875","0.602294921875","0.602294921875"
"327680","80","80","80","0.6103515625","0.6103515625","0.6103515625"
"331776","81","81","81","0.624267578125","0.624267578125","0.624267578125"
"335872","82","82","82","0.637451171875","0.637451171875","0.637451171875"
"339968","83","83","83","0.558837890625","0.558837890625","0.558837890625"
"344064","84","84","84","0.54638671875","0.54638671875","0.54638671875"
"348160","85","85","85","0.573974609375","0.573974609375","0.573974609375"
"352256","86","86","86","0.573486328125","0.573486328125","0.573486328125"
"356352","87","87","87","0.55029296875","0.55029296875","0.55029296875"
"360448","88","88","88","0.519775390625","0.519775390625","0.519775390625"
"364544","89","89","89","0.4765625","0.4765625","0.4765625"
"368640","90","90","90","0.472412109375","0.472412109375","0.472412109375"
