"env_step","pqn_Asterix-MinAtar - _step","pqn_Asterix-MinAtar - _step__MIN","pqn_Asterix-MinAtar - _step__MAX","pqn_Asterix-MinAtar - returned_episode_returns","pqn_Asterix-MinAtar - returned_episode_returns__MIN","pqn_Asterix-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0","0","0"
"8192","2","2","2","0.012939453125","0.012939453125","0.012939453125"
"12288","3","3","3","0.157470703125","0.157470703125","0.157470703125"
"16384","4","4","4","0.35693359375","0.35693359375","0.35693359375"
"20480","5","5","5","0.40283203125","0.40283203125","0.40283203125"
"24576","6","6","6","0.54150390625","0.54150390625","0.54150390625"
"28672","7","7","7","0.559326171875","0.559326171875","0.559326171875"
"32768","8","8","8","0.57177734375","0.57177734375","0.57177734375"
"36864","9","9","9","0.556884765625","0.556884765625","0.556884765625"
"40960","10","10","10","0.5859375","0.5859375","0.5859375"
"45056","11","11","11","0.652099609375","0.652099609375","0.652099609375"
"49152","12","12","12","0.59326171875","0.59326171875","0.59326171875"
"53248","13","13","13","0.49462890625","0.49462890625","0.49462890625"
"57344","14","14","14","0.51318359375","0.51318359375","0.51318359375"
"61440","15","15","15","0.496337890625","0.496337890625","0.496337890625"
"65536","16","16","16","0.49560546875","0.49560546875","0.49560546875"
"69632","17","17","17","0.4365234375","0.4365234375","0.4365234375"
"73728","18","18","18","0.40185546875","0.40185546875","0.40185546875"
"77824","19","19","19","0.367431640625","0.367431640625","0.367431640625"
"81920","20","20","20","0.39794921875","0.39794921875","0.39794921875"
"86016","21","21","21","0.507568359375","0.507568359375","0.507568359375"
"90112","22","22","22","0.500732421875","0.500732421875","0.500732421875"
"94208","23","23","23","0.517822265625","0.517822265625","0.517822265625"
"98304","24","24","24","0.532958984375","0.532958984375","0.532958984375"
"102400","25","25","25","0.43701171875","0.43701171875","0.43701171875"
"106496","26","26","26","0.403076171875","0.403076171875","0.403076171875"
"110592","27","27","27","0.3740234375","0.3740234375","0.3740234375"
"114688","28","28","28","0.391357421875","0.391357421875","0.391357421875"
"118784","29","29","29","0.4501953125","0.4501953125","0.4501953125"
"122880","30","30","30","0.5","0.5","0.5"
"126976","31","31","31","0.478271484375","0.478271484375","0.478271484375"
"131072","32","32","32","0.447509765625","0.447509765625","0.447509765625"
"135168","33","33","33","0.487060546875","0.487060546875","0.487060546875"
"139264","34","34","34","0.43896484375","0.43896484375","0.43896484375"
"143360","35","35","35","0.47265625","0.47265625","0.47265625"
"147456","36","36","36","0.5771484375","0.5771484375","0.5771484375"
"151552","37","37","37","0.5634765625","0.5634765625","0.5634765625"
"155648","38","38","38","0.5712890625","0.5712890625","0.5712890625"
"159744","39","39","39","0.55224609375","0.55224609375","0.55224609375"
"163840","40","40","40","0.5615234375","0.5615234375","0.5615234375"
"167936","41","41","41","0.57958984375","0.57958984375","0.57958984375"
"172032","42","42","42","0.624267578125","0.624267578125","0.624267578125"
"176128","43","43","43","0.59716796875","0.59716796875","0.59716796875"
"180224","44","44","44","0.555419921875","0.555419921875","0.555419921875"
"184320","45","45","45","0.573974609375","0.573974609375","0.573974609375"
"188416","46","46","46","0.52392578125","0.52392578125","0.52392578125"
"192512","47","47","47","0.483642578125","0.483642578125","0.483642578125"
"196608","48","48","48","0.50146484375","0.50146484375","0.50146484375"
"200704","49","49","49","0.5244140625","0.5244140625","0.5244140625"
"204800","50","50","50","0.51123046875","0.51123046875","0.51123046875"
"208896","51","51","51","0.47607421875","0.47607421875","0.47607421875"
"212992","52","52","52","0.469482421875","0.469482421875","0.469482421875"
"217088","53","53","53","0.53564453125","0.53564453125","0.53564453125"
"221184","54","54","54","0.570068359375","0.570068359375","0.570068359375"
"225280","55","55","55","0.55029296875","0.55029296875","0.55029296875"
"229376","56","56","56","0.490966796875","0.490966796875","0.490966796875"
"233472","57","57","57","0.57958984375","0.57958984375","0.57958984375"
"237568","58","58","58","0.511474609375","0.511474609375","0.511474609375"
"241664","59","59","59","0.522216796875","0.522216796875","0.522216796875"
"245760","60","60","60","0.508544921875","0.508544921875","0.508544921875"
"249856","61","61","61","0.536865234375","0.536865234375","0.536865234375"
"253952","62","62","62","0.6416015625","0.6416015625","0.6416015625"
"258048","63","63","63","0.624755859375","0.624755859375","0.624755859375"
"262144","64","64","64","0.566650390625","0.566650390625","0.566650390625"
"266240","65","65","65","0.616455078125","0.616455078125","0.616455078125"
"270336","66","66","66","0.635986328125","0.635986328125","0.635986328125"
"274432","67","67","67","0.579833984375","0.579833984375","0.579833984375"
"278528","68","68","68","0.555908203125","0.555908203125","0.555908203125"
"282624","69","69","69","0.571533203125","0.571533203125","0.571533203125"
"286720","70","70","70","0.63720703125","0.63720703125","0.63720703125"
"290816","71","71","71","0.5869140625","0.5869140625","0.5869140625"
"294912","72","72","72","0.55859375","0.55859375","0.55859375"
"299008","73","73","73","0.650390625","0.650390625","0.650390625"
"303104","74","74","74","0.574462890625","0.574462890625","0.574462890625"
"307200","75","75","75","0.5849609375","0.5849609375","0.5849609375"
"311296","76","76","76","0.62451171875","0.62451171875","0.62451171875"
"315392","77","77","77","0.665283203125","0.665283203125","0.665283203125"
"319488","78","78","78","0.731201171875","0.731201171875","0.731201171875"
"323584","79","79","79","0.7412109375","0.7412109375","0.7412109375"
"327680","80","80","80","0.69921875","0.69921875","0.69921875"
"331776","81","81","81","0.63330078125","0.63330078125","0.63330078125"
"335872","82","82","82","0.504150390625","0.504150390625","0.504150390625"
"339968","83","83","83","0.54833984375","0.54833984375","0.54833984375"
"344064","84","84","84","0.55615234375","0.55615234375","0.55615234375"
"348160","85","85","85","0.6240234375","0.6240234375","0.6240234375"
"352256","86","86","86","0.662841796875","0.662841796875","0.662841796875"
"356352","87","87","87","0.688232421875","0.688232421875","0.688232421875"
"360448","88","88","88","0.62158203125","0.62158203125","0.62158203125"
"364544","89","89","89","0.511962890625","0.511962890625","0.511962890625"
