"env_step","pqn_Asterix-MinAtar - _step","pqn_Asterix-MinAtar - _step__MIN","pqn_Asterix-MinAtar - _step__MAX","pqn_Asterix-MinAtar - returned_episode_returns","pqn_Asterix-MinAtar - returned_episode_returns__MIN","pqn_Asterix-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0","0","0"
"8192","2","2","2","0.012939453125","0.012939453125","0.012939453125"
"12288","3","3","3","0.157470703125","0.157470703125","0.157470703125"
"16384","4","4","4","0.35693359375","0.35693359375","0.35693359375"
"20480","5","5","5","0.403076171875","0.403076171875","0.403076171875"
"24576","6","6","6","0.53955078125","0.53955078125","0.53955078125"
"28672","7","7","7","0.543701171875","0.543701171875","0.543701171875"
"32768","8","8","8","0.55712890625","0.55712890625","0.55712890625"
"36864","9","9","9","0.594482421875","0.594482421875","0.594482421875"
"40960","10","10","10","0.62890625","0.62890625","0.62890625"
"45056","11","11","11","0.689453125","0.689453125","0.689453125"
"49152","12","12","12","0.621337890625","0.621337890625","0.621337890625"
"53248","13","13","13","0.496337890625","0.496337890625","0.496337890625"
"57344","14","14","14","0.525634765625","0.525634765625","0.525634765625"
"61440","15","15","15","0.528564453125","0.528564453125","0.528564453125"
"65536","16","16","16","0.45849609375","0.45849609375","0.45849609375"
"69632","17","17","17","0.445068359375","0.445068359375","0.445068359375"
"73728","18","18","18","0.425537109375","0.425537109375","0.425537109375"
"77824","19","19","19","0.3046875","0.3046875","0.3046875"
"81920","20","20","20","0.37890625","0.37890625","0.37890625"
"86016","21","21","21","0.423583984375","0.423583984375","0.423583984375"
"90112","22","22","22","0.51025390625","0.51025390625","0.51025390625"
"94208","23","23","23","0.447021484375","0.447021484375","0.447021484375"
"98304","24","24","24","0.489013671875","0.489013671875","0.489013671875"
"102400","25","25","25","0.584716796875","0.584716796875","0.584716796875"
"106496","26","26","26","0.637939453125","0.637939453125","0.637939453125"
"110592","27","27","27","0.554443359375","0.554443359375","0.554443359375"
"114688","28","28","28","0.57763671875","0.57763671875","0.57763671875"
"118784","29","29","29","0.50537109375","0.50537109375","0.50537109375"
"122880","30","30","30","0.50732421875","0.50732421875","0.50732421875"
"126976","31","31","31","0.533447265625","0.533447265625","0.533447265625"
"131072","32","32","32","0.472900390625","0.472900390625","0.472900390625"
"135168","33","33","33","0.51171875","0.51171875","0.51171875"
"139264","34","34","34","0.499267578125","0.499267578125","0.499267578125"
"143360","35","35","35","0.505615234375","0.505615234375","0.505615234375"
"147456","36","36","36","0.495361328125","0.495361328125","0.495361328125"
"151552","37","37","37","0.541748046875","0.541748046875","0.541748046875"
"155648","38","38","38","0.539794921875","0.539794921875","0.539794921875"
"159744","39","39","39","0.503173828125","0.503173828125","0.503173828125"
"163840","40","40","40","0.4970703125","0.4970703125","0.4970703125"
"167936","41","41","41","0.5263671875","0.5263671875","0.5263671875"
"172032","42","42","42","0.55224609375","0.55224609375","0.55224609375"
"176128","43","43","43","0.522705078125","0.522705078125","0.522705078125"
"180224","44","44","44","0.605712890625","0.605712890625","0.605712890625"
"184320","45","45","45","0.56591796875","0.56591796875","0.56591796875"
"188416","46","46","46","0.5830078125","0.5830078125","0.5830078125"
"192512","47","47","47","0.539794921875","0.539794921875","0.539794921875"
"196608","48","48","48","0.47119140625","0.47119140625","0.47119140625"
"200704","49","49","49","0.486328125","0.486328125","0.486328125"
"204800","50","50","50","0.572021484375","0.572021484375","0.572021484375"
"208896","51","51","51","0.539794921875","0.539794921875","0.539794921875"
"212992","52","52","52","0.468017578125","0.468017578125","0.468017578125"
"217088","53","53","53","0.521484375","0.521484375","0.521484375"
"221184","54","54","54","0.54052734375","0.54052734375","0.54052734375"
"225280","55","55","55","0.487060546875","0.487060546875","0.487060546875"
"229376","56","56","56","0.48583984375","0.48583984375","0.48583984375"
"233472","57","57","57","0.494384765625","0.494384765625","0.494384765625"
"237568","58","58","58","0.39453125","0.39453125","0.39453125"
"241664","59","59","59","0.393798828125","0.393798828125","0.393798828125"
"245760","60","60","60","0.47607421875","0.47607421875","0.47607421875"
"249856","61","61","61","0.537353515625","0.537353515625","0.537353515625"
"253952","62","62","62","0.488037109375","0.488037109375","0.488037109375"
"258048","63","63","63","0.487060546875","0.487060546875","0.487060546875"
"262144","64","64","64","0.537841796875","0.537841796875","0.537841796875"
"266240","65","65","65","0.50732421875","0.50732421875","0.50732421875"
"270336","66","66","66","0.546142578125","0.546142578125","0.546142578125"
"274432","67","67","67","0.634521484375","0.634521484375","0.634521484375"
"278528","68","68","68","0.631591796875","0.631591796875","0.631591796875"
"282624","69","69","69","0.617431640625","0.617431640625","0.617431640625"
"286720","70","70","70","0.537353515625","0.537353515625","0.537353515625"
"290816","71","71","71","0.51416015625","0.51416015625","0.51416015625"
"294912","72","72","72","0.440673828125","0.440673828125","0.440673828125"
"299008","73","73","73","0.54638671875","0.54638671875","0.54638671875"
"303104","74","74","74","0.5322265625","0.5322265625","0.5322265625"
"307200","75","75","75","0.489501953125","0.489501953125","0.489501953125"
"311296","76","76","76","0.518310546875","0.518310546875","0.518310546875"
"315392","77","77","77","0.484619140625","0.484619140625","0.484619140625"
"319488","78","78","78","0.480224609375","0.480224609375","0.480224609375"
"323584","79","79","79","0.44580078125","0.44580078125","0.44580078125"
"327680","80","80","80","0.4990234375","0.4990234375","0.4990234375"
"331776","81","81","81","0.4921875","0.4921875","0.4921875"
"335872","82","82","82","0.56787109375","0.56787109375","0.56787109375"
"339968","83","83","83","0.501708984375","0.501708984375","0.501708984375"
"344064","84","84","84","0.4765625","0.4765625","0.4765625"
"348160","85","85","85","0.447265625","0.447265625","0.447265625"
"352256","86","86","86","0.43798828125","0.43798828125","0.43798828125"
"356352","87","87","87","0.52001953125","0.52001953125","0.52001953125"
"360448","88","88","88","0.482421875","0.482421875","0.482421875"
"364544","89","89","89","0.500244140625","0.500244140625","0.500244140625"
"368640","90","90","90","0.522705078125","0.522705078125","0.522705078125"
