"env_step","pqn_Asterix-MinAtar - _step","pqn_Asterix-MinAtar - _step__MIN","pqn_Asterix-MinAtar - _step__MAX","pqn_Asterix-MinAtar - returned_episode_returns","pqn_Asterix-MinAtar - returned_episode_returns__MIN","pqn_Asterix-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0","0","0"
"8192","2","2","2","0.012939453125","0.012939453125","0.012939453125"
"12288","3","3","3","0.157470703125","0.157470703125","0.157470703125"
"16384","4","4","4","0.35693359375","0.35693359375","0.35693359375"
"20480","5","5","5","0.40283203125","0.40283203125","0.40283203125"
"24576","6","6","6","0.53857421875","0.53857421875","0.53857421875"
"28672","7","7","7","0.540283203125","0.540283203125","0.540283203125"
"32768","8","8","8","0.564453125","0.564453125","0.564453125"
"36864","9","9","9","0.564208984375","0.564208984375","0.564208984375"
"40960","10","10","10","0.60400390625","0.60400390625","0.60400390625"
"45056","11","11","11","0.65966796875","0.65966796875","0.65966796875"
"49152","12","12","12","0.58935546875","0.58935546875","0.58935546875"
"53248","13","13","13","0.492919921875","0.492919921875","0.492919921875"
"57344","14","14","14","0.489501953125","0.489501953125","0.489501953125"
"61440","15","15","15","0.474853515625","0.474853515625","0.474853515625"
"65536","16","16","16","0.541015625","0.541015625","0.541015625"
"69632","17","17","17","0.580078125","0.580078125","0.580078125"
"73728","18","18","18","0.538330078125","0.538330078125","0.538330078125"
"77824","19","19","19","0.44140625","0.44140625","0.44140625"
"81920","20","20","20","0.388671875","0.388671875","0.388671875"
"86016","21","21","21","0.418212890625","0.418212890625","0.418212890625"
"90112","22","22","22","0.4677734375","0.4677734375","0.4677734375"
"94208","23","23","23","0.429931640625","0.429931640625","0.429931640625"
"98304","24","24","24","0.44384765625","0.44384765625","0.44384765625"
"102400","25","25","25","0.43310546875","0.43310546875","0.43310546875"
"106496","26","26","26","0.454833984375","0.454833984375","0.454833984375"
"110592","27","27","27","0.466064453125","0.466064453125","0.466064453125"
"114688","28","28","28","0.455810546875","0.455810546875","0.455810546875"
"118784","29","29","29","0.474609375","0.474609375","0.474609375"
"122880","30","30","30","0.533203125","0.533203125","0.533203125"
"126976","31","31","31","0.52001953125","0.52001953125","0.52001953125"
"131072","32","32","32","0.41796875","0.41796875","0.41796875"
"135168","33","33","33","0.4501953125","0.4501953125","0.4501953125"
"139264","34","34","34","0.463134765625","0.463134765625","0.463134765625"
"143360","35","35","35","0.555419921875","0.555419921875","0.555419921875"
"147456","36","36","36","0.58984375","0.58984375","0.58984375"
"151552","37","37","37","0.603759765625","0.603759765625","0.603759765625"
"155648","38","38","38","0.53076171875","0.53076171875","0.53076171875"
"159744","39","39","39","0.41357421875","0.41357421875","0.41357421875"
"163840","40","40","40","0.463134765625","0.463134765625","0.463134765625"
"167936","41","41","41","0.475830078125","0.475830078125","0.475830078125"
"172032","42","42","42","0.509521484375","0.509521484375","0.509521484375"
"176128","43","43","43","0.436767578125","0.436767578125","0.436767578125"
"180224","44","44","44","0.437255859375","0.437255859375","0.437255859375"
"184320","45","45","45","0.427001953125","0.427001953125","0.427001953125"
"188416","46","46","46","0.418701171875","0.418701171875","0.418701171875"
"192512","47","47","47","0.440673828125","0.440673828125","0.440673828125"
"196608","48","48","48","0.437255859375","0.437255859375","0.437255859375"
"200704","49","49","49","0.454833984375","0.454833984375","0.454833984375"
"204800","50","50","50","0.517333984375","0.517333984375","0.517333984375"
"208896","51","51","51","0.560546875","0.560546875","0.560546875"
"212992","52","52","52","0.583984375","0.583984375","0.583984375"
"217088","53","53","53","0.514404296875","0.514404296875","0.514404296875"
"221184","54","54","54","0.560546875","0.560546875","0.560546875"
"225280","55","55","55","0.579833984375","0.579833984375","0.579833984375"
"229376","56","56","56","0.530517578125","0.530517578125","0.530517578125"
"233472","57","57","57","0.49609375","0.49609375","0.49609375"
"237568","58","58","58","0.5576171875","0.5576171875","0.5576171875"
"241664","59","59","59","0.543701171875","0.543701171875","0.543701171875"
"245760","60","60","60","0.492431640625","0.492431640625","0.492431640625"
"249856","61","61","61","0.507568359375","0.507568359375","0.507568359375"
"253952","62","62","62","0.51318359375","0.51318359375","0.51318359375"
"258048","63","63","63","0.529541015625","0.529541015625","0.529541015625"
"262144","64","64","64","0.585693359375","0.585693359375","0.585693359375"
"266240","65","65","65","0.531494140625","0.531494140625","0.531494140625"
"270336","66","66","66","0.576171875","0.576171875","0.576171875"
"274432","67","67","67","0.52880859375","0.52880859375","0.52880859375"
"278528","68","68","68","0.527587890625","0.527587890625","0.527587890625"
"282624","69","69","69","0.658203125","0.658203125","0.658203125"
"286720","70","70","70","0.640380859375","0.640380859375","0.640380859375"
"290816","71","71","71","0.609619140625","0.609619140625","0.609619140625"
"294912","72","72","72","0.55029296875","0.55029296875","0.55029296875"
"299008","73","73","73","0.5546875","0.5546875","0.5546875"
"303104","74","74","74","0.59326171875","0.59326171875","0.59326171875"
"307200","75","75","75","0.5400390625","0.5400390625","0.5400390625"
"311296","76","76","76","0.4892578125","0.4892578125","0.4892578125"
"315392","77","77","77","0.527587890625","0.527587890625","0.527587890625"
"319488","78","78","78","0.50830078125","0.50830078125","0.50830078125"
"323584","79","79","79","0.5654296875","0.5654296875","0.5654296875"
"327680","80","80","80","0.565185546875","0.565185546875","0.565185546875"
"331776","81","81","81","0.606689453125","0.606689453125","0.606689453125"
"335872","82","82","82","0.581298828125","0.581298828125","0.581298828125"
"339968","83","83","83","0.645751953125","0.645751953125","0.645751953125"
"344064","84","84","84","0.6484375","0.6484375","0.6484375"
"348160","85","85","85","0.58984375","0.58984375","0.58984375"
"352256","86","86","86","0.57177734375","0.57177734375","0.57177734375"
"356352","87","87","87","0.49169921875","0.49169921875","0.49169921875"
"360448","88","88","88","0.565185546875","0.565185546875","0.565185546875"
"364544","89","89","89","0.537109375","0.537109375","0.537109375"
"368640","90","90","90","0.496337890625","0.496337890625","0.496337890625"
