"env_step","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step__MIN","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step__MAX","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MIN","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.411865234375","0.411865234375","0.411865234375"
"12288","3","3","3","0.424072265625","0.424072265625","0.424072265625"
"16384","4","4","4","0.453857421875","0.453857421875","0.453857421875"
"20480","5","5","5","0.3974609375","0.3974609375","0.3974609375"
"24576","6","6","6","0.421630859375","0.421630859375","0.421630859375"
"28672","7","7","7","0.45068359375","0.45068359375","0.45068359375"
"32768","8","8","8","0.42041015625","0.42041015625","0.42041015625"
"36864","9","9","9","0.41259765625","0.41259765625","0.41259765625"
"40960","10","10","10","0.424072265625","0.424072265625","0.424072265625"
"45056","11","11","11","0.42333984375","0.42333984375","0.42333984375"
"49152","12","12","12","0.42724609375","0.42724609375","0.42724609375"
"53248","13","13","13","0.402587890625","0.402587890625","0.402587890625"
"57344","14","14","14","0.459716796875","0.459716796875","0.459716796875"
"61440","15","15","15","0.439208984375","0.439208984375","0.439208984375"
"65536","16","16","16","0.479736328125","0.479736328125","0.479736328125"
"69632","17","17","17","0.427734375","0.427734375","0.427734375"
"73728","18","18","18","0.489990234375","0.489990234375","0.489990234375"
"77824","19","19","19","0.43212890625","0.43212890625","0.43212890625"
"81920","20","20","20","0.47705078125","0.47705078125","0.47705078125"
"86016","21","21","21","0.4306640625","0.4306640625","0.4306640625"
"90112","22","22","22","0.40576171875","0.40576171875","0.40576171875"
"94208","23","23","23","0.4794921875","0.4794921875","0.4794921875"
"98304","24","24","24","0.401611328125","0.401611328125","0.401611328125"
"102400","25","25","25","0.40380859375","0.40380859375","0.40380859375"
"106496","26","26","26","0.445068359375","0.445068359375","0.445068359375"
"110592","27","27","27","0.482421875","0.482421875","0.482421875"
"114688","28","28","28","0.49267578125","0.49267578125","0.49267578125"
"118784","29","29","29","0.470947265625","0.470947265625","0.470947265625"
"122880","30","30","30","0.53857421875","0.53857421875","0.53857421875"
"126976","31","31","31","0.599365234375","0.599365234375","0.599365234375"
"131072","32","32","32","0.4814453125","0.4814453125","0.4814453125"
"135168","33","33","33","0.492919921875","0.492919921875","0.492919921875"
"139264","34","34","34","0.43798828125","0.43798828125","0.43798828125"
"143360","35","35","35","0.481201171875","0.481201171875","0.481201171875"
"147456","36","36","36","0.46533203125","0.46533203125","0.46533203125"
"151552","37","37","37","0.498046875","0.498046875","0.498046875"
"155648","38","38","38","0.560546875","0.560546875","0.560546875"
"159744","39","39","39","0.494384765625","0.494384765625","0.494384765625"
"163840","40","40","40","0.5556640625","0.5556640625","0.5556640625"
"167936","41","41","41","0.531982421875","0.531982421875","0.531982421875"
"172032","42","42","42","0.540283203125","0.540283203125","0.540283203125"
"176128","43","43","43","0.52685546875","0.52685546875","0.52685546875"
"180224","44","44","44","0.563232421875","0.563232421875","0.563232421875"
"184320","45","45","45","0.517333984375","0.517333984375","0.517333984375"
"188416","46","46","46","0.527099609375","0.527099609375","0.527099609375"
"192512","47","47","47","0.50732421875","0.50732421875","0.50732421875"
"196608","48","48","48","0.578857421875","0.578857421875","0.578857421875"
"200704","49","49","49","0.599853515625","0.599853515625","0.599853515625"
"204800","50","50","50","0.563232421875","0.563232421875","0.563232421875"
"208896","51","51","51","0.59716796875","0.59716796875","0.59716796875"
"212992","52","52","52","0.558837890625","0.558837890625","0.558837890625"
"217088","53","53","53","0.59375","0.59375","0.59375"
"221184","54","54","54","0.608154296875","0.608154296875","0.608154296875"
"225280","55","55","55","0.5498046875","0.5498046875","0.5498046875"
"229376","56","56","56","0.609130859375","0.609130859375","0.609130859375"
"233472","57","57","57","0.6904296875","0.6904296875","0.6904296875"
"237568","58","58","58","0.569091796875","0.569091796875","0.569091796875"
"241664","59","59","59","0.5986328125","0.5986328125","0.5986328125"
"245760","60","60","60","0.61376953125","0.61376953125","0.61376953125"
"249856","61","61","61","0.62939453125","0.62939453125","0.62939453125"
"253952","62","62","62","0.576171875","0.576171875","0.576171875"
"258048","63","63","63","0.6494140625","0.6494140625","0.6494140625"
"262144","64","64","64","0.648681640625","0.648681640625","0.648681640625"
"266240","65","65","65","0.590576171875","0.590576171875","0.590576171875"
"270336","66","66","66","0.550537109375","0.550537109375","0.550537109375"
"274432","67","67","67","0.647216796875","0.647216796875","0.647216796875"
"278528","68","68","68","0.644287109375","0.644287109375","0.644287109375"
"282624","69","69","69","0.648681640625","0.648681640625","0.648681640625"
"286720","70","70","70","0.67138671875","0.67138671875","0.67138671875"
