"env_step","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step__MIN","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step__MAX","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MIN","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.411865234375","0.411865234375","0.411865234375"
"12288","3","3","3","0.424072265625","0.424072265625","0.424072265625"
"16384","4","4","4","0.453857421875","0.453857421875","0.453857421875"
"20480","5","5","5","0.3974609375","0.3974609375","0.3974609375"
"24576","6","6","6","0.421630859375","0.421630859375","0.421630859375"
"28672","7","7","7","0.45068359375","0.45068359375","0.45068359375"
"32768","8","8","8","0.421142578125","0.421142578125","0.421142578125"
"36864","9","9","9","0.446533203125","0.446533203125","0.446533203125"
"40960","10","10","10","0.423095703125","0.423095703125","0.423095703125"
"45056","11","11","11","0.417724609375","0.417724609375","0.417724609375"
"49152","12","12","12","0.41015625","0.41015625","0.41015625"
"53248","13","13","13","0.38623046875","0.38623046875","0.38623046875"
"57344","14","14","14","0.449462890625","0.449462890625","0.449462890625"
"61440","15","15","15","0.439697265625","0.439697265625","0.439697265625"
"65536","16","16","16","0.4306640625","0.4306640625","0.4306640625"
"69632","17","17","17","0.418212890625","0.418212890625","0.418212890625"
"73728","18","18","18","0.453857421875","0.453857421875","0.453857421875"
"77824","19","19","19","0.3916015625","0.3916015625","0.3916015625"
"81920","20","20","20","0.4765625","0.4765625","0.4765625"
"86016","21","21","21","0.436767578125","0.436767578125","0.436767578125"
"90112","22","22","22","0.412841796875","0.412841796875","0.412841796875"
"94208","23","23","23","0.494140625","0.494140625","0.494140625"
"98304","24","24","24","0.44677734375","0.44677734375","0.44677734375"
"102400","25","25","25","0.421142578125","0.421142578125","0.421142578125"
"106496","26","26","26","0.403076171875","0.403076171875","0.403076171875"
"110592","27","27","27","0.42333984375","0.42333984375","0.42333984375"
"114688","28","28","28","0.508544921875","0.508544921875","0.508544921875"
"118784","29","29","29","0.483154296875","0.483154296875","0.483154296875"
"122880","30","30","30","0.44091796875","0.44091796875","0.44091796875"
"126976","31","31","31","0.53564453125","0.53564453125","0.53564453125"
"131072","32","32","32","0.48974609375","0.48974609375","0.48974609375"
"135168","33","33","33","0.49609375","0.49609375","0.49609375"
"139264","34","34","34","0.49169921875","0.49169921875","0.49169921875"
"143360","35","35","35","0.545654296875","0.545654296875","0.545654296875"
"147456","36","36","36","0.50341796875","0.50341796875","0.50341796875"
"151552","37","37","37","0.54150390625","0.54150390625","0.54150390625"
"155648","38","38","38","0.611572265625","0.611572265625","0.611572265625"
"159744","39","39","39","0.569580078125","0.569580078125","0.569580078125"
"163840","40","40","40","0.562744140625","0.562744140625","0.562744140625"
"167936","41","41","41","0.541748046875","0.541748046875","0.541748046875"
"172032","42","42","42","0.626708984375","0.626708984375","0.626708984375"
"176128","43","43","43","0.461181640625","0.461181640625","0.461181640625"
"180224","44","44","44","0.484375","0.484375","0.484375"
"184320","45","45","45","0.4677734375","0.4677734375","0.4677734375"
"188416","46","46","46","0.568359375","0.568359375","0.568359375"
"192512","47","47","47","0.46826171875","0.46826171875","0.46826171875"
"196608","48","48","48","0.54052734375","0.54052734375","0.54052734375"
"200704","49","49","49","0.515869140625","0.515869140625","0.515869140625"
"204800","50","50","50","0.56103515625","0.56103515625","0.56103515625"
"208896","51","51","51","0.560302734375","0.560302734375","0.560302734375"
"212992","52","52","52","0.550048828125","0.550048828125","0.550048828125"
"217088","53","53","53","0.58154296875","0.58154296875","0.58154296875"
"221184","54","54","54","0.68603515625","0.68603515625","0.68603515625"
"225280","55","55","55","0.552001953125","0.552001953125","0.552001953125"
"229376","56","56","56","0.619384765625","0.619384765625","0.619384765625"
"233472","57","57","57","0.73193359375","0.73193359375","0.73193359375"
"237568","58","58","58","0.66015625","0.66015625","0.66015625"
"241664","59","59","59","0.5556640625","0.5556640625","0.5556640625"
"245760","60","60","60","0.569091796875","0.569091796875","0.569091796875"
"249856","61","61","61","0.613525390625","0.613525390625","0.613525390625"
"253952","62","62","62","0.572998046875","0.572998046875","0.572998046875"
"258048","63","63","63","0.57958984375","0.57958984375","0.57958984375"
"262144","64","64","64","0.644287109375","0.644287109375","0.644287109375"
"266240","65","65","65","0.576416015625","0.576416015625","0.576416015625"
"270336","66","66","66","0.587158203125","0.587158203125","0.587158203125"
"274432","67","67","67","0.682861328125","0.682861328125","0.682861328125"
"278528","68","68","68","0.668212890625","0.668212890625","0.668212890625"
"282624","69","69","69","0.64453125","0.64453125","0.64453125"
"286720","70","70","70","0.6689453125","0.6689453125","0.6689453125"
