"env_step","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step__MIN","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step__MAX","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MIN","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.411865234375","0.411865234375","0.411865234375"
"12288","3","3","3","0.424072265625","0.424072265625","0.424072265625"
"16384","4","4","4","0.453857421875","0.453857421875","0.453857421875"
"20480","5","5","5","0.3974609375","0.3974609375","0.3974609375"
"24576","6","6","6","0.421630859375","0.421630859375","0.421630859375"
"28672","7","7","7","0.45068359375","0.45068359375","0.45068359375"
"32768","8","8","8","0.4228515625","0.4228515625","0.4228515625"
"36864","9","9","9","0.4267578125","0.4267578125","0.4267578125"
"40960","10","10","10","0.42822265625","0.42822265625","0.42822265625"
"45056","11","11","11","0.436279296875","0.436279296875","0.436279296875"
"49152","12","12","12","0.40966796875","0.40966796875","0.40966796875"
"53248","13","13","13","0.40576171875","0.40576171875","0.40576171875"
"57344","14","14","14","0.440185546875","0.440185546875","0.440185546875"
"61440","15","15","15","0.467041015625","0.467041015625","0.467041015625"
"65536","16","16","16","0.468017578125","0.468017578125","0.468017578125"
"69632","17","17","17","0.476318359375","0.476318359375","0.476318359375"
"73728","18","18","18","0.4462890625","0.4462890625","0.4462890625"
"77824","19","19","19","0.416259765625","0.416259765625","0.416259765625"
"81920","20","20","20","0.47998046875","0.47998046875","0.47998046875"
"86016","21","21","21","0.50390625","0.50390625","0.50390625"
"90112","22","22","22","0.4169921875","0.4169921875","0.4169921875"
"94208","23","23","23","0.492431640625","0.492431640625","0.492431640625"
"98304","24","24","24","0.424072265625","0.424072265625","0.424072265625"
"102400","25","25","25","0.472900390625","0.472900390625","0.472900390625"
"106496","26","26","26","0.48486328125","0.48486328125","0.48486328125"
"110592","27","27","27","0.45166015625","0.45166015625","0.45166015625"
"114688","28","28","28","0.50537109375","0.50537109375","0.50537109375"
"118784","29","29","29","0.44775390625","0.44775390625","0.44775390625"
"122880","30","30","30","0.474609375","0.474609375","0.474609375"
"126976","31","31","31","0.515625","0.515625","0.515625"
"131072","32","32","32","0.565185546875","0.565185546875","0.565185546875"
"135168","33","33","33","0.511962890625","0.511962890625","0.511962890625"
"139264","34","34","34","0.528564453125","0.528564453125","0.528564453125"
"143360","35","35","35","0.542236328125","0.542236328125","0.542236328125"
"147456","36","36","36","0.4814453125","0.4814453125","0.4814453125"
"151552","37","37","37","0.524658203125","0.524658203125","0.524658203125"
"155648","38","38","38","0.61279296875","0.61279296875","0.61279296875"
"159744","39","39","39","0.587646484375","0.587646484375","0.587646484375"
"163840","40","40","40","0.499755859375","0.499755859375","0.499755859375"
"167936","41","41","41","0.608642578125","0.608642578125","0.608642578125"
"172032","42","42","42","0.60107421875","0.60107421875","0.60107421875"
"176128","43","43","43","0.527099609375","0.527099609375","0.527099609375"
"180224","44","44","44","0.507568359375","0.507568359375","0.507568359375"
"184320","45","45","45","0.578125","0.578125","0.578125"
"188416","46","46","46","0.5576171875","0.5576171875","0.5576171875"
"192512","47","47","47","0.536376953125","0.536376953125","0.536376953125"
"196608","48","48","48","0.58349609375","0.58349609375","0.58349609375"
"200704","49","49","49","0.574951171875","0.574951171875","0.574951171875"
"204800","50","50","50","0.57177734375","0.57177734375","0.57177734375"
"208896","51","51","51","0.584716796875","0.584716796875","0.584716796875"
"212992","52","52","52","0.5126953125","0.5126953125","0.5126953125"
"217088","53","53","53","0.553466796875","0.553466796875","0.553466796875"
"221184","54","54","54","0.542724609375","0.542724609375","0.542724609375"
"225280","55","55","55","0.540771484375","0.540771484375","0.540771484375"
"229376","56","56","56","0.6201171875","0.6201171875","0.6201171875"
"233472","57","57","57","0.6220703125","0.6220703125","0.6220703125"
"237568","58","58","58","0.648193359375","0.648193359375","0.648193359375"
"241664","59","59","59","0.58349609375","0.58349609375","0.58349609375"
"245760","60","60","60","0.531005859375","0.531005859375","0.531005859375"
"249856","61","61","61","0.551025390625","0.551025390625","0.551025390625"
"253952","62","62","62","0.532958984375","0.532958984375","0.532958984375"
"258048","63","63","63","0.634033203125","0.634033203125","0.634033203125"
"262144","64","64","64","0.64892578125","0.64892578125","0.64892578125"
"266240","65","65","65","0.59228515625","0.59228515625","0.59228515625"
"270336","66","66","66","0.585205078125","0.585205078125","0.585205078125"
"274432","67","67","67","0.674072265625","0.674072265625","0.674072265625"
"278528","68","68","68","0.5869140625","0.5869140625","0.5869140625"
"282624","69","69","69","0.591064453125","0.591064453125","0.591064453125"
"286720","70","70","70","0.64599609375","0.64599609375","0.64599609375"
