"env_step","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step__MIN","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step__MAX","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MIN","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.411865234375","0.411865234375","0.411865234375"
"12288","3","3","3","0.424072265625","0.424072265625","0.424072265625"
"16384","4","4","4","0.453857421875","0.453857421875","0.453857421875"
"20480","5","5","5","0.3974609375","0.3974609375","0.3974609375"
"24576","6","6","6","0.421630859375","0.421630859375","0.421630859375"
"28672","7","7","7","0.44921875","0.44921875","0.44921875"
"32768","8","8","8","0.4345703125","0.4345703125","0.4345703125"
"36864","9","9","9","0.428466796875","0.428466796875","0.428466796875"
"40960","10","10","10","0.424560546875","0.424560546875","0.424560546875"
"45056","11","11","11","0.407470703125","0.407470703125","0.407470703125"
"49152","12","12","12","0.4091796875","0.4091796875","0.4091796875"
"53248","13","13","13","0.400146484375","0.400146484375","0.400146484375"
"57344","14","14","14","0.515625","0.515625","0.515625"
"61440","15","15","15","0.452880859375","0.452880859375","0.452880859375"
"65536","16","16","16","0.47900390625","0.47900390625","0.47900390625"
"69632","17","17","17","0.441650390625","0.441650390625","0.441650390625"
"73728","18","18","18","0.497802734375","0.497802734375","0.497802734375"
"77824","19","19","19","0.41455078125","0.41455078125","0.41455078125"
"81920","20","20","20","0.505859375","0.505859375","0.505859375"
"86016","21","21","21","0.431884765625","0.431884765625","0.431884765625"
"90112","22","22","22","0.412353515625","0.412353515625","0.412353515625"
"94208","23","23","23","0.520263671875","0.520263671875","0.520263671875"
"98304","24","24","24","0.421142578125","0.421142578125","0.421142578125"
"102400","25","25","25","0.4501953125","0.4501953125","0.4501953125"
"106496","26","26","26","0.52783203125","0.52783203125","0.52783203125"
"110592","27","27","27","0.448974609375","0.448974609375","0.448974609375"
"114688","28","28","28","0.493408203125","0.493408203125","0.493408203125"
"118784","29","29","29","0.4443359375","0.4443359375","0.4443359375"
"122880","30","30","30","0.44189453125","0.44189453125","0.44189453125"
"126976","31","31","31","0.587646484375","0.587646484375","0.587646484375"
"131072","32","32","32","0.52880859375","0.52880859375","0.52880859375"
"135168","33","33","33","0.54931640625","0.54931640625","0.54931640625"
"139264","34","34","34","0.480224609375","0.480224609375","0.480224609375"
"143360","35","35","35","0.502197265625","0.502197265625","0.502197265625"
"147456","36","36","36","0.4814453125","0.4814453125","0.4814453125"
"151552","37","37","37","0.48583984375","0.48583984375","0.48583984375"
"155648","38","38","38","0.50927734375","0.50927734375","0.50927734375"
"159744","39","39","39","0.518310546875","0.518310546875","0.518310546875"
"163840","40","40","40","0.52685546875","0.52685546875","0.52685546875"
"167936","41","41","41","0.544189453125","0.544189453125","0.544189453125"
"172032","42","42","42","0.631103515625","0.631103515625","0.631103515625"
"176128","43","43","43","0.55126953125","0.55126953125","0.55126953125"
"180224","44","44","44","0.522705078125","0.522705078125","0.522705078125"
"184320","45","45","45","0.574462890625","0.574462890625","0.574462890625"
"188416","46","46","46","0.564453125","0.564453125","0.564453125"
"192512","47","47","47","0.51708984375","0.51708984375","0.51708984375"
"196608","48","48","48","0.549072265625","0.549072265625","0.549072265625"
"200704","49","49","49","0.439697265625","0.439697265625","0.439697265625"
"204800","50","50","50","0.509033203125","0.509033203125","0.509033203125"
"208896","51","51","51","0.6171875","0.6171875","0.6171875"
"212992","52","52","52","0.6240234375","0.6240234375","0.6240234375"
"217088","53","53","53","0.529541015625","0.529541015625","0.529541015625"
"221184","54","54","54","0.630126953125","0.630126953125","0.630126953125"
"225280","55","55","55","0.503662109375","0.503662109375","0.503662109375"
"229376","56","56","56","0.58837890625","0.58837890625","0.58837890625"
"233472","57","57","57","0.646484375","0.646484375","0.646484375"
"237568","58","58","58","0.716552734375","0.716552734375","0.716552734375"
"241664","59","59","59","0.606201171875","0.606201171875","0.606201171875"
"245760","60","60","60","0.6025390625","0.6025390625","0.6025390625"
"249856","61","61","61","0.564453125","0.564453125","0.564453125"
"253952","62","62","62","0.51953125","0.51953125","0.51953125"
"258048","63","63","63","0.58935546875","0.58935546875","0.58935546875"
"262144","64","64","64","0.67822265625","0.67822265625","0.67822265625"
"266240","65","65","65","0.598876953125","0.598876953125","0.598876953125"
"270336","66","66","66","0.627197265625","0.627197265625","0.627197265625"
"274432","67","67","67","0.66162109375","0.66162109375","0.66162109375"
"278528","68","68","68","0.58984375","0.58984375","0.58984375"
"282624","69","69","69","0.600341796875","0.600341796875","0.600341796875"
"286720","70","70","70","0.654296875","0.654296875","0.654296875"
