"env_step","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step__MIN","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step__MAX","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MIN","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MAX"
"290816","71","71","71","0.59130859375","0.59130859375","0.59130859375"
"294912","72","72","72","0.57763671875","0.57763671875","0.57763671875"
"299008","73","73","73","0.575927734375","0.575927734375","0.575927734375"
"303104","74","74","74","0.549072265625","0.549072265625","0.549072265625"
"307200","75","75","75","0.65869140625","0.65869140625","0.65869140625"
"311296","76","76","76","0.751953125","0.751953125","0.751953125"
"315392","77","77","77","0.695556640625","0.695556640625","0.695556640625"
"319488","78","78","78","0.687255859375","0.687255859375","0.687255859375"
"323584","79","79","79","0.692626953125","0.692626953125","0.692626953125"
"327680","80","80","80","0.668701171875","0.668701171875","0.668701171875"
"331776","81","81","81","0.75634765625","0.75634765625","0.75634765625"
"335872","82","82","82","0.721923828125","0.721923828125","0.721923828125"
"339968","83","83","83","0.625","0.625","0.625"
"344064","84","84","84","0.695068359375","0.695068359375","0.695068359375"
"348160","85","85","85","0.749267578125","0.749267578125","0.749267578125"
"352256","86","86","86","0.65576171875","0.65576171875","0.65576171875"
"356352","87","87","87","0.681396484375","0.681396484375","0.681396484375"
"360448","88","88","88","0.783935546875","0.783935546875","0.783935546875"
"364544","89","89","89","0.77099609375","0.77099609375","0.77099609375"
"368640","90","90","90","0.772216796875","0.772216796875","0.772216796875"
"372736","91","91","91","0.640625","0.640625","0.640625"
"376832","92","92","92","0.698974609375","0.698974609375","0.698974609375"
"380928","93","93","93","0.613037109375","0.613037109375","0.613037109375"
"385024","94","94","94","0.73974609375","0.73974609375","0.73974609375"
"389120","95","95","95","0.673095703125","0.673095703125","0.673095703125"
"393216","96","96","96","0.705810546875","0.705810546875","0.705810546875"
"397312","97","97","97","0.775634765625","0.775634765625","0.775634765625"
"401408","98","98","98","0.72314453125","0.72314453125","0.72314453125"
"405504","99","99","99","0.779296875","0.779296875","0.779296875"
"409600","100","100","100","0.806396484375","0.806396484375","0.806396484375"
"413696","101","101","101","0.68505859375","0.68505859375","0.68505859375"
"417792","102","102","102","0.75048828125","0.75048828125","0.75048828125"
"421888","103","103","103","0.72119140625","0.72119140625","0.72119140625"
"425984","104","104","104","0.818359375","0.818359375","0.818359375"
"430080","105","105","105","0.81396484375","0.81396484375","0.81396484375"
"434176","106","106","106","0.73388671875","0.73388671875","0.73388671875"
"438272","107","107","107","0.67236328125","0.67236328125","0.67236328125"
"442368","108","108","108","0.72314453125","0.72314453125","0.72314453125"
"446464","109","109","109","0.869140625","0.869140625","0.869140625"
"450560","110","110","110","0.74365234375","0.74365234375","0.74365234375"
"454656","111","111","111","0.7431640625","0.7431640625","0.7431640625"
"458752","112","112","112","0.831298828125","0.831298828125","0.831298828125"
"462848","113","113","113","0.842529296875","0.842529296875","0.842529296875"
"466944","114","114","114","0.803466796875","0.803466796875","0.803466796875"
"471040","115","115","115","0.896484375","0.896484375","0.896484375"
"475136","116","116","116","0.885498046875","0.885498046875","0.885498046875"
"479232","117","117","117","0.798095703125","0.798095703125","0.798095703125"
"483328","118","118","118","0.764404296875","0.764404296875","0.764404296875"
"487424","119","119","119","0.89501953125","0.89501953125","0.89501953125"
"491520","120","120","120","0.844970703125","0.844970703125","0.844970703125"
"495616","121","121","121","0.921142578125","0.921142578125","0.921142578125"
"499712","122","122","122","0.931640625","0.931640625","0.931640625"
"503808","123","123","123","0.73828125","0.73828125","0.73828125"
"507904","124","124","124","0.812744140625","0.812744140625","0.812744140625"
"512000","125","125","125","1.028564453125","1.028564453125","1.028564453125"
"516096","126","126","126","0.85546875","0.85546875","0.85546875"
"520192","127","127","127","0.8896484375","0.8896484375","0.8896484375"
"524288","128","128","128","1.185302734375","1.185302734375","1.185302734375"
"528384","129","129","129","1.1298828125","1.1298828125","1.1298828125"
"532480","130","130","130","0.923828125","0.923828125","0.923828125"
"536576","131","131","131","1.06298828125","1.06298828125","1.06298828125"
"540672","132","132","132","1.044189453125","1.044189453125","1.044189453125"
"544768","133","133","133","0.898193359375","0.898193359375","0.898193359375"
"548864","134","134","134","0.8603515625","0.8603515625","0.8603515625"
"552960","135","135","135","0.982666015625","0.982666015625","0.982666015625"
"557056","136","136","136","0.780029296875","0.780029296875","0.780029296875"
"561152","137","137","137","0.908447265625","0.908447265625","0.908447265625"
"565248","138","138","138","1.05322265625","1.05322265625","1.05322265625"
"569344","139","139","139","0.95703125","0.95703125","0.95703125"
"573440","140","140","140","0.801513671875","0.801513671875","0.801513671875"
"577536","141","141","141","0.8984375","0.8984375","0.8984375"
"581632","142","142","142","0.989501953125","0.989501953125","0.989501953125"
"585728","143","143","143","0.9677734375","0.9677734375","0.9677734375"
"589824","144","144","144","1.214599609375","1.214599609375","1.214599609375"
"593920","145","145","145","1.06005859375","1.06005859375","1.06005859375"
"598016","146","146","146","1.05810546875","1.05810546875","1.05810546875"
"602112","147","147","147","1.048095703125","1.048095703125","1.048095703125"
"606208","148","148","148","1.0322265625","1.0322265625","1.0322265625"
"610304","149","149","149","1.1201171875","1.1201171875","1.1201171875"
"614400","150","150","150","1.071533203125","1.071533203125","1.071533203125"
"618496","151","151","151","1.068115234375","1.068115234375","1.068115234375"
"622592","152","152","152","1.186279296875","1.186279296875","1.186279296875"
"626688","153","153","153","1.11474609375","1.11474609375","1.11474609375"
"630784","154","154","154","0.933349609375","0.933349609375","0.933349609375"
"634880","155","155","155","1.059814453125","1.059814453125","1.059814453125"
"638976","156","156","156","0.922119140625","0.922119140625","0.922119140625"
"643072","157","157","157","1.0263671875","1.0263671875","1.0263671875"
"647168","158","158","158","1.0322265625","1.0322265625","1.0322265625"
"651264","159","159","159","1.08349609375","1.08349609375","1.08349609375"
"655360","160","160","160","1.00048828125","1.00048828125","1.00048828125"
"659456","161","161","161","1.1611328125","1.1611328125","1.1611328125"
"663552","162","162","162","1.159912109375","1.159912109375","1.159912109375"
"667648","163","163","163","1.08349609375","1.08349609375","1.08349609375"
"671744","164","164","164","1.002197265625","1.002197265625","1.002197265625"
"675840","165","165","165","1.18408203125","1.18408203125","1.18408203125"
"679936","166","166","166","1.1904296875","1.1904296875","1.1904296875"
"684032","167","167","167","1.123291015625","1.123291015625","1.123291015625"
"688128","168","168","168","1.20068359375","1.20068359375","1.20068359375"
"692224","169","169","169","1.063720703125","1.063720703125","1.063720703125"
"696320","170","170","170","1.155517578125","1.155517578125","1.155517578125"
"700416","171","171","171","1.21435546875","1.21435546875","1.21435546875"
"704512","172","172","172","1.28515625","1.28515625","1.28515625"
"708608","173","173","173","1.354248046875","1.354248046875","1.354248046875"
"712704","174","174","174","1.2255859375","1.2255859375","1.2255859375"
"716800","175","175","175","1.26220703125","1.26220703125","1.26220703125"
"720896","176","176","176","1.16748046875","1.16748046875","1.16748046875"
"724992","177","177","177","1.242431640625","1.242431640625","1.242431640625"
"729088","178","178","178","1.2470703125","1.2470703125","1.2470703125"
"733184","179","179","179","1.233642578125","1.233642578125","1.233642578125"
"737280","180","180","180","1.229736328125","1.229736328125","1.229736328125"
"741376","181","181","181","1.27490234375","1.27490234375","1.27490234375"
"745472","182","182","182","1.161376953125","1.161376953125","1.161376953125"
"749568","183","183","183","1.16748046875","1.16748046875","1.16748046875"
"753664","184","184","184","1.320068359375","1.320068359375","1.320068359375"
"757760","185","185","185","1.413330078125","1.413330078125","1.413330078125"
"761856","186","186","186","1.39990234375","1.39990234375","1.39990234375"
"765952","187","187","187","1.197998046875","1.197998046875","1.197998046875"
"770048","188","188","188","1.313232421875","1.313232421875","1.313232421875"
"774144","189","189","189","1.262939453125","1.262939453125","1.262939453125"
"778240","190","190","190","1.288818359375","1.288818359375","1.288818359375"
"782336","191","191","191","1.16650390625","1.16650390625","1.16650390625"
"786432","192","192","192","1.384521484375","1.384521484375","1.384521484375"
"790528","193","193","193","1.469482421875","1.469482421875","1.469482421875"
"794624","194","194","194","1.38671875","1.38671875","1.38671875"
"798720","195","195","195","1.478271484375","1.478271484375","1.478271484375"
"802816","196","196","196","1.56787109375","1.56787109375","1.56787109375"
"806912","197","197","197","1.399658203125","1.399658203125","1.399658203125"
"811008","198","198","198","1.30908203125","1.30908203125","1.30908203125"
"815104","199","199","199","1.47509765625","1.47509765625","1.47509765625"
"819200","200","200","200","1.4033203125","1.4033203125","1.4033203125"
"823296","201","201","201","1.346923828125","1.346923828125","1.346923828125"
"827392","202","202","202","1.448486328125","1.448486328125","1.448486328125"
"831488","203","203","203","1.398193359375","1.398193359375","1.398193359375"
"835584","204","204","204","1.4814453125","1.4814453125","1.4814453125"
"839680","205","205","205","1.5830078125","1.5830078125","1.5830078125"
"843776","206","206","206","1.405517578125","1.405517578125","1.405517578125"
"847872","207","207","207","1.416259765625","1.416259765625","1.416259765625"
"851968","208","208","208","1.726318359375","1.726318359375","1.726318359375"
"856064","209","209","209","1.473388671875","1.473388671875","1.473388671875"
"860160","210","210","210","1.2177734375","1.2177734375","1.2177734375"
"864256","211","211","211","1.32373046875","1.32373046875","1.32373046875"
"868352","212","212","212","1.564453125","1.564453125","1.564453125"
"872448","213","213","213","1.385009765625","1.385009765625","1.385009765625"
"876544","214","214","214","1.320556640625","1.320556640625","1.320556640625"
"880640","215","215","215","1.333740234375","1.333740234375","1.333740234375"
"884736","216","216","216","1.416015625","1.416015625","1.416015625"
"888832","217","217","217","1.283203125","1.283203125","1.283203125"
"892928","218","218","218","1.38623046875","1.38623046875","1.38623046875"
"897024","219","219","219","1.572509765625","1.572509765625","1.572509765625"
"901120","220","220","220","1.781982421875","1.781982421875","1.781982421875"
"905216","221","221","221","1.60693359375","1.60693359375","1.60693359375"
"909312","222","222","222","1.547607421875","1.547607421875","1.547607421875"
"913408","223","223","223","1.44775390625","1.44775390625","1.44775390625"
"917504","224","224","224","1.621826171875","1.621826171875","1.621826171875"
"921600","225","225","225","1.601806640625","1.601806640625","1.601806640625"
"925696","226","226","226","1.627685546875","1.627685546875","1.627685546875"
"929792","227","227","227","1.848876953125","1.848876953125","1.848876953125"
"933888","228","228","228","1.751953125","1.751953125","1.751953125"
"937984","229","229","229","1.857421875","1.857421875","1.857421875"
"942080","230","230","230","1.621826171875","1.621826171875","1.621826171875"
"946176","231","231","231","1.72216796875","1.72216796875","1.72216796875"
"950272","232","232","232","1.603515625","1.603515625","1.603515625"
"954368","233","233","233","1.53125","1.53125","1.53125"
"958464","234","234","234","1.80517578125","1.80517578125","1.80517578125"
"962560","235","235","235","1.71337890625","1.71337890625","1.71337890625"
"966656","236","236","236","1.5869140625","1.5869140625","1.5869140625"
"970752","237","237","237","1.453369140625","1.453369140625","1.453369140625"
"974848","238","238","238","1.62255859375","1.62255859375","1.62255859375"
"978944","239","239","239","1.902099609375","1.902099609375","1.902099609375"
"983040","240","240","240","1.875","1.875","1.875"
"987136","241","241","241","1.733642578125","1.733642578125","1.733642578125"
"991232","242","242","242","1.6962890625","1.6962890625","1.6962890625"
"995328","243","243","243","1.845458984375","1.845458984375","1.845458984375"
"999424","244","244","244","1.774658203125","1.774658203125","1.774658203125"
"1003520","245","245","245","2.0107421875","2.0107421875","2.0107421875"
"1007616","246","246","246","1.80908203125","1.80908203125","1.80908203125"
"1011712","247","247","247","1.605712890625","1.605712890625","1.605712890625"
"1015808","248","248","248","1.588134765625","1.588134765625","1.588134765625"
"1019904","249","249","249","1.64599609375","1.64599609375","1.64599609375"
"1024000","250","250","250","1.799560546875","1.799560546875","1.799560546875"
"1028096","251","251","251","1.62060546875","1.62060546875","1.62060546875"
"1032192","252","252","252","1.69384765625","1.69384765625","1.69384765625"
"1036288","253","253","253","1.94873046875","1.94873046875","1.94873046875"
"1040384","254","254","254","1.78369140625","1.78369140625","1.78369140625"
"1044480","255","255","255","1.656005859375","1.656005859375","1.656005859375"
"1048576","256","256","256","1.697265625","1.697265625","1.697265625"
"1052672","257","257","257","1.874267578125","1.874267578125","1.874267578125"
"1056768","258","258","258","1.849365234375","1.849365234375","1.849365234375"
"1060864","259","259","259","1.869140625","1.869140625","1.869140625"
"1064960","260","260","260","2.15869140625","2.15869140625","2.15869140625"
"1069056","261","261","261","2.092529296875","2.092529296875","2.092529296875"
"1073152","262","262","262","1.6064453125","1.6064453125","1.6064453125"
"1077248","263","263","263","1.7626953125","1.7626953125","1.7626953125"
"1081344","264","264","264","2.241943359375","2.241943359375","2.241943359375"
"1085440","265","265","265","2.109619140625","2.109619140625","2.109619140625"
"1089536","266","266","266","1.858642578125","1.858642578125","1.858642578125"
"1093632","267","267","267","2.132568359375","2.132568359375","2.132568359375"
"1097728","268","268","268","2.270263671875","2.270263671875","2.270263671875"
"1101824","269","269","269","2.154296875","2.154296875","2.154296875"
"1105920","270","270","270","2.258056640625","2.258056640625","2.258056640625"
"1110016","271","271","271","2.1123046875","2.1123046875","2.1123046875"
"1114112","272","272","272","2.30126953125","2.30126953125","2.30126953125"
"1118208","273","273","273","2.410400390625","2.410400390625","2.410400390625"
"1122304","274","274","274","2.3525390625","2.3525390625","2.3525390625"
"1126400","275","275","275","2.365478515625","2.365478515625","2.365478515625"
"1130496","276","276","276","2.406982421875","2.406982421875","2.406982421875"
"1134592","277","277","277","2.27685546875","2.27685546875","2.27685546875"
"1138688","278","278","278","2.341552734375","2.341552734375","2.341552734375"
"1142784","279","279","279","2.167236328125","2.167236328125","2.167236328125"
"1146880","280","280","280","2.32958984375","2.32958984375","2.32958984375"
"1150976","281","281","281","2.427734375","2.427734375","2.427734375"
"1155072","282","282","282","2.6826171875","2.6826171875","2.6826171875"
"1159168","283","283","283","2.36376953125","2.36376953125","2.36376953125"
"1163264","284","284","284","1.9912109375","1.9912109375","1.9912109375"
"1167360","285","285","285","2.183837890625","2.183837890625","2.183837890625"
"1171456","286","286","286","2.2998046875","2.2998046875","2.2998046875"
"1175552","287","287","287","2.1416015625","2.1416015625","2.1416015625"
"1179648","288","288","288","2.3759765625","2.3759765625","2.3759765625"
"1183744","289","289","289","2.60009765625","2.60009765625","2.60009765625"
"1187840","290","290","290","2.728515625","2.728515625","2.728515625"
"1191936","291","291","291","2.756591796875","2.756591796875","2.756591796875"
"1196032","292","292","292","2.433349609375","2.433349609375","2.433349609375"
"1200128","293","293","293","2.404296875","2.404296875","2.404296875"
"1204224","294","294","294","2.516845703125","2.516845703125","2.516845703125"
"1208320","295","295","295","2.2041015625","2.2041015625","2.2041015625"
"1212416","296","296","296","2.498779296875","2.498779296875","2.498779296875"
"1216512","297","297","297","2.65380859375","2.65380859375","2.65380859375"
"1220608","298","298","298","2.508056640625","2.508056640625","2.508056640625"
"1224704","299","299","299","2.514404296875","2.514404296875","2.514404296875"
"1228800","300","300","300","2.799072265625","2.799072265625","2.799072265625"
"1232896","301","301","301","2.679443359375","2.679443359375","2.679443359375"
"1236992","302","302","302","2.78076171875","2.78076171875","2.78076171875"
"1241088","303","303","303","2.64599609375","2.64599609375","2.64599609375"
"1245184","304","304","304","2.54833984375","2.54833984375","2.54833984375"
"1249280","305","305","305","2.48779296875","2.48779296875","2.48779296875"
"1253376","306","306","306","2.3857421875","2.3857421875","2.3857421875"
"1257472","307","307","307","2.279296875","2.279296875","2.279296875"
"1261568","308","308","308","2.413818359375","2.413818359375","2.413818359375"
"1265664","309","309","309","2.80517578125","2.80517578125","2.80517578125"
"1269760","310","310","310","2.523193359375","2.523193359375","2.523193359375"
"1273856","311","311","311","2.52001953125","2.52001953125","2.52001953125"
"1277952","312","312","312","2.605224609375","2.605224609375","2.605224609375"
"1282048","313","313","313","2.86962890625","2.86962890625","2.86962890625"
"1286144","314","314","314","2.308837890625","2.308837890625","2.308837890625"
"1290240","315","315","315","2.46484375","2.46484375","2.46484375"
"1294336","316","316","316","2.712890625","2.712890625","2.712890625"
"1298432","317","317","317","3.103271484375","3.103271484375","3.103271484375"
"1302528","318","318","318","2.995849609375","2.995849609375","2.995849609375"
"1306624","319","319","319","3.060791015625","3.060791015625","3.060791015625"
"1310720","320","320","320","3.10888671875","3.10888671875","3.10888671875"
"1314816","321","321","321","2.784423828125","2.784423828125","2.784423828125"
"1318912","322","322","322","2.825927734375","2.825927734375","2.825927734375"
"1323008","323","323","323","2.5859375","2.5859375","2.5859375"
"1327104","324","324","324","2.621337890625","2.621337890625","2.621337890625"
"1331200","325","325","325","2.70068359375","2.70068359375","2.70068359375"
"1335296","326","326","326","2.454833984375","2.454833984375","2.454833984375"
"1339392","327","327","327","2.252197265625","2.252197265625","2.252197265625"
"1343488","328","328","328","2.454345703125","2.454345703125","2.454345703125"
"1347584","329","329","329","2.830322265625","2.830322265625","2.830322265625"
"1351680","330","330","330","3.291015625","3.291015625","3.291015625"
"1355776","331","331","331","3.223876953125","3.223876953125","3.223876953125"
"1359872","332","332","332","3.058837890625","3.058837890625","3.058837890625"
"1363968","333","333","333","3.047119140625","3.047119140625","3.047119140625"
"1368064","334","334","334","3.31298828125","3.31298828125","3.31298828125"
"1372160","335","335","335","2.994873046875","2.994873046875","2.994873046875"
"1376256","336","336","336","3.167724609375","3.167724609375","3.167724609375"
"1380352","337","337","337","3.16552734375","3.16552734375","3.16552734375"
"1384448","338","338","338","2.653564453125","2.653564453125","2.653564453125"
"1388544","339","339","339","2.67041015625","2.67041015625","2.67041015625"
"1392640","340","340","340","3.089599609375","3.089599609375","3.089599609375"
"1396736","341","341","341","3.296142578125","3.296142578125","3.296142578125"
"1400832","342","342","342","3.289306640625","3.289306640625","3.289306640625"
"1404928","343","343","343","3.29443359375","3.29443359375","3.29443359375"
"1409024","344","344","344","3.127197265625","3.127197265625","3.127197265625"
"1413120","345","345","345","3.108154296875","3.108154296875","3.108154296875"
"1417216","346","346","346","3.33154296875","3.33154296875","3.33154296875"
"1421312","347","347","347","3.39013671875","3.39013671875","3.39013671875"
"1425408","348","348","348","3.568603515625","3.568603515625","3.568603515625"
"1429504","349","349","349","3.44970703125","3.44970703125","3.44970703125"
"1433600","350","350","350","3.59130859375","3.59130859375","3.59130859375"
"1437696","351","351","351","3.664306640625","3.664306640625","3.664306640625"
"1441792","352","352","352","3.656494140625","3.656494140625","3.656494140625"
"1445888","353","353","353","3.6943359375","3.6943359375","3.6943359375"
"1449984","354","354","354","3.324951171875","3.324951171875","3.324951171875"
"1454080","355","355","355","3.14892578125","3.14892578125","3.14892578125"
"1458176","356","356","356","3.5166015625","3.5166015625","3.5166015625"
"1462272","357","357","357","3.7607421875","3.7607421875","3.7607421875"
"1466368","358","358","358","3.876220703125","3.876220703125","3.876220703125"
"1470464","359","359","359","3.683349609375","3.683349609375","3.683349609375"
"1474560","360","360","360","3.369873046875","3.369873046875","3.369873046875"
"1478656","361","361","361","3.40087890625","3.40087890625","3.40087890625"
"1482752","362","362","362","3.65087890625","3.65087890625","3.65087890625"
"1486848","363","363","363","3.93701171875","3.93701171875","3.93701171875"
"1490944","364","364","364","4.03662109375","4.03662109375","4.03662109375"
"1495040","365","365","365","4.008056640625","4.008056640625","4.008056640625"
"1499136","366","366","366","3.903564453125","3.903564453125","3.903564453125"
"1503232","367","367","367","4.003173828125","4.003173828125","4.003173828125"
"1507328","368","368","368","3.7197265625","3.7197265625","3.7197265625"
"1511424","369","369","369","3.81787109375","3.81787109375","3.81787109375"
"1515520","370","370","370","4.05517578125","4.05517578125","4.05517578125"
"1519616","371","371","371","4.09375","4.09375","4.09375"
"1523712","372","372","372","4.129150390625","4.129150390625","4.129150390625"
"1527808","373","373","373","3.853759765625","3.853759765625","3.853759765625"
"1531904","374","374","374","3.78271484375","3.78271484375","3.78271484375"
"1536000","375","375","375","4.283935546875","4.283935546875","4.283935546875"
"1540096","376","376","376","4.296875","4.296875","4.296875"
"1544192","377","377","377","4.280029296875","4.280029296875","4.280029296875"
"1548288","378","378","378","4.443603515625","4.443603515625","4.443603515625"
"1552384","379","379","379","4.32275390625","4.32275390625","4.32275390625"
"1556480","380","380","380","3.894287109375","3.894287109375","3.894287109375"
"1560576","381","381","381","4.03857421875","4.03857421875","4.03857421875"
"1564672","382","382","382","4.3310546875","4.3310546875","4.3310546875"
"1568768","383","383","383","4.580322265625","4.580322265625","4.580322265625"
"1572864","384","384","384","4.7275390625","4.7275390625","4.7275390625"
"1576960","385","385","385","4.55615234375","4.55615234375","4.55615234375"
"1581056","386","386","386","4.5048828125","4.5048828125","4.5048828125"
"1585152","387","387","387","4.226806640625","4.226806640625","4.226806640625"
"1589248","388","388","388","4.442138671875","4.442138671875","4.442138671875"
"1593344","389","389","389","4.667236328125","4.667236328125","4.667236328125"
"1597440","390","390","390","4.69189453125","4.69189453125","4.69189453125"
"1601536","391","391","391","4.528076171875","4.528076171875","4.528076171875"
"1605632","392","392","392","4.68701171875","4.68701171875","4.68701171875"
"1609728","393","393","393","4.37353515625","4.37353515625","4.37353515625"
"1613824","394","394","394","4.421630859375","4.421630859375","4.421630859375"
"1617920","395","395","395","4.44482421875","4.44482421875","4.44482421875"
"1622016","396","396","396","4.607177734375","4.607177734375","4.607177734375"
"1626112","397","397","397","4.41064453125","4.41064453125","4.41064453125"
"1630208","398","398","398","4.784912109375","4.784912109375","4.784912109375"
"1634304","399","399","399","5.056396484375","5.056396484375","5.056396484375"
"1638400","400","400","400","5.09765625","5.09765625","5.09765625"
"1642496","401","401","401","4.98974609375","4.98974609375","4.98974609375"
"1646592","402","402","402","4.86279296875","4.86279296875","4.86279296875"
"1650688","403","403","403","5.250244140625","5.250244140625","5.250244140625"
"1654784","404","404","404","4.942626953125","4.942626953125","4.942626953125"
"1658880","405","405","405","4.843505859375","4.843505859375","4.843505859375"
"1662976","406","406","406","5.0087890625","5.0087890625","5.0087890625"
"1667072","407","407","407","5.21728515625","5.21728515625","5.21728515625"
"1671168","408","408","408","5.06005859375","5.06005859375","5.06005859375"
"1675264","409","409","409","4.740234375","4.740234375","4.740234375"
"1679360","410","410","410","4.607177734375","4.607177734375","4.607177734375"
"1683456","411","411","411","4.479248046875","4.479248046875","4.479248046875"
"1687552","412","412","412","4.750244140625","4.750244140625","4.750244140625"
"1691648","413","413","413","4.892822265625","4.892822265625","4.892822265625"
"1695744","414","414","414","4.81494140625","4.81494140625","4.81494140625"
"1699840","415","415","415","4.92236328125","4.92236328125","4.92236328125"
"1703936","416","416","416","5.256103515625","5.256103515625","5.256103515625"
"1708032","417","417","417","5.38330078125","5.38330078125","5.38330078125"
"1712128","418","418","418","5.3115234375","5.3115234375","5.3115234375"
"1716224","419","419","419","5.25537109375","5.25537109375","5.25537109375"
"1720320","420","420","420","5.429931640625","5.429931640625","5.429931640625"
"1724416","421","421","421","5.49853515625","5.49853515625","5.49853515625"
"1728512","422","422","422","5.502197265625","5.502197265625","5.502197265625"
