"env_step","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step__MIN","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step__MAX","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MIN","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.411865234375","0.411865234375","0.411865234375"
"12288","3","3","3","0.424072265625","0.424072265625","0.424072265625"
"16384","4","4","4","0.453857421875","0.453857421875","0.453857421875"
"20480","5","5","5","0.3974609375","0.3974609375","0.3974609375"
"24576","6","6","6","0.421630859375","0.421630859375","0.421630859375"
"28672","7","7","7","0.45068359375","0.45068359375","0.45068359375"
"32768","8","8","8","0.420654296875","0.420654296875","0.420654296875"
"36864","9","9","9","0.427490234375","0.427490234375","0.427490234375"
"40960","10","10","10","0.4189453125","0.4189453125","0.4189453125"
"45056","11","11","11","0.414306640625","0.414306640625","0.414306640625"
"49152","12","12","12","0.38623046875","0.38623046875","0.38623046875"
"53248","13","13","13","0.443359375","0.443359375","0.443359375"
"57344","14","14","14","0.494140625","0.494140625","0.494140625"
"61440","15","15","15","0.42626953125","0.42626953125","0.42626953125"
"65536","16","16","16","0.442626953125","0.442626953125","0.442626953125"
"69632","17","17","17","0.44970703125","0.44970703125","0.44970703125"
"73728","18","18","18","0.4384765625","0.4384765625","0.4384765625"
"77824","19","19","19","0.418212890625","0.418212890625","0.418212890625"
"81920","20","20","20","0.490234375","0.490234375","0.490234375"
"86016","21","21","21","0.42578125","0.42578125","0.42578125"
"90112","22","22","22","0.414306640625","0.414306640625","0.414306640625"
"94208","23","23","23","0.484619140625","0.484619140625","0.484619140625"
"98304","24","24","24","0.417236328125","0.417236328125","0.417236328125"
"102400","25","25","25","0.496826171875","0.496826171875","0.496826171875"
"106496","26","26","26","0.42041015625","0.42041015625","0.42041015625"
"110592","27","27","27","0.45361328125","0.45361328125","0.45361328125"
"114688","28","28","28","0.47216796875","0.47216796875","0.47216796875"
"118784","29","29","29","0.439208984375","0.439208984375","0.439208984375"
"122880","30","30","30","0.455078125","0.455078125","0.455078125"
"126976","31","31","31","0.550537109375","0.550537109375","0.550537109375"
"131072","32","32","32","0.54541015625","0.54541015625","0.54541015625"
"135168","33","33","33","0.493408203125","0.493408203125","0.493408203125"
"139264","34","34","34","0.478515625","0.478515625","0.478515625"
"143360","35","35","35","0.507080078125","0.507080078125","0.507080078125"
"147456","36","36","36","0.473388671875","0.473388671875","0.473388671875"
"151552","37","37","37","0.466796875","0.466796875","0.466796875"
"155648","38","38","38","0.571044921875","0.571044921875","0.571044921875"
"159744","39","39","39","0.5625","0.5625","0.5625"
"163840","40","40","40","0.560546875","0.560546875","0.560546875"
"167936","41","41","41","0.65478515625","0.65478515625","0.65478515625"
"172032","42","42","42","0.522216796875","0.522216796875","0.522216796875"
"176128","43","43","43","0.53076171875","0.53076171875","0.53076171875"
"180224","44","44","44","0.531005859375","0.531005859375","0.531005859375"
"184320","45","45","45","0.486083984375","0.486083984375","0.486083984375"
"188416","46","46","46","0.527099609375","0.527099609375","0.527099609375"
"192512","47","47","47","0.557373046875","0.557373046875","0.557373046875"
"196608","48","48","48","0.562744140625","0.562744140625","0.562744140625"
"200704","49","49","49","0.494873046875","0.494873046875","0.494873046875"
"204800","50","50","50","0.552734375","0.552734375","0.552734375"
"208896","51","51","51","0.59912109375","0.59912109375","0.59912109375"
"212992","52","52","52","0.583251953125","0.583251953125","0.583251953125"
"217088","53","53","53","0.580322265625","0.580322265625","0.580322265625"
"221184","54","54","54","0.526611328125","0.526611328125","0.526611328125"
"225280","55","55","55","0.57275390625","0.57275390625","0.57275390625"
"229376","56","56","56","0.58740234375","0.58740234375","0.58740234375"
"233472","57","57","57","0.618896484375","0.618896484375","0.618896484375"
"237568","58","58","58","0.598388671875","0.598388671875","0.598388671875"
"241664","59","59","59","0.619384765625","0.619384765625","0.619384765625"
"245760","60","60","60","0.530517578125","0.530517578125","0.530517578125"
"249856","61","61","61","0.4833984375","0.4833984375","0.4833984375"
"253952","62","62","62","0.556884765625","0.556884765625","0.556884765625"
"258048","63","63","63","0.644775390625","0.644775390625","0.644775390625"
"262144","64","64","64","0.662353515625","0.662353515625","0.662353515625"
"266240","65","65","65","0.562255859375","0.562255859375","0.562255859375"
"270336","66","66","66","0.572509765625","0.572509765625","0.572509765625"
"274432","67","67","67","0.68505859375","0.68505859375","0.68505859375"
"278528","68","68","68","0.643798828125","0.643798828125","0.643798828125"
"282624","69","69","69","0.63525390625","0.63525390625","0.63525390625"
"286720","70","70","70","0.65283203125","0.65283203125","0.65283203125"
