"env_step","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step__MIN","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step__MAX","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MIN","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.411865234375","0.411865234375","0.411865234375"
"12288","3","3","3","0.424072265625","0.424072265625","0.424072265625"
"16384","4","4","4","0.453857421875","0.453857421875","0.453857421875"
"20480","5","5","5","0.3974609375","0.3974609375","0.3974609375"
"24576","6","6","6","0.421630859375","0.421630859375","0.421630859375"
"28672","7","7","7","0.45068359375","0.45068359375","0.45068359375"
"32768","8","8","8","0.42041015625","0.42041015625","0.42041015625"
"36864","9","9","9","0.41162109375","0.41162109375","0.41162109375"
"40960","10","10","10","0.418701171875","0.418701171875","0.418701171875"
"45056","11","11","11","0.41015625","0.41015625","0.41015625"
"49152","12","12","12","0.39697265625","0.39697265625","0.39697265625"
"53248","13","13","13","0.392822265625","0.392822265625","0.392822265625"
"57344","14","14","14","0.458984375","0.458984375","0.458984375"
"61440","15","15","15","0.480712890625","0.480712890625","0.480712890625"
"65536","16","16","16","0.5087890625","0.5087890625","0.5087890625"
"69632","17","17","17","0.4892578125","0.4892578125","0.4892578125"
"73728","18","18","18","0.44580078125","0.44580078125","0.44580078125"
"77824","19","19","19","0.408935546875","0.408935546875","0.408935546875"
"81920","20","20","20","0.45947265625","0.45947265625","0.45947265625"
"86016","21","21","21","0.508056640625","0.508056640625","0.508056640625"
"90112","22","22","22","0.470947265625","0.470947265625","0.470947265625"
"94208","23","23","23","0.519287109375","0.519287109375","0.519287109375"
"98304","24","24","24","0.418701171875","0.418701171875","0.418701171875"
"102400","25","25","25","0.495849609375","0.495849609375","0.495849609375"
"106496","26","26","26","0.467041015625","0.467041015625","0.467041015625"
"110592","27","27","27","0.45703125","0.45703125","0.45703125"
"114688","28","28","28","0.49169921875","0.49169921875","0.49169921875"
"118784","29","29","29","0.509765625","0.509765625","0.509765625"
"122880","30","30","30","0.435546875","0.435546875","0.435546875"
"126976","31","31","31","0.533203125","0.533203125","0.533203125"
"131072","32","32","32","0.537353515625","0.537353515625","0.537353515625"
"135168","33","33","33","0.523193359375","0.523193359375","0.523193359375"
"139264","34","34","34","0.490234375","0.490234375","0.490234375"
"143360","35","35","35","0.54638671875","0.54638671875","0.54638671875"
"147456","36","36","36","0.48779296875","0.48779296875","0.48779296875"
"151552","37","37","37","0.443603515625","0.443603515625","0.443603515625"
"155648","38","38","38","0.57763671875","0.57763671875","0.57763671875"
"159744","39","39","39","0.535888671875","0.535888671875","0.535888671875"
"163840","40","40","40","0.4990234375","0.4990234375","0.4990234375"
"167936","41","41","41","0.5615234375","0.5615234375","0.5615234375"
"172032","42","42","42","0.57373046875","0.57373046875","0.57373046875"
"176128","43","43","43","0.490478515625","0.490478515625","0.490478515625"
"180224","44","44","44","0.525390625","0.525390625","0.525390625"
"184320","45","45","45","0.523193359375","0.523193359375","0.523193359375"
"188416","46","46","46","0.534912109375","0.534912109375","0.534912109375"
"192512","47","47","47","0.575927734375","0.575927734375","0.575927734375"
"196608","48","48","48","0.5234375","0.5234375","0.5234375"
"200704","49","49","49","0.421875","0.421875","0.421875"
"204800","50","50","50","0.574462890625","0.574462890625","0.574462890625"
"208896","51","51","51","0.599853515625","0.599853515625","0.599853515625"
"212992","52","52","52","0.56787109375","0.56787109375","0.56787109375"
"217088","53","53","53","0.58203125","0.58203125","0.58203125"
"221184","54","54","54","0.673095703125","0.673095703125","0.673095703125"
"225280","55","55","55","0.572021484375","0.572021484375","0.572021484375"
"229376","56","56","56","0.61572265625","0.61572265625","0.61572265625"
"233472","57","57","57","0.721923828125","0.721923828125","0.721923828125"
"237568","58","58","58","0.584228515625","0.584228515625","0.584228515625"
"241664","59","59","59","0.54833984375","0.54833984375","0.54833984375"
"245760","60","60","60","0.563232421875","0.563232421875","0.563232421875"
"249856","61","61","61","0.554931640625","0.554931640625","0.554931640625"
"253952","62","62","62","0.518798828125","0.518798828125","0.518798828125"
"258048","63","63","63","0.646240234375","0.646240234375","0.646240234375"
"262144","64","64","64","0.573974609375","0.573974609375","0.573974609375"
"266240","65","65","65","0.571044921875","0.571044921875","0.571044921875"
"270336","66","66","66","0.62353515625","0.62353515625","0.62353515625"
"274432","67","67","67","0.654296875","0.654296875","0.654296875"
"278528","68","68","68","0.59033203125","0.59033203125","0.59033203125"
"282624","69","69","69","0.576416015625","0.576416015625","0.576416015625"
"286720","70","70","70","0.60302734375","0.60302734375","0.60302734375"
