"env_step","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step__MIN","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - _step__MAX","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MIN","Breakout-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.411865234375","0.411865234375","0.411865234375"
"12288","3","3","3","0.424072265625","0.424072265625","0.424072265625"
"16384","4","4","4","0.453857421875","0.453857421875","0.453857421875"
"20480","5","5","5","0.3974609375","0.3974609375","0.3974609375"
"24576","6","6","6","0.421630859375","0.421630859375","0.421630859375"
"28672","7","7","7","0.45068359375","0.45068359375","0.45068359375"
"32768","8","8","8","0.42041015625","0.42041015625","0.42041015625"
"36864","9","9","9","0.416015625","0.416015625","0.416015625"
"40960","10","10","10","0.41748046875","0.41748046875","0.41748046875"
"45056","11","11","11","0.4189453125","0.4189453125","0.4189453125"
"49152","12","12","12","0.41259765625","0.41259765625","0.41259765625"
"53248","13","13","13","0.404296875","0.404296875","0.404296875"
"57344","14","14","14","0.4677734375","0.4677734375","0.4677734375"
"61440","15","15","15","0.451904296875","0.451904296875","0.451904296875"
"65536","16","16","16","0.47314453125","0.47314453125","0.47314453125"
"69632","17","17","17","0.44921875","0.44921875","0.44921875"
"73728","18","18","18","0.515625","0.515625","0.515625"
"77824","19","19","19","0.410888671875","0.410888671875","0.410888671875"
"81920","20","20","20","0.442138671875","0.442138671875","0.442138671875"
"86016","21","21","21","0.4208984375","0.4208984375","0.4208984375"
"90112","22","22","22","0.43701171875","0.43701171875","0.43701171875"
"94208","23","23","23","0.49658203125","0.49658203125","0.49658203125"
"98304","24","24","24","0.480224609375","0.480224609375","0.480224609375"
"102400","25","25","25","0.452392578125","0.452392578125","0.452392578125"
"106496","26","26","26","0.492919921875","0.492919921875","0.492919921875"
"110592","27","27","27","0.481201171875","0.481201171875","0.481201171875"
"114688","28","28","28","0.5546875","0.5546875","0.5546875"
"118784","29","29","29","0.492919921875","0.492919921875","0.492919921875"
"122880","30","30","30","0.493896484375","0.493896484375","0.493896484375"
"126976","31","31","31","0.541015625","0.541015625","0.541015625"
"131072","32","32","32","0.499755859375","0.499755859375","0.499755859375"
"135168","33","33","33","0.473876953125","0.473876953125","0.473876953125"
"139264","34","34","34","0.4833984375","0.4833984375","0.4833984375"
"143360","35","35","35","0.5244140625","0.5244140625","0.5244140625"
"147456","36","36","36","0.555908203125","0.555908203125","0.555908203125"
"151552","37","37","37","0.516357421875","0.516357421875","0.516357421875"
"155648","38","38","38","0.596435546875","0.596435546875","0.596435546875"
"159744","39","39","39","0.618896484375","0.618896484375","0.618896484375"
"163840","40","40","40","0.542236328125","0.542236328125","0.542236328125"
"167936","41","41","41","0.571044921875","0.571044921875","0.571044921875"
"172032","42","42","42","0.55712890625","0.55712890625","0.55712890625"
"176128","43","43","43","0.53857421875","0.53857421875","0.53857421875"
"180224","44","44","44","0.561279296875","0.561279296875","0.561279296875"
"184320","45","45","45","0.556640625","0.556640625","0.556640625"
"188416","46","46","46","0.546142578125","0.546142578125","0.546142578125"
"192512","47","47","47","0.532470703125","0.532470703125","0.532470703125"
"196608","48","48","48","0.5986328125","0.5986328125","0.5986328125"
"200704","49","49","49","0.524658203125","0.524658203125","0.524658203125"
"204800","50","50","50","0.542236328125","0.542236328125","0.542236328125"
"208896","51","51","51","0.63720703125","0.63720703125","0.63720703125"
"212992","52","52","52","0.606201171875","0.606201171875","0.606201171875"
"217088","53","53","53","0.597900390625","0.597900390625","0.597900390625"
"221184","54","54","54","0.55029296875","0.55029296875","0.55029296875"
"225280","55","55","55","0.47998046875","0.47998046875","0.47998046875"
"229376","56","56","56","0.690185546875","0.690185546875","0.690185546875"
"233472","57","57","57","0.6708984375","0.6708984375","0.6708984375"
"237568","58","58","58","0.717529296875","0.717529296875","0.717529296875"
"241664","59","59","59","0.738037109375","0.738037109375","0.738037109375"
"245760","60","60","60","0.57470703125","0.57470703125","0.57470703125"
"249856","61","61","61","0.53564453125","0.53564453125","0.53564453125"
"253952","62","62","62","0.626953125","0.626953125","0.626953125"
"258048","63","63","63","0.714111328125","0.714111328125","0.714111328125"
"262144","64","64","64","0.6220703125","0.6220703125","0.6220703125"
"266240","65","65","65","0.514892578125","0.514892578125","0.514892578125"
"270336","66","66","66","0.647705078125","0.647705078125","0.647705078125"
"274432","67","67","67","0.743408203125","0.743408203125","0.743408203125"
"278528","68","68","68","0.672119140625","0.672119140625","0.672119140625"
"282624","69","69","69","0.620849609375","0.620849609375","0.620849609375"
"286720","70","70","70","0.6767578125","0.6767578125","0.6767578125"
