env_step,pqn_Breakout-MinAtar - returned_episode_returns
4096,0.1455078125
8192,0.4130859375
12288,0.432373046875
16384,0.465576171875
20480,0.391357421875
24576,0.4326171875
28672,0.456787109375
32768,0.45458984375
36864,0.459716796875
40960,0.427001953125
45056,0.439697265625
49152,0.398681640625
53248,0.38525390625
57344,0.429443359375
61440,0.473388671875
65536,0.449462890625
69632,0.458251953125
73728,0.468994140625
77824,0.443359375
81920,0.549560546875
86016,0.45703125
90112,0.442138671875
94208,0.489990234375
98304,0.434326171875
102400,0.45068359375
106496,0.42138671875
110592,0.47705078125
114688,0.43115234375
118784,0.43994140625
122880,0.506103515625
126976,0.576416015625
131072,0.56982421875
135168,0.519287109375
139264,0.479736328125
143360,0.578369140625
147456,0.484375
151552,0.4951171875
155648,0.5126953125
159744,0.515380859375
163840,0.5478515625
167936,0.595458984375
172032,0.63427734375
176128,0.561279296875
180224,0.538330078125
184320,0.571533203125
188416,0.573974609375
192512,0.5234375
196608,0.51904296875
200704,0.613525390625
204800,0.627197265625
208896,0.548828125
212992,0.5185546875
217088,0.69287109375
221184,0.76220703125
225280,0.56103515625
229376,0.721923828125
233472,0.638427734375
237568,0.647216796875
241664,0.623291015625
245760,0.572998046875
249856,0.546875
253952,0.58984375
258048,0.6650390625
262144,0.5849609375
266240,0.53369140625
270336,0.697998046875
274432,0.635009765625
278528,0.556884765625
282624,0.660400390625
286720,0.6220703125
290816,0.657958984375
294912,0.6884765625
299008,0.67041015625
303104,0.65380859375
307200,0.638671875
311296,0.687744140625
315392,0.79541015625
319488,0.78564453125
323584,0.712890625
327680,0.77783203125
331776,0.74169921875
335872,0.802490234375
339968,0.77880859375
344064,0.78125
348160,0.63330078125
352256,0.7060546875
356352,0.74365234375
360448,0.791748046875
364544,0.719970703125
368640,0.73388671875
372736,0.7138671875
376832,0.738525390625
380928,0.741943359375
385024,0.743408203125
389120,0.75830078125
393216,0.761962890625
397312,0.7646484375
401408,0.8095703125
405504,0.80615234375
409600,0.74462890625
413696,0.80322265625
417792,0.879150390625
421888,0.814208984375
425984,0.882568359375
430080,0.933837890625
434176,0.81005859375
438272,0.78173828125
442368,0.70654296875
446464,0.8681640625
450560,0.86181640625
454656,0.808837890625
458752,0.830810546875
462848,0.936767578125
466944,0.7890625
471040,0.826904296875
475136,0.946044921875
479232,0.853271484375
483328,0.877197265625
487424,0.84423828125
491520,0.91650390625
495616,0.88671875
499712,0.9150390625
503808,0.906005859375
507904,0.94189453125
512000,0.9375
516096,0.8837890625
520192,0.922119140625
524288,0.994140625
528384,1.06494140625
532480,0.974365234375
536576,1.001220703125
540672,1.02783203125
544768,1.012939453125
548864,0.990966796875
552960,1.03955078125
557056,0.9833984375
561152,0.8720703125
565248,0.989990234375
569344,0.930908203125
573440,1.084228515625
577536,1.092041015625
581632,0.97705078125
585728,0.98388671875
589824,1.105712890625
593920,1.142578125
598016,1.273193359375
602112,1.0693359375
606208,1.1396484375
610304,1.1005859375
614400,1.07568359375
618496,1.177490234375
622592,1.27392578125
626688,1.258544921875
630784,1.18408203125
634880,1.11376953125
638976,1.091064453125
643072,1.08251953125
647168,1.2197265625
651264,1.177734375
655360,1.34814453125
659456,1.44091796875
663552,1.2236328125
667648,1.219482421875
671744,1.083740234375
675840,1.14111328125
679936,1.226806640625
684032,1.182373046875
688128,1.292236328125
692224,1.2431640625
696320,1.304443359375
700416,1.437255859375
704512,1.32861328125
708608,1.510009765625
712704,1.257080078125
716800,1.3515625
720896,1.32275390625
724992,1.3271484375
729088,1.30126953125
733184,1.130859375
737280,1.40185546875
741376,1.3271484375
745472,1.37255859375
749568,1.252685546875
