"env_step","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - _step","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - _step__MIN","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - _step__MAX","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MIN","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.41064453125","0.41064453125","0.41064453125"
"12288","3","3","3","0.431396484375","0.431396484375","0.431396484375"
"16384","4","4","4","0.45263671875","0.45263671875","0.45263671875"
"20480","5","5","5","0.415283203125","0.415283203125","0.415283203125"
"24576","6","6","6","0.44677734375","0.44677734375","0.44677734375"
"28672","7","7","7","0.449951171875","0.449951171875","0.449951171875"
"32768","8","8","8","0.4384765625","0.4384765625","0.4384765625"
"36864","9","9","9","0.456787109375","0.456787109375","0.456787109375"
"40960","10","10","10","0.439697265625","0.439697265625","0.439697265625"
"45056","11","11","11","0.453369140625","0.453369140625","0.453369140625"
"49152","12","12","12","0.40869140625","0.40869140625","0.40869140625"
"53248","13","13","13","0.4033203125","0.4033203125","0.4033203125"
"57344","14","14","14","0.468505859375","0.468505859375","0.468505859375"
"61440","15","15","15","0.43798828125","0.43798828125","0.43798828125"
"65536","16","16","16","0.43017578125","0.43017578125","0.43017578125"
"69632","17","17","17","0.46337890625","0.46337890625","0.46337890625"
"73728","18","18","18","0.475341796875","0.475341796875","0.475341796875"
"77824","19","19","19","0.407958984375","0.407958984375","0.407958984375"
"81920","20","20","20","0.476318359375","0.476318359375","0.476318359375"
"86016","21","21","21","0.43505859375","0.43505859375","0.43505859375"
"90112","22","22","22","0.439208984375","0.439208984375","0.439208984375"
"94208","23","23","23","0.5087890625","0.5087890625","0.5087890625"
"98304","24","24","24","0.43408203125","0.43408203125","0.43408203125"
"102400","25","25","25","0.42529296875","0.42529296875","0.42529296875"
"106496","26","26","26","0.394775390625","0.394775390625","0.394775390625"
"110592","27","27","27","0.42333984375","0.42333984375","0.42333984375"
"114688","28","28","28","0.452392578125","0.452392578125","0.452392578125"
"118784","29","29","29","0.4599609375","0.4599609375","0.4599609375"
"122880","30","30","30","0.45654296875","0.45654296875","0.45654296875"
"126976","31","31","31","0.4609375","0.4609375","0.4609375"
"131072","32","32","32","0.477294921875","0.477294921875","0.477294921875"
"135168","33","33","33","0.514892578125","0.514892578125","0.514892578125"
"139264","34","34","34","0.4990234375","0.4990234375","0.4990234375"
"143360","35","35","35","0.474609375","0.474609375","0.474609375"
"147456","36","36","36","0.462158203125","0.462158203125","0.462158203125"
"151552","37","37","37","0.429443359375","0.429443359375","0.429443359375"
"155648","38","38","38","0.517822265625","0.517822265625","0.517822265625"
"159744","39","39","39","0.530029296875","0.530029296875","0.530029296875"
"163840","40","40","40","0.5","0.5","0.5"
"167936","41","41","41","0.56591796875","0.56591796875","0.56591796875"
"172032","42","42","42","0.494140625","0.494140625","0.494140625"
"176128","43","43","43","0.48486328125","0.48486328125","0.48486328125"
"180224","44","44","44","0.523193359375","0.523193359375","0.523193359375"
"184320","45","45","45","0.555419921875","0.555419921875","0.555419921875"
"188416","46","46","46","0.50244140625","0.50244140625","0.50244140625"
"192512","47","47","47","0.481201171875","0.481201171875","0.481201171875"
"196608","48","48","48","0.582763671875","0.582763671875","0.582763671875"
"200704","49","49","49","0.564453125","0.564453125","0.564453125"
"204800","50","50","50","0.499267578125","0.499267578125","0.499267578125"
"208896","51","51","51","0.580810546875","0.580810546875","0.580810546875"
"212992","52","52","52","0.481689453125","0.481689453125","0.481689453125"
"217088","53","53","53","0.575927734375","0.575927734375","0.575927734375"
"221184","54","54","54","0.494384765625","0.494384765625","0.494384765625"
"225280","55","55","55","0.525634765625","0.525634765625","0.525634765625"
"229376","56","56","56","0.566162109375","0.566162109375","0.566162109375"
"233472","57","57","57","0.641845703125","0.641845703125","0.641845703125"
"237568","58","58","58","0.6962890625","0.6962890625","0.6962890625"
"241664","59","59","59","0.6142578125","0.6142578125","0.6142578125"
"245760","60","60","60","0.565673828125","0.565673828125","0.565673828125"
"249856","61","61","61","0.5166015625","0.5166015625","0.5166015625"
"253952","62","62","62","0.534912109375","0.534912109375","0.534912109375"
"258048","63","63","63","0.6005859375","0.6005859375","0.6005859375"
"262144","64","64","64","0.614501953125","0.614501953125","0.614501953125"
"266240","65","65","65","0.585205078125","0.585205078125","0.585205078125"
"270336","66","66","66","0.59912109375","0.59912109375","0.59912109375"
