env_step,pqn_Breakout-MinAtar - returned_episode_returns
4096,0.1455078125
8192,0.4130859375
12288,0.432373046875
16384,0.465576171875
20480,0.39990234375
24576,0.433837890625
28672,0.423583984375
32768,0.442626953125
36864,0.459716796875
40960,0.421142578125
45056,0.4482421875
49152,0.40625
53248,0.433349609375
57344,0.472900390625
61440,0.47021484375
65536,0.420654296875
69632,0.437255859375
73728,0.4619140625
77824,0.4208984375
81920,0.48828125
86016,0.481201171875
90112,0.4072265625
94208,0.508056640625
98304,0.45166015625
102400,0.489013671875
106496,0.427734375
110592,0.49267578125
114688,0.4755859375
118784,0.45166015625
122880,0.468994140625
126976,0.55615234375
131072,0.53662109375
135168,0.450439453125
139264,0.483154296875
143360,0.57861328125
147456,0.564697265625
151552,0.5126953125
155648,0.54736328125
159744,0.52587890625
163840,0.5302734375
167936,0.64306640625
172032,0.554443359375
176128,0.611328125
180224,0.623046875
184320,0.4921875
188416,0.530517578125
192512,0.522216796875
196608,0.64404296875
200704,0.52294921875
204800,0.588623046875
208896,0.60107421875
212992,0.591064453125
217088,0.545654296875
221184,0.638916015625
225280,0.546142578125
229376,0.576904296875
233472,0.73046875
237568,0.67626953125
241664,0.659423828125
245760,0.509033203125
249856,0.560302734375
253952,0.549560546875
258048,0.669677734375
262144,0.6298828125
266240,0.5478515625
270336,0.71484375
274432,0.696044921875
278528,0.663818359375
282624,0.695068359375
286720,0.654541015625
290816,0.637451171875
294912,0.698974609375
299008,0.69482421875
303104,0.625244140625
307200,0.58544921875
311296,0.66259765625
315392,0.669189453125
319488,0.72705078125
323584,0.719970703125
327680,0.680419921875
331776,0.68115234375
335872,0.703857421875
339968,0.790771484375
344064,0.66015625
348160,0.68359375
352256,0.695068359375
356352,0.687744140625
360448,0.803955078125
364544,0.8212890625
368640,0.724853515625
372736,0.77783203125
376832,0.851806640625
380928,0.791015625
385024,0.64990234375
389120,0.78466796875
393216,0.78369140625
397312,0.69189453125
401408,0.825439453125
405504,0.77783203125
409600,0.746337890625
413696,0.7802734375
417792,0.8095703125
421888,0.83447265625
425984,0.819091796875
430080,0.916015625
434176,0.751708984375
438272,0.704345703125
442368,0.75
446464,0.918701171875
450560,0.881103515625
454656,0.8173828125
458752,0.904296875
462848,0.874267578125
466944,0.8095703125
471040,0.86376953125
475136,0.89501953125
479232,0.8876953125
483328,0.932861328125
487424,0.897216796875
491520,0.902587890625
495616,0.927978515625
499712,0.853759765625
503808,0.801513671875
507904,0.911865234375
512000,0.83349609375
516096,0.9169921875
520192,0.93017578125
524288,0.935791015625
528384,1.126220703125
532480,0.976806640625
536576,1.00048828125
540672,0.94970703125
544768,0.86279296875
548864,1.059814453125
552960,1.0146484375
557056,1.01904296875
561152,0.922119140625
565248,0.895263671875
569344,0.958984375
573440,0.98828125
577536,0.951416015625
581632,1.061279296875
585728,1.04638671875
589824,1.213134765625
593920,1.11767578125
598016,1.25244140625
602112,1.10302734375
606208,1.145751953125
610304,1.208251953125
614400,1.235107421875
618496,1.11279296875
622592,1.362548828125
626688,1.27197265625
630784,1.33447265625
634880,1.280517578125
638976,1.168701171875
643072,1.19873046875
647168,1.0791015625
651264,1.116455078125
655360,1.127197265625
659456,1.08984375
663552,1.181396484375
667648,1.15673828125
671744,0.998291015625
675840,1.213134765625
679936,1.220458984375
684032,1.076904296875
688128,1.14208984375
692224,1.1005859375
696320,1.369873046875
700416,1.33447265625
704512,1.346923828125
708608,1.487548828125
712704,1.263427734375
716800,1.326904296875
720896,1.324462890625
724992,1.319091796875
729088,1.534423828125
733184,1.279541015625
737280,1.2041015625
741376,1.34375
745472,1.37451171875
749568,1.412109375
