env_step,pqn_Breakout-MinAtar - returned_episode_returns
4096,0.1455078125
8192,0.4130859375
12288,0.432373046875
16384,0.45654296875
20480,0.38916015625
24576,0.44384765625
28672,0.43017578125
32768,0.457763671875
36864,0.46435546875
40960,0.455810546875
45056,0.4638671875
49152,0.395751953125
53248,0.407958984375
57344,0.4970703125
61440,0.448974609375
65536,0.446533203125
69632,0.486083984375
73728,0.45458984375
77824,0.44140625
81920,0.422119140625
86016,0.476318359375
90112,0.453857421875
94208,0.50244140625
98304,0.44775390625
102400,0.4658203125
106496,0.483154296875
110592,0.47265625
114688,0.504638671875
118784,0.475341796875
122880,0.513427734375
126976,0.619140625
131072,0.560302734375
135168,0.576171875
139264,0.499267578125
143360,0.504638671875
147456,0.50146484375
151552,0.476806640625
155648,0.553466796875
159744,0.552490234375
163840,0.55029296875
167936,0.5458984375
172032,0.533447265625
176128,0.57763671875
180224,0.6953125
184320,0.529296875
188416,0.539794921875
192512,0.557373046875
196608,0.591064453125
200704,0.5478515625
204800,0.550537109375
208896,0.568603515625
212992,0.5732421875
217088,0.656494140625
221184,0.718017578125
225280,0.606689453125
229376,0.5888671875
233472,0.725830078125
237568,0.75537109375
241664,0.68115234375
245760,0.553466796875
249856,0.526611328125
253952,0.608154296875
258048,0.584716796875
262144,0.63671875
266240,0.68017578125
270336,0.636962890625
274432,0.575927734375
278528,0.614501953125
282624,0.6748046875
286720,0.68896484375
290816,0.73486328125
294912,0.6435546875
299008,0.621337890625
303104,0.671142578125
307200,0.724853515625
311296,0.6494140625
315392,0.72119140625
319488,0.6904296875
323584,0.70654296875
327680,0.59375
331776,0.805419921875
335872,0.77685546875
339968,0.654541015625
344064,0.6953125
348160,0.7109375
352256,0.708740234375
356352,0.7412109375
360448,0.76806640625
364544,0.7880859375
368640,0.814208984375
372736,0.8935546875
376832,0.7734375
380928,0.856201171875
385024,0.749755859375
389120,0.7431640625
393216,0.810302734375
397312,0.72509765625
401408,0.750732421875
405504,0.71826171875
409600,0.781005859375
413696,0.750732421875
417792,0.820556640625
421888,0.82177734375
425984,0.75390625
430080,0.856689453125
434176,0.86083984375
438272,0.802978515625
442368,0.818603515625
446464,0.93115234375
450560,0.856689453125
454656,0.89892578125
458752,0.78125
462848,0.964111328125
466944,0.931396484375
471040,0.93505859375
475136,0.939453125
479232,0.929443359375
483328,0.940185546875
487424,0.907470703125
491520,0.916015625
495616,0.96142578125
499712,0.930419921875
503808,0.8251953125
507904,0.873046875
512000,0.990966796875
516096,0.9169921875
520192,0.953125
524288,1.029052734375
528384,0.963134765625
532480,1.00537109375
536576,1.085205078125
540672,0.923828125
544768,0.969482421875
548864,0.97314453125
552960,1.025390625
557056,1.015625
561152,1.031982421875
565248,1.1298828125
569344,1.00927734375
573440,0.97412109375
577536,0.986328125
581632,0.9423828125
585728,0.82080078125
589824,1.08935546875
593920,1.24365234375
598016,1.040771484375
602112,0.84033203125
606208,1.12109375
610304,1.150146484375
614400,1.098876953125
618496,1.156005859375
622592,1.110595703125
626688,1.2490234375
630784,1.15087890625
634880,1.1279296875
638976,1.221923828125
643072,1.310791015625
647168,1.1708984375
651264,1.11962890625
655360,1.1201171875
659456,1.125732421875
663552,1.3681640625
667648,1.15478515625
671744,1.229736328125
675840,1.352294921875
679936,1.34375
684032,1.25830078125
688128,1.231689453125
692224,1.23828125
696320,1.36767578125
700416,1.342041015625
704512,1.35546875
708608,1.281982421875
712704,1.14892578125
716800,1.24951171875
720896,1.28076171875
724992,1.305908203125
729088,1.48779296875
733184,1.390625
737280,1.350830078125
741376,1.260986328125
745472,1.334716796875
749568,1.391845703125
753664,1.493896484375
