env_step,pqn_Breakout-MinAtar - returned_episode_returns
4096,0.1455078125
8192,0.4130859375
12288,0.432373046875
16384,0.461669921875
20480,0.397705078125
24576,0.436279296875
28672,0.440673828125
32768,0.459228515625
36864,0.45556640625
40960,0.4404296875
45056,0.43115234375
49152,0.397216796875
53248,0.42822265625
57344,0.45751953125
61440,0.491943359375
65536,0.412841796875
69632,0.494384765625
73728,0.48291015625
77824,0.4248046875
81920,0.496337890625
86016,0.444580078125
90112,0.4228515625
94208,0.458984375
98304,0.449462890625
102400,0.4619140625
106496,0.4794921875
110592,0.485107421875
114688,0.493896484375
118784,0.52001953125
122880,0.4951171875
126976,0.573486328125
131072,0.550537109375
135168,0.532470703125
139264,0.435791015625
143360,0.525146484375
147456,0.46044921875
151552,0.471435546875
155648,0.54638671875
159744,0.51953125
163840,0.554931640625
167936,0.5771484375
172032,0.56005859375
176128,0.5517578125
180224,0.56982421875
184320,0.47412109375
188416,0.492431640625
192512,0.5107421875
196608,0.650146484375
200704,0.562744140625
204800,0.57177734375
208896,0.5634765625
212992,0.58203125
217088,0.652587890625
221184,0.74658203125
225280,0.67236328125
229376,0.61865234375
233472,0.703125
237568,0.6865234375
241664,0.56982421875
245760,0.586181640625
249856,0.59228515625
253952,0.60400390625
258048,0.666259765625
262144,0.690185546875
266240,0.679931640625
270336,0.612060546875
274432,0.65234375
278528,0.61962890625
282624,0.646728515625
286720,0.586669921875
290816,0.732177734375
294912,0.700439453125
299008,0.705810546875
303104,0.6337890625
307200,0.647216796875
311296,0.623779296875
315392,0.576904296875
319488,0.70458984375
323584,0.647216796875
327680,0.7158203125
331776,0.822998046875
335872,0.798095703125
339968,0.721435546875
344064,0.750244140625
348160,0.729736328125
352256,0.63671875
356352,0.673095703125
360448,0.78173828125
364544,0.773681640625
368640,0.790283203125
372736,0.737548828125
376832,0.813232421875
380928,0.725830078125
385024,0.800048828125
389120,0.7880859375
393216,0.776611328125
397312,0.69970703125
401408,0.746826171875
405504,0.762939453125
409600,0.7744140625
413696,0.79052734375
417792,0.75244140625
421888,0.811279296875
425984,0.877197265625
430080,0.985595703125
434176,0.885009765625
438272,0.845703125
442368,0.7939453125
446464,0.816650390625
450560,0.8818359375
454656,0.905029296875
458752,0.91162109375
462848,0.9541015625
466944,0.869140625
471040,0.937255859375
475136,0.88720703125
479232,0.844482421875
483328,0.98828125
487424,0.89599609375
491520,0.875244140625
495616,0.8974609375
499712,0.8251953125
503808,0.767333984375
507904,0.868896484375
512000,0.894287109375
516096,0.944580078125
520192,0.9208984375
524288,0.96337890625
528384,1.16796875
532480,1.043212890625
536576,1.073486328125
540672,1.019775390625
544768,1.0947265625
548864,1.00244140625
552960,0.929931640625
557056,0.9755859375
561152,1.089599609375
565248,0.935546875
569344,1.033935546875
573440,0.959716796875
577536,1.07958984375
581632,0.984375
585728,0.921142578125
589824,1.104736328125
593920,1.20458984375
598016,1.037109375
602112,0.94287109375
606208,1.1171875
610304,0.99853515625
614400,1.16796875
618496,1.29833984375
622592,1.240966796875
626688,1.10107421875
630784,1.120849609375
634880,1.070556640625
638976,1.07861328125
643072,1.0576171875
647168,1.065185546875
651264,1.150390625
655360,1.15478515625
659456,1.183349609375
663552,1.2265625
667648,1.100830078125
671744,1.11083984375
675840,1.228271484375
679936,1.401123046875
684032,1.315185546875
688128,1.196533203125
692224,1.114013671875
696320,1.16064453125
700416,1.40087890625
704512,1.258544921875
708608,1.337646484375
712704,1.223388671875
716800,1.35400390625
720896,1.3193359375
724992,1.44140625
729088,1.455322265625
733184,1.23388671875
737280,1.209716796875
741376,1.196533203125
745472,1.210693359375
749568,1.295654296875
