env_step,pqn_Breakout-MinAtar - returned_episode_returns
4096,0.1455078125
8192,0.4130859375
12288,0.432373046875
16384,0.461669921875
20480,0.397705078125
24576,0.43603515625
28672,0.43310546875
32768,0.4404296875
36864,0.474365234375
40960,0.451416015625
45056,0.449951171875
49152,0.379638671875
53248,0.4052734375
57344,0.433349609375
61440,0.4873046875
65536,0.40869140625
69632,0.434326171875
73728,0.4775390625
77824,0.390869140625
81920,0.46533203125
86016,0.475341796875
90112,0.421630859375
94208,0.471435546875
98304,0.455078125
102400,0.482666015625
106496,0.512451171875
110592,0.547607421875
114688,0.4765625
118784,0.504638671875
122880,0.435546875
126976,0.569091796875
131072,0.547607421875
135168,0.45263671875
139264,0.479736328125
143360,0.5439453125
147456,0.51513671875
151552,0.543212890625
155648,0.6220703125
159744,0.57666015625
163840,0.543701171875
167936,0.555908203125
172032,0.53271484375
176128,0.589599609375
180224,0.599609375
184320,0.56005859375
188416,0.5234375
192512,0.47021484375
196608,0.582763671875
200704,0.47265625
204800,0.590576171875
208896,0.5712890625
212992,0.5478515625
217088,0.63720703125
221184,0.675048828125
225280,0.587158203125
229376,0.6748046875
233472,0.683837890625
237568,0.68603515625
241664,0.65576171875
245760,0.56494140625
249856,0.569580078125
253952,0.64501953125
258048,0.703857421875
262144,0.65087890625
266240,0.603515625
270336,0.5859375
274432,0.65869140625
278528,0.646240234375
282624,0.676513671875
286720,0.584228515625
290816,0.677490234375
294912,0.69775390625
299008,0.712890625
303104,0.718994140625
307200,0.706298828125
311296,0.61669921875
315392,0.702880859375
319488,0.707275390625
323584,0.72705078125
327680,0.676513671875
331776,0.67138671875
335872,0.79541015625
339968,0.763427734375
344064,0.7919921875
348160,0.723876953125
352256,0.724365234375
356352,0.657470703125
360448,0.8447265625
364544,0.767333984375
368640,0.64453125
372736,0.76220703125
376832,0.799072265625
380928,0.77294921875
385024,0.700439453125
389120,0.807373046875
393216,0.7578125
397312,0.81689453125
401408,0.749755859375
405504,0.781494140625
409600,0.780029296875
413696,0.719482421875
417792,0.787109375
421888,0.933837890625
425984,0.905517578125
430080,0.909423828125
434176,0.92919921875
438272,0.71142578125
442368,0.799560546875
446464,0.785400390625
450560,0.839111328125
454656,0.780029296875
458752,0.859619140625
462848,0.923583984375
466944,0.870361328125
471040,0.832275390625
475136,0.89599609375
479232,0.922119140625
483328,0.84326171875
487424,0.90673828125
491520,0.840087890625
495616,0.880615234375
499712,0.881103515625
503808,0.883056640625
507904,0.913818359375
512000,0.96337890625
516096,0.948974609375
520192,0.985595703125
524288,0.904052734375
528384,1.05224609375
532480,0.872802734375
536576,0.87548828125
540672,0.98681640625
544768,1.031982421875
548864,0.935546875
552960,0.968505859375
557056,1.031494140625
561152,0.916015625
565248,0.99609375
569344,1.060302734375
573440,1.10205078125
577536,1.0009765625
581632,1.046875
585728,0.966796875
589824,1.015625
593920,1.07080078125
598016,1.03564453125
602112,1.04443359375
606208,1.03466796875
610304,1.0927734375
614400,1.0400390625
618496,1.16748046875
622592,1.230712890625
626688,1.240478515625
630784,1.158447265625
634880,1.127197265625
638976,1.168212890625
643072,1.165283203125
647168,1.2568359375
651264,1.160400390625
655360,1.24951171875
659456,1.3251953125
663552,1.38671875
667648,1.265380859375
671744,1.06591796875
675840,1.096435546875
679936,1.107421875
684032,1.167724609375
688128,1.353515625
692224,1.355224609375
696320,1.142822265625
700416,1.234130859375
704512,1.278076171875
708608,1.374267578125
712704,1.09912109375
716800,1.212646484375
720896,1.286376953125
724992,1.45458984375
729088,1.37109375
733184,1.410888671875
737280,1.29345703125
741376,1.2216796875
745472,1.29345703125
749568,1.27978515625
