"env_step","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - _step","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - _step__MIN","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - _step__MAX","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MIN","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.30810546875","0.30810546875","0.30810546875"
"8192","2","2","2","1.752685546875","1.752685546875","1.752685546875"
"12288","3","3","3","2.88427734375","2.88427734375","2.88427734375"
"16384","4","4","4","3.561767578125","3.561767578125","3.561767578125"
"20480","5","5","5","4.186767578125","4.186767578125","4.186767578125"
"24576","6","6","6","4.724365234375","4.724365234375","4.724365234375"
"28672","7","7","7","4.456298828125","4.456298828125","4.456298828125"
"32768","8","8","8","4.33154296875","4.33154296875","4.33154296875"
"36864","9","9","9","4.08544921875","4.08544921875","4.08544921875"
"40960","10","10","10","4.11328125","4.11328125","4.11328125"
"45056","11","11","11","4.167724609375","4.167724609375","4.167724609375"
"49152","12","12","12","4.230224609375","4.230224609375","4.230224609375"
"53248","13","13","13","4.402587890625","4.402587890625","4.402587890625"
"57344","14","14","14","4.312744140625","4.312744140625","4.312744140625"
"61440","15","15","15","4.269775390625","4.269775390625","4.269775390625"
"65536","16","16","16","4.391357421875","4.391357421875","4.391357421875"
"69632","17","17","17","4.208984375","4.208984375","4.208984375"
"73728","18","18","18","4.41650390625","4.41650390625","4.41650390625"
"77824","19","19","19","4.19580078125","4.19580078125","4.19580078125"
"81920","20","20","20","4.447509765625","4.447509765625","4.447509765625"
"86016","21","21","21","4.390869140625","4.390869140625","4.390869140625"
"90112","22","22","22","4.389404296875","4.389404296875","4.389404296875"
"94208","23","23","23","4.149169921875","4.149169921875","4.149169921875"
"98304","24","24","24","3.9140625","3.9140625","3.9140625"
"102400","25","25","25","4.008056640625","4.008056640625","4.008056640625"
"106496","26","26","26","4.20263671875","4.20263671875","4.20263671875"
"110592","27","27","27","4.32568359375","4.32568359375","4.32568359375"
"114688","28","28","28","4.0869140625","4.0869140625","4.0869140625"
"118784","29","29","29","4.27294921875","4.27294921875","4.27294921875"
"122880","30","30","30","4.20068359375","4.20068359375","4.20068359375"
"126976","31","31","31","4.301513671875","4.301513671875","4.301513671875"
"131072","32","32","32","4.449951171875","4.449951171875","4.449951171875"
"135168","33","33","33","4.670654296875","4.670654296875","4.670654296875"
"139264","34","34","34","4.6201171875","4.6201171875","4.6201171875"
"143360","35","35","35","4.844482421875","4.844482421875","4.844482421875"
"147456","36","36","36","4.44775390625","4.44775390625","4.44775390625"
"151552","37","37","37","4.226318359375","4.226318359375","4.226318359375"
"155648","38","38","38","4.258056640625","4.258056640625","4.258056640625"
"159744","39","39","39","4.2119140625","4.2119140625","4.2119140625"
"163840","40","40","40","4.499755859375","4.499755859375","4.499755859375"
"167936","41","41","41","4.96142578125","4.96142578125","4.96142578125"
"172032","42","42","42","4.839111328125","4.839111328125","4.839111328125"
"176128","43","43","43","4.502197265625","4.502197265625","4.502197265625"
"180224","44","44","44","4.324951171875","4.324951171875","4.324951171875"
"184320","45","45","45","4.342529296875","4.342529296875","4.342529296875"
"188416","46","46","46","4.501708984375","4.501708984375","4.501708984375"
"192512","47","47","47","4.896728515625","4.896728515625","4.896728515625"
"196608","48","48","48","5.0576171875","5.0576171875","5.0576171875"
"200704","49","49","49","4.925537109375","4.925537109375","4.925537109375"
"204800","50","50","50","5.393310546875","5.393310546875","5.393310546875"
"208896","51","51","51","5.55859375","5.55859375","5.55859375"
"212992","52","52","52","5.31005859375","5.31005859375","5.31005859375"
"217088","53","53","53","5.084228515625","5.084228515625","5.084228515625"
"221184","54","54","54","4.691162109375","4.691162109375","4.691162109375"
"225280","55","55","55","4.6259765625","4.6259765625","4.6259765625"
"229376","56","56","56","4.75830078125","4.75830078125","4.75830078125"
"233472","57","57","57","4.344482421875","4.344482421875","4.344482421875"
"237568","58","58","58","4.46728515625","4.46728515625","4.46728515625"
"241664","59","59","59","4.43212890625","4.43212890625","4.43212890625"
"245760","60","60","60","4.30615234375","4.30615234375","4.30615234375"
"249856","61","61","61","4.564208984375","4.564208984375","4.564208984375"
"253952","62","62","62","4.72998046875","4.72998046875","4.72998046875"
"258048","63","63","63","4.7490234375","4.7490234375","4.7490234375"
"262144","64","64","64","4.86279296875","4.86279296875","4.86279296875"
"266240","65","65","65","4.9580078125","4.9580078125","4.9580078125"
"270336","66","66","66","5.2138671875","5.2138671875","5.2138671875"
"274432","67","67","67","5.1904296875","5.1904296875","5.1904296875"
"278528","68","68","68","4.907958984375","4.907958984375","4.907958984375"
"282624","69","69","69","4.72509765625","4.72509765625","4.72509765625"
"286720","70","70","70","4.93701171875","4.93701171875","4.93701171875"
"290816","71","71","71","5.35888671875","5.35888671875","5.35888671875"
"294912","72","72","72","5.227783203125","5.227783203125","5.227783203125"
"299008","73","73","73","4.94970703125","4.94970703125","4.94970703125"
"303104","74","74","74","4.853759765625","4.853759765625","4.853759765625"
"307200","75","75","75","4.89501953125","4.89501953125","4.89501953125"
"311296","76","76","76","5.564697265625","5.564697265625","5.564697265625"
"315392","77","77","77","6.277587890625","6.277587890625","6.277587890625"
"319488","78","78","78","6.318115234375","6.318115234375","6.318115234375"
"323584","79","79","79","6.087890625","6.087890625","6.087890625"
"327680","80","80","80","5.70068359375","5.70068359375","5.70068359375"
"331776","81","81","81","5.338623046875","5.338623046875","5.338623046875"
"335872","82","82","82","5.4619140625","5.4619140625","5.4619140625"
"339968","83","83","83","5.409912109375","5.409912109375","5.409912109375"
"344064","84","84","84","5.231689453125","5.231689453125","5.231689453125"
"348160","85","85","85","5.06298828125","5.06298828125","5.06298828125"
"352256","86","86","86","5.26025390625","5.26025390625","5.26025390625"
"356352","87","87","87","5.516845703125","5.516845703125","5.516845703125"
"360448","88","88","88","5.3671875","5.3671875","5.3671875"
"364544","89","89","89","5.25146484375","5.25146484375","5.25146484375"
"368640","90","90","90","5.006103515625","5.006103515625","5.006103515625"
"372736","91","91","91","5.368408203125","5.368408203125","5.368408203125"
"376832","92","92","92","5.44189453125","5.44189453125","5.44189453125"
"380928","93","93","93","5.25732421875","5.25732421875","5.25732421875"
"385024","94","94","94","5.495849609375","5.495849609375","5.495849609375"
"389120","95","95","95","5.5703125","5.5703125","5.5703125"
"393216","96","96","96","5.361083984375","5.361083984375","5.361083984375"
"397312","97","97","97","5.398681640625","5.398681640625","5.398681640625"
"401408","98","98","98","5.492431640625","5.492431640625","5.492431640625"
"405504","99","99","99","5.81982421875","5.81982421875","5.81982421875"
"409600","100","100","100","6.052734375","6.052734375","6.052734375"
"413696","101","101","101","5.703125","5.703125","5.703125"
"417792","102","102","102","5.841552734375","5.841552734375","5.841552734375"
"421888","103","103","103","6.615234375","6.615234375","6.615234375"
"425984","104","104","104","6.548583984375","6.548583984375","6.548583984375"
"430080","105","105","105","6.028564453125","6.028564453125","6.028564453125"
"434176","106","106","106","5.93212890625","5.93212890625","5.93212890625"
"438272","107","107","107","5.97509765625","5.97509765625","5.97509765625"
"442368","108","108","108","5.962158203125","5.962158203125","5.962158203125"
"446464","109","109","109","5.891357421875","5.891357421875","5.891357421875"
"450560","110","110","110","5.887939453125","5.887939453125","5.887939453125"
"454656","111","111","111","5.693359375","5.693359375","5.693359375"
"458752","112","112","112","5.886474609375","5.886474609375","5.886474609375"
"462848","113","113","113","5.752197265625","5.752197265625","5.752197265625"
"466944","114","114","114","5.945556640625","5.945556640625","5.945556640625"
"471040","115","115","115","5.7783203125","5.7783203125","5.7783203125"
"475136","116","116","116","6.0439453125","6.0439453125","6.0439453125"
"479232","117","117","117","5.714111328125","5.714111328125","5.714111328125"
"483328","118","118","118","5.915771484375","5.915771484375","5.915771484375"
"487424","119","119","119","6.019287109375","6.019287109375","6.019287109375"
"491520","120","120","120","5.56591796875","5.56591796875","5.56591796875"
"495616","121","121","121","5.728759765625","5.728759765625","5.728759765625"
"499712","122","122","122","5.7294921875","5.7294921875","5.7294921875"
"503808","123","123","123","5.830322265625","5.830322265625","5.830322265625"
"507904","124","124","124","5.87060546875","5.87060546875","5.87060546875"
"512000","125","125","125","5.59619140625","5.59619140625","5.59619140625"
"516096","126","126","126","5.798828125","5.798828125","5.798828125"
"520192","127","127","127","5.991943359375","5.991943359375","5.991943359375"
"524288","128","128","128","6.301025390625","6.301025390625","6.301025390625"
"528384","129","129","129","6.228515625","6.228515625","6.228515625"
