"env_step","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - _step","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - _step__MIN","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - _step__MAX","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MIN","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.30810546875","0.30810546875","0.30810546875"
"8192","2","2","2","1.752685546875","1.752685546875","1.752685546875"
"12288","3","3","3","2.88427734375","2.88427734375","2.88427734375"
"16384","4","4","4","3.561767578125","3.561767578125","3.561767578125"
"20480","5","5","5","4.186767578125","4.186767578125","4.186767578125"
"24576","6","6","6","4.724365234375","4.724365234375","4.724365234375"
"28672","7","7","7","4.456298828125","4.456298828125","4.456298828125"
"32768","8","8","8","4.33154296875","4.33154296875","4.33154296875"
"36864","9","9","9","4.06494140625","4.06494140625","4.06494140625"
"40960","10","10","10","4.107666015625","4.107666015625","4.107666015625"
"45056","11","11","11","4.2138671875","4.2138671875","4.2138671875"
"49152","12","12","12","4.30517578125","4.30517578125","4.30517578125"
"53248","13","13","13","4.40234375","4.40234375","4.40234375"
"57344","14","14","14","4.150146484375","4.150146484375","4.150146484375"
"61440","15","15","15","3.959716796875","3.959716796875","3.959716796875"
"65536","16","16","16","4.1484375","4.1484375","4.1484375"
"69632","17","17","17","4.2158203125","4.2158203125","4.2158203125"
"73728","18","18","18","4.5361328125","4.5361328125","4.5361328125"
"77824","19","19","19","4.33251953125","4.33251953125","4.33251953125"
"81920","20","20","20","4.29150390625","4.29150390625","4.29150390625"
"86016","21","21","21","3.931396484375","3.931396484375","3.931396484375"
"90112","22","22","22","4.069091796875","4.069091796875","4.069091796875"
"94208","23","23","23","4.427001953125","4.427001953125","4.427001953125"
"98304","24","24","24","4.34326171875","4.34326171875","4.34326171875"
"102400","25","25","25","4.30419921875","4.30419921875","4.30419921875"
"106496","26","26","26","4.526123046875","4.526123046875","4.526123046875"
"110592","27","27","27","4.693603515625","4.693603515625","4.693603515625"
"114688","28","28","28","4.6123046875","4.6123046875","4.6123046875"
"118784","29","29","29","4.32763671875","4.32763671875","4.32763671875"
"122880","30","30","30","4.41943359375","4.41943359375","4.41943359375"
"126976","31","31","31","4.37451171875","4.37451171875","4.37451171875"
"131072","32","32","32","4.274169921875","4.274169921875","4.274169921875"
"135168","33","33","33","4.086181640625","4.086181640625","4.086181640625"
"139264","34","34","34","4.214111328125","4.214111328125","4.214111328125"
"143360","35","35","35","4.26513671875","4.26513671875","4.26513671875"
"147456","36","36","36","4.225341796875","4.225341796875","4.225341796875"
"151552","37","37","37","4.156494140625","4.156494140625","4.156494140625"
"155648","38","38","38","4.321533203125","4.321533203125","4.321533203125"
"159744","39","39","39","4.5087890625","4.5087890625","4.5087890625"
"163840","40","40","40","4.58349609375","4.58349609375","4.58349609375"
"167936","41","41","41","4.39501953125","4.39501953125","4.39501953125"
"172032","42","42","42","4.506103515625","4.506103515625","4.506103515625"
"176128","43","43","43","4.4501953125","4.4501953125","4.4501953125"
"180224","44","44","44","4.681396484375","4.681396484375","4.681396484375"
"184320","45","45","45","4.901123046875","4.901123046875","4.901123046875"
"188416","46","46","46","4.600341796875","4.600341796875","4.600341796875"
"192512","47","47","47","4.877685546875","4.877685546875","4.877685546875"
"196608","48","48","48","5.084716796875","5.084716796875","5.084716796875"
"200704","49","49","49","4.84912109375","4.84912109375","4.84912109375"
"204800","50","50","50","4.465576171875","4.465576171875","4.465576171875"
"208896","51","51","51","4.565673828125","4.565673828125","4.565673828125"
"212992","52","52","52","4.6845703125","4.6845703125","4.6845703125"
"217088","53","53","53","4.42919921875","4.42919921875","4.42919921875"
"221184","54","54","54","4.594482421875","4.594482421875","4.594482421875"
"225280","55","55","55","5.13427734375","5.13427734375","5.13427734375"
"229376","56","56","56","4.955078125","4.955078125","4.955078125"
"233472","57","57","57","4.582275390625","4.582275390625","4.582275390625"
"237568","58","58","58","4.97119140625","4.97119140625","4.97119140625"
"241664","59","59","59","4.78857421875","4.78857421875","4.78857421875"
"245760","60","60","60","5.048095703125","5.048095703125","5.048095703125"
"249856","61","61","61","5.32763671875","5.32763671875","5.32763671875"
"253952","62","62","62","5.23046875","5.23046875","5.23046875"
"258048","63","63","63","5.352783203125","5.352783203125","5.352783203125"
"262144","64","64","64","5.060791015625","5.060791015625","5.060791015625"
"266240","65","65","65","5.066162109375","5.066162109375","5.066162109375"
"270336","66","66","66","5.66259765625","5.66259765625","5.66259765625"
"274432","67","67","67","5.97900390625","5.97900390625","5.97900390625"
"278528","68","68","68","6.105224609375","6.105224609375","6.105224609375"
"282624","69","69","69","5.629638671875","5.629638671875","5.629638671875"
"286720","70","70","70","5.36669921875","5.36669921875","5.36669921875"
"290816","71","71","71","5.083251953125","5.083251953125","5.083251953125"
"294912","72","72","72","4.9248046875","4.9248046875","4.9248046875"
"299008","73","73","73","4.51953125","4.51953125","4.51953125"
"303104","74","74","74","4.818359375","4.818359375","4.818359375"
"307200","75","75","75","5.239990234375","5.239990234375","5.239990234375"
"311296","76","76","76","5.025390625","5.025390625","5.025390625"
"315392","77","77","77","5.113037109375","5.113037109375","5.113037109375"
"319488","78","78","78","5.451416015625","5.451416015625","5.451416015625"
"323584","79","79","79","6.158447265625","6.158447265625","6.158447265625"
"327680","80","80","80","5.9345703125","5.9345703125","5.9345703125"
"331776","81","81","81","5.5","5.5","5.5"
"335872","82","82","82","5.371337890625","5.371337890625","5.371337890625"
"339968","83","83","83","5.404052734375","5.404052734375","5.404052734375"
"344064","84","84","84","5.356201171875","5.356201171875","5.356201171875"
"348160","85","85","85","5.74658203125","5.74658203125","5.74658203125"
"352256","86","86","86","5.28759765625","5.28759765625","5.28759765625"
"356352","87","87","87","4.840087890625","4.840087890625","4.840087890625"
"360448","88","88","88","5.416259765625","5.416259765625","5.416259765625"
"364544","89","89","89","5.308349609375","5.308349609375","5.308349609375"
"368640","90","90","90","5.57421875","5.57421875","5.57421875"
"372736","91","91","91","5.303955078125","5.303955078125","5.303955078125"
"376832","92","92","92","5.592041015625","5.592041015625","5.592041015625"
"380928","93","93","93","5.674072265625","5.674072265625","5.674072265625"
"385024","94","94","94","5.64111328125","5.64111328125","5.64111328125"
"389120","95","95","95","5.413330078125","5.413330078125","5.413330078125"
"393216","96","96","96","5.337890625","5.337890625","5.337890625"
"397312","97","97","97","5.63720703125","5.63720703125","5.63720703125"
"401408","98","98","98","5.779296875","5.779296875","5.779296875"
"405504","99","99","99","6.193359375","6.193359375","6.193359375"
"409600","100","100","100","6.05908203125","6.05908203125","6.05908203125"
"413696","101","101","101","6.3212890625","6.3212890625","6.3212890625"
"417792","102","102","102","6.438232421875","6.438232421875","6.438232421875"
"421888","103","103","103","6.47412109375","6.47412109375","6.47412109375"
"425984","104","104","104","6.34130859375","6.34130859375","6.34130859375"
"430080","105","105","105","6.719482421875","6.719482421875","6.719482421875"
"434176","106","106","106","6.2275390625","6.2275390625","6.2275390625"
"438272","107","107","107","5.98583984375","5.98583984375","5.98583984375"
"442368","108","108","108","5.80078125","5.80078125","5.80078125"
"446464","109","109","109","5.67626953125","5.67626953125","5.67626953125"
"450560","110","110","110","5.964599609375","5.964599609375","5.964599609375"
"454656","111","111","111","5.48095703125","5.48095703125","5.48095703125"
"458752","112","112","112","5.52197265625","5.52197265625","5.52197265625"
"462848","113","113","113","5.792724609375","5.792724609375","5.792724609375"
"466944","114","114","114","5.502197265625","5.502197265625","5.502197265625"
"471040","115","115","115","5.3330078125","5.3330078125","5.3330078125"
"475136","116","116","116","5.213623046875","5.213623046875","5.213623046875"
"479232","117","117","117","5.35107421875","5.35107421875","5.35107421875"
"483328","118","118","118","5.43505859375","5.43505859375","5.43505859375"
"487424","119","119","119","5.58935546875","5.58935546875","5.58935546875"
"491520","120","120","120","6.225341796875","6.225341796875","6.225341796875"
"495616","121","121","121","6.432373046875","6.432373046875","6.432373046875"
"499712","122","122","122","6.222412109375","6.222412109375","6.222412109375"
"503808","123","123","123","6.060302734375","6.060302734375","6.060302734375"
"507904","124","124","124","5.95947265625","5.95947265625","5.95947265625"
"512000","125","125","125","6.34375","6.34375","6.34375"
"516096","126","126","126","6.661376953125","6.661376953125","6.661376953125"
"520192","127","127","127","6.548583984375","6.548583984375","6.548583984375"
"524288","128","128","128","6.662353515625","6.662353515625","6.662353515625"
"528384","129","129","129","6.111083984375","6.111083984375","6.111083984375"
"532480","130","130","130","5.697021484375","5.697021484375","5.697021484375"
