"env_step","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - _step","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - _step__MIN","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - _step__MAX","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MIN","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.30810546875","0.30810546875","0.30810546875"
"8192","2","2","2","1.752685546875","1.752685546875","1.752685546875"
"12288","3","3","3","2.88427734375","2.88427734375","2.88427734375"
"16384","4","4","4","3.561767578125","3.561767578125","3.561767578125"
"20480","5","5","5","4.186767578125","4.186767578125","4.186767578125"
"24576","6","6","6","4.724365234375","4.724365234375","4.724365234375"
"28672","7","7","7","4.456298828125","4.456298828125","4.456298828125"
"32768","8","8","8","4.33154296875","4.33154296875","4.33154296875"
"36864","9","9","9","4.088134765625","4.088134765625","4.088134765625"
"40960","10","10","10","4.099365234375","4.099365234375","4.099365234375"
"45056","11","11","11","4.133056640625","4.133056640625","4.133056640625"
"49152","12","12","12","4.232421875","4.232421875","4.232421875"
"53248","13","13","13","4.289794921875","4.289794921875","4.289794921875"
"57344","14","14","14","4.27880859375","4.27880859375","4.27880859375"
"61440","15","15","15","4.2548828125","4.2548828125","4.2548828125"
"65536","16","16","16","4.53369140625","4.53369140625","4.53369140625"
"69632","17","17","17","4.452392578125","4.452392578125","4.452392578125"
"73728","18","18","18","4.368896484375","4.368896484375","4.368896484375"
"77824","19","19","19","4.197998046875","4.197998046875","4.197998046875"
"81920","20","20","20","4.15771484375","4.15771484375","4.15771484375"
"86016","21","21","21","4.236083984375","4.236083984375","4.236083984375"
"90112","22","22","22","3.952392578125","3.952392578125","3.952392578125"
"94208","23","23","23","4.185302734375","4.185302734375","4.185302734375"
"98304","24","24","24","4.24609375","4.24609375","4.24609375"
"102400","25","25","25","4.143310546875","4.143310546875","4.143310546875"
"106496","26","26","26","4.133056640625","4.133056640625","4.133056640625"
"110592","27","27","27","4.042236328125","4.042236328125","4.042236328125"
"114688","28","28","28","4.17333984375","4.17333984375","4.17333984375"
"118784","29","29","29","4.274658203125","4.274658203125","4.274658203125"
"122880","30","30","30","4.155517578125","4.155517578125","4.155517578125"
"126976","31","31","31","4.464111328125","4.464111328125","4.464111328125"
"131072","32","32","32","4.1962890625","4.1962890625","4.1962890625"
"135168","33","33","33","4.190673828125","4.190673828125","4.190673828125"
"139264","34","34","34","4.060302734375","4.060302734375","4.060302734375"
"143360","35","35","35","4.130126953125","4.130126953125","4.130126953125"
"147456","36","36","36","4.453857421875","4.453857421875","4.453857421875"
"151552","37","37","37","4.46728515625","4.46728515625","4.46728515625"
"155648","38","38","38","4.5283203125","4.5283203125","4.5283203125"
"159744","39","39","39","4.585205078125","4.585205078125","4.585205078125"
"163840","40","40","40","4.638427734375","4.638427734375","4.638427734375"
"167936","41","41","41","4.517822265625","4.517822265625","4.517822265625"
"172032","42","42","42","4.2998046875","4.2998046875","4.2998046875"
"176128","43","43","43","4.3916015625","4.3916015625","4.3916015625"
"180224","44","44","44","4.251708984375","4.251708984375","4.251708984375"
"184320","45","45","45","4.366943359375","4.366943359375","4.366943359375"
"188416","46","46","46","4.2265625","4.2265625","4.2265625"
"192512","47","47","47","4.329345703125","4.329345703125","4.329345703125"
"196608","48","48","48","4.451904296875","4.451904296875","4.451904296875"
"200704","49","49","49","4.770263671875","4.770263671875","4.770263671875"
"204800","50","50","50","4.6064453125","4.6064453125","4.6064453125"
"208896","51","51","51","4.64404296875","4.64404296875","4.64404296875"
"212992","52","52","52","4.967041015625","4.967041015625","4.967041015625"
"217088","53","53","53","4.931884765625","4.931884765625","4.931884765625"
"221184","54","54","54","4.990478515625","4.990478515625","4.990478515625"
"225280","55","55","55","4.510009765625","4.510009765625","4.510009765625"
"229376","56","56","56","4.593994140625","4.593994140625","4.593994140625"
"233472","57","57","57","4.7744140625","4.7744140625","4.7744140625"
"237568","58","58","58","5.54541015625","5.54541015625","5.54541015625"
"241664","59","59","59","5.67333984375","5.67333984375","5.67333984375"
"245760","60","60","60","5.7109375","5.7109375","5.7109375"
"249856","61","61","61","5.180419921875","5.180419921875","5.180419921875"
"253952","62","62","62","4.826416015625","4.826416015625","4.826416015625"
"258048","63","63","63","5.053955078125","5.053955078125","5.053955078125"
"262144","64","64","64","4.948486328125","4.948486328125","4.948486328125"
"266240","65","65","65","4.771728515625","4.771728515625","4.771728515625"
"270336","66","66","66","5.005126953125","5.005126953125","5.005126953125"
"274432","67","67","67","5.34716796875","5.34716796875","5.34716796875"
"278528","68","68","68","5.687744140625","5.687744140625","5.687744140625"
"282624","69","69","69","5.4609375","5.4609375","5.4609375"
"286720","70","70","70","5.458740234375","5.458740234375","5.458740234375"
"290816","71","71","71","5.248291015625","5.248291015625","5.248291015625"
"294912","72","72","72","5.574951171875","5.574951171875","5.574951171875"
"299008","73","73","73","5.773681640625","5.773681640625","5.773681640625"
"303104","74","74","74","5.4189453125","5.4189453125","5.4189453125"
"307200","75","75","75","5.51953125","5.51953125","5.51953125"
"311296","76","76","76","5.058349609375","5.058349609375","5.058349609375"
"315392","77","77","77","5.2958984375","5.2958984375","5.2958984375"
"319488","78","78","78","5.47314453125","5.47314453125","5.47314453125"
"323584","79","79","79","4.8857421875","4.8857421875","4.8857421875"
"327680","80","80","80","5.15380859375","5.15380859375","5.15380859375"
"331776","81","81","81","5.098876953125","5.098876953125","5.098876953125"
"335872","82","82","82","4.840087890625","4.840087890625","4.840087890625"
"339968","83","83","83","4.92626953125","4.92626953125","4.92626953125"
"344064","84","84","84","4.921142578125","4.921142578125","4.921142578125"
"348160","85","85","85","5.0537109375","5.0537109375","5.0537109375"
"352256","86","86","86","5.519287109375","5.519287109375","5.519287109375"
"356352","87","87","87","6.143310546875","6.143310546875","6.143310546875"
"360448","88","88","88","6.047607421875","6.047607421875","6.047607421875"
"364544","89","89","89","5.876708984375","5.876708984375","5.876708984375"
"368640","90","90","90","5.824462890625","5.824462890625","5.824462890625"
"372736","91","91","91","5.607421875","5.607421875","5.607421875"
"376832","92","92","92","5.29736328125","5.29736328125","5.29736328125"
"380928","93","93","93","5.169921875","5.169921875","5.169921875"
"385024","94","94","94","5.66796875","5.66796875","5.66796875"
"389120","95","95","95","5.521728515625","5.521728515625","5.521728515625"
"393216","96","96","96","5.072509765625","5.072509765625","5.072509765625"
"397312","97","97","97","5.252685546875","5.252685546875","5.252685546875"
"401408","98","98","98","5.50927734375","5.50927734375","5.50927734375"
"405504","99","99","99","5.64892578125","5.64892578125","5.64892578125"
"409600","100","100","100","5.58251953125","5.58251953125","5.58251953125"
"413696","101","101","101","5.465576171875","5.465576171875","5.465576171875"
"417792","102","102","102","5.49072265625","5.49072265625","5.49072265625"
"421888","103","103","103","5.881591796875","5.881591796875","5.881591796875"
"425984","104","104","104","6.06640625","6.06640625","6.06640625"
"430080","105","105","105","6.205322265625","6.205322265625","6.205322265625"
"434176","106","106","106","5.874267578125","5.874267578125","5.874267578125"
"438272","107","107","107","6.033203125","6.033203125","6.033203125"
"442368","108","108","108","6.145751953125","6.145751953125","6.145751953125"
"446464","109","109","109","5.556884765625","5.556884765625","5.556884765625"
"450560","110","110","110","5.16357421875","5.16357421875","5.16357421875"
"454656","111","111","111","5.261474609375","5.261474609375","5.261474609375"
"458752","112","112","112","6.04833984375","6.04833984375","6.04833984375"
"462848","113","113","113","6.108154296875","6.108154296875","6.108154296875"
"466944","114","114","114","6.41943359375","6.41943359375","6.41943359375"
"471040","115","115","115","6.1943359375","6.1943359375","6.1943359375"
"475136","116","116","116","5.88134765625","5.88134765625","5.88134765625"
"479232","117","117","117","5.67138671875","5.67138671875","5.67138671875"
"483328","118","118","118","5.587646484375","5.587646484375","5.587646484375"
"487424","119","119","119","5.7216796875","5.7216796875","5.7216796875"
"491520","120","120","120","6.09375","6.09375","6.09375"
"495616","121","121","121","6.063232421875","6.063232421875","6.063232421875"
"499712","122","122","122","5.60302734375","5.60302734375","5.60302734375"
"503808","123","123","123","5.59423828125","5.59423828125","5.59423828125"
"507904","124","124","124","5.806884765625","5.806884765625","5.806884765625"
"512000","125","125","125","6.1181640625","6.1181640625","6.1181640625"
"516096","126","126","126","6.03759765625","6.03759765625","6.03759765625"
"520192","127","127","127","6.19287109375","6.19287109375","6.19287109375"
"524288","128","128","128","5.790771484375","5.790771484375","5.790771484375"
"528384","129","129","129","5.897705078125","5.897705078125","5.897705078125"
