"env_step","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - _step","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - _step__MIN","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - _step__MAX","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MIN","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.30810546875","0.30810546875","0.30810546875"
"8192","2","2","2","1.752685546875","1.752685546875","1.752685546875"
"12288","3","3","3","2.88427734375","2.88427734375","2.88427734375"
"16384","4","4","4","3.561767578125","3.561767578125","3.561767578125"
"20480","5","5","5","4.186767578125","4.186767578125","4.186767578125"
"24576","6","6","6","4.724365234375","4.724365234375","4.724365234375"
"28672","7","7","7","4.456298828125","4.456298828125","4.456298828125"
"32768","8","8","8","4.328125","4.328125","4.328125"
"36864","9","9","9","4.104248046875","4.104248046875","4.104248046875"
"40960","10","10","10","4.106201171875","4.106201171875","4.106201171875"
"45056","11","11","11","4.19775390625","4.19775390625","4.19775390625"
"49152","12","12","12","4.221923828125","4.221923828125","4.221923828125"
"53248","13","13","13","4.513916015625","4.513916015625","4.513916015625"
"57344","14","14","14","4.107421875","4.107421875","4.107421875"
"61440","15","15","15","4.000732421875","4.000732421875","4.000732421875"
"65536","16","16","16","4.37939453125","4.37939453125","4.37939453125"
"69632","17","17","17","4.430908203125","4.430908203125","4.430908203125"
"73728","18","18","18","4.570068359375","4.570068359375","4.570068359375"
"77824","19","19","19","4.48046875","4.48046875","4.48046875"
"81920","20","20","20","4.425048828125","4.425048828125","4.425048828125"
"86016","21","21","21","4.19873046875","4.19873046875","4.19873046875"
"90112","22","22","22","4.322021484375","4.322021484375","4.322021484375"
"94208","23","23","23","4.438720703125","4.438720703125","4.438720703125"
"98304","24","24","24","4.456787109375","4.456787109375","4.456787109375"
"102400","25","25","25","4.490966796875","4.490966796875","4.490966796875"
"106496","26","26","26","4.5126953125","4.5126953125","4.5126953125"
"110592","27","27","27","4.430908203125","4.430908203125","4.430908203125"
"114688","28","28","28","4.453369140625","4.453369140625","4.453369140625"
"118784","29","29","29","4.220703125","4.220703125","4.220703125"
"122880","30","30","30","4.2314453125","4.2314453125","4.2314453125"
"126976","31","31","31","4.5078125","4.5078125","4.5078125"
"131072","32","32","32","4.102783203125","4.102783203125","4.102783203125"
"135168","33","33","33","4.324462890625","4.324462890625","4.324462890625"
"139264","34","34","34","4.216796875","4.216796875","4.216796875"
"143360","35","35","35","4.408935546875","4.408935546875","4.408935546875"
"147456","36","36","36","4.423583984375","4.423583984375","4.423583984375"
"151552","37","37","37","4.484375","4.484375","4.484375"
"155648","38","38","38","4.343505859375","4.343505859375","4.343505859375"
"159744","39","39","39","4.413330078125","4.413330078125","4.413330078125"
"163840","40","40","40","4.563720703125","4.563720703125","4.563720703125"
"167936","41","41","41","4.6396484375","4.6396484375","4.6396484375"
"172032","42","42","42","5.030517578125","5.030517578125","5.030517578125"
"176128","43","43","43","4.60888671875","4.60888671875","4.60888671875"
"180224","44","44","44","4.460205078125","4.460205078125","4.460205078125"
"184320","45","45","45","4.369384765625","4.369384765625","4.369384765625"
"188416","46","46","46","4.463623046875","4.463623046875","4.463623046875"
"192512","47","47","47","5.003173828125","5.003173828125","5.003173828125"
"196608","48","48","48","4.6669921875","4.6669921875","4.6669921875"
"200704","49","49","49","4.406982421875","4.406982421875","4.406982421875"
"204800","50","50","50","4.747314453125","4.747314453125","4.747314453125"
"208896","51","51","51","5.043212890625","5.043212890625","5.043212890625"
"212992","52","52","52","5.060791015625","5.060791015625","5.060791015625"
"217088","53","53","53","5.262451171875","5.262451171875","5.262451171875"
"221184","54","54","54","5.2099609375","5.2099609375","5.2099609375"
"225280","55","55","55","5.227294921875","5.227294921875","5.227294921875"
"229376","56","56","56","5.458251953125","5.458251953125","5.458251953125"
"233472","57","57","57","5.38916015625","5.38916015625","5.38916015625"
"237568","58","58","58","5.10888671875","5.10888671875","5.10888671875"
"241664","59","59","59","5.33203125","5.33203125","5.33203125"
"245760","60","60","60","5.104736328125","5.104736328125","5.104736328125"
"249856","61","61","61","4.964599609375","4.964599609375","4.964599609375"
"253952","62","62","62","5.023193359375","5.023193359375","5.023193359375"
"258048","63","63","63","4.920654296875","4.920654296875","4.920654296875"
"262144","64","64","64","4.7041015625","4.7041015625","4.7041015625"
"266240","65","65","65","4.97021484375","4.97021484375","4.97021484375"
"270336","66","66","66","4.871337890625","4.871337890625","4.871337890625"
"274432","67","67","67","5.649658203125","5.649658203125","5.649658203125"
"278528","68","68","68","5.91064453125","5.91064453125","5.91064453125"
"282624","69","69","69","5.614013671875","5.614013671875","5.614013671875"
"286720","70","70","70","5.668212890625","5.668212890625","5.668212890625"
"290816","71","71","71","5.657470703125","5.657470703125","5.657470703125"
"294912","72","72","72","5.478515625","5.478515625","5.478515625"
"299008","73","73","73","5.618408203125","5.618408203125","5.618408203125"
"303104","74","74","74","5.441162109375","5.441162109375","5.441162109375"
"307200","75","75","75","5.798095703125","5.798095703125","5.798095703125"
"311296","76","76","76","5.8193359375","5.8193359375","5.8193359375"
"315392","77","77","77","5.65283203125","5.65283203125","5.65283203125"
"319488","78","78","78","5.65625","5.65625","5.65625"
"323584","79","79","79","5.2060546875","5.2060546875","5.2060546875"
"327680","80","80","80","5.10888671875","5.10888671875","5.10888671875"
"331776","81","81","81","5.56591796875","5.56591796875","5.56591796875"
"335872","82","82","82","5.68896484375","5.68896484375","5.68896484375"
"339968","83","83","83","5.59716796875","5.59716796875","5.59716796875"
"344064","84","84","84","5.380859375","5.380859375","5.380859375"
"348160","85","85","85","5.348388671875","5.348388671875","5.348388671875"
"352256","86","86","86","5.121337890625","5.121337890625","5.121337890625"
"356352","87","87","87","5.427490234375","5.427490234375","5.427490234375"
"360448","88","88","88","5.295654296875","5.295654296875","5.295654296875"
"364544","89","89","89","5.304931640625","5.304931640625","5.304931640625"
"368640","90","90","90","5.414794921875","5.414794921875","5.414794921875"
"372736","91","91","91","5.6259765625","5.6259765625","5.6259765625"
"376832","92","92","92","5.55810546875","5.55810546875","5.55810546875"
"380928","93","93","93","5.751953125","5.751953125","5.751953125"
"385024","94","94","94","6.078857421875","6.078857421875","6.078857421875"
"389120","95","95","95","5.58203125","5.58203125","5.58203125"
"393216","96","96","96","5.23291015625","5.23291015625","5.23291015625"
"397312","97","97","97","5.575439453125","5.575439453125","5.575439453125"
"401408","98","98","98","5.625732421875","5.625732421875","5.625732421875"
"405504","99","99","99","5.779296875","5.779296875","5.779296875"
"409600","100","100","100","5.6513671875","5.6513671875","5.6513671875"
"413696","101","101","101","5.224853515625","5.224853515625","5.224853515625"
"417792","102","102","102","5.697021484375","5.697021484375","5.697021484375"
"421888","103","103","103","6.31982421875","6.31982421875","6.31982421875"
"425984","104","104","104","5.73486328125","5.73486328125","5.73486328125"
"430080","105","105","105","5.41650390625","5.41650390625","5.41650390625"
"434176","106","106","106","5.337158203125","5.337158203125","5.337158203125"
"438272","107","107","107","5.425537109375","5.425537109375","5.425537109375"
"442368","108","108","108","5.6044921875","5.6044921875","5.6044921875"
"446464","109","109","109","5.755615234375","5.755615234375","5.755615234375"
"450560","110","110","110","6.044677734375","6.044677734375","6.044677734375"
"454656","111","111","111","5.708984375","5.708984375","5.708984375"
"458752","112","112","112","5.85400390625","5.85400390625","5.85400390625"
"462848","113","113","113","5.718017578125","5.718017578125","5.718017578125"
"466944","114","114","114","5.682373046875","5.682373046875","5.682373046875"
"471040","115","115","115","5.59814453125","5.59814453125","5.59814453125"
"475136","116","116","116","5.8427734375","5.8427734375","5.8427734375"
"479232","117","117","117","5.77783203125","5.77783203125","5.77783203125"
"483328","118","118","118","5.44091796875","5.44091796875","5.44091796875"
"487424","119","119","119","5.73779296875","5.73779296875","5.73779296875"
"491520","120","120","120","6.039794921875","6.039794921875","6.039794921875"
"495616","121","121","121","5.69287109375","5.69287109375","5.69287109375"
"499712","122","122","122","5.705810546875","5.705810546875","5.705810546875"
"503808","123","123","123","5.798828125","5.798828125","5.798828125"
"507904","124","124","124","5.83642578125","5.83642578125","5.83642578125"
"512000","125","125","125","5.943359375","5.943359375","5.943359375"
"516096","126","126","126","6.466796875","6.466796875","6.466796875"
"520192","127","127","127","6.02587890625","6.02587890625","6.02587890625"
"524288","128","128","128","5.60986328125","5.60986328125","5.60986328125"
"528384","129","129","129","5.506591796875","5.506591796875","5.506591796875"
"532480","130","130","130","6.420166015625","6.420166015625","6.420166015625"
