"env_step","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - _step","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - _step__MIN","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - _step__MAX","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MIN","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.30810546875","0.30810546875","0.30810546875"
"8192","2","2","2","1.752685546875","1.752685546875","1.752685546875"
"12288","3","3","3","2.88427734375","2.88427734375","2.88427734375"
"16384","4","4","4","3.561767578125","3.561767578125","3.561767578125"
"20480","5","5","5","4.186767578125","4.186767578125","4.186767578125"
"24576","6","6","6","4.724365234375","4.724365234375","4.724365234375"
"28672","7","7","7","4.459716796875","4.459716796875","4.459716796875"
"32768","8","8","8","4.324462890625","4.324462890625","4.324462890625"
"36864","9","9","9","4.044921875","4.044921875","4.044921875"
"40960","10","10","10","4.09033203125","4.09033203125","4.09033203125"
"45056","11","11","11","4.25830078125","4.25830078125","4.25830078125"
"49152","12","12","12","4.255859375","4.255859375","4.255859375"
"53248","13","13","13","4.295654296875","4.295654296875","4.295654296875"
"57344","14","14","14","4.001953125","4.001953125","4.001953125"
"61440","15","15","15","3.956787109375","3.956787109375","3.956787109375"
"65536","16","16","16","4.115966796875","4.115966796875","4.115966796875"
"69632","17","17","17","4.203369140625","4.203369140625","4.203369140625"
"73728","18","18","18","4.132568359375","4.132568359375","4.132568359375"
"77824","19","19","19","4.3935546875","4.3935546875","4.3935546875"
"81920","20","20","20","4.358642578125","4.358642578125","4.358642578125"
"86016","21","21","21","4.2236328125","4.2236328125","4.2236328125"
"90112","22","22","22","4.330810546875","4.330810546875","4.330810546875"
"94208","23","23","23","4.40771484375","4.40771484375","4.40771484375"
"98304","24","24","24","4.30322265625","4.30322265625","4.30322265625"
"102400","25","25","25","3.93310546875","3.93310546875","3.93310546875"
"106496","26","26","26","4.0380859375","4.0380859375","4.0380859375"
"110592","27","27","27","4.345947265625","4.345947265625","4.345947265625"
"114688","28","28","28","4.2568359375","4.2568359375","4.2568359375"
"118784","29","29","29","4.284912109375","4.284912109375","4.284912109375"
"122880","30","30","30","4.580810546875","4.580810546875","4.580810546875"
"126976","31","31","31","4.478271484375","4.478271484375","4.478271484375"
"131072","32","32","32","4.284423828125","4.284423828125","4.284423828125"
"135168","33","33","33","4.472412109375","4.472412109375","4.472412109375"
"139264","34","34","34","4.2958984375","4.2958984375","4.2958984375"
"143360","35","35","35","3.96044921875","3.96044921875","3.96044921875"
"147456","36","36","36","4.300048828125","4.300048828125","4.300048828125"
"151552","37","37","37","4.7705078125","4.7705078125","4.7705078125"
"155648","38","38","38","4.8193359375","4.8193359375","4.8193359375"
"159744","39","39","39","4.7734375","4.7734375","4.7734375"
"163840","40","40","40","4.83544921875","4.83544921875","4.83544921875"
"167936","41","41","41","4.527099609375","4.527099609375","4.527099609375"
"172032","42","42","42","4.5185546875","4.5185546875","4.5185546875"
"176128","43","43","43","4.463623046875","4.463623046875","4.463623046875"
"180224","44","44","44","4.448974609375","4.448974609375","4.448974609375"
"184320","45","45","45","4.431396484375","4.431396484375","4.431396484375"
"188416","46","46","46","4.53662109375","4.53662109375","4.53662109375"
"192512","47","47","47","4.70556640625","4.70556640625","4.70556640625"
"196608","48","48","48","4.55322265625","4.55322265625","4.55322265625"
"200704","49","49","49","4.587890625","4.587890625","4.587890625"
"204800","50","50","50","4.61767578125","4.61767578125","4.61767578125"
"208896","51","51","51","4.783203125","4.783203125","4.783203125"
"212992","52","52","52","4.845703125","4.845703125","4.845703125"
"217088","53","53","53","4.86572265625","4.86572265625","4.86572265625"
"221184","54","54","54","4.795654296875","4.795654296875","4.795654296875"
"225280","55","55","55","4.734375","4.734375","4.734375"
"229376","56","56","56","4.605224609375","4.605224609375","4.605224609375"
"233472","57","57","57","4.617919921875","4.617919921875","4.617919921875"
"237568","58","58","58","4.9208984375","4.9208984375","4.9208984375"
"241664","59","59","59","4.95849609375","4.95849609375","4.95849609375"
"245760","60","60","60","4.8203125","4.8203125","4.8203125"
"249856","61","61","61","4.86572265625","4.86572265625","4.86572265625"
"253952","62","62","62","4.86962890625","4.86962890625","4.86962890625"
"258048","63","63","63","5.486328125","5.486328125","5.486328125"
"262144","64","64","64","5.523193359375","5.523193359375","5.523193359375"
"266240","65","65","65","5.056396484375","5.056396484375","5.056396484375"
"270336","66","66","66","4.943603515625","4.943603515625","4.943603515625"
"274432","67","67","67","5.096923828125","5.096923828125","5.096923828125"
"278528","68","68","68","4.86279296875","4.86279296875","4.86279296875"
"282624","69","69","69","5.020263671875","5.020263671875","5.020263671875"
"286720","70","70","70","5.12841796875","5.12841796875","5.12841796875"
"290816","71","71","71","5.260009765625","5.260009765625","5.260009765625"
"294912","72","72","72","5.243408203125","5.243408203125","5.243408203125"
"299008","73","73","73","5.608642578125","5.608642578125","5.608642578125"
"303104","74","74","74","5.466552734375","5.466552734375","5.466552734375"
"307200","75","75","75","5.105712890625","5.105712890625","5.105712890625"
"311296","76","76","76","5.0380859375","5.0380859375","5.0380859375"
"315392","77","77","77","5.010986328125","5.010986328125","5.010986328125"
"319488","78","78","78","5.59033203125","5.59033203125","5.59033203125"
"323584","79","79","79","5.68359375","5.68359375","5.68359375"
"327680","80","80","80","5.502197265625","5.502197265625","5.502197265625"
"331776","81","81","81","5.475341796875","5.475341796875","5.475341796875"
"335872","82","82","82","5.5166015625","5.5166015625","5.5166015625"
"339968","83","83","83","5.481201171875","5.481201171875","5.481201171875"
"344064","84","84","84","5.251708984375","5.251708984375","5.251708984375"
"348160","85","85","85","5.1552734375","5.1552734375","5.1552734375"
"352256","86","86","86","5.828369140625","5.828369140625","5.828369140625"
"356352","87","87","87","5.97265625","5.97265625","5.97265625"
"360448","88","88","88","6.031005859375","6.031005859375","6.031005859375"
"364544","89","89","89","5.916015625","5.916015625","5.916015625"
"368640","90","90","90","5.4912109375","5.4912109375","5.4912109375"
"372736","91","91","91","5.5751953125","5.5751953125","5.5751953125"
"376832","92","92","92","5.5859375","5.5859375","5.5859375"
"380928","93","93","93","5.6025390625","5.6025390625","5.6025390625"
"385024","94","94","94","5.584228515625","5.584228515625","5.584228515625"
"389120","95","95","95","6.03369140625","6.03369140625","6.03369140625"
"393216","96","96","96","5.864013671875","5.864013671875","5.864013671875"
"397312","97","97","97","5.9169921875","5.9169921875","5.9169921875"
"401408","98","98","98","5.87255859375","5.87255859375","5.87255859375"
"405504","99","99","99","5.983154296875","5.983154296875","5.983154296875"
"409600","100","100","100","5.84375","5.84375","5.84375"
"413696","101","101","101","5.42333984375","5.42333984375","5.42333984375"
"417792","102","102","102","5.7822265625","5.7822265625","5.7822265625"
"421888","103","103","103","6.284423828125","6.284423828125","6.284423828125"
"425984","104","104","104","6.123779296875","6.123779296875","6.123779296875"
"430080","105","105","105","5.7822265625","5.7822265625","5.7822265625"
"434176","106","106","106","5.983154296875","5.983154296875","5.983154296875"
"438272","107","107","107","6.17626953125","6.17626953125","6.17626953125"
"442368","108","108","108","5.717529296875","5.717529296875","5.717529296875"
"446464","109","109","109","5.78955078125","5.78955078125","5.78955078125"
"450560","110","110","110","5.761962890625","5.761962890625","5.761962890625"
"454656","111","111","111","5.99560546875","5.99560546875","5.99560546875"
"458752","112","112","112","6.23876953125","6.23876953125","6.23876953125"
"462848","113","113","113","6.4755859375","6.4755859375","6.4755859375"
"466944","114","114","114","6.45166015625","6.45166015625","6.45166015625"
"471040","115","115","115","6.41943359375","6.41943359375","6.41943359375"
"475136","116","116","116","6.647216796875","6.647216796875","6.647216796875"
"479232","117","117","117","6.35205078125","6.35205078125","6.35205078125"
"483328","118","118","118","6.085693359375","6.085693359375","6.085693359375"
"487424","119","119","119","6.257568359375","6.257568359375","6.257568359375"
"491520","120","120","120","6.114501953125","6.114501953125","6.114501953125"
"495616","121","121","121","6.227783203125","6.227783203125","6.227783203125"
"499712","122","122","122","6.280517578125","6.280517578125","6.280517578125"
"503808","123","123","123","6.557373046875","6.557373046875","6.557373046875"
"507904","124","124","124","6.30517578125","6.30517578125","6.30517578125"
"512000","125","125","125","6.049560546875","6.049560546875","6.049560546875"
"516096","126","126","126","5.924560546875","5.924560546875","5.924560546875"
"520192","127","127","127","5.84033203125","5.84033203125","5.84033203125"
"524288","128","128","128","6.058837890625","6.058837890625","6.058837890625"
"528384","129","129","129","5.95703125","5.95703125","5.95703125"
"532480","130","130","130","5.996337890625","5.996337890625","5.996337890625"
