"env_step","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - _step","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - _step__MIN","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - _step__MAX","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MIN","SpaceInvaders-MinAtar_Transfer_From_Freeway-MinAtar - returned_episode_returns__MAX"
"540672","132","132","132","6.67041015625","6.67041015625","6.67041015625"
"544768","133","133","133","6.687744140625","6.687744140625","6.687744140625"
"548864","134","134","134","6.78955078125","6.78955078125","6.78955078125"
"552960","135","135","135","6.598876953125","6.598876953125","6.598876953125"
"557056","136","136","136","6.97705078125","6.97705078125","6.97705078125"
"561152","137","137","137","7.13720703125","7.13720703125","7.13720703125"
"565248","138","138","138","6.833251953125","6.833251953125","6.833251953125"
"569344","139","139","139","7.144775390625","7.144775390625","7.144775390625"
"573440","140","140","140","6.70458984375","6.70458984375","6.70458984375"
"577536","141","141","141","6.554931640625","6.554931640625","6.554931640625"
"581632","142","142","142","6.815185546875","6.815185546875","6.815185546875"
"585728","143","143","143","6.678955078125","6.678955078125","6.678955078125"
"589824","144","144","144","6.720458984375","6.720458984375","6.720458984375"
"593920","145","145","145","6.7763671875","6.7763671875","6.7763671875"
"598016","146","146","146","6.685546875","6.685546875","6.685546875"
"602112","147","147","147","6.756591796875","6.756591796875","6.756591796875"
"606208","148","148","148","6.848876953125","6.848876953125","6.848876953125"
"610304","149","149","149","6.7734375","6.7734375","6.7734375"
"614400","150","150","150","7.119873046875","7.119873046875","7.119873046875"
"618496","151","151","151","6.83447265625","6.83447265625","6.83447265625"
"622592","152","152","152","7.054931640625","7.054931640625","7.054931640625"
"626688","153","153","153","7.675537109375","7.675537109375","7.675537109375"
"630784","154","154","154","7.482666015625","7.482666015625","7.482666015625"
"634880","155","155","155","7.375","7.375","7.375"
"638976","156","156","156","7.1572265625","7.1572265625","7.1572265625"
"643072","157","157","157","7.081298828125","7.081298828125","7.081298828125"
"647168","158","158","158","7.039306640625","7.039306640625","7.039306640625"
"651264","159","159","159","6.873779296875","6.873779296875","6.873779296875"
"655360","160","160","160","6.950927734375","6.950927734375","6.950927734375"
"659456","161","161","161","6.566650390625","6.566650390625","6.566650390625"
"663552","162","162","162","7.085205078125","7.085205078125","7.085205078125"
"667648","163","163","163","6.96728515625","6.96728515625","6.96728515625"
"671744","164","164","164","6.85302734375","6.85302734375","6.85302734375"
"675840","165","165","165","6.982666015625","6.982666015625","6.982666015625"
"679936","166","166","166","6.949462890625","6.949462890625","6.949462890625"
"684032","167","167","167","7.366455078125","7.366455078125","7.366455078125"
"688128","168","168","168","7.582763671875","7.582763671875","7.582763671875"
"692224","169","169","169","6.92822265625","6.92822265625","6.92822265625"
"696320","170","170","170","7.195068359375","7.195068359375","7.195068359375"
"700416","171","171","171","7.382080078125","7.382080078125","7.382080078125"
"704512","172","172","172","6.69677734375","6.69677734375","6.69677734375"
"708608","173","173","173","6.48779296875","6.48779296875","6.48779296875"
"712704","174","174","174","7.015380859375","7.015380859375","7.015380859375"
"716800","175","175","175","6.98974609375","6.98974609375","6.98974609375"
"720896","176","176","176","6.761474609375","6.761474609375","6.761474609375"
"724992","177","177","177","6.812744140625","6.812744140625","6.812744140625"
"729088","178","178","178","6.794921875","6.794921875","6.794921875"
"733184","179","179","179","7.19970703125","7.19970703125","7.19970703125"
"737280","180","180","180","7.262451171875","7.262451171875","7.262451171875"
"741376","181","181","181","7.365966796875","7.365966796875","7.365966796875"
"745472","182","182","182","7.908447265625","7.908447265625","7.908447265625"
"749568","183","183","183","7.67529296875","7.67529296875","7.67529296875"
"753664","184","184","184","7.664306640625","7.664306640625","7.664306640625"
"757760","185","185","185","7.9912109375","7.9912109375","7.9912109375"
"761856","186","186","186","8.012451171875","8.012451171875","8.012451171875"
"765952","187","187","187","8.38818359375","8.38818359375","8.38818359375"
"770048","188","188","188","8.494384765625","8.494384765625","8.494384765625"
"774144","189","189","189","8.925048828125","8.925048828125","8.925048828125"
"778240","190","190","190","8.765869140625","8.765869140625","8.765869140625"
"782336","191","191","191","8.547607421875","8.547607421875","8.547607421875"
"786432","192","192","192","8.045654296875","8.045654296875","8.045654296875"
"790528","193","193","193","7.808837890625","7.808837890625","7.808837890625"
"794624","194","194","194","7.69677734375","7.69677734375","7.69677734375"
"798720","195","195","195","8.163818359375","8.163818359375","8.163818359375"
"802816","196","196","196","8.791015625","8.791015625","8.791015625"
"806912","197","197","197","8.355224609375","8.355224609375","8.355224609375"
"811008","198","198","198","8.49853515625","8.49853515625","8.49853515625"
"815104","199","199","199","9.15283203125","9.15283203125","9.15283203125"
"819200","200","200","200","9.349609375","9.349609375","9.349609375"
"823296","201","201","201","10.151123046875","10.151123046875","10.151123046875"
"827392","202","202","202","10.200439453125","10.200439453125","10.200439453125"
"831488","203","203","203","9.69677734375","9.69677734375","9.69677734375"
"835584","204","204","204","9.420166015625","9.420166015625","9.420166015625"
"839680","205","205","205","9.521484375","9.521484375","9.521484375"
"843776","206","206","206","9.505615234375","9.505615234375","9.505615234375"
"847872","207","207","207","9.940673828125","9.940673828125","9.940673828125"
"851968","208","208","208","10.154052734375","10.154052734375","10.154052734375"
"856064","209","209","209","9.844482421875","9.844482421875","9.844482421875"
"860160","210","210","210","9.66357421875","9.66357421875","9.66357421875"
"864256","211","211","211","9.321044921875","9.321044921875","9.321044921875"
"868352","212","212","212","9.1181640625","9.1181640625","9.1181640625"
"872448","213","213","213","8.3779296875","8.3779296875","8.3779296875"
"876544","214","214","214","8.342529296875","8.342529296875","8.342529296875"
"880640","215","215","215","9.09912109375","9.09912109375","9.09912109375"
"884736","216","216","216","9.788330078125","9.788330078125","9.788330078125"
"888832","217","217","217","9.859375","9.859375","9.859375"
"892928","218","218","218","9.714599609375","9.714599609375","9.714599609375"
"897024","219","219","219","10.174072265625","10.174072265625","10.174072265625"
"901120","220","220","220","9.640625","9.640625","9.640625"
"905216","221","221","221","9.663818359375","9.663818359375","9.663818359375"
"909312","222","222","222","9.868408203125","9.868408203125","9.868408203125"
"913408","223","223","223","9.78515625","9.78515625","9.78515625"
"917504","224","224","224","10.121826171875","10.121826171875","10.121826171875"
"921600","225","225","225","9.866943359375","9.866943359375","9.866943359375"
"925696","226","226","226","9.645751953125","9.645751953125","9.645751953125"
"929792","227","227","227","10.093505859375","10.093505859375","10.093505859375"
"933888","228","228","228","10.488037109375","10.488037109375","10.488037109375"
"937984","229","229","229","10.823974609375","10.823974609375","10.823974609375"
"942080","230","230","230","10.875244140625","10.875244140625","10.875244140625"
"946176","231","231","231","10.88720703125","10.88720703125","10.88720703125"
"950272","232","232","232","10.548583984375","10.548583984375","10.548583984375"
"954368","233","233","233","10.927490234375","10.927490234375","10.927490234375"
"958464","234","234","234","10.64697265625","10.64697265625","10.64697265625"
"962560","235","235","235","9.864501953125","9.864501953125","9.864501953125"
"966656","236","236","236","9.69189453125","9.69189453125","9.69189453125"
"970752","237","237","237","9.5927734375","9.5927734375","9.5927734375"
"974848","238","238","238","9.722412109375","9.722412109375","9.722412109375"
"978944","239","239","239","9.314208984375","9.314208984375","9.314208984375"
"983040","240","240","240","9.30810546875","9.30810546875","9.30810546875"
"987136","241","241","241","9.453125","9.453125","9.453125"
"991232","242","242","242","9.71923828125","9.71923828125","9.71923828125"
"995328","243","243","243","10.633056640625","10.633056640625","10.633056640625"
"999424","244","244","244","10.894775390625","10.894775390625","10.894775390625"
"1003520","245","245","245","10.81982421875","10.81982421875","10.81982421875"
"1007616","246","246","246","10.411376953125","10.411376953125","10.411376953125"
"1011712","247","247","247","10.3076171875","10.3076171875","10.3076171875"
"1015808","248","248","248","11.22509765625","11.22509765625","11.22509765625"
"1019904","249","249","249","10.671875","10.671875","10.671875"
"1024000","250","250","250","10.362060546875","10.362060546875","10.362060546875"
"1028096","251","251","251","10.10302734375","10.10302734375","10.10302734375"
"1032192","252","252","252","10.951171875","10.951171875","10.951171875"
"1036288","253","253","253","11.561767578125","11.561767578125","11.561767578125"
"1040384","254","254","254","11.970703125","11.970703125","11.970703125"
"1044480","255","255","255","11.506103515625","11.506103515625","11.506103515625"
"1048576","256","256","256","11.317138671875","11.317138671875","11.317138671875"
"1052672","257","257","257","11.00537109375","11.00537109375","11.00537109375"
"1056768","258","258","258","10.89501953125","10.89501953125","10.89501953125"
"1060864","259","259","259","11.078369140625","11.078369140625","11.078369140625"
"1064960","260","260","260","11.36181640625","11.36181640625","11.36181640625"
"1069056","261","261","261","11.785400390625","11.785400390625","11.785400390625"
"1073152","262","262","262","11.896484375","11.896484375","11.896484375"
"1077248","263","263","263","11.797607421875","11.797607421875","11.797607421875"
"1081344","264","264","264","12.07763671875","12.07763671875","12.07763671875"
"1085440","265","265","265","11.839111328125","11.839111328125","11.839111328125"
"1089536","266","266","266","11.234375","11.234375","11.234375"
"1093632","267","267","267","11.23779296875","11.23779296875","11.23779296875"
"1097728","268","268","268","11.850830078125","11.850830078125","11.850830078125"
"1101824","269","269","269","11.577392578125","11.577392578125","11.577392578125"
"1105920","270","270","270","11.910888671875","11.910888671875","11.910888671875"
"1110016","271","271","271","12.17578125","12.17578125","12.17578125"
"1114112","272","272","272","12.255126953125","12.255126953125","12.255126953125"
"1118208","273","273","273","11.98388671875","11.98388671875","11.98388671875"
"1122304","274","274","274","12.003173828125","12.003173828125","12.003173828125"
"1126400","275","275","275","12.093505859375","12.093505859375","12.093505859375"
"1130496","276","276","276","11.179443359375","11.179443359375","11.179443359375"
"1134592","277","277","277","11.030029296875","11.030029296875","11.030029296875"
"1138688","278","278","278","11.0615234375","11.0615234375","11.0615234375"
"1142784","279","279","279","11.3017578125","11.3017578125","11.3017578125"
"1146880","280","280","280","11.296142578125","11.296142578125","11.296142578125"
"1150976","281","281","281","11.4140625","11.4140625","11.4140625"
"1155072","282","282","282","11.58642578125","11.58642578125","11.58642578125"
"1159168","283","283","283","11.786865234375","11.786865234375","11.786865234375"
"1163264","284","284","284","12.08935546875","12.08935546875","12.08935546875"
"1167360","285","285","285","12.3154296875","12.3154296875","12.3154296875"
"1171456","286","286","286","12.63720703125","12.63720703125","12.63720703125"
"1175552","287","287","287","13.1787109375","13.1787109375","13.1787109375"
"1179648","288","288","288","13.87353515625","13.87353515625","13.87353515625"
"1183744","289","289","289","14.19482421875","14.19482421875","14.19482421875"
"1187840","290","290","290","13.4951171875","13.4951171875","13.4951171875"
"1191936","291","291","291","13.31640625","13.31640625","13.31640625"
"1196032","292","292","292","13.246337890625","13.246337890625","13.246337890625"
"1200128","293","293","293","12.478759765625","12.478759765625","12.478759765625"
"1204224","294","294","294","12.263427734375","12.263427734375","12.263427734375"
"1208320","295","295","295","12.92041015625","12.92041015625","12.92041015625"
"1212416","296","296","296","13.401611328125","13.401611328125","13.401611328125"
"1216512","297","297","297","13.30615234375","13.30615234375","13.30615234375"
"1220608","298","298","298","13.5185546875","13.5185546875","13.5185546875"
"1224704","299","299","299","13.82568359375","13.82568359375","13.82568359375"
"1228800","300","300","300","13.6650390625","13.6650390625","13.6650390625"
"1232896","301","301","301","13.21875","13.21875","13.21875"
"1236992","302","302","302","12.9931640625","12.9931640625","12.9931640625"
"1241088","303","303","303","13.1455078125","13.1455078125","13.1455078125"
"1245184","304","304","304","13.533935546875","13.533935546875","13.533935546875"
"1249280","305","305","305","13.3603515625","13.3603515625","13.3603515625"
"1253376","306","306","306","13.387939453125","13.387939453125","13.387939453125"
"1257472","307","307","307","13.613037109375","13.613037109375","13.613037109375"
"1261568","308","308","308","13.98486328125","13.98486328125","13.98486328125"
"1265664","309","309","309","14.141845703125","14.141845703125","14.141845703125"
"1269760","310","310","310","13.80322265625","13.80322265625","13.80322265625"
"1273856","311","311","311","14.017333984375","14.017333984375","14.017333984375"
"1277952","312","312","312","14.03515625","14.03515625","14.03515625"
"1282048","313","313","313","13.88232421875","13.88232421875","13.88232421875"
"1286144","314","314","314","13.887939453125","13.887939453125","13.887939453125"
"1290240","315","315","315","13.864990234375","13.864990234375","13.864990234375"
"1294336","316","316","316","13.893310546875","13.893310546875","13.893310546875"
"1298432","317","317","317","14.1201171875","14.1201171875","14.1201171875"
"1302528","318","318","318","13.877197265625","13.877197265625","13.877197265625"
"1306624","319","319","319","13.736083984375","13.736083984375","13.736083984375"
"1310720","320","320","320","12.932861328125","12.932861328125","12.932861328125"
"1314816","321","321","321","12.518310546875","12.518310546875","12.518310546875"
"1318912","322","322","322","12.43017578125","12.43017578125","12.43017578125"
"1323008","323","323","323","13.25830078125","13.25830078125","13.25830078125"
"1327104","324","324","324","13.544677734375","13.544677734375","13.544677734375"
"1331200","325","325","325","13.876708984375","13.876708984375","13.876708984375"
"1335296","326","326","326","13.585693359375","13.585693359375","13.585693359375"
"1339392","327","327","327","13.40576171875","13.40576171875","13.40576171875"
"1343488","328","328","328","13.6923828125","13.6923828125","13.6923828125"
"1347584","329","329","329","14.138671875","14.138671875","14.138671875"
"1351680","330","330","330","14.700927734375","14.700927734375","14.700927734375"
"1355776","331","331","331","15.154541015625","15.154541015625","15.154541015625"
"1359872","332","332","332","15.098388671875","15.098388671875","15.098388671875"
"1363968","333","333","333","15.334716796875","15.334716796875","15.334716796875"
"1368064","334","334","334","15.593994140625","15.593994140625","15.593994140625"
"1372160","335","335","335","15.064697265625","15.064697265625","15.064697265625"
"1376256","336","336","336","15.3486328125","15.3486328125","15.3486328125"
"1380352","337","337","337","15.679931640625","15.679931640625","15.679931640625"
"1384448","338","338","338","15.45751953125","15.45751953125","15.45751953125"
"1388544","339","339","339","15.830078125","15.830078125","15.830078125"
"1392640","340","340","340","16.0146484375","16.0146484375","16.0146484375"
"1396736","341","341","341","15.70068359375","15.70068359375","15.70068359375"
"1400832","342","342","342","15.292236328125","15.292236328125","15.292236328125"
"1404928","343","343","343","15.649658203125","15.649658203125","15.649658203125"
"1409024","344","344","344","15.4345703125","15.4345703125","15.4345703125"
"1413120","345","345","345","15.749267578125","15.749267578125","15.749267578125"
"1417216","346","346","346","15.7294921875","15.7294921875","15.7294921875"
"1421312","347","347","347","15.857666015625","15.857666015625","15.857666015625"
"1425408","348","348","348","15.840576171875","15.840576171875","15.840576171875"
"1429504","349","349","349","15.897705078125","15.897705078125","15.897705078125"
"1433600","350","350","350","15.404541015625","15.404541015625","15.404541015625"
"1437696","351","351","351","15.076416015625","15.076416015625","15.076416015625"
"1441792","352","352","352","15.501220703125","15.501220703125","15.501220703125"
"1445888","353","353","353","15.7763671875","15.7763671875","15.7763671875"
"1449984","354","354","354","15.796142578125","15.796142578125","15.796142578125"
"1454080","355","355","355","15.901611328125","15.901611328125","15.901611328125"
"1458176","356","356","356","16.18701171875","16.18701171875","16.18701171875"
"1462272","357","357","357","16.47314453125","16.47314453125","16.47314453125"
"1466368","358","358","358","16.02978515625","16.02978515625","16.02978515625"
"1470464","359","359","359","16.429931640625","16.429931640625","16.429931640625"
"1474560","360","360","360","16.673828125","16.673828125","16.673828125"
"1478656","361","361","361","16.668701171875","16.668701171875","16.668701171875"
"1482752","362","362","362","17.340576171875","17.340576171875","17.340576171875"
"1486848","363","363","363","17.533447265625","17.533447265625","17.533447265625"
"1490944","364","364","364","17.814208984375","17.814208984375","17.814208984375"
"1495040","365","365","365","17.536376953125","17.536376953125","17.536376953125"
"1499136","366","366","366","17.526611328125","17.526611328125","17.526611328125"
"1503232","367","367","367","17.813720703125","17.813720703125","17.813720703125"
"1507328","368","368","368","17.6826171875","17.6826171875","17.6826171875"
"1511424","369","369","369","17.852294921875","17.852294921875","17.852294921875"
"1515520","370","370","370","17.7412109375","17.7412109375","17.7412109375"
"1519616","371","371","371","17.732421875","17.732421875","17.732421875"
"1523712","372","372","372","17.68408203125","17.68408203125","17.68408203125"
"1527808","373","373","373","17.971435546875","17.971435546875","17.971435546875"
"1531904","374","374","374","17.828125","17.828125","17.828125"
"1536000","375","375","375","17.83642578125","17.83642578125","17.83642578125"
"1540096","376","376","376","17.873046875","17.873046875","17.873046875"
"1544192","377","377","377","18.07177734375","18.07177734375","18.07177734375"
"1548288","378","378","378","18.503662109375","18.503662109375","18.503662109375"
"1552384","379","379","379","18.708251953125","18.708251953125","18.708251953125"
"1556480","380","380","380","18.533203125","18.533203125","18.533203125"
"1560576","381","381","381","18.58447265625","18.58447265625","18.58447265625"
"1564672","382","382","382","18.62353515625","18.62353515625","18.62353515625"
"1568768","383","383","383","18.569091796875","18.569091796875","18.569091796875"
"1572864","384","384","384","19.091064453125","19.091064453125","19.091064453125"
"1576960","385","385","385","19.614501953125","19.614501953125","19.614501953125"
"1581056","386","386","386","19.66943359375","19.66943359375","19.66943359375"
"1585152","387","387","387","18.9384765625","18.9384765625","18.9384765625"
"1589248","388","388","388","19.228271484375","19.228271484375","19.228271484375"
"1593344","389","389","389","19.569091796875","19.569091796875","19.569091796875"
"1597440","390","390","390","19.323974609375","19.323974609375","19.323974609375"
"1601536","391","391","391","18.42822265625","18.42822265625","18.42822265625"
"1605632","392","392","392","17.765869140625","17.765869140625","17.765869140625"
"1609728","393","393","393","17.583984375","17.583984375","17.583984375"
"1613824","394","394","394","17.673583984375","17.673583984375","17.673583984375"
"1617920","395","395","395","17.64697265625","17.64697265625","17.64697265625"
"1622016","396","396","396","17.86083984375","17.86083984375","17.86083984375"
"1626112","397","397","397","18.173828125","18.173828125","18.173828125"
"1630208","398","398","398","18.944580078125","18.944580078125","18.944580078125"
"1634304","399","399","399","19.349853515625","19.349853515625","19.349853515625"
"1638400","400","400","400","20.003173828125","20.003173828125","20.003173828125"
"1642496","401","401","401","19.59033203125","19.59033203125","19.59033203125"
"1646592","402","402","402","18.42333984375","18.42333984375","18.42333984375"
"1650688","403","403","403","17.69580078125","17.69580078125","17.69580078125"
"1654784","404","404","404","17.76953125","17.76953125","17.76953125"
"1658880","405","405","405","17.87939453125","17.87939453125","17.87939453125"
"1662976","406","406","406","18.099609375","18.099609375","18.099609375"
"1667072","407","407","407","18.638916015625","18.638916015625","18.638916015625"
"1671168","408","408","408","18.838623046875","18.838623046875","18.838623046875"
"1675264","409","409","409","19.282958984375","19.282958984375","19.282958984375"
"1679360","410","410","410","19.28955078125","19.28955078125","19.28955078125"
"1683456","411","411","411","19.64794921875","19.64794921875","19.64794921875"
"1687552","412","412","412","20.2265625","20.2265625","20.2265625"
"1691648","413","413","413","19.6630859375","19.6630859375","19.6630859375"
"1695744","414","414","414","19.924560546875","19.924560546875","19.924560546875"
"1699840","415","415","415","20.24169921875","20.24169921875","20.24169921875"
"1703936","416","416","416","20.0986328125","20.0986328125","20.0986328125"
"1708032","417","417","417","19.748779296875","19.748779296875","19.748779296875"
"1712128","418","418","418","19.713623046875","19.713623046875","19.713623046875"
"1716224","419","419","419","19.36279296875","19.36279296875","19.36279296875"
"1720320","420","420","420","19.732177734375","19.732177734375","19.732177734375"
"1724416","421","421","421","20.063720703125","20.063720703125","20.063720703125"
"1728512","422","422","422","20.18310546875","20.18310546875","20.18310546875"
"1732608","423","423","423","20.357421875","20.357421875","20.357421875"
