"env_step","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step__MIN","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step__MAX","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns__MIN","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0","0","0"
"8192","2","2","2","0.012939453125","0.012939453125","0.012939453125"
"12288","3","3","3","0.173828125","0.173828125","0.173828125"
"16384","4","4","4","0.36962890625","0.36962890625","0.36962890625"
"20480","5","5","5","0.401611328125","0.401611328125","0.401611328125"
"24576","6","6","6","0.519775390625","0.519775390625","0.519775390625"
"28672","7","7","7","0.483642578125","0.483642578125","0.483642578125"
"32768","8","8","8","0.517822265625","0.517822265625","0.517822265625"
"36864","9","9","9","0.518310546875","0.518310546875","0.518310546875"
"40960","10","10","10","0.48193359375","0.48193359375","0.48193359375"
"45056","11","11","11","0.560546875","0.560546875","0.560546875"
"49152","12","12","12","0.550048828125","0.550048828125","0.550048828125"
"53248","13","13","13","0.528076171875","0.528076171875","0.528076171875"
"57344","14","14","14","0.487548828125","0.487548828125","0.487548828125"
"61440","15","15","15","0.42919921875","0.42919921875","0.42919921875"
"65536","16","16","16","0.48486328125","0.48486328125","0.48486328125"
"69632","17","17","17","0.42431640625","0.42431640625","0.42431640625"
"73728","18","18","18","0.4150390625","0.4150390625","0.4150390625"
"77824","19","19","19","0.4951171875","0.4951171875","0.4951171875"
"81920","20","20","20","0.450927734375","0.450927734375","0.450927734375"
"86016","21","21","21","0.49267578125","0.49267578125","0.49267578125"
"90112","22","22","22","0.5126953125","0.5126953125","0.5126953125"
"94208","23","23","23","0.486083984375","0.486083984375","0.486083984375"
"98304","24","24","24","0.44140625","0.44140625","0.44140625"
"102400","25","25","25","0.51904296875","0.51904296875","0.51904296875"
"106496","26","26","26","0.578857421875","0.578857421875","0.578857421875"
"110592","27","27","27","0.614013671875","0.614013671875","0.614013671875"
"114688","28","28","28","0.5439453125","0.5439453125","0.5439453125"
"118784","29","29","29","0.483154296875","0.483154296875","0.483154296875"
"122880","30","30","30","0.538330078125","0.538330078125","0.538330078125"
"126976","31","31","31","0.569580078125","0.569580078125","0.569580078125"
"131072","32","32","32","0.510498046875","0.510498046875","0.510498046875"
"135168","33","33","33","0.537109375","0.537109375","0.537109375"
"139264","34","34","34","0.488525390625","0.488525390625","0.488525390625"
"143360","35","35","35","0.44189453125","0.44189453125","0.44189453125"
"147456","36","36","36","0.46044921875","0.46044921875","0.46044921875"
"151552","37","37","37","0.541015625","0.541015625","0.541015625"
"155648","38","38","38","0.5546875","0.5546875","0.5546875"
"159744","39","39","39","0.511474609375","0.511474609375","0.511474609375"
"163840","40","40","40","0.52294921875","0.52294921875","0.52294921875"
"167936","41","41","41","0.545654296875","0.545654296875","0.545654296875"
"172032","42","42","42","0.4970703125","0.4970703125","0.4970703125"
"176128","43","43","43","0.455078125","0.455078125","0.455078125"
"180224","44","44","44","0.58984375","0.58984375","0.58984375"
"184320","45","45","45","0.601806640625","0.601806640625","0.601806640625"
"188416","46","46","46","0.613525390625","0.613525390625","0.613525390625"
"192512","47","47","47","0.57470703125","0.57470703125","0.57470703125"
"196608","48","48","48","0.49609375","0.49609375","0.49609375"
"200704","49","49","49","0.484619140625","0.484619140625","0.484619140625"
"204800","50","50","50","0.59619140625","0.59619140625","0.59619140625"
"208896","51","51","51","0.658935546875","0.658935546875","0.658935546875"
"212992","52","52","52","0.5302734375","0.5302734375","0.5302734375"
"217088","53","53","53","0.5322265625","0.5322265625","0.5322265625"
"221184","54","54","54","0.57421875","0.57421875","0.57421875"
"225280","55","55","55","0.536865234375","0.536865234375","0.536865234375"
"229376","56","56","56","0.490966796875","0.490966796875","0.490966796875"
"233472","57","57","57","0.482421875","0.482421875","0.482421875"
"237568","58","58","58","0.5654296875","0.5654296875","0.5654296875"
"241664","59","59","59","0.550537109375","0.550537109375","0.550537109375"
"245760","60","60","60","0.53857421875","0.53857421875","0.53857421875"
"249856","61","61","61","0.579345703125","0.579345703125","0.579345703125"
"253952","62","62","62","0.566650390625","0.566650390625","0.566650390625"
"258048","63","63","63","0.615234375","0.615234375","0.615234375"
"262144","64","64","64","0.657958984375","0.657958984375","0.657958984375"
"266240","65","65","65","0.677001953125","0.677001953125","0.677001953125"
"270336","66","66","66","0.6328125","0.6328125","0.6328125"
"274432","67","67","67","0.521728515625","0.521728515625","0.521728515625"
"278528","68","68","68","0.510986328125","0.510986328125","0.510986328125"
"282624","69","69","69","0.5703125","0.5703125","0.5703125"
"286720","70","70","70","0.526611328125","0.526611328125","0.526611328125"
"290816","71","71","71","0.597900390625","0.597900390625","0.597900390625"
"294912","72","72","72","0.6533203125","0.6533203125","0.6533203125"
"299008","73","73","73","0.51513671875","0.51513671875","0.51513671875"
"303104","74","74","74","0.572998046875","0.572998046875","0.572998046875"
"307200","75","75","75","0.55908203125","0.55908203125","0.55908203125"
"311296","76","76","76","0.593017578125","0.593017578125","0.593017578125"
"315392","77","77","77","0.6357421875","0.6357421875","0.6357421875"
"319488","78","78","78","0.65576171875","0.65576171875","0.65576171875"
"323584","79","79","79","0.644287109375","0.644287109375","0.644287109375"
"327680","80","80","80","0.576416015625","0.576416015625","0.576416015625"
"331776","81","81","81","0.53466796875","0.53466796875","0.53466796875"
"335872","82","82","82","0.586181640625","0.586181640625","0.586181640625"
"339968","83","83","83","0.607421875","0.607421875","0.607421875"
"344064","84","84","84","0.534423828125","0.534423828125","0.534423828125"
"348160","85","85","85","0.54736328125","0.54736328125","0.54736328125"
"352256","86","86","86","0.602783203125","0.602783203125","0.602783203125"
"356352","87","87","87","0.594970703125","0.594970703125","0.594970703125"
