"env_step","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step__MIN","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step__MAX","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns__MIN","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0","0","0"
"8192","2","2","2","0.012939453125","0.012939453125","0.012939453125"
"12288","3","3","3","0.173828125","0.173828125","0.173828125"
"16384","4","4","4","0.36962890625","0.36962890625","0.36962890625"
"20480","5","5","5","0.401611328125","0.401611328125","0.401611328125"
"24576","6","6","6","0.520751953125","0.520751953125","0.520751953125"
"28672","7","7","7","0.491455078125","0.491455078125","0.491455078125"
"32768","8","8","8","0.52197265625","0.52197265625","0.52197265625"
"36864","9","9","9","0.51416015625","0.51416015625","0.51416015625"
"40960","10","10","10","0.505126953125","0.505126953125","0.505126953125"
"45056","11","11","11","0.56689453125","0.56689453125","0.56689453125"
"49152","12","12","12","0.60302734375","0.60302734375","0.60302734375"
"53248","13","13","13","0.591552734375","0.591552734375","0.591552734375"
"57344","14","14","14","0.506591796875","0.506591796875","0.506591796875"
"61440","15","15","15","0.400390625","0.400390625","0.400390625"
"65536","16","16","16","0.40478515625","0.40478515625","0.40478515625"
"69632","17","17","17","0.483642578125","0.483642578125","0.483642578125"
"73728","18","18","18","0.431884765625","0.431884765625","0.431884765625"
"77824","19","19","19","0.4619140625","0.4619140625","0.4619140625"
"81920","20","20","20","0.447509765625","0.447509765625","0.447509765625"
"86016","21","21","21","0.426513671875","0.426513671875","0.426513671875"
"90112","22","22","22","0.392578125","0.392578125","0.392578125"
"94208","23","23","23","0.449951171875","0.449951171875","0.449951171875"
"98304","24","24","24","0.467041015625","0.467041015625","0.467041015625"
"102400","25","25","25","0.41015625","0.41015625","0.41015625"
"106496","26","26","26","0.48828125","0.48828125","0.48828125"
"110592","27","27","27","0.517578125","0.517578125","0.517578125"
"114688","28","28","28","0.49462890625","0.49462890625","0.49462890625"
"118784","29","29","29","0.49755859375","0.49755859375","0.49755859375"
"122880","30","30","30","0.504638671875","0.504638671875","0.504638671875"
"126976","31","31","31","0.502685546875","0.502685546875","0.502685546875"
"131072","32","32","32","0.529052734375","0.529052734375","0.529052734375"
"135168","33","33","33","0.4892578125","0.4892578125","0.4892578125"
"139264","34","34","34","0.422607421875","0.422607421875","0.422607421875"
"143360","35","35","35","0.4208984375","0.4208984375","0.4208984375"
"147456","36","36","36","0.4736328125","0.4736328125","0.4736328125"
"151552","37","37","37","0.5146484375","0.5146484375","0.5146484375"
"155648","38","38","38","0.51220703125","0.51220703125","0.51220703125"
"159744","39","39","39","0.605712890625","0.605712890625","0.605712890625"
"163840","40","40","40","0.52197265625","0.52197265625","0.52197265625"
"167936","41","41","41","0.48974609375","0.48974609375","0.48974609375"
"172032","42","42","42","0.48291015625","0.48291015625","0.48291015625"
"176128","43","43","43","0.49658203125","0.49658203125","0.49658203125"
"180224","44","44","44","0.486572265625","0.486572265625","0.486572265625"
"184320","45","45","45","0.5361328125","0.5361328125","0.5361328125"
"188416","46","46","46","0.56787109375","0.56787109375","0.56787109375"
"192512","47","47","47","0.472900390625","0.472900390625","0.472900390625"
"196608","48","48","48","0.4814453125","0.4814453125","0.4814453125"
"200704","49","49","49","0.391845703125","0.391845703125","0.391845703125"
"204800","50","50","50","0.43212890625","0.43212890625","0.43212890625"
"208896","51","51","51","0.490234375","0.490234375","0.490234375"
"212992","52","52","52","0.570068359375","0.570068359375","0.570068359375"
"217088","53","53","53","0.530517578125","0.530517578125","0.530517578125"
"221184","54","54","54","0.508544921875","0.508544921875","0.508544921875"
"225280","55","55","55","0.526123046875","0.526123046875","0.526123046875"
"229376","56","56","56","0.5478515625","0.5478515625","0.5478515625"
"233472","57","57","57","0.605712890625","0.605712890625","0.605712890625"
"237568","58","58","58","0.56396484375","0.56396484375","0.56396484375"
"241664","59","59","59","0.5126953125","0.5126953125","0.5126953125"
"245760","60","60","60","0.5400390625","0.5400390625","0.5400390625"
"249856","61","61","61","0.611572265625","0.611572265625","0.611572265625"
"253952","62","62","62","0.53466796875","0.53466796875","0.53466796875"
"258048","63","63","63","0.491455078125","0.491455078125","0.491455078125"
"262144","64","64","64","0.468994140625","0.468994140625","0.468994140625"
"266240","65","65","65","0.4658203125","0.4658203125","0.4658203125"
"270336","66","66","66","0.53857421875","0.53857421875","0.53857421875"
"274432","67","67","67","0.6064453125","0.6064453125","0.6064453125"
"278528","68","68","68","0.528076171875","0.528076171875","0.528076171875"
"282624","69","69","69","0.59326171875","0.59326171875","0.59326171875"
"286720","70","70","70","0.59765625","0.59765625","0.59765625"
"290816","71","71","71","0.661376953125","0.661376953125","0.661376953125"
"294912","72","72","72","0.5693359375","0.5693359375","0.5693359375"
"299008","73","73","73","0.465087890625","0.465087890625","0.465087890625"
"303104","74","74","74","0.494873046875","0.494873046875","0.494873046875"
"307200","75","75","75","0.623779296875","0.623779296875","0.623779296875"
"311296","76","76","76","0.68310546875","0.68310546875","0.68310546875"
"315392","77","77","77","0.6201171875","0.6201171875","0.6201171875"
"319488","78","78","78","0.552978515625","0.552978515625","0.552978515625"
"323584","79","79","79","0.52001953125","0.52001953125","0.52001953125"
"327680","80","80","80","0.449462890625","0.449462890625","0.449462890625"
"331776","81","81","81","0.43115234375","0.43115234375","0.43115234375"
"335872","82","82","82","0.468994140625","0.468994140625","0.468994140625"
"339968","83","83","83","0.465576171875","0.465576171875","0.465576171875"
"344064","84","84","84","0.48095703125","0.48095703125","0.48095703125"
"348160","85","85","85","0.49072265625","0.49072265625","0.49072265625"
"352256","86","86","86","0.533935546875","0.533935546875","0.533935546875"
