"env_step","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step__MIN","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step__MAX","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns__MIN","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns__MAX"
"356352","87","87","87","0.55615234375","0.55615234375","0.55615234375"
"360448","88","88","88","0.5908203125","0.5908203125","0.5908203125"
"364544","89","89","89","0.652587890625","0.652587890625","0.652587890625"
"368640","90","90","90","0.541015625","0.541015625","0.541015625"
"372736","91","91","91","0.560546875","0.560546875","0.560546875"
"376832","92","92","92","0.486328125","0.486328125","0.486328125"
"380928","93","93","93","0.552734375","0.552734375","0.552734375"
"385024","94","94","94","0.5263671875","0.5263671875","0.5263671875"
"389120","95","95","95","0.537841796875","0.537841796875","0.537841796875"
"393216","96","96","96","0.541748046875","0.541748046875","0.541748046875"
"397312","97","97","97","0.58251953125","0.58251953125","0.58251953125"
"401408","98","98","98","0.54931640625","0.54931640625","0.54931640625"
"405504","99","99","99","0.533203125","0.533203125","0.533203125"
"409600","100","100","100","0.473388671875","0.473388671875","0.473388671875"
"413696","101","101","101","0.515625","0.515625","0.515625"
"417792","102","102","102","0.557373046875","0.557373046875","0.557373046875"
"421888","103","103","103","0.589111328125","0.589111328125","0.589111328125"
"425984","104","104","104","0.61328125","0.61328125","0.61328125"
"430080","105","105","105","0.70947265625","0.70947265625","0.70947265625"
"434176","106","106","106","0.623291015625","0.623291015625","0.623291015625"
"438272","107","107","107","0.56103515625","0.56103515625","0.56103515625"
"442368","108","108","108","0.5537109375","0.5537109375","0.5537109375"
"446464","109","109","109","0.598876953125","0.598876953125","0.598876953125"
"450560","110","110","110","0.59521484375","0.59521484375","0.59521484375"
"454656","111","111","111","0.62646484375","0.62646484375","0.62646484375"
"458752","112","112","112","0.599609375","0.599609375","0.599609375"
"462848","113","113","113","0.5615234375","0.5615234375","0.5615234375"
"466944","114","114","114","0.606689453125","0.606689453125","0.606689453125"
"471040","115","115","115","0.63134765625","0.63134765625","0.63134765625"
"475136","116","116","116","0.606201171875","0.606201171875","0.606201171875"
"479232","117","117","117","0.59375","0.59375","0.59375"
"483328","118","118","118","0.546875","0.546875","0.546875"
"487424","119","119","119","0.4716796875","0.4716796875","0.4716796875"
"491520","120","120","120","0.510498046875","0.510498046875","0.510498046875"
"495616","121","121","121","0.52978515625","0.52978515625","0.52978515625"
"499712","122","122","122","0.452392578125","0.452392578125","0.452392578125"
"503808","123","123","123","0.471923828125","0.471923828125","0.471923828125"
"507904","124","124","124","0.428955078125","0.428955078125","0.428955078125"
"512000","125","125","125","0.45703125","0.45703125","0.45703125"
"516096","126","126","126","0.603759765625","0.603759765625","0.603759765625"
"520192","127","127","127","0.63330078125","0.63330078125","0.63330078125"
"524288","128","128","128","0.6708984375","0.6708984375","0.6708984375"
"528384","129","129","129","0.72265625","0.72265625","0.72265625"
"532480","130","130","130","0.6611328125","0.6611328125","0.6611328125"
"536576","131","131","131","0.510986328125","0.510986328125","0.510986328125"
"540672","132","132","132","0.57958984375","0.57958984375","0.57958984375"
"544768","133","133","133","0.665283203125","0.665283203125","0.665283203125"
"548864","134","134","134","0.64404296875","0.64404296875","0.64404296875"
"552960","135","135","135","0.59033203125","0.59033203125","0.59033203125"
"557056","136","136","136","0.59326171875","0.59326171875","0.59326171875"
"561152","137","137","137","0.60888671875","0.60888671875","0.60888671875"
"565248","138","138","138","0.63525390625","0.63525390625","0.63525390625"
"569344","139","139","139","0.55517578125","0.55517578125","0.55517578125"
"573440","140","140","140","0.54638671875","0.54638671875","0.54638671875"
"577536","141","141","141","0.526123046875","0.526123046875","0.526123046875"
"581632","142","142","142","0.545166015625","0.545166015625","0.545166015625"
"585728","143","143","143","0.519287109375","0.519287109375","0.519287109375"
"589824","144","144","144","0.569580078125","0.569580078125","0.569580078125"
"593920","145","145","145","0.5888671875","0.5888671875","0.5888671875"
"598016","146","146","146","0.683837890625","0.683837890625","0.683837890625"
"602112","147","147","147","0.588134765625","0.588134765625","0.588134765625"
"606208","148","148","148","0.474365234375","0.474365234375","0.474365234375"
"610304","149","149","149","0.496337890625","0.496337890625","0.496337890625"
"614400","150","150","150","0.472412109375","0.472412109375","0.472412109375"
"618496","151","151","151","0.579345703125","0.579345703125","0.579345703125"
"622592","152","152","152","0.533203125","0.533203125","0.533203125"
"626688","153","153","153","0.6875","0.6875","0.6875"
"630784","154","154","154","0.6591796875","0.6591796875","0.6591796875"
"634880","155","155","155","0.614990234375","0.614990234375","0.614990234375"
"638976","156","156","156","0.528564453125","0.528564453125","0.528564453125"
"643072","157","157","157","0.498046875","0.498046875","0.498046875"
"647168","158","158","158","0.43359375","0.43359375","0.43359375"
"651264","159","159","159","0.42529296875","0.42529296875","0.42529296875"
"655360","160","160","160","0.489501953125","0.489501953125","0.489501953125"
"659456","161","161","161","0.527099609375","0.527099609375","0.527099609375"
"663552","162","162","162","0.474365234375","0.474365234375","0.474365234375"
"667648","163","163","163","0.470458984375","0.470458984375","0.470458984375"
"671744","164","164","164","0.4853515625","0.4853515625","0.4853515625"
"675840","165","165","165","0.59423828125","0.59423828125","0.59423828125"
"679936","166","166","166","0.78466796875","0.78466796875","0.78466796875"
"684032","167","167","167","0.76123046875","0.76123046875","0.76123046875"
"688128","168","168","168","0.6142578125","0.6142578125","0.6142578125"
"692224","169","169","169","0.57421875","0.57421875","0.57421875"
"696320","170","170","170","0.57958984375","0.57958984375","0.57958984375"
"700416","171","171","171","0.609619140625","0.609619140625","0.609619140625"
"704512","172","172","172","0.676513671875","0.676513671875","0.676513671875"
"708608","173","173","173","0.669677734375","0.669677734375","0.669677734375"
"712704","174","174","174","0.552978515625","0.552978515625","0.552978515625"
"716800","175","175","175","0.52294921875","0.52294921875","0.52294921875"
"720896","176","176","176","0.543212890625","0.543212890625","0.543212890625"
"724992","177","177","177","0.57568359375","0.57568359375","0.57568359375"
"729088","178","178","178","0.55712890625","0.55712890625","0.55712890625"
"733184","179","179","179","0.665771484375","0.665771484375","0.665771484375"
"737280","180","180","180","0.678466796875","0.678466796875","0.678466796875"
"741376","181","181","181","0.674072265625","0.674072265625","0.674072265625"
"745472","182","182","182","0.709228515625","0.709228515625","0.709228515625"
"749568","183","183","183","0.660400390625","0.660400390625","0.660400390625"
"753664","184","184","184","0.603271484375","0.603271484375","0.603271484375"
"757760","185","185","185","0.563720703125","0.563720703125","0.563720703125"
"761856","186","186","186","0.518798828125","0.518798828125","0.518798828125"
"765952","187","187","187","0.52734375","0.52734375","0.52734375"
"770048","188","188","188","0.601806640625","0.601806640625","0.601806640625"
"774144","189","189","189","0.666748046875","0.666748046875","0.666748046875"
"778240","190","190","190","0.60498046875","0.60498046875","0.60498046875"
"782336","191","191","191","0.511962890625","0.511962890625","0.511962890625"
"786432","192","192","192","0.572265625","0.572265625","0.572265625"
"790528","193","193","193","0.674560546875","0.674560546875","0.674560546875"
"794624","194","194","194","0.676025390625","0.676025390625","0.676025390625"
"798720","195","195","195","0.69384765625","0.69384765625","0.69384765625"
"802816","196","196","196","0.7314453125","0.7314453125","0.7314453125"
"806912","197","197","197","0.5615234375","0.5615234375","0.5615234375"
"811008","198","198","198","0.446533203125","0.446533203125","0.446533203125"
"815104","199","199","199","0.4638671875","0.4638671875","0.4638671875"
"819200","200","200","200","0.61962890625","0.61962890625","0.61962890625"
"823296","201","201","201","0.668212890625","0.668212890625","0.668212890625"
"827392","202","202","202","0.602294921875","0.602294921875","0.602294921875"
"831488","203","203","203","0.6376953125","0.6376953125","0.6376953125"
"835584","204","204","204","0.671142578125","0.671142578125","0.671142578125"
"839680","205","205","205","0.599853515625","0.599853515625","0.599853515625"
"843776","206","206","206","0.671630859375","0.671630859375","0.671630859375"
"847872","207","207","207","0.663818359375","0.663818359375","0.663818359375"
"851968","208","208","208","0.62841796875","0.62841796875","0.62841796875"
"856064","209","209","209","0.69189453125","0.69189453125","0.69189453125"
"860160","210","210","210","0.592529296875","0.592529296875","0.592529296875"
"864256","211","211","211","0.53564453125","0.53564453125","0.53564453125"
"868352","212","212","212","0.558837890625","0.558837890625","0.558837890625"
"872448","213","213","213","0.602783203125","0.602783203125","0.602783203125"
"876544","214","214","214","0.623291015625","0.623291015625","0.623291015625"
"880640","215","215","215","0.64404296875","0.64404296875","0.64404296875"
"884736","216","216","216","0.66357421875","0.66357421875","0.66357421875"
"888832","217","217","217","0.67138671875","0.67138671875","0.67138671875"
"892928","218","218","218","0.59228515625","0.59228515625","0.59228515625"
"897024","219","219","219","0.594482421875","0.594482421875","0.594482421875"
"901120","220","220","220","0.579833984375","0.579833984375","0.579833984375"
"905216","221","221","221","0.633544921875","0.633544921875","0.633544921875"
"909312","222","222","222","0.639892578125","0.639892578125","0.639892578125"
"913408","223","223","223","0.6513671875","0.6513671875","0.6513671875"
"917504","224","224","224","0.68359375","0.68359375","0.68359375"
"921600","225","225","225","0.818359375","0.818359375","0.818359375"
"925696","226","226","226","0.765380859375","0.765380859375","0.765380859375"
"929792","227","227","227","0.71142578125","0.71142578125","0.71142578125"
"933888","228","228","228","0.729248046875","0.729248046875","0.729248046875"
"937984","229","229","229","0.64453125","0.64453125","0.64453125"
"942080","230","230","230","0.6044921875","0.6044921875","0.6044921875"
"946176","231","231","231","0.628662109375","0.628662109375","0.628662109375"
"950272","232","232","232","0.653564453125","0.653564453125","0.653564453125"
"954368","233","233","233","0.677490234375","0.677490234375","0.677490234375"
"958464","234","234","234","0.621826171875","0.621826171875","0.621826171875"
"962560","235","235","235","0.6728515625","0.6728515625","0.6728515625"
"966656","236","236","236","0.662841796875","0.662841796875","0.662841796875"
"970752","237","237","237","0.702392578125","0.702392578125","0.702392578125"
"974848","238","238","238","0.89453125","0.89453125","0.89453125"
"978944","239","239","239","0.87451171875","0.87451171875","0.87451171875"
"983040","240","240","240","0.90234375","0.90234375","0.90234375"
"987136","241","241","241","0.826904296875","0.826904296875","0.826904296875"
"991232","242","242","242","0.639404296875","0.639404296875","0.639404296875"
"995328","243","243","243","0.761962890625","0.761962890625","0.761962890625"
"999424","244","244","244","0.7578125","0.7578125","0.7578125"
"1003520","245","245","245","0.80078125","0.80078125","0.80078125"
"1007616","246","246","246","0.875732421875","0.875732421875","0.875732421875"
"1011712","247","247","247","0.79150390625","0.79150390625","0.79150390625"
"1015808","248","248","248","0.69677734375","0.69677734375","0.69677734375"
"1019904","249","249","249","0.6796875","0.6796875","0.6796875"
"1024000","250","250","250","0.690673828125","0.690673828125","0.690673828125"
"1028096","251","251","251","0.620361328125","0.620361328125","0.620361328125"
"1032192","252","252","252","0.783447265625","0.783447265625","0.783447265625"
"1036288","253","253","253","0.682373046875","0.682373046875","0.682373046875"
"1040384","254","254","254","0.68798828125","0.68798828125","0.68798828125"
"1044480","255","255","255","0.8212890625","0.8212890625","0.8212890625"
"1048576","256","256","256","0.833251953125","0.833251953125","0.833251953125"
"1052672","257","257","257","0.822021484375","0.822021484375","0.822021484375"
"1056768","258","258","258","0.812744140625","0.812744140625","0.812744140625"
"1060864","259","259","259","0.773193359375","0.773193359375","0.773193359375"
"1064960","260","260","260","0.692626953125","0.692626953125","0.692626953125"
"1069056","261","261","261","0.743408203125","0.743408203125","0.743408203125"
"1073152","262","262","262","0.773681640625","0.773681640625","0.773681640625"
"1077248","263","263","263","0.9599609375","0.9599609375","0.9599609375"
"1081344","264","264","264","0.968994140625","0.968994140625","0.968994140625"
"1085440","265","265","265","0.81005859375","0.81005859375","0.81005859375"
"1089536","266","266","266","0.822998046875","0.822998046875","0.822998046875"
"1093632","267","267","267","0.733154296875","0.733154296875","0.733154296875"
"1097728","268","268","268","0.74072265625","0.74072265625","0.74072265625"
"1101824","269","269","269","0.828857421875","0.828857421875","0.828857421875"
"1105920","270","270","270","0.907470703125","0.907470703125","0.907470703125"
"1110016","271","271","271","0.98583984375","0.98583984375","0.98583984375"
"1114112","272","272","272","1.075439453125","1.075439453125","1.075439453125"
"1118208","273","273","273","0.944580078125","0.944580078125","0.944580078125"
"1122304","274","274","274","0.844970703125","0.844970703125","0.844970703125"
"1126400","275","275","275","0.8369140625","0.8369140625","0.8369140625"
"1130496","276","276","276","0.916748046875","0.916748046875","0.916748046875"
"1134592","277","277","277","0.9453125","0.9453125","0.9453125"
"1138688","278","278","278","0.8564453125","0.8564453125","0.8564453125"
"1142784","279","279","279","0.77587890625","0.77587890625","0.77587890625"
"1146880","280","280","280","0.724365234375","0.724365234375","0.724365234375"
"1150976","281","281","281","0.802978515625","0.802978515625","0.802978515625"
"1155072","282","282","282","0.88916015625","0.88916015625","0.88916015625"
"1159168","283","283","283","0.68505859375","0.68505859375","0.68505859375"
"1163264","284","284","284","0.644287109375","0.644287109375","0.644287109375"
"1167360","285","285","285","0.734375","0.734375","0.734375"
"1171456","286","286","286","0.85986328125","0.85986328125","0.85986328125"
"1175552","287","287","287","0.9970703125","0.9970703125","0.9970703125"
"1179648","288","288","288","1.029052734375","1.029052734375","1.029052734375"
"1183744","289","289","289","1.0478515625","1.0478515625","1.0478515625"
"1187840","290","290","290","1.03564453125","1.03564453125","1.03564453125"
"1191936","291","291","291","0.890380859375","0.890380859375","0.890380859375"
"1196032","292","292","292","0.869873046875","0.869873046875","0.869873046875"
"1200128","293","293","293","0.877685546875","0.877685546875","0.877685546875"
"1204224","294","294","294","0.838623046875","0.838623046875","0.838623046875"
"1208320","295","295","295","0.844482421875","0.844482421875","0.844482421875"
"1212416","296","296","296","0.90869140625","0.90869140625","0.90869140625"
"1216512","297","297","297","0.846435546875","0.846435546875","0.846435546875"
"1220608","298","298","298","0.822509765625","0.822509765625","0.822509765625"
"1224704","299","299","299","0.88232421875","0.88232421875","0.88232421875"
"1228800","300","300","300","0.8740234375","0.8740234375","0.8740234375"
"1232896","301","301","301","0.947509765625","0.947509765625","0.947509765625"
"1236992","302","302","302","0.95556640625","0.95556640625","0.95556640625"
"1241088","303","303","303","0.988525390625","0.988525390625","0.988525390625"
"1245184","304","304","304","0.884765625","0.884765625","0.884765625"
"1249280","305","305","305","0.848388671875","0.848388671875","0.848388671875"
"1253376","306","306","306","0.93994140625","0.93994140625","0.93994140625"
"1257472","307","307","307","1.075439453125","1.075439453125","1.075439453125"
"1261568","308","308","308","1.09521484375","1.09521484375","1.09521484375"
"1265664","309","309","309","0.983642578125","0.983642578125","0.983642578125"
"1269760","310","310","310","0.94677734375","0.94677734375","0.94677734375"
"1273856","311","311","311","1.030517578125","1.030517578125","1.030517578125"
"1277952","312","312","312","0.96044921875","0.96044921875","0.96044921875"
"1282048","313","313","313","0.92236328125","0.92236328125","0.92236328125"
"1286144","314","314","314","0.974365234375","0.974365234375","0.974365234375"
"1290240","315","315","315","1.048583984375","1.048583984375","1.048583984375"
"1294336","316","316","316","0.943359375","0.943359375","0.943359375"
"1298432","317","317","317","0.86376953125","0.86376953125","0.86376953125"
"1302528","318","318","318","0.849365234375","0.849365234375","0.849365234375"
"1306624","319","319","319","0.857666015625","0.857666015625","0.857666015625"
"1310720","320","320","320","0.899169921875","0.899169921875","0.899169921875"
"1314816","321","321","321","0.988525390625","0.988525390625","0.988525390625"
"1318912","322","322","322","1.157470703125","1.157470703125","1.157470703125"
"1323008","323","323","323","1.134521484375","1.134521484375","1.134521484375"
"1327104","324","324","324","0.95361328125","0.95361328125","0.95361328125"
"1331200","325","325","325","0.935546875","0.935546875","0.935546875"
"1335296","326","326","326","1.050537109375","1.050537109375","1.050537109375"
"1339392","327","327","327","1.170166015625","1.170166015625","1.170166015625"
"1343488","328","328","328","0.97265625","0.97265625","0.97265625"
"1347584","329","329","329","0.85888671875","0.85888671875","0.85888671875"
"1351680","330","330","330","0.79443359375","0.79443359375","0.79443359375"
"1355776","331","331","331","0.90869140625","0.90869140625","0.90869140625"
"1359872","332","332","332","1.03662109375","1.03662109375","1.03662109375"
"1363968","333","333","333","1.09033203125","1.09033203125","1.09033203125"
"1368064","334","334","334","1.226318359375","1.226318359375","1.226318359375"
"1372160","335","335","335","1.379638671875","1.379638671875","1.379638671875"
"1376256","336","336","336","1.33154296875","1.33154296875","1.33154296875"
"1380352","337","337","337","1.283203125","1.283203125","1.283203125"
"1384448","338","338","338","1.3505859375","1.3505859375","1.3505859375"
"1388544","339","339","339","1.406982421875","1.406982421875","1.406982421875"
"1392640","340","340","340","1.466552734375","1.466552734375","1.466552734375"
"1396736","341","341","341","1.520263671875","1.520263671875","1.520263671875"
"1400832","342","342","342","1.548095703125","1.548095703125","1.548095703125"
"1404928","343","343","343","1.45751953125","1.45751953125","1.45751953125"
"1409024","344","344","344","1.359130859375","1.359130859375","1.359130859375"
"1413120","345","345","345","1.24658203125","1.24658203125","1.24658203125"
"1417216","346","346","346","1.136474609375","1.136474609375","1.136474609375"
"1421312","347","347","347","1.174072265625","1.174072265625","1.174072265625"
"1425408","348","348","348","1.291748046875","1.291748046875","1.291748046875"
"1429504","349","349","349","1.33447265625","1.33447265625","1.33447265625"
"1433600","350","350","350","1.254638671875","1.254638671875","1.254638671875"
"1437696","351","351","351","1.30029296875","1.30029296875","1.30029296875"
"1441792","352","352","352","1.303466796875","1.303466796875","1.303466796875"
"1445888","353","353","353","1.3134765625","1.3134765625","1.3134765625"
"1449984","354","354","354","1.311767578125","1.311767578125","1.311767578125"
"1454080","355","355","355","1.48046875","1.48046875","1.48046875"
"1458176","356","356","356","1.56640625","1.56640625","1.56640625"
"1462272","357","357","357","1.532958984375","1.532958984375","1.532958984375"
"1466368","358","358","358","1.59228515625","1.59228515625","1.59228515625"
"1470464","359","359","359","1.567626953125","1.567626953125","1.567626953125"
"1474560","360","360","360","1.550537109375","1.550537109375","1.550537109375"
"1478656","361","361","361","1.7099609375","1.7099609375","1.7099609375"
"1482752","362","362","362","1.682861328125","1.682861328125","1.682861328125"
"1486848","363","363","363","1.546142578125","1.546142578125","1.546142578125"
"1490944","364","364","364","1.470703125","1.470703125","1.470703125"
"1495040","365","365","365","1.320068359375","1.320068359375","1.320068359375"
"1499136","366","366","366","1.310791015625","1.310791015625","1.310791015625"
"1503232","367","367","367","1.360107421875","1.360107421875","1.360107421875"
"1507328","368","368","368","1.58349609375","1.58349609375","1.58349609375"
"1511424","369","369","369","1.671630859375","1.671630859375","1.671630859375"
"1515520","370","370","370","1.609619140625","1.609619140625","1.609619140625"
"1519616","371","371","371","1.4423828125","1.4423828125","1.4423828125"
"1523712","372","372","372","1.453125","1.453125","1.453125"
"1527808","373","373","373","1.4033203125","1.4033203125","1.4033203125"
"1531904","374","374","374","1.38330078125","1.38330078125","1.38330078125"
"1536000","375","375","375","1.54638671875","1.54638671875","1.54638671875"
"1540096","376","376","376","1.436279296875","1.436279296875","1.436279296875"
"1544192","377","377","377","1.31005859375","1.31005859375","1.31005859375"
"1548288","378","378","378","1.42626953125","1.42626953125","1.42626953125"
"1552384","379","379","379","1.45947265625","1.45947265625","1.45947265625"
"1556480","380","380","380","1.560791015625","1.560791015625","1.560791015625"
"1560576","381","381","381","1.64111328125","1.64111328125","1.64111328125"
"1564672","382","382","382","1.612548828125","1.612548828125","1.612548828125"
"1568768","383","383","383","1.66259765625","1.66259765625","1.66259765625"
"1572864","384","384","384","1.53076171875","1.53076171875","1.53076171875"
"1576960","385","385","385","1.72998046875","1.72998046875","1.72998046875"
"1581056","386","386","386","1.733642578125","1.733642578125","1.733642578125"
"1585152","387","387","387","1.66943359375","1.66943359375","1.66943359375"
"1589248","388","388","388","1.74072265625","1.74072265625","1.74072265625"
"1593344","389","389","389","1.728515625","1.728515625","1.728515625"
"1597440","390","390","390","1.808349609375","1.808349609375","1.808349609375"
"1601536","391","391","391","1.91650390625","1.91650390625","1.91650390625"
"1605632","392","392","392","1.949462890625","1.949462890625","1.949462890625"
"1609728","393","393","393","1.986572265625","1.986572265625","1.986572265625"
"1613824","394","394","394","1.925537109375","1.925537109375","1.925537109375"
"1617920","395","395","395","1.79345703125","1.79345703125","1.79345703125"
"1622016","396","396","396","1.7763671875","1.7763671875","1.7763671875"
"1626112","397","397","397","1.605712890625","1.605712890625","1.605712890625"
"1630208","398","398","398","1.495849609375","1.495849609375","1.495849609375"
"1634304","399","399","399","1.523681640625","1.523681640625","1.523681640625"
"1638400","400","400","400","1.62109375","1.62109375","1.62109375"
"1642496","401","401","401","1.705322265625","1.705322265625","1.705322265625"
"1646592","402","402","402","1.78759765625","1.78759765625","1.78759765625"
"1650688","403","403","403","1.6728515625","1.6728515625","1.6728515625"
"1654784","404","404","404","1.65576171875","1.65576171875","1.65576171875"
"1658880","405","405","405","1.895263671875","1.895263671875","1.895263671875"
"1662976","406","406","406","1.90576171875","1.90576171875","1.90576171875"
"1667072","407","407","407","2.054931640625","2.054931640625","2.054931640625"
"1671168","408","408","408","2.195556640625","2.195556640625","2.195556640625"
"1675264","409","409","409","2.195556640625","2.195556640625","2.195556640625"
"1679360","410","410","410","2.316162109375","2.316162109375","2.316162109375"
"1683456","411","411","411","2.484619140625","2.484619140625","2.484619140625"
"1687552","412","412","412","2.557861328125","2.557861328125","2.557861328125"
"1691648","413","413","413","2.6044921875","2.6044921875","2.6044921875"
"1695744","414","414","414","2.569580078125","2.569580078125","2.569580078125"
"1699840","415","415","415","2.802001953125","2.802001953125","2.802001953125"
"1703936","416","416","416","2.769287109375","2.769287109375","2.769287109375"
"1708032","417","417","417","2.922119140625","2.922119140625","2.922119140625"
"1712128","418","418","418","2.895751953125","2.895751953125","2.895751953125"
"1716224","419","419","419","2.787109375","2.787109375","2.787109375"
"1720320","420","420","420","2.674072265625","2.674072265625","2.674072265625"
"1724416","421","421","421","2.58984375","2.58984375","2.58984375"
"1728512","422","422","422","2.694580078125","2.694580078125","2.694580078125"
