"env_step","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step__MIN","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step__MAX","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns__MIN","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0","0","0"
"8192","2","2","2","0.012939453125","0.012939453125","0.012939453125"
"12288","3","3","3","0.173828125","0.173828125","0.173828125"
"16384","4","4","4","0.36962890625","0.36962890625","0.36962890625"
"20480","5","5","5","0.401611328125","0.401611328125","0.401611328125"
"24576","6","6","6","0.519775390625","0.519775390625","0.519775390625"
"28672","7","7","7","0.483642578125","0.483642578125","0.483642578125"
"32768","8","8","8","0.517822265625","0.517822265625","0.517822265625"
"36864","9","9","9","0.518798828125","0.518798828125","0.518798828125"
"40960","10","10","10","0.514892578125","0.514892578125","0.514892578125"
"45056","11","11","11","0.592529296875","0.592529296875","0.592529296875"
"49152","12","12","12","0.576171875","0.576171875","0.576171875"
"53248","13","13","13","0.561767578125","0.561767578125","0.561767578125"
"57344","14","14","14","0.513916015625","0.513916015625","0.513916015625"
"61440","15","15","15","0.3935546875","0.3935546875","0.3935546875"
"65536","16","16","16","0.4052734375","0.4052734375","0.4052734375"
"69632","17","17","17","0.418701171875","0.418701171875","0.418701171875"
"73728","18","18","18","0.39892578125","0.39892578125","0.39892578125"
"77824","19","19","19","0.48486328125","0.48486328125","0.48486328125"
"81920","20","20","20","0.4990234375","0.4990234375","0.4990234375"
"86016","21","21","21","0.49755859375","0.49755859375","0.49755859375"
"90112","22","22","22","0.421142578125","0.421142578125","0.421142578125"
"94208","23","23","23","0.402099609375","0.402099609375","0.402099609375"
"98304","24","24","24","0.448974609375","0.448974609375","0.448974609375"
"102400","25","25","25","0.562744140625","0.562744140625","0.562744140625"
"106496","26","26","26","0.5322265625","0.5322265625","0.5322265625"
"110592","27","27","27","0.448486328125","0.448486328125","0.448486328125"
"114688","28","28","28","0.45751953125","0.45751953125","0.45751953125"
"118784","29","29","29","0.489501953125","0.489501953125","0.489501953125"
"122880","30","30","30","0.46533203125","0.46533203125","0.46533203125"
"126976","31","31","31","0.349365234375","0.349365234375","0.349365234375"
"131072","32","32","32","0.3828125","0.3828125","0.3828125"
"135168","33","33","33","0.494384765625","0.494384765625","0.494384765625"
"139264","34","34","34","0.5166015625","0.5166015625","0.5166015625"
"143360","35","35","35","0.54541015625","0.54541015625","0.54541015625"
"147456","36","36","36","0.549560546875","0.549560546875","0.549560546875"
"151552","37","37","37","0.487060546875","0.487060546875","0.487060546875"
"155648","38","38","38","0.51708984375","0.51708984375","0.51708984375"
"159744","39","39","39","0.5","0.5","0.5"
"163840","40","40","40","0.476318359375","0.476318359375","0.476318359375"
"167936","41","41","41","0.584228515625","0.584228515625","0.584228515625"
"172032","42","42","42","0.5595703125","0.5595703125","0.5595703125"
"176128","43","43","43","0.525146484375","0.525146484375","0.525146484375"
"180224","44","44","44","0.523681640625","0.523681640625","0.523681640625"
"184320","45","45","45","0.474365234375","0.474365234375","0.474365234375"
"188416","46","46","46","0.508544921875","0.508544921875","0.508544921875"
"192512","47","47","47","0.527587890625","0.527587890625","0.527587890625"
"196608","48","48","48","0.509521484375","0.509521484375","0.509521484375"
"200704","49","49","49","0.44384765625","0.44384765625","0.44384765625"
"204800","50","50","50","0.5517578125","0.5517578125","0.5517578125"
"208896","51","51","51","0.585205078125","0.585205078125","0.585205078125"
"212992","52","52","52","0.54931640625","0.54931640625","0.54931640625"
"217088","53","53","53","0.677734375","0.677734375","0.677734375"
"221184","54","54","54","0.6611328125","0.6611328125","0.6611328125"
"225280","55","55","55","0.631103515625","0.631103515625","0.631103515625"
"229376","56","56","56","0.605224609375","0.605224609375","0.605224609375"
"233472","57","57","57","0.533447265625","0.533447265625","0.533447265625"
"237568","58","58","58","0.421142578125","0.421142578125","0.421142578125"
"241664","59","59","59","0.402587890625","0.402587890625","0.402587890625"
"245760","60","60","60","0.519775390625","0.519775390625","0.519775390625"
"249856","61","61","61","0.568115234375","0.568115234375","0.568115234375"
"253952","62","62","62","0.513671875","0.513671875","0.513671875"
"258048","63","63","63","0.400634765625","0.400634765625","0.400634765625"
"262144","64","64","64","0.44287109375","0.44287109375","0.44287109375"
"266240","65","65","65","0.485107421875","0.485107421875","0.485107421875"
"270336","66","66","66","0.566650390625","0.566650390625","0.566650390625"
"274432","67","67","67","0.670166015625","0.670166015625","0.670166015625"
"278528","68","68","68","0.5947265625","0.5947265625","0.5947265625"
"282624","69","69","69","0.471923828125","0.471923828125","0.471923828125"
"286720","70","70","70","0.470458984375","0.470458984375","0.470458984375"
"290816","71","71","71","0.62744140625","0.62744140625","0.62744140625"
"294912","72","72","72","0.626953125","0.626953125","0.626953125"
"299008","73","73","73","0.701416015625","0.701416015625","0.701416015625"
"303104","74","74","74","0.691650390625","0.691650390625","0.691650390625"
"307200","75","75","75","0.66015625","0.66015625","0.66015625"
"311296","76","76","76","0.65576171875","0.65576171875","0.65576171875"
"315392","77","77","77","0.708984375","0.708984375","0.708984375"
"319488","78","78","78","0.677490234375","0.677490234375","0.677490234375"
"323584","79","79","79","0.5810546875","0.5810546875","0.5810546875"
"327680","80","80","80","0.64794921875","0.64794921875","0.64794921875"
"331776","81","81","81","0.64794921875","0.64794921875","0.64794921875"
"335872","82","82","82","0.5810546875","0.5810546875","0.5810546875"
"339968","83","83","83","0.498046875","0.498046875","0.498046875"
"344064","84","84","84","0.5302734375","0.5302734375","0.5302734375"
"348160","85","85","85","0.6162109375","0.6162109375","0.6162109375"
"352256","86","86","86","0.535400390625","0.535400390625","0.535400390625"
