"env_step","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step__MIN","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - _step__MAX","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns__MIN","Asterix-MinAtar_Transfer_From_SpaceInvaders-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0","0","0"
"8192","2","2","2","0.012939453125","0.012939453125","0.012939453125"
"12288","3","3","3","0.173828125","0.173828125","0.173828125"
"16384","4","4","4","0.36962890625","0.36962890625","0.36962890625"
"20480","5","5","5","0.401611328125","0.401611328125","0.401611328125"
"24576","6","6","6","0.520751953125","0.520751953125","0.520751953125"
"28672","7","7","7","0.491455078125","0.491455078125","0.491455078125"
"32768","8","8","8","0.52197265625","0.52197265625","0.52197265625"
"36864","9","9","9","0.509765625","0.509765625","0.509765625"
"40960","10","10","10","0.48388671875","0.48388671875","0.48388671875"
"45056","11","11","11","0.53857421875","0.53857421875","0.53857421875"
"49152","12","12","12","0.539306640625","0.539306640625","0.539306640625"
"53248","13","13","13","0.54345703125","0.54345703125","0.54345703125"
"57344","14","14","14","0.500732421875","0.500732421875","0.500732421875"
"61440","15","15","15","0.45166015625","0.45166015625","0.45166015625"
"65536","16","16","16","0.4765625","0.4765625","0.4765625"
"69632","17","17","17","0.515869140625","0.515869140625","0.515869140625"
"73728","18","18","18","0.417724609375","0.417724609375","0.417724609375"
"77824","19","19","19","0.463134765625","0.463134765625","0.463134765625"
"81920","20","20","20","0.477783203125","0.477783203125","0.477783203125"
"86016","21","21","21","0.43017578125","0.43017578125","0.43017578125"
"90112","22","22","22","0.435546875","0.435546875","0.435546875"
"94208","23","23","23","0.426513671875","0.426513671875","0.426513671875"
"98304","24","24","24","0.4658203125","0.4658203125","0.4658203125"
"102400","25","25","25","0.477783203125","0.477783203125","0.477783203125"
"106496","26","26","26","0.53759765625","0.53759765625","0.53759765625"
"110592","27","27","27","0.544677734375","0.544677734375","0.544677734375"
"114688","28","28","28","0.5283203125","0.5283203125","0.5283203125"
"118784","29","29","29","0.4951171875","0.4951171875","0.4951171875"
"122880","30","30","30","0.594482421875","0.594482421875","0.594482421875"
"126976","31","31","31","0.573974609375","0.573974609375","0.573974609375"
"131072","32","32","32","0.479248046875","0.479248046875","0.479248046875"
"135168","33","33","33","0.43408203125","0.43408203125","0.43408203125"
"139264","34","34","34","0.4833984375","0.4833984375","0.4833984375"
"143360","35","35","35","0.455810546875","0.455810546875","0.455810546875"
"147456","36","36","36","0.40283203125","0.40283203125","0.40283203125"
"151552","37","37","37","0.4609375","0.4609375","0.4609375"
"155648","38","38","38","0.44287109375","0.44287109375","0.44287109375"
"159744","39","39","39","0.50927734375","0.50927734375","0.50927734375"
"163840","40","40","40","0.565185546875","0.565185546875","0.565185546875"
"167936","41","41","41","0.5517578125","0.5517578125","0.5517578125"
"172032","42","42","42","0.4619140625","0.4619140625","0.4619140625"
"176128","43","43","43","0.502685546875","0.502685546875","0.502685546875"
"180224","44","44","44","0.516357421875","0.516357421875","0.516357421875"
"184320","45","45","45","0.47216796875","0.47216796875","0.47216796875"
"188416","46","46","46","0.449462890625","0.449462890625","0.449462890625"
"192512","47","47","47","0.456298828125","0.456298828125","0.456298828125"
"196608","48","48","48","0.4609375","0.4609375","0.4609375"
"200704","49","49","49","0.5224609375","0.5224609375","0.5224609375"
"204800","50","50","50","0.4306640625","0.4306640625","0.4306640625"
"208896","51","51","51","0.4501953125","0.4501953125","0.4501953125"
"212992","52","52","52","0.510009765625","0.510009765625","0.510009765625"
"217088","53","53","53","0.480224609375","0.480224609375","0.480224609375"
"221184","54","54","54","0.498046875","0.498046875","0.498046875"
"225280","55","55","55","0.513916015625","0.513916015625","0.513916015625"
"229376","56","56","56","0.523193359375","0.523193359375","0.523193359375"
"233472","57","57","57","0.513427734375","0.513427734375","0.513427734375"
"237568","58","58","58","0.45458984375","0.45458984375","0.45458984375"
"241664","59","59","59","0.42138671875","0.42138671875","0.42138671875"
"245760","60","60","60","0.529052734375","0.529052734375","0.529052734375"
"249856","61","61","61","0.5146484375","0.5146484375","0.5146484375"
"253952","62","62","62","0.57373046875","0.57373046875","0.57373046875"
"258048","63","63","63","0.57373046875","0.57373046875","0.57373046875"
"262144","64","64","64","0.567138671875","0.567138671875","0.567138671875"
"266240","65","65","65","0.557373046875","0.557373046875","0.557373046875"
"270336","66","66","66","0.561279296875","0.561279296875","0.561279296875"
"274432","67","67","67","0.59130859375","0.59130859375","0.59130859375"
"278528","68","68","68","0.66015625","0.66015625","0.66015625"
"282624","69","69","69","0.709716796875","0.709716796875","0.709716796875"
"286720","70","70","70","0.573974609375","0.573974609375","0.573974609375"
"290816","71","71","71","0.485595703125","0.485595703125","0.485595703125"
"294912","72","72","72","0.5498046875","0.5498046875","0.5498046875"
"299008","73","73","73","0.55224609375","0.55224609375","0.55224609375"
"303104","74","74","74","0.468505859375","0.468505859375","0.468505859375"
"307200","75","75","75","0.48974609375","0.48974609375","0.48974609375"
"311296","76","76","76","0.479736328125","0.479736328125","0.479736328125"
"315392","77","77","77","0.4638671875","0.4638671875","0.4638671875"
"319488","78","78","78","0.456298828125","0.456298828125","0.456298828125"
"323584","79","79","79","0.505126953125","0.505126953125","0.505126953125"
"327680","80","80","80","0.509033203125","0.509033203125","0.509033203125"
"331776","81","81","81","0.509033203125","0.509033203125","0.509033203125"
"335872","82","82","82","0.532958984375","0.532958984375","0.532958984375"
"339968","83","83","83","0.47412109375","0.47412109375","0.47412109375"
"344064","84","84","84","0.472900390625","0.472900390625","0.472900390625"
"348160","85","85","85","0.457763671875","0.457763671875","0.457763671875"
"352256","86","86","86","0.47314453125","0.47314453125","0.47314453125"
