"env_step","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - _step","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - _step__MIN","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - _step__MAX","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns__MIN","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0","0","0"
"8192","2","2","2","0.012939453125","0.012939453125","0.012939453125"
"12288","3","3","3","0.166259765625","0.166259765625","0.166259765625"
"16384","4","4","4","0.35302734375","0.35302734375","0.35302734375"
"20480","5","5","5","0.384521484375","0.384521484375","0.384521484375"
"24576","6","6","6","0.52197265625","0.52197265625","0.52197265625"
"28672","7","7","7","0.55029296875","0.55029296875","0.55029296875"
"32768","8","8","8","0.642822265625","0.642822265625","0.642822265625"
"36864","9","9","9","0.61962890625","0.61962890625","0.61962890625"
"40960","10","10","10","0.63720703125","0.63720703125","0.63720703125"
"45056","11","11","11","0.614990234375","0.614990234375","0.614990234375"
"49152","12","12","12","0.55419921875","0.55419921875","0.55419921875"
"53248","13","13","13","0.48681640625","0.48681640625","0.48681640625"
"57344","14","14","14","0.491455078125","0.491455078125","0.491455078125"
"61440","15","15","15","0.61328125","0.61328125","0.61328125"
"65536","16","16","16","0.5859375","0.5859375","0.5859375"
"69632","17","17","17","0.5458984375","0.5458984375","0.5458984375"
"73728","18","18","18","0.51025390625","0.51025390625","0.51025390625"
"77824","19","19","19","0.52294921875","0.52294921875","0.52294921875"
"81920","20","20","20","0.54931640625","0.54931640625","0.54931640625"
"86016","21","21","21","0.5029296875","0.5029296875","0.5029296875"
"90112","22","22","22","0.524658203125","0.524658203125","0.524658203125"
"94208","23","23","23","0.43896484375","0.43896484375","0.43896484375"
"98304","24","24","24","0.390869140625","0.390869140625","0.390869140625"
"102400","25","25","25","0.325439453125","0.325439453125","0.325439453125"
"106496","26","26","26","0.446533203125","0.446533203125","0.446533203125"
"110592","27","27","27","0.481201171875","0.481201171875","0.481201171875"
"114688","28","28","28","0.538330078125","0.538330078125","0.538330078125"
"118784","29","29","29","0.51220703125","0.51220703125","0.51220703125"
"122880","30","30","30","0.513916015625","0.513916015625","0.513916015625"
"126976","31","31","31","0.63232421875","0.63232421875","0.63232421875"
"131072","32","32","32","0.576171875","0.576171875","0.576171875"
"135168","33","33","33","0.576416015625","0.576416015625","0.576416015625"
"139264","34","34","34","0.533203125","0.533203125","0.533203125"
"143360","35","35","35","0.501220703125","0.501220703125","0.501220703125"
"147456","36","36","36","0.479736328125","0.479736328125","0.479736328125"
"151552","37","37","37","0.534912109375","0.534912109375","0.534912109375"
"155648","38","38","38","0.528564453125","0.528564453125","0.528564453125"
"159744","39","39","39","0.5009765625","0.5009765625","0.5009765625"
"163840","40","40","40","0.465576171875","0.465576171875","0.465576171875"
"167936","41","41","41","0.421875","0.421875","0.421875"
"172032","42","42","42","0.319091796875","0.319091796875","0.319091796875"
"176128","43","43","43","0.40869140625","0.40869140625","0.40869140625"
"180224","44","44","44","0.401611328125","0.401611328125","0.401611328125"
"184320","45","45","45","0.4228515625","0.4228515625","0.4228515625"
"188416","46","46","46","0.486328125","0.486328125","0.486328125"
"192512","47","47","47","0.512451171875","0.512451171875","0.512451171875"
"196608","48","48","48","0.40673828125","0.40673828125","0.40673828125"
"200704","49","49","49","0.4072265625","0.4072265625","0.4072265625"
"204800","50","50","50","0.4248046875","0.4248046875","0.4248046875"
"208896","51","51","51","0.449951171875","0.449951171875","0.449951171875"
"212992","52","52","52","0.45849609375","0.45849609375","0.45849609375"
"217088","53","53","53","0.41455078125","0.41455078125","0.41455078125"
"221184","54","54","54","0.394287109375","0.394287109375","0.394287109375"
"225280","55","55","55","0.459228515625","0.459228515625","0.459228515625"
"229376","56","56","56","0.438720703125","0.438720703125","0.438720703125"
"233472","57","57","57","0.458984375","0.458984375","0.458984375"
"237568","58","58","58","0.51123046875","0.51123046875","0.51123046875"
"241664","59","59","59","0.443359375","0.443359375","0.443359375"
"245760","60","60","60","0.472900390625","0.472900390625","0.472900390625"
"249856","61","61","61","0.44775390625","0.44775390625","0.44775390625"
"253952","62","62","62","0.404052734375","0.404052734375","0.404052734375"
"258048","63","63","63","0.45166015625","0.45166015625","0.45166015625"
"262144","64","64","64","0.5107421875","0.5107421875","0.5107421875"
"266240","65","65","65","0.593994140625","0.593994140625","0.593994140625"
"270336","66","66","66","0.545166015625","0.545166015625","0.545166015625"
"274432","67","67","67","0.527099609375","0.527099609375","0.527099609375"
"278528","68","68","68","0.4599609375","0.4599609375","0.4599609375"
"282624","69","69","69","0.4501953125","0.4501953125","0.4501953125"
"286720","70","70","70","0.427734375","0.427734375","0.427734375"
"290816","71","71","71","0.466796875","0.466796875","0.466796875"
"294912","72","72","72","0.536865234375","0.536865234375","0.536865234375"
"299008","73","73","73","0.5830078125","0.5830078125","0.5830078125"
"303104","74","74","74","0.635498046875","0.635498046875","0.635498046875"
"307200","75","75","75","0.68896484375","0.68896484375","0.68896484375"
"311296","76","76","76","0.680419921875","0.680419921875","0.680419921875"
"315392","77","77","77","0.62158203125","0.62158203125","0.62158203125"
"319488","78","78","78","0.6455078125","0.6455078125","0.6455078125"
"323584","79","79","79","0.568115234375","0.568115234375","0.568115234375"
"327680","80","80","80","0.478271484375","0.478271484375","0.478271484375"
"331776","81","81","81","0.491943359375","0.491943359375","0.491943359375"
"335872","82","82","82","0.56884765625","0.56884765625","0.56884765625"
"339968","83","83","83","0.518310546875","0.518310546875","0.518310546875"
"344064","84","84","84","0.562744140625","0.562744140625","0.562744140625"
"348160","85","85","85","0.6083984375","0.6083984375","0.6083984375"
"352256","86","86","86","0.610107421875","0.610107421875","0.610107421875"
"356352","87","87","87","0.63427734375","0.63427734375","0.63427734375"
