env_step,pqn_Asterix-MinAtar - returned_episode_returns
4096,0.0
8192,0.012939453125
12288,0.157470703125
16384,0.35693359375
20480,0.40283203125
24576,0.536376953125
28672,0.523193359375
32768,0.5380859375
36864,0.586669921875
40960,0.6484375
45056,0.675048828125
49152,0.62060546875
53248,0.521484375
57344,0.4873046875
61440,0.55078125
65536,0.55078125
69632,0.528076171875
73728,0.472900390625
77824,0.41552734375
81920,0.4599609375
86016,0.448486328125
90112,0.419189453125
94208,0.39404296875
98304,0.29248046875
102400,0.265869140625
106496,0.2890625
110592,0.378173828125
114688,0.37060546875
118784,0.526611328125
122880,0.450439453125
126976,0.378662109375
131072,0.396728515625
135168,0.401611328125
139264,0.36962890625
143360,0.481689453125
147456,0.57421875
151552,0.71240234375
155648,0.5087890625
159744,0.4560546875
163840,0.48876953125
167936,0.53662109375
172032,0.556396484375
176128,0.567138671875
180224,0.489990234375
184320,0.42626953125
188416,0.46923828125
192512,0.520263671875
196608,0.603515625
200704,0.565185546875
204800,0.535400390625
208896,0.474609375
212992,0.470458984375
217088,0.454833984375
221184,0.551513671875
225280,0.633056640625
229376,0.572998046875
233472,0.51513671875
237568,0.49560546875
241664,0.468505859375
245760,0.4208984375
249856,0.456787109375
253952,0.53857421875
258048,0.562255859375
262144,0.55810546875
266240,0.568603515625
270336,0.49609375
274432,0.436279296875
278528,0.5283203125
282624,0.563720703125
286720,0.544189453125
290816,0.4873046875
294912,0.52587890625
299008,0.697509765625
303104,0.69287109375
307200,0.671875
311296,0.713134765625
315392,0.68359375
319488,0.59814453125
323584,0.60693359375
327680,0.579833984375
331776,0.540283203125
335872,0.62744140625
339968,0.688720703125
344064,0.659912109375
348160,0.5869140625
352256,0.670654296875
356352,0.697998046875
360448,0.63134765625
364544,0.63671875
368640,0.601318359375
372736,0.602783203125
376832,0.58642578125
380928,0.573974609375
385024,0.627685546875
389120,0.814208984375
393216,0.86181640625
397312,0.899169921875
401408,0.75830078125
405504,0.697021484375
409600,0.636474609375
413696,0.58544921875
417792,0.59375
421888,0.55908203125
425984,0.504150390625
430080,0.466064453125
434176,0.490478515625
438272,0.647216796875
442368,0.72412109375
446464,0.796142578125
450560,0.699462890625
454656,0.7119140625
458752,0.640869140625
462848,0.63232421875
466944,0.624755859375
471040,0.624267578125
475136,0.5380859375
479232,0.46533203125
483328,0.555419921875
487424,0.65234375
491520,0.7822265625
495616,0.62744140625
499712,0.517822265625
503808,0.4619140625
507904,0.54345703125
512000,0.704345703125
516096,0.71923828125
520192,0.75146484375
524288,0.65380859375
528384,0.50439453125
532480,0.5234375
536576,0.609375
540672,0.58154296875
544768,0.65771484375
548864,0.68896484375
552960,0.7314453125
557056,0.61669921875
561152,0.501708984375
565248,0.6181640625
569344,0.69873046875
573440,0.71875
577536,0.70166015625
581632,0.744384765625
585728,0.785888671875
589824,0.831787109375
593920,0.86279296875
598016,0.85205078125
602112,0.92041015625
606208,0.802978515625
610304,0.83837890625
614400,0.870361328125
618496,0.926025390625
622592,0.84228515625
626688,0.821533203125
630784,0.699951171875
634880,0.6357421875
638976,0.605224609375
643072,0.755859375
647168,0.89599609375
651264,0.87744140625
655360,0.818603515625
659456,0.894287109375
663552,0.83935546875
667648,0.847412109375
671744,0.699462890625
675840,0.61669921875
679936,0.752685546875
684032,0.75830078125
688128,0.770751953125
692224,0.869384765625
696320,0.903564453125
700416,0.9150390625
704512,0.946533203125
708608,0.969970703125
712704,0.8310546875
716800,0.84033203125
720896,0.839599609375
724992,0.82958984375
729088,0.948486328125
733184,0.964599609375
737280,0.988525390625
741376,1.05224609375
745472,1.179931640625
749568,1.015869140625
753664,0.969482421875
