env_step,pqn_Asterix-MinAtar - returned_episode_returns
4096,0.0
8192,0.012939453125
12288,0.157470703125
16384,0.35693359375
20480,0.40283203125
24576,0.5341796875
28672,0.542236328125
32768,0.557373046875
36864,0.58349609375
40960,0.654052734375
45056,0.68408203125
49152,0.581298828125
53248,0.50146484375
57344,0.494873046875
61440,0.496337890625
65536,0.475341796875
69632,0.54541015625
73728,0.4697265625
77824,0.407470703125
81920,0.388671875
86016,0.506591796875
90112,0.557373046875
94208,0.568603515625
98304,0.49462890625
102400,0.489990234375
106496,0.464111328125
110592,0.503662109375
114688,0.49853515625
118784,0.581298828125
122880,0.503173828125
126976,0.493408203125
131072,0.531982421875
135168,0.429931640625
139264,0.3798828125
143360,0.417724609375
147456,0.383544921875
151552,0.389404296875
155648,0.423095703125
159744,0.53173828125
163840,0.526611328125
167936,0.494384765625
172032,0.430419921875
176128,0.51416015625
180224,0.60107421875
184320,0.660888671875
188416,0.550537109375
192512,0.529296875
196608,0.51025390625
200704,0.49365234375
204800,0.511474609375
208896,0.53466796875
212992,0.6435546875
217088,0.643798828125
221184,0.6455078125
225280,0.632568359375
229376,0.5712890625
233472,0.6025390625
237568,0.612060546875
241664,0.576171875
245760,0.5322265625
249856,0.61181640625
253952,0.60009765625
258048,0.532958984375
262144,0.50927734375
266240,0.5654296875
270336,0.652099609375
274432,0.517333984375
278528,0.4580078125
282624,0.4599609375
286720,0.439453125
290816,0.4677734375
294912,0.583740234375
299008,0.489501953125
303104,0.546142578125
307200,0.58056640625
311296,0.643310546875
315392,0.625
319488,0.60888671875
323584,0.530517578125
327680,0.566650390625
331776,0.5576171875
335872,0.5615234375
339968,0.5791015625
344064,0.447265625
348160,0.45751953125
352256,0.513671875
356352,0.482177734375
360448,0.509521484375
364544,0.623779296875
368640,0.742919921875
372736,0.716552734375
376832,0.705810546875
380928,0.621337890625
385024,0.58935546875
389120,0.53662109375
393216,0.5478515625
397312,0.613037109375
401408,0.57958984375
405504,0.60546875
409600,0.636962890625
413696,0.61181640625
417792,0.6513671875
421888,0.72998046875
425984,0.607177734375
430080,0.66259765625
434176,0.658447265625
438272,0.72802734375
442368,0.836669921875
446464,0.85693359375
450560,0.804931640625
454656,0.83837890625
458752,0.8876953125
462848,0.7998046875
466944,0.731689453125
471040,0.765625
475136,0.778564453125
479232,0.747802734375
483328,0.81298828125
487424,0.907470703125
491520,1.01806640625
495616,0.941650390625
499712,0.83935546875
503808,0.908935546875
507904,0.92529296875
512000,0.801513671875
516096,0.81884765625
520192,0.822509765625
524288,0.865234375
528384,0.960205078125
532480,0.9697265625
536576,0.912109375
540672,0.854736328125
544768,0.88134765625
548864,0.69873046875
552960,0.7958984375
557056,0.875244140625
561152,1.004638671875
565248,1.037353515625
569344,1.030517578125
573440,1.055419921875
577536,1.128173828125
581632,1.072998046875
585728,1.076171875
589824,1.06396484375
593920,1.01806640625
598016,1.041259765625
602112,1.07275390625
606208,0.950927734375
610304,0.9638671875
614400,0.884521484375
618496,0.941162109375
622592,1.0537109375
626688,1.0107421875
630784,1.038330078125
634880,1.11279296875
638976,1.167724609375
643072,1.170166015625
647168,1.2880859375
651264,1.252197265625
655360,1.221435546875
659456,1.132568359375
663552,1.087158203125
667648,1.122314453125
671744,1.15625
675840,1.12109375
679936,1.056640625
684032,1.00537109375
688128,1.00634765625
692224,0.994384765625
696320,1.134033203125
700416,1.19921875
704512,1.3271484375
708608,1.237060546875
712704,1.166748046875
716800,0.978759765625
720896,0.960693359375
724992,1.0302734375
729088,1.16796875
733184,1.229736328125
737280,1.26123046875
741376,1.34033203125
745472,1.337158203125
749568,1.35888671875
753664,1.3935546875
