env_step,pqn_Asterix-MinAtar - returned_episode_returns
4096,0.0
8192,0.012939453125
12288,0.157470703125
16384,0.35693359375
20480,0.40283203125
24576,0.53857421875
28672,0.540283203125
32768,0.5849609375
36864,0.59521484375
40960,0.680908203125
45056,0.69873046875
49152,0.5380859375
53248,0.4931640625
57344,0.5458984375
61440,0.5263671875
65536,0.518310546875
69632,0.556640625
73728,0.48828125
77824,0.489501953125
81920,0.468017578125
86016,0.3203125
90112,0.31005859375
94208,0.3515625
98304,0.43701171875
102400,0.390380859375
106496,0.429931640625
110592,0.432861328125
114688,0.46435546875
118784,0.47216796875
122880,0.470947265625
126976,0.495849609375
131072,0.381591796875
135168,0.39892578125
139264,0.37646484375
143360,0.384033203125
147456,0.52490234375
151552,0.553955078125
155648,0.546630859375
159744,0.642822265625
163840,0.645263671875
167936,0.68603515625
172032,0.7001953125
176128,0.522705078125
180224,0.49267578125
184320,0.498291015625
188416,0.671630859375
192512,0.727783203125
196608,0.551025390625
200704,0.437744140625
204800,0.427001953125
208896,0.499755859375
212992,0.47314453125
217088,0.4931640625
221184,0.56591796875
225280,0.452392578125
229376,0.337646484375
233472,0.3388671875
237568,0.5205078125
241664,0.576416015625
245760,0.51708984375
249856,0.49951171875
253952,0.572509765625
258048,0.520263671875
262144,0.530029296875
266240,0.497802734375
270336,0.376953125
274432,0.36865234375
278528,0.480712890625
282624,0.498291015625
286720,0.509765625
290816,0.512939453125
294912,0.478271484375
299008,0.446044921875
303104,0.43505859375
307200,0.490234375
311296,0.456787109375
315392,0.52001953125
319488,0.4658203125
323584,0.523681640625
327680,0.5595703125
331776,0.56591796875
335872,0.525390625
339968,0.630126953125
344064,0.62353515625
348160,0.4521484375
352256,0.525146484375
356352,0.50341796875
360448,0.472900390625
364544,0.5146484375
368640,0.47607421875
372736,0.504638671875
376832,0.556884765625
380928,0.6669921875
385024,0.71484375
389120,0.63037109375
393216,0.5048828125
397312,0.56982421875
401408,0.506103515625
405504,0.570556640625
409600,0.66015625
413696,0.663330078125
417792,0.69580078125
421888,0.74169921875
425984,0.65576171875
430080,0.6337890625
434176,0.6533203125
438272,0.700439453125
442368,0.66064453125
446464,0.60986328125
450560,0.523681640625
454656,0.512939453125
458752,0.6796875
462848,0.65869140625
466944,0.664794921875
471040,0.665283203125
475136,0.636962890625
479232,0.703125
483328,0.703857421875
487424,0.755859375
491520,0.71142578125
495616,0.636474609375
499712,0.640380859375
503808,0.5830078125
507904,0.69677734375
512000,0.7119140625
516096,0.630859375
520192,0.6376953125
524288,0.684326171875
528384,0.6044921875
532480,0.67333984375
536576,0.616943359375
540672,0.597412109375
544768,0.60888671875
548864,0.68896484375
552960,0.6826171875
557056,0.73046875
561152,0.67822265625
565248,0.71826171875
569344,0.775634765625
573440,0.77587890625
577536,0.7236328125
581632,0.744873046875
585728,0.777587890625
589824,0.834716796875
593920,0.85205078125
598016,0.849365234375
602112,0.79296875
606208,0.80322265625
610304,0.802978515625
614400,0.856201171875
618496,0.828125
622592,0.795654296875
626688,0.87255859375
630784,0.76220703125
634880,0.65625
638976,0.610595703125
643072,0.615478515625
647168,0.697021484375
651264,0.79345703125
655360,0.63232421875
659456,0.571044921875
663552,0.65625
667648,0.666015625
671744,0.64404296875
675840,0.788818359375
679936,0.71044921875
684032,0.822509765625
688128,0.69384765625
692224,0.73095703125
696320,0.84130859375
700416,0.879638671875
704512,0.8701171875
708608,0.902587890625
712704,0.897705078125
716800,0.735107421875
720896,0.640380859375
724992,0.5478515625
729088,0.592041015625
733184,0.607666015625
737280,0.648193359375
741376,0.693115234375
745472,0.68994140625
749568,0.855224609375
753664,0.871337890625
