"env_step","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - _step","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - _step__MIN","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - _step__MAX","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns__MIN","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0","0","0"
"8192","2","2","2","0.012939453125","0.012939453125","0.012939453125"
"12288","3","3","3","0.17236328125","0.17236328125","0.17236328125"
"16384","4","4","4","0.383056640625","0.383056640625","0.383056640625"
"20480","5","5","5","0.426513671875","0.426513671875","0.426513671875"
"24576","6","6","6","0.55419921875","0.55419921875","0.55419921875"
"28672","7","7","7","0.5478515625","0.5478515625","0.5478515625"
"32768","8","8","8","0.586669921875","0.586669921875","0.586669921875"
"36864","9","9","9","0.540771484375","0.540771484375","0.540771484375"
"40960","10","10","10","0.534423828125","0.534423828125","0.534423828125"
"45056","11","11","11","0.4765625","0.4765625","0.4765625"
"49152","12","12","12","0.473388671875","0.473388671875","0.473388671875"
"53248","13","13","13","0.51806640625","0.51806640625","0.51806640625"
"57344","14","14","14","0.559814453125","0.559814453125","0.559814453125"
"61440","15","15","15","0.539794921875","0.539794921875","0.539794921875"
"65536","16","16","16","0.494140625","0.494140625","0.494140625"
"69632","17","17","17","0.595947265625","0.595947265625","0.595947265625"
"73728","18","18","18","0.4580078125","0.4580078125","0.4580078125"
"77824","19","19","19","0.3671875","0.3671875","0.3671875"
"81920","20","20","20","0.388671875","0.388671875","0.388671875"
"86016","21","21","21","0.37841796875","0.37841796875","0.37841796875"
"90112","22","22","22","0.44482421875","0.44482421875","0.44482421875"
"94208","23","23","23","0.4677734375","0.4677734375","0.4677734375"
"98304","24","24","24","0.39404296875","0.39404296875","0.39404296875"
"102400","25","25","25","0.32275390625","0.32275390625","0.32275390625"
"106496","26","26","26","0.43212890625","0.43212890625","0.43212890625"
"110592","27","27","27","0.54541015625","0.54541015625","0.54541015625"
"114688","28","28","28","0.524658203125","0.524658203125","0.524658203125"
"118784","29","29","29","0.56591796875","0.56591796875","0.56591796875"
"122880","30","30","30","0.5166015625","0.5166015625","0.5166015625"
"126976","31","31","31","0.45849609375","0.45849609375","0.45849609375"
"131072","32","32","32","0.40234375","0.40234375","0.40234375"
"135168","33","33","33","0.410888671875","0.410888671875","0.410888671875"
"139264","34","34","34","0.526611328125","0.526611328125","0.526611328125"
"143360","35","35","35","0.504150390625","0.504150390625","0.504150390625"
"147456","36","36","36","0.4794921875","0.4794921875","0.4794921875"
"151552","37","37","37","0.50244140625","0.50244140625","0.50244140625"
"155648","38","38","38","0.54150390625","0.54150390625","0.54150390625"
"159744","39","39","39","0.548828125","0.548828125","0.548828125"
"163840","40","40","40","0.54541015625","0.54541015625","0.54541015625"
"167936","41","41","41","0.534912109375","0.534912109375","0.534912109375"
"172032","42","42","42","0.49267578125","0.49267578125","0.49267578125"
"176128","43","43","43","0.46533203125","0.46533203125","0.46533203125"
"180224","44","44","44","0.447998046875","0.447998046875","0.447998046875"
"184320","45","45","45","0.581298828125","0.581298828125","0.581298828125"
"188416","46","46","46","0.594970703125","0.594970703125","0.594970703125"
"192512","47","47","47","0.463623046875","0.463623046875","0.463623046875"
"196608","48","48","48","0.41552734375","0.41552734375","0.41552734375"
"200704","49","49","49","0.394775390625","0.394775390625","0.394775390625"
"204800","50","50","50","0.52783203125","0.52783203125","0.52783203125"
"208896","51","51","51","0.48046875","0.48046875","0.48046875"
"212992","52","52","52","0.536865234375","0.536865234375","0.536865234375"
"217088","53","53","53","0.58203125","0.58203125","0.58203125"
"221184","54","54","54","0.5048828125","0.5048828125","0.5048828125"
"225280","55","55","55","0.47216796875","0.47216796875","0.47216796875"
"229376","56","56","56","0.44140625","0.44140625","0.44140625"
"233472","57","57","57","0.381103515625","0.381103515625","0.381103515625"
"237568","58","58","58","0.38037109375","0.38037109375","0.38037109375"
"241664","59","59","59","0.489013671875","0.489013671875","0.489013671875"
"245760","60","60","60","0.423095703125","0.423095703125","0.423095703125"
"249856","61","61","61","0.43359375","0.43359375","0.43359375"
"253952","62","62","62","0.444580078125","0.444580078125","0.444580078125"
"258048","63","63","63","0.4765625","0.4765625","0.4765625"
"262144","64","64","64","0.48779296875","0.48779296875","0.48779296875"
"266240","65","65","65","0.520263671875","0.520263671875","0.520263671875"
"270336","66","66","66","0.47509765625","0.47509765625","0.47509765625"
"274432","67","67","67","0.46435546875","0.46435546875","0.46435546875"
"278528","68","68","68","0.47998046875","0.47998046875","0.47998046875"
"282624","69","69","69","0.545166015625","0.545166015625","0.545166015625"
"286720","70","70","70","0.64453125","0.64453125","0.64453125"
"290816","71","71","71","0.595703125","0.595703125","0.595703125"
"294912","72","72","72","0.52587890625","0.52587890625","0.52587890625"
"299008","73","73","73","0.5","0.5","0.5"
"303104","74","74","74","0.438232421875","0.438232421875","0.438232421875"
"307200","75","75","75","0.44580078125","0.44580078125","0.44580078125"
"311296","76","76","76","0.517333984375","0.517333984375","0.517333984375"
"315392","77","77","77","0.549560546875","0.549560546875","0.549560546875"
"319488","78","78","78","0.46435546875","0.46435546875","0.46435546875"
"323584","79","79","79","0.446044921875","0.446044921875","0.446044921875"
"327680","80","80","80","0.460205078125","0.460205078125","0.460205078125"
"331776","81","81","81","0.5751953125","0.5751953125","0.5751953125"
"335872","82","82","82","0.617919921875","0.617919921875","0.617919921875"
"339968","83","83","83","0.63134765625","0.63134765625","0.63134765625"
"344064","84","84","84","0.663818359375","0.663818359375","0.663818359375"
"348160","85","85","85","0.5390625","0.5390625","0.5390625"
"352256","86","86","86","0.49658203125","0.49658203125","0.49658203125"
"356352","87","87","87","0.549560546875","0.549560546875","0.549560546875"
"360448","88","88","88","0.586181640625","0.586181640625","0.586181640625"
