"env_step","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - _step","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - _step__MIN","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - _step__MAX","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns__MIN","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0","0","0"
"8192","2","2","2","0.012939453125","0.012939453125","0.012939453125"
"12288","3","3","3","0.17236328125","0.17236328125","0.17236328125"
"16384","4","4","4","0.383056640625","0.383056640625","0.383056640625"
"20480","5","5","5","0.432861328125","0.432861328125","0.432861328125"
"24576","6","6","6","0.559814453125","0.559814453125","0.559814453125"
"28672","7","7","7","0.548095703125","0.548095703125","0.548095703125"
"32768","8","8","8","0.594970703125","0.594970703125","0.594970703125"
"36864","9","9","9","0.571044921875","0.571044921875","0.571044921875"
"40960","10","10","10","0.569091796875","0.569091796875","0.569091796875"
"45056","11","11","11","0.511962890625","0.511962890625","0.511962890625"
"49152","12","12","12","0.514404296875","0.514404296875","0.514404296875"
"53248","13","13","13","0.51904296875","0.51904296875","0.51904296875"
"57344","14","14","14","0.548583984375","0.548583984375","0.548583984375"
"61440","15","15","15","0.558837890625","0.558837890625","0.558837890625"
"65536","16","16","16","0.5029296875","0.5029296875","0.5029296875"
"69632","17","17","17","0.525146484375","0.525146484375","0.525146484375"
"73728","18","18","18","0.51953125","0.51953125","0.51953125"
"77824","19","19","19","0.4619140625","0.4619140625","0.4619140625"
"81920","20","20","20","0.50927734375","0.50927734375","0.50927734375"
"86016","21","21","21","0.489990234375","0.489990234375","0.489990234375"
"90112","22","22","22","0.501953125","0.501953125","0.501953125"
"94208","23","23","23","0.454833984375","0.454833984375","0.454833984375"
"98304","24","24","24","0.49658203125","0.49658203125","0.49658203125"
"102400","25","25","25","0.532470703125","0.532470703125","0.532470703125"
"106496","26","26","26","0.557861328125","0.557861328125","0.557861328125"
"110592","27","27","27","0.533935546875","0.533935546875","0.533935546875"
"114688","28","28","28","0.561767578125","0.561767578125","0.561767578125"
"118784","29","29","29","0.618408203125","0.618408203125","0.618408203125"
"122880","30","30","30","0.46630859375","0.46630859375","0.46630859375"
"126976","31","31","31","0.36474609375","0.36474609375","0.36474609375"
"131072","32","32","32","0.383056640625","0.383056640625","0.383056640625"
"135168","33","33","33","0.4404296875","0.4404296875","0.4404296875"
"139264","34","34","34","0.5556640625","0.5556640625","0.5556640625"
"143360","35","35","35","0.62109375","0.62109375","0.62109375"
"147456","36","36","36","0.6025390625","0.6025390625","0.6025390625"
"151552","37","37","37","0.574951171875","0.574951171875","0.574951171875"
"155648","38","38","38","0.53125","0.53125","0.53125"
"159744","39","39","39","0.465087890625","0.465087890625","0.465087890625"
"163840","40","40","40","0.4501953125","0.4501953125","0.4501953125"
"167936","41","41","41","0.460693359375","0.460693359375","0.460693359375"
"172032","42","42","42","0.404541015625","0.404541015625","0.404541015625"
"176128","43","43","43","0.562744140625","0.562744140625","0.562744140625"
"180224","44","44","44","0.62255859375","0.62255859375","0.62255859375"
"184320","45","45","45","0.601318359375","0.601318359375","0.601318359375"
"188416","46","46","46","0.6533203125","0.6533203125","0.6533203125"
"192512","47","47","47","0.590576171875","0.590576171875","0.590576171875"
"196608","48","48","48","0.456787109375","0.456787109375","0.456787109375"
"200704","49","49","49","0.35546875","0.35546875","0.35546875"
"204800","50","50","50","0.28662109375","0.28662109375","0.28662109375"
"208896","51","51","51","0.443359375","0.443359375","0.443359375"
"212992","52","52","52","0.489501953125","0.489501953125","0.489501953125"
"217088","53","53","53","0.45654296875","0.45654296875","0.45654296875"
"221184","54","54","54","0.52001953125","0.52001953125","0.52001953125"
"225280","55","55","55","0.532470703125","0.532470703125","0.532470703125"
"229376","56","56","56","0.505126953125","0.505126953125","0.505126953125"
"233472","57","57","57","0.549560546875","0.549560546875","0.549560546875"
"237568","58","58","58","0.570068359375","0.570068359375","0.570068359375"
"241664","59","59","59","0.65673828125","0.65673828125","0.65673828125"
"245760","60","60","60","0.54931640625","0.54931640625","0.54931640625"
"249856","61","61","61","0.446044921875","0.446044921875","0.446044921875"
"253952","62","62","62","0.51611328125","0.51611328125","0.51611328125"
"258048","63","63","63","0.4296875","0.4296875","0.4296875"
"262144","64","64","64","0.5166015625","0.5166015625","0.5166015625"
"266240","65","65","65","0.42919921875","0.42919921875","0.42919921875"
"270336","66","66","66","0.360107421875","0.360107421875","0.360107421875"
"274432","67","67","67","0.35107421875","0.35107421875","0.35107421875"
"278528","68","68","68","0.3916015625","0.3916015625","0.3916015625"
"282624","69","69","69","0.427734375","0.427734375","0.427734375"
"286720","70","70","70","0.569091796875","0.569091796875","0.569091796875"
"290816","71","71","71","0.606201171875","0.606201171875","0.606201171875"
"294912","72","72","72","0.658447265625","0.658447265625","0.658447265625"
"299008","73","73","73","0.582275390625","0.582275390625","0.582275390625"
"303104","74","74","74","0.537109375","0.537109375","0.537109375"
"307200","75","75","75","0.548828125","0.548828125","0.548828125"
"311296","76","76","76","0.531494140625","0.531494140625","0.531494140625"
"315392","77","77","77","0.52392578125","0.52392578125","0.52392578125"
"319488","78","78","78","0.4716796875","0.4716796875","0.4716796875"
"323584","79","79","79","0.4970703125","0.4970703125","0.4970703125"
"327680","80","80","80","0.575439453125","0.575439453125","0.575439453125"
"331776","81","81","81","0.53125","0.53125","0.53125"
"335872","82","82","82","0.4892578125","0.4892578125","0.4892578125"
"339968","83","83","83","0.47705078125","0.47705078125","0.47705078125"
"344064","84","84","84","0.539794921875","0.539794921875","0.539794921875"
"348160","85","85","85","0.5673828125","0.5673828125","0.5673828125"
"352256","86","86","86","0.5029296875","0.5029296875","0.5029296875"
"356352","87","87","87","0.45703125","0.45703125","0.45703125"
