"env_step","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - _step","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - _step__MIN","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - _step__MAX","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns__MIN","Asterix-MinAtar_Transfer_From_Breakout-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0","0","0"
"8192","2","2","2","0.012939453125","0.012939453125","0.012939453125"
"12288","3","3","3","0.17236328125","0.17236328125","0.17236328125"
"16384","4","4","4","0.383056640625","0.383056640625","0.383056640625"
"20480","5","5","5","0.43212890625","0.43212890625","0.43212890625"
"24576","6","6","6","0.549560546875","0.549560546875","0.549560546875"
"28672","7","7","7","0.539306640625","0.539306640625","0.539306640625"
"32768","8","8","8","0.57763671875","0.57763671875","0.57763671875"
"36864","9","9","9","0.5537109375","0.5537109375","0.5537109375"
"40960","10","10","10","0.574462890625","0.574462890625","0.574462890625"
"45056","11","11","11","0.525146484375","0.525146484375","0.525146484375"
"49152","12","12","12","0.502197265625","0.502197265625","0.502197265625"
"53248","13","13","13","0.49658203125","0.49658203125","0.49658203125"
"57344","14","14","14","0.556884765625","0.556884765625","0.556884765625"
"61440","15","15","15","0.5673828125","0.5673828125","0.5673828125"
"65536","16","16","16","0.5595703125","0.5595703125","0.5595703125"
"69632","17","17","17","0.587646484375","0.587646484375","0.587646484375"
"73728","18","18","18","0.576171875","0.576171875","0.576171875"
"77824","19","19","19","0.590087890625","0.590087890625","0.590087890625"
"81920","20","20","20","0.48583984375","0.48583984375","0.48583984375"
"86016","21","21","21","0.46875","0.46875","0.46875"
"90112","22","22","22","0.400390625","0.400390625","0.400390625"
"94208","23","23","23","0.396728515625","0.396728515625","0.396728515625"
"98304","24","24","24","0.38427734375","0.38427734375","0.38427734375"
"102400","25","25","25","0.4931640625","0.4931640625","0.4931640625"
"106496","26","26","26","0.568603515625","0.568603515625","0.568603515625"
"110592","27","27","27","0.567626953125","0.567626953125","0.567626953125"
"114688","28","28","28","0.52001953125","0.52001953125","0.52001953125"
"118784","29","29","29","0.396240234375","0.396240234375","0.396240234375"
"122880","30","30","30","0.50830078125","0.50830078125","0.50830078125"
"126976","31","31","31","0.64599609375","0.64599609375","0.64599609375"
"131072","32","32","32","0.511474609375","0.511474609375","0.511474609375"
"135168","33","33","33","0.4287109375","0.4287109375","0.4287109375"
"139264","34","34","34","0.410400390625","0.410400390625","0.410400390625"
"143360","35","35","35","0.39013671875","0.39013671875","0.39013671875"
"147456","36","36","36","0.398681640625","0.398681640625","0.398681640625"
"151552","37","37","37","0.370849609375","0.370849609375","0.370849609375"
"155648","38","38","38","0.399169921875","0.399169921875","0.399169921875"
"159744","39","39","39","0.4140625","0.4140625","0.4140625"
"163840","40","40","40","0.327880859375","0.327880859375","0.327880859375"
"167936","41","41","41","0.365478515625","0.365478515625","0.365478515625"
"172032","42","42","42","0.408447265625","0.408447265625","0.408447265625"
"176128","43","43","43","0.43896484375","0.43896484375","0.43896484375"
"180224","44","44","44","0.491943359375","0.491943359375","0.491943359375"
"184320","45","45","45","0.586669921875","0.586669921875","0.586669921875"
"188416","46","46","46","0.51806640625","0.51806640625","0.51806640625"
"192512","47","47","47","0.5615234375","0.5615234375","0.5615234375"
"196608","48","48","48","0.510986328125","0.510986328125","0.510986328125"
"200704","49","49","49","0.4365234375","0.4365234375","0.4365234375"
"204800","50","50","50","0.439453125","0.439453125","0.439453125"
"208896","51","51","51","0.51806640625","0.51806640625","0.51806640625"
"212992","52","52","52","0.46240234375","0.46240234375","0.46240234375"
"217088","53","53","53","0.33837890625","0.33837890625","0.33837890625"
"221184","54","54","54","0.334716796875","0.334716796875","0.334716796875"
"225280","55","55","55","0.487548828125","0.487548828125","0.487548828125"
"229376","56","56","56","0.602783203125","0.602783203125","0.602783203125"
"233472","57","57","57","0.51123046875","0.51123046875","0.51123046875"
"237568","58","58","58","0.51953125","0.51953125","0.51953125"
"241664","59","59","59","0.46630859375","0.46630859375","0.46630859375"
"245760","60","60","60","0.517822265625","0.517822265625","0.517822265625"
"249856","61","61","61","0.57861328125","0.57861328125","0.57861328125"
"253952","62","62","62","0.568115234375","0.568115234375","0.568115234375"
"258048","63","63","63","0.492919921875","0.492919921875","0.492919921875"
"262144","64","64","64","0.487548828125","0.487548828125","0.487548828125"
"266240","65","65","65","0.562744140625","0.562744140625","0.562744140625"
"270336","66","66","66","0.54736328125","0.54736328125","0.54736328125"
"274432","67","67","67","0.596923828125","0.596923828125","0.596923828125"
"278528","68","68","68","0.638671875","0.638671875","0.638671875"
"282624","69","69","69","0.6689453125","0.6689453125","0.6689453125"
"286720","70","70","70","0.63232421875","0.63232421875","0.63232421875"
"290816","71","71","71","0.69580078125","0.69580078125","0.69580078125"
"294912","72","72","72","0.644775390625","0.644775390625","0.644775390625"
"299008","73","73","73","0.589111328125","0.589111328125","0.589111328125"
"303104","74","74","74","0.596923828125","0.596923828125","0.596923828125"
"307200","75","75","75","0.55810546875","0.55810546875","0.55810546875"
"311296","76","76","76","0.5048828125","0.5048828125","0.5048828125"
"315392","77","77","77","0.527099609375","0.527099609375","0.527099609375"
"319488","78","78","78","0.449951171875","0.449951171875","0.449951171875"
"323584","79","79","79","0.46435546875","0.46435546875","0.46435546875"
"327680","80","80","80","0.51953125","0.51953125","0.51953125"
"331776","81","81","81","0.546875","0.546875","0.546875"
"335872","82","82","82","0.4853515625","0.4853515625","0.4853515625"
"339968","83","83","83","0.47021484375","0.47021484375","0.47021484375"
"344064","84","84","84","0.419921875","0.419921875","0.419921875"
"348160","85","85","85","0.491455078125","0.491455078125","0.491455078125"
"352256","86","86","86","0.5087890625","0.5087890625","0.5087890625"
"356352","87","87","87","0.503173828125","0.503173828125","0.503173828125"
