"env_step","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - _step","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - _step__MIN","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - _step__MAX","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MIN","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.41064453125","0.41064453125","0.41064453125"
"12288","3","3","3","0.430908203125","0.430908203125","0.430908203125"
"16384","4","4","4","0.4462890625","0.4462890625","0.4462890625"
"20480","5","5","5","0.407470703125","0.407470703125","0.407470703125"
"24576","6","6","6","0.451904296875","0.451904296875","0.451904296875"
"28672","7","7","7","0.43505859375","0.43505859375","0.43505859375"
"32768","8","8","8","0.429443359375","0.429443359375","0.429443359375"
"36864","9","9","9","0.400390625","0.400390625","0.400390625"
"40960","10","10","10","0.4755859375","0.4755859375","0.4755859375"
"45056","11","11","11","0.4658203125","0.4658203125","0.4658203125"
"49152","12","12","12","0.451904296875","0.451904296875","0.451904296875"
"53248","13","13","13","0.4404296875","0.4404296875","0.4404296875"
"57344","14","14","14","0.48681640625","0.48681640625","0.48681640625"
"61440","15","15","15","0.458251953125","0.458251953125","0.458251953125"
"65536","16","16","16","0.439208984375","0.439208984375","0.439208984375"
"69632","17","17","17","0.499755859375","0.499755859375","0.499755859375"
"73728","18","18","18","0.481689453125","0.481689453125","0.481689453125"
"77824","19","19","19","0.383056640625","0.383056640625","0.383056640625"
"81920","20","20","20","0.392578125","0.392578125","0.392578125"
"86016","21","21","21","0.45947265625","0.45947265625","0.45947265625"
"90112","22","22","22","0.463134765625","0.463134765625","0.463134765625"
"94208","23","23","23","0.453125","0.453125","0.453125"
"98304","24","24","24","0.46923828125","0.46923828125","0.46923828125"
"102400","25","25","25","0.536376953125","0.536376953125","0.536376953125"
"106496","26","26","26","0.38623046875","0.38623046875","0.38623046875"
"110592","27","27","27","0.4482421875","0.4482421875","0.4482421875"
"114688","28","28","28","0.5263671875","0.5263671875","0.5263671875"
"118784","29","29","29","0.412109375","0.412109375","0.412109375"
"122880","30","30","30","0.50146484375","0.50146484375","0.50146484375"
"126976","31","31","31","0.533203125","0.533203125","0.533203125"
"131072","32","32","32","0.49267578125","0.49267578125","0.49267578125"
"135168","33","33","33","0.517333984375","0.517333984375","0.517333984375"
"139264","34","34","34","0.45751953125","0.45751953125","0.45751953125"
"143360","35","35","35","0.460205078125","0.460205078125","0.460205078125"
"147456","36","36","36","0.49951171875","0.49951171875","0.49951171875"
"151552","37","37","37","0.41845703125","0.41845703125","0.41845703125"
"155648","38","38","38","0.549560546875","0.549560546875","0.549560546875"
"159744","39","39","39","0.481201171875","0.481201171875","0.481201171875"
"163840","40","40","40","0.516845703125","0.516845703125","0.516845703125"
"167936","41","41","41","0.487548828125","0.487548828125","0.487548828125"
"172032","42","42","42","0.52880859375","0.52880859375","0.52880859375"
"176128","43","43","43","0.458984375","0.458984375","0.458984375"
"180224","44","44","44","0.47119140625","0.47119140625","0.47119140625"
"184320","45","45","45","0.517333984375","0.517333984375","0.517333984375"
"188416","46","46","46","0.526123046875","0.526123046875","0.526123046875"
"192512","47","47","47","0.430908203125","0.430908203125","0.430908203125"
"196608","48","48","48","0.458984375","0.458984375","0.458984375"
"200704","49","49","49","0.547119140625","0.547119140625","0.547119140625"
"204800","50","50","50","0.6083984375","0.6083984375","0.6083984375"
"208896","51","51","51","0.594482421875","0.594482421875","0.594482421875"
"212992","52","52","52","0.506591796875","0.506591796875","0.506591796875"
"217088","53","53","53","0.546875","0.546875","0.546875"
"221184","54","54","54","0.580322265625","0.580322265625","0.580322265625"
"225280","55","55","55","0.541259765625","0.541259765625","0.541259765625"
"229376","56","56","56","0.574462890625","0.574462890625","0.574462890625"
"233472","57","57","57","0.58056640625","0.58056640625","0.58056640625"
"237568","58","58","58","0.579833984375","0.579833984375","0.579833984375"
"241664","59","59","59","0.5625","0.5625","0.5625"
"245760","60","60","60","0.495849609375","0.495849609375","0.495849609375"
"249856","61","61","61","0.571533203125","0.571533203125","0.571533203125"
"253952","62","62","62","0.552490234375","0.552490234375","0.552490234375"
"258048","63","63","63","0.662109375","0.662109375","0.662109375"
"262144","64","64","64","0.705078125","0.705078125","0.705078125"
"266240","65","65","65","0.606201171875","0.606201171875","0.606201171875"
"270336","66","66","66","0.64404296875","0.64404296875","0.64404296875"
