"env_step","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - _step","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - _step__MIN","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - _step__MAX","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MIN","Breakout-MinAtar_Transfer_From_Asterix-MinAtar - returned_episode_returns__MAX"
"4096","1","1","1","0.1455078125","0.1455078125","0.1455078125"
"8192","2","2","2","0.41064453125","0.41064453125","0.41064453125"
"12288","3","3","3","0.430908203125","0.430908203125","0.430908203125"
"16384","4","4","4","0.4462890625","0.4462890625","0.4462890625"
"20480","5","5","5","0.407470703125","0.407470703125","0.407470703125"
"24576","6","6","6","0.451904296875","0.451904296875","0.451904296875"
"28672","7","7","7","0.43505859375","0.43505859375","0.43505859375"
"32768","8","8","8","0.435546875","0.435546875","0.435546875"
"36864","9","9","9","0.415283203125","0.415283203125","0.415283203125"
"40960","10","10","10","0.4697265625","0.4697265625","0.4697265625"
"45056","11","11","11","0.473388671875","0.473388671875","0.473388671875"
"49152","12","12","12","0.4345703125","0.4345703125","0.4345703125"
"53248","13","13","13","0.412353515625","0.412353515625","0.412353515625"
"57344","14","14","14","0.511474609375","0.511474609375","0.511474609375"
"61440","15","15","15","0.443603515625","0.443603515625","0.443603515625"
"65536","16","16","16","0.468994140625","0.468994140625","0.468994140625"
"69632","17","17","17","0.4345703125","0.4345703125","0.4345703125"
"73728","18","18","18","0.490966796875","0.490966796875","0.490966796875"
"77824","19","19","19","0.420654296875","0.420654296875","0.420654296875"
"81920","20","20","20","0.4697265625","0.4697265625","0.4697265625"
"86016","21","21","21","0.49267578125","0.49267578125","0.49267578125"
"90112","22","22","22","0.42626953125","0.42626953125","0.42626953125"
"94208","23","23","23","0.490234375","0.490234375","0.490234375"
"98304","24","24","24","0.448974609375","0.448974609375","0.448974609375"
"102400","25","25","25","0.47607421875","0.47607421875","0.47607421875"
"106496","26","26","26","0.397705078125","0.397705078125","0.397705078125"
"110592","27","27","27","0.453857421875","0.453857421875","0.453857421875"
"114688","28","28","28","0.4658203125","0.4658203125","0.4658203125"
"118784","29","29","29","0.52587890625","0.52587890625","0.52587890625"
"122880","30","30","30","0.454345703125","0.454345703125","0.454345703125"
"126976","31","31","31","0.564453125","0.564453125","0.564453125"
"131072","32","32","32","0.51513671875","0.51513671875","0.51513671875"
"135168","33","33","33","0.50439453125","0.50439453125","0.50439453125"
"139264","34","34","34","0.4384765625","0.4384765625","0.4384765625"
"143360","35","35","35","0.500732421875","0.500732421875","0.500732421875"
"147456","36","36","36","0.4677734375","0.4677734375","0.4677734375"
"151552","37","37","37","0.498046875","0.498046875","0.498046875"
"155648","38","38","38","0.5322265625","0.5322265625","0.5322265625"
"159744","39","39","39","0.440673828125","0.440673828125","0.440673828125"
"163840","40","40","40","0.51025390625","0.51025390625","0.51025390625"
"167936","41","41","41","0.5224609375","0.5224609375","0.5224609375"
"172032","42","42","42","0.53369140625","0.53369140625","0.53369140625"
"176128","43","43","43","0.5263671875","0.5263671875","0.5263671875"
"180224","44","44","44","0.444091796875","0.444091796875","0.444091796875"
"184320","45","45","45","0.474365234375","0.474365234375","0.474365234375"
"188416","46","46","46","0.475830078125","0.475830078125","0.475830078125"
"192512","47","47","47","0.507568359375","0.507568359375","0.507568359375"
"196608","48","48","48","0.574462890625","0.574462890625","0.574462890625"
"200704","49","49","49","0.567138671875","0.567138671875","0.567138671875"
"204800","50","50","50","0.5234375","0.5234375","0.5234375"
"208896","51","51","51","0.569580078125","0.569580078125","0.569580078125"
"212992","52","52","52","0.507080078125","0.507080078125","0.507080078125"
"217088","53","53","53","0.541015625","0.541015625","0.541015625"
"221184","54","54","54","0.538818359375","0.538818359375","0.538818359375"
"225280","55","55","55","0.510498046875","0.510498046875","0.510498046875"
"229376","56","56","56","0.63134765625","0.63134765625","0.63134765625"
"233472","57","57","57","0.65234375","0.65234375","0.65234375"
"237568","58","58","58","0.54296875","0.54296875","0.54296875"
"241664","59","59","59","0.59326171875","0.59326171875","0.59326171875"
"245760","60","60","60","0.4873046875","0.4873046875","0.4873046875"
"249856","61","61","61","0.5322265625","0.5322265625","0.5322265625"
"253952","62","62","62","0.595703125","0.595703125","0.595703125"
"258048","63","63","63","0.616943359375","0.616943359375","0.616943359375"
"262144","64","64","64","0.59130859375","0.59130859375","0.59130859375"
"266240","65","65","65","0.603515625","0.603515625","0.603515625"
"270336","66","66","66","0.6640625","0.6640625","0.6640625"
